,ステージ,報酬カテゴリー,エンブレム「嘘吐き」,プリズム,コイン,いいジャン祭メダル【赤】,,目標タイム,プリズム,koma_background_mag_00002,,,,,,,,,,
,2話,初回クリア,1,100,0,100,,300秒,20,,,,,,,,,,,
,,クリア,0,0,375,0,,200秒,20,,,,,,,,,,,
,,ランダム,0,0,0,0,,140秒,20,,,,,,,,,,,
,,"ランダム報酬
ドロップ率（%）",0,0,0,0,,報酬合計数,60,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,ステージ,推奨Lv,スタミナ,獲得リーダーEXP,ステージサムネイル,登場キャラ,登場強敵キャラ,背景ID,ステージ段数,強敵出現演出,終了時原画演出,ステージ開放条件,,,,,,,,
,3話,80,50,800,プリズム,推し活ファントム、星野ルビー、有馬かな、MEMちょ,アイ,osh_00001,,なし,なし,芸能界には才能が集まるステージ2クリアで解放,アイ要求ステージ,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,ステージ報酬,,,,,,,クリアタイム報酬,,ステージ背景ID,,ステージ背景名称,,,,,,,,
,ステージ,報酬カテゴリー,プリズム,コイン,いいジャン祭メダル【赤】,,,目標タイム,プリズム,koma_background_mag_00002,,,,,,,,,,
,3話,初回クリア,100,5000,100,,,400秒,20,,,,,,,,,,,
,,クリア,0,750,0,,,300秒,20,,,,,,,,,,,
,,ランダム,0,0,0,,,240秒,20,,,,,,,,,,,
,,"ランダム報酬
ドロップ率（%）",0,0,0,,,報酬合計数,60,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,設定（その他）,,,,,,,,,,,,,,lv80最適PTで300秒,,,,,
,クエストTOP画面表示キャラ,B小町の赤色担当　アイ,,,,,,,,,,,,,編成制限は必須、本イベと前イベは使えるように、あとは自由,,,,,
,クエストTOP画面表示キャラセリフ,私にとって嘘は愛,,,,,,,,,,,,,アクアで2万くらいはダメージ予定,,,,,
,特別ルール適用ステージ,ステージ1話,ステージ2話,ステージ2話,,,,,,,,,,,,,,,,
,特別ルール内容,スピードアタック,スピードアタック,スピードアタック,,,,,,,,,,,,,,,,
,スタミナブースト設定,ステージ1話,ステージ2話,ステージ3話,,,,,,,,,,,,,,,,
,,なし,なし,なし,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,◆メインクエスト追加,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,項目,内容,,,,,,,,,,,,,,,,,,
,名称,【推しの子】,,,,,,,,,,,,,,,,,,
,開催期間,1/1(木) 00:00,〜,無期限,,,,,,,,,,,,,,,,
,基礎設計URL,https://docs.google.com/spreadsheets/d/1gcclhKTvr7Q7c9-6qJjgCCITirbU9GOiAhhQWDrOEsw/edit?gid=0#gid=0,,,,,,,,,,,,,,,,,,
,原画演出URL,251120_【推しの子】_メインクエスト関連原画.pdf,,,,,,,,,,,,,,,,,,
,メインクエスト仕様書,https://docs.google.com/spreadsheets/d/1tNtm2Jzy9Jg-D27lSgpZOkWBs8MeV0cRywudaEJzA8s/edit?gid=2015104756#gid=2015104756&range=B814,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,◆コイン獲得クエスト関連,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,項目,内容,,,,,,,,,,,,,,,,,,
,開催期間,2026/01/01 0:00,〜,2026/02/02 10:59,,,,,,,,,,,,,,,,
,基礎設計URL,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,ボーナス,,,,,ボーナス倍率の内訳,,,,,,,,,,,,,,
,ボーナス（%）,対象キャラ,対象キャラID,,,フェス限の新キャラ,30%,,,,,,,,,,,,,
,30%,B小町不動のセンター アイ,chara_osh_00001,,,ピックアップURなどの新キャラ,20%,,,,,,,,,,,,,
,20%,復讐を誓う片星 星野 アクア,chara_osh_00101,,,恒常UR(新キャラではない),15%,,,,,,,,,,,,,
,10%,星野 ルビー,chara_osh_00201,,,ピックアップSSRなどの新キャラ,10%,,,,,,,,,,,,,
,10%,MEMちょ,chara_osh_00301,,,恒常SSR(新キャラではない),10%,,,,,,,,,,,,,
,10%,有馬 かな,chara_osh_00401,,,イベントSRなどの新キャラ,10%,,,,,,,,,,,,,
,10%,黒川 あかね,chara_osh_00501,,,恒常SR(新キャラではない),5%,,,,,,,,,,,,,
,10%,ぴえヨン,chara_osh_00601,,,恒常SR(新キャラではない),5%,,,,,,,,,,,,,
,,,,,,恒常R(新キャラではない),3%,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,◆アウトゲーム関連,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,▼ホーム画面,,,,,,,,,,,,,,,,,,,
,"ホーム画面左上
バナー",,,,,,,,,,,,,,,,,,,
,表示バナー,,destination_path,開始日,終了日,優先度(高5：低1),sort_oder,,,,,,,,,,,,,
,推しの子いいジャン祭バナー,,hometop_event_osh_00001,1/1 0:00,1/16 10:59,4,7,,,,,,,,,,,,,
,正月DXフェスガシャ,,hometop_gacha_glo_00002,1/1 0:00,2/2 10:59,4,6,,,,,,,,,,,,,
,ピックアップガシャ,,hometop_gacha_osh_00001,1/1 0:00,1/16 10:59,4,6,,,,,,,,,,,,,
,お得パックお知らせ,,hometop_shop_pack_00018,1/1 0:00,1/15 10:59,3,5,,,,,,,,,,,,,
,謹賀新年パス,,hometop_shop_pass_00004,1/1 0:00,1/8 10:59,3,5,※ホームバナーからパス画面への遷移にて不具合が発見されたので表示なし,,,,,,,,,,,,
,お得プリズム,,hometop_campaign_00004,1/1 0:00,1/15 10:59,3,5,,,,,,,,,,,,,
,,,,,,3,5,,,,,,,,,,,,,
,アーニャパック（定常）,,hometop_shop_pack_00001,2025-09-22 11:00:00,2034-01-01 0:00:00,1,4,定常バナーは変更しない,,,,,,,,,,,,
,スタートダッシュパック（定常）,,hometop_shop_pack_00002,2025-09-22 11:00:00,2034-01-01 0:00:00,1,3,,,,,,,,,,,,,
,ランクマッチ（定常）,,hometop_pvp_00001,2024-01-01 0:00:00,2030-01-02 0:00:00,1,1,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,"いいジャン祭
アイコン",,,,,,,,,,,,,,,,,,,
,アイコン名称,【推しの子】いいジャン祭,,,,,,,,,,,,,,,,,,
,表示されるキャラ,B小町不動のセンター アイ,星野 ルビー,有馬 かな,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,▼イベントTOP画面,,,,,,,,,,,,,,,,,,,
,"イベントTOP画面
バナー",,,,,,,,,,,,,,,,,,,
,"イベントTOP画面
バナー",,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,▼いいジャン祭TOP画面,,,,,,,,,,,,,,,,,,,
,設定関連,,,,,,,,,,,,,,,,,,,
,いいジャン祭TOP画面背景,,,,,,,,,,,,,,,,,,,
,降臨バトルボタン,,,,,,,,,,,,,,,,,,,
,イベントミッションボタン,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,設定関連,【デイリー】,【収集クエスト】,【強化クエスト】,【チャレンジ】,【高難易度】,,,,,,,,,,,,,,
,画像,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,▼キャンペーン設定,,,,,,,,,,,,,,,,,,,
,開催期間,,,,,,,,,,,,,,,,,,,
,2026/01/01 0:00,〜,2026/02/02 14:59,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,設定関連,,,,,,,,,,,,,,,,,,,
,設定項目,有無,詳細,,,,,,,,,,,,,,,,,
,スタミナ消費量調整,なし,,,,,,,,,,,,,,,,,,
,獲得リーダーEXP調整,なし,,,,,,,,,,,,,,,,,,
,原画のかけらドロップ確率調整,なし,,,,,,,,,,,,,,,,,,
,ドロップ量調整,なし,,,,,,,,,,,,,,,,,,
,回数変更,なし,,,,,,,,,,,,,,,,,,
