,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,17,,,,e_glo_00002_osh1savage03b_Normal_Green,,,,推し活ファントム,,,,Normal,,Green,,Attack,,Default,,Normal,,,,32000,,3.2,,2500,,5,,58.5,,65,,1012.15,,,,,,,,,,,-,,0,,,,35,,0.17,,0,,0.18,,1,,2,,100,,50,,,,,,,,InitialSummon,,,,0,,0,,1,,,,None,,1.85,,ElapsedTime,,,,1800,,None,,,,,,None,,,,,,,,FALSE,,None,,,,,,,,,,,,,,,17,,InitialSummon,0,SummonEnemy,e_glo_00002_osh1savage03b_Normal_Green,,1,0,None,1.85,ElapsedTime,1800,None,,None,,,FALSE,,Default,Normal,3.2,5,1,50,0,,None,
,,,18,,,,e_glo_00002_osh1savage03b_Normal_Green,,,,推し活ファントム,,,,Normal,,Green,,Attack,,Default,,Normal,,,,32000,,3.2,,2500,,5,,58.5,,65,,1012.15,,,,,,,,,,,-,,0,,,,35,,0.17,,0,,0.18,,1,,2,,100,,50,,,,,,,,InitialSummon,,,,0,,0,,1,,,,None,,1.9,,ElapsedTime,,,,1800,,None,,,,,,None,,,,,,,,FALSE,,None,,,,,,,,,,,,,,,18,,InitialSummon,0,SummonEnemy,e_glo_00002_osh1savage03b_Normal_Green,,1,0,None,1.9,ElapsedTime,1800,None,,None,,,FALSE,,Default,Normal,3.2,5,1,50,0,,None,
,,,19,,,,e_glo_00002_osh1savage03b_Normal_Green,,,,推し活ファントム,,,,Normal,,Green,,Attack,,Default,,Normal,,,,32000,,3.2,,2500,,5,,58.5,,65,,1012.15,,,,,,,,,,,-,,0,,,,35,,0.17,,0,,0.18,,1,,2,,100,,50,,,,,,,,InitialSummon,,,,0,,0,,1,,,,None,,1.95,,ElapsedTime,,,,1800,,None,,,,,,None,,,,,,,,FALSE,,None,,,,,,,,,,,,,,,19,,InitialSummon,0,SummonEnemy,e_glo_00002_osh1savage03b_Normal_Green,,1,0,None,1.95,ElapsedTime,1800,None,,None,,,FALSE,,Default,Normal,3.2,5,1,50,0,,None,
,,,20,,,,e_glo_00002_osh1savage03b_Normal_Green,,,,推し活ファントム,,,,Normal,,Green,,Attack,,Default,,Normal,,,,32000,,3.2,,2500,,5,,58.5,,65,,1012.15,,,,,,,,,,,-,,0,,,,35,,0.17,,0,,0.18,,1,,2,,100,,50,,,,,,,,EnterTargetKomaIndex,,,,1,,950,,50,,,,None,,,,None,,,,,,None,,,,,,None,,,,,,,,FALSE,,None,,,,,,,,,,,,,,,20,,EnterTargetKomaIndex,1,SummonEnemy,e_glo_00002_osh1savage03b_Normal_Green,,50,950,None,,None,,None,,None,,,FALSE,,Default,Normal,3.2,5,1,50,0,,None,
,,,21,,,,e_glo_00002_osh1savage03a_Normal_Green,,,,推し活ファントム,,,,Normal,,Green,,Defense,,Default,,Normal,,,,100000,,2,,700,,7,,58.5,,50,,322.58,,,,,,,,,,,-,,0,,,,32,,0.12,,0,,0.13,,1,,1,,100,,50,,,,,,,,EnterTargetKomaIndex,,,,1,,800,,30,,,,None,,,,None,,,,,,None,,,,,,None,,,,,,,,FALSE,,None,,,,,,,,,,,,,,,21,,EnterTargetKomaIndex,1,SummonEnemy,e_glo_00002_osh1savage03a_Normal_Green,,30,800,None,,None,,None,,None,,,FALSE,,Default,Normal,2,7,1,50,0,,None,
,,,22,,,,c_osh_00401_osh1savage03_Normal_Green,,,,有馬 かな,,,,Normal,,Green,,Technical,,Boss,,Normal,,,,600000,,12,,2400,,8,,58.5,,60,,1012.66,,,,,,中範囲に100%ダメージ + 5秒間のスタン効果付与,,,,,6,,123.5,,,,36,,0.24,,0,,0.25,,1,,2,,200,,,,,,,,,,FriendUnitDead,,,,1,,0,,1,,50,,None,,,,None,,,,,,None,,,,,,None,,,,,,,,FALSE,,None,,,,,,,,,,,,,,,22,,FriendUnitDead,1,SummonEnemy,c_osh_00401_osh1savage03_Normal_Green,,1,0,None,,None,,None,,None,,,FALSE,,Boss,Normal,12,8,1,,0,50,None,
,,,23,,,,e_glo_00002_osh1savage03b_Normal_Green,,,,推し活ファントム,,,,Normal,,Green,,Attack,,Default,,Normal,,,,32000,,3.2,,2500,,5,,58.5,,65,,1012.15,,,,,,,,,,,-,,0,,,,35,,0.17,,0,,0.18,,1,,2,,100,,50,,,,,,,,FriendUnitDead,,,,1,,500,,50,,,,None,,,,None,,,,,,None,,,,,,None,,,,,,,,FALSE,,None,,,,,,,,,,,,,,,23,,FriendUnitDead,1,SummonEnemy,e_glo_00002_osh1savage03b_Normal_Green,,50,500,None,,None,,None,,None,,,FALSE,,Default,Normal,3.2,5,1,50,0,,None,
,,,24,,,,c_osh_00301_osh1savage03_Normal_Green,,,,MEMちょ,,,,Normal,,Green,,Support,,Boss,,Normal,,,,600000,,12,,2400,,8,,56.5,,80,,879.12,,,,,,緑属性の攻撃20秒間20%Up,,,,,5,,166.5,,,,30,,0.27,,0,,0.28,,1,,2,,200,,,,,,,,,,FriendUnitDead,,,,22,,0,,1,,50,,None,,,,None,,,,,,None,,,,,,None,,,,,,,,FALSE,,None,,,,,,,,,,,,,,,24,,FriendUnitDead,22,SummonEnemy,c_osh_00301_osh1savage03_Normal_Green,,1,0,None,,None,,None,,None,,,FALSE,,Boss,Normal,12,8,1,,0,50,None,
,,,25,,,,e_glo_00002_osh1savage03b_Normal_Green,,,,推し活ファントム,,,,Normal,,Green,,Attack,,Default,,Normal,,,,32000,,3.2,,2500,,5,,58.5,,65,,1012.15,,,,,,,,,,,-,,0,,,,35,,0.17,,0,,0.18,,1,,2,,100,,50,,,,,,,,FriendUnitDead,,,,22,,100,,5,,,,None,,,,None,,,,,,None,,,,,,None,,,,,,,,FALSE,,None,,,,,,,,,,,,,,,25,,FriendUnitDead,22,SummonEnemy,e_glo_00002_osh1savage03b_Normal_Green,,5,100,None,,None,,None,,None,,,FALSE,,Default,Normal,3.2,5,1,50,0,,None,
,,,26,,,,c_osh_00201_osh1savage03_Normal_Green,,,,星野 ルビー,,,,Normal,,Green,,Attack,,Default,,Normal,,,,600000,,12,,2400,,8,,68.5,,75,,836.24,,,,,,自身の攻撃を10秒間、50%Up,,,,,6,,150,,,,35,,0.22,,0,,0.23,,1,,3,,200,,,,,,,,,,FriendUnitDead,,,,24,,0,,1,,50,,None,,,,None,,,,,,None,,,,,,None,,,,,,,,FALSE,,None,,,,,,,,,,,,,,,26,,FriendUnitDead,24,SummonEnemy,c_osh_00201_osh1savage03_Normal_Green,,1,0,None,,None,,None,,None,,,FALSE,,Default,Normal,12,8,1,,0,50,None,
,,,27,,,,e_glo_00002_osh1savage03b_Normal_Green,,,,推し活ファントム,,,,Normal,,Green,,Attack,,Default,,Normal,,,,20000,,2,,2500,,5,,58.5,,65,,1012.15,,,,,,,,,,,-,,0,,,,35,,0.17,,0,,0.18,,1,,2,,100,,50,,,,,,,,FriendUnitDead,,,,24,,300,,20,,,,None,,,,None,,,,,,None,,,,,,None,,,,,,,,FALSE,,None,,,,,,,,,,,,,,,27,,FriendUnitDead,24,SummonEnemy,e_glo_00002_osh1savage03b_Normal_Green,,20,300,None,,None,,None,,None,,,FALSE,,Default,Normal,2,5,1,50,0,,None,
,,,28,,,,c_osh_00001_osh1savage03_Boss_Green,,,,B小町不動のセンター アイ,,,,Boss,,Green,,Support,,Default,,Normal,,,,1000000,,10,,2100,,7,,80,,30,,954.55,,,,,,緑属性の味方の体力10%回復,,,,,5,,162,,,,25,,0.35,,0,,0.36,,1,,2,,200,,,,,,,,,,FriendUnitDead,,,,26,,0,,1,,,,None,,,,None,,,,,,None,,,,,,None,,,,,,,,FALSE,,None,,,,,,,,,,,,,,,28,,FriendUnitDead,26,SummonEnemy,c_osh_00001_osh1savage03_Boss_Green,,1,0,None,,None,,None,,None,,,FALSE,,Default,Normal,10,7,1,,0,,None,
,,,29,,,,e_glo_00002_osh1savage03b_Normal_Green,,,,推し活ファントム,,,,Normal,,Green,,Attack,,Default,,Normal,,,,32000,,3.2,,2500,,5,,58.5,,65,,1012.15,,,,,,,,,,,-,,0,,,,35,,0.17,,0,,0.18,,1,,2,,100,,,,,,,,,,FriendUnitDead,,,,26,,75,,4,,,,Fall4,,0.8,,None,,,,,,None,,,,,,None,,,,,,,,FALSE,,None,,,,,,,,,,,,,,,29,,FriendUnitDead,26,SummonEnemy,e_glo_00002_osh1savage03b_Normal_Green,,4,75,Fall4,0.8,None,,None,,None,,,FALSE,,Default,Normal,3.2,5,1,,0,,None,
,,,30,,,,e_glo_00002_osh1savage03b_Normal_Green,,,,推し活ファントム,,,,Normal,,Green,,Attack,,Default,,Normal,,,,32000,,3.2,,2500,,5,,58.5,,65,,1012.15,,,,,,,,,,,-,,0,,,,35,,0.17,,0,,0.18,,1,,2,,100,,,,,,,,,,FriendUnitDead,,,,26,,75,,4,,,,Fall4,,1.3,,None,,,,,,None,,,,,,None,,,,,,,,FALSE,,None,,,,,,,,,,,,,,,30,,FriendUnitDead,26,SummonEnemy,e_glo_00002_osh1savage03b_Normal_Green,,4,75,Fall4,1.3,None,,None,,None,,,FALSE,,Default,Normal,3.2,5,1,,0,,None,
,,,31,,,,e_glo_00002_osh1savage03b_Normal_Green,,,,推し活ファントム,,,,Normal,,Green,,Attack,,Default,,Normal,,,,32000,,3.2,,2500,,5,,58.5,,65,,1012.15,,,,,,,,,,,-,,0,,,,35,,0.17,,0,,0.18,,1,,2,,100,,,,,,,,,,FriendUnitDead,,,,26,,75,,4,,,,Fall4,,1.8,,None,,,,,,None,,,,,,None,,,,,,,,FALSE,,None,,,,,,,,,,,,,,,31,,FriendUnitDead,26,SummonEnemy,e_glo_00002_osh1savage03b_Normal_Green,,4,75,Fall4,1.8,None,,None,,None,,,FALSE,,Default,Normal,3.2,5,1,,0,,None,
,,,32,,,,e_glo_00002_osh1savage03b_Normal_Green,,,,推し活ファントム,,,,Normal,,Green,,Attack,,Default,,Normal,,,,32000,,3.2,,2500,,5,,58.5,,65,,1012.15,,,,,,,,,,,-,,0,,,,35,,0.17,,0,,0.18,,1,,2,,100,,,,,,,,,,FriendUnitDead,,,,26,,75,,4,,,,Fall4,,2.1,,None,,,,,,None,,,,,,None,,,,,,,,FALSE,,None,,,,,,,,,,,,,,,32,,FriendUnitDead,26,SummonEnemy,e_glo_00002_osh1savage03b_Normal_Green,,4,75,Fall4,2.1,None,,None,,None,,,FALSE,,Default,Normal,3.2,5,1,,0,,None,
,,,33,,,,e_glo_00002_osh1savage03b_Normal_Green,,,,推し活ファントム,,,,Normal,,Green,,Attack,,Default,,Normal,,,,32000,,3.2,,2500,,5,,58.5,,65,,1012.15,,,,,,,,,,,-,,0,,,,35,,0.17,,0,,0.18,,1,,2,,100,,,,,,,,,,FriendUnitDead,,,,26,,900,,30,,,,None,,,,None,,,,,,None,,,,,,None,,,,,,,,FALSE,,None,,,,,,,,,,,,,,,33,,FriendUnitDead,26,SummonEnemy,e_glo_00002_osh1savage03b_Normal_Green,,30,900,None,,None,,None,,None,,,FALSE,,Default,Normal,3.2,5,1,,0,,None,
,,,34,,,,e_glo_00002_osh1savage03b_Normal_Green,,,,推し活ファントム,,,,Normal,,Green,,Attack,,Default,,Normal,,,,32000,,3.2,,2500,,5,,58.5,,65,,1012.15,,,,,,,,,,,-,,0,,,,35,,0.17,,0,,0.18,,1,,2,,100,,,,,,,,,,FriendUnitDead,,,,26,,500,,30,,,,None,,,,None,,,,,,None,,,,,,None,,,,,,,,FALSE,,None,,,,,,,,,,,,,,,34,,FriendUnitDead,26,SummonEnemy,e_glo_00002_osh1savage03b_Normal_Green,,30,500,None,,None,,None,,None,,,FALSE,,Default,Normal,3.2,5,1,,0,,None,
,,,,,,,,,,,none,,,,none,,none,,none,,Default,,Normal,,,,none,,1,,none,,1,,none,,none,,攻撃力に数値を入力,,,,,,none,,,,,none,,none,,none,,none,,none,,none,,none,,none,,none,,none,,,,,,,,,,未入力,,,,,,,,,,,,None,,,,None,,,,,,None,,,,,,None,,,,,,,,FALSE,,None,,,,,,,,,,,,,,,,,未入力,,SummonEnemy,,,,,None,,None,,None,,None,,,FALSE,,Default,Normal,1,1,1,,0,,None,
,,,,,,,,,,,none,,,,none,,none,,none,,Default,,Normal,,,,none,,1,,none,,1,,none,,none,,攻撃力に数値を入力,,,,,,none,,,,,none,,none,,none,,none,,none,,none,,none,,none,,none,,none,,,,,,,,,,未入力,,,,,,,,,,,,None,,,,None,,,,,,None,,,,,,None,,,,,,,,FALSE,,None,,,,,,,,,,,,,,,,,未入力,,SummonEnemy,,,,,None,,None,,None,,None,,,FALSE,,Default,Normal,1,1,1,,0,,None,
,,,,,,,,,,,none,,,,none,,none,,none,,Default,,Normal,,,,none,,1,,none,,1,,none,,none,,攻撃力に数値を入力,,,,,,none,,,,,none,,none,,none,,none,,none,,none,,none,,none,,none,,none,,,,,,,,,,未入力,,,,,,,,,,,,None,,,,None,,,,,,None,,,,,,None,,,,,,,,FALSE,,None,,,,,,,,,,,,,,,,,未入力,,SummonEnemy,,,,,None,,None,,None,,None,,,FALSE,,Default,Normal,1,1,1,,0,,None,
,,,,,,,,,,,none,,,,none,,none,,none,,Default,,Normal,,,,none,,1,,none,,1,,none,,none,,攻撃力に数値を入力,,,,,,none,,,,,none,,none,,none,,none,,none,,none,,none,,none,,none,,none,,,,,,,,,,未入力,,,,,,,,,,,,None,,,,None,,,,,,None,,,,,,None,,,,,,,,FALSE,,None,,,,,,,,,,,,,,,,,未入力,,SummonEnemy,,,,,None,,None,,None,,None,,,FALSE,,Default,Normal,1,1,1,,0,,None,
,,,,,,,,,,,none,,,,none,,none,,none,,Default,,Normal,,,,none,,1,,none,,1,,none,,none,,攻撃力に数値を入力,,,,,,none,,,,,none,,none,,none,,none,,none,,none,,none,,none,,none,,none,,,,,,,,,,未入力,,,,,,,,,,,,None,,,,None,,,,,,None,,,,,,None,,,,,,,,FALSE,,None,,,,,,,,,,,,,,,,,未入力,,SummonEnemy,,,,,None,,None,,None,,None,,,FALSE,,Default,Normal,1,1,1,,0,,None,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23740.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24016,,,,
