作品_ID,作品名,接頭語（カテゴリー）,識別ID,アイテム_ID,assetKey,画像ファイルID,アイテム名,レアリティ,最大所持数,最大表示上限数,フレーバーテキスト,アイテム備考,start_date
mag,株式会社マジルミエ,piece,00401,piece_mag_00401,piece_mag_00401,item_icon_piece_mag_00401,槇野 あかねのかけら,SR,"999,999,999","999,999,999",槇野 あかねのグレードアップに使用するアイテム,,2025-11-06 15:00:00
mag,株式会社マジルミエ,piece,00501,piece_mag_00501,piece_mag_00501,item_icon_piece_mag_00501,重本 浩司のかけら,SR,"999,999,999","999,999,999",重本 浩司のグレードアップに使用するアイテム,,2025-11-06 15:00:00
,,,,,,,,,,,,,
dos,道産子ギャルはなまらめんこい,piece,00001,piece_dos_00001,piece_dos_00001,item_icon_piece_dos_00001,冬木 美波のかけら,SSR,"999,999,999","999,999,999",冬木 美波のグレードアップに使用するアイテム,,2024-01-01 00:00:00
dos,道産子ギャルはなまらめんこい,piece,00101,piece_dos_00101,piece_dos_00101,item_icon_piece_dos_00101,秋野 沙友理のかけら,SSR,"999,999,999","999,999,999",秋野 沙友理のグレードアップに使用するアイテム,,2024-01-01 00:00:00
,,,,,,,,,,,,,
sum,サマータイムレンダ,piece,00001,piece_sum_00001,piece_sum_00001,item_icon_piece_sum_00001,網代 慎平のかけら,R,"999,999,999","999,999,999",網代 慎平のグレードアップに使用するアイテム,,2024-01-01 00:00:00
sum,サマータイムレンダ,piece,00101,piece_sum_00101,piece_sum_00101,item_icon_piece_sum_00101,影のウシオ 小舟 潮のかけら,UR,"999,999,999","999,999,999",影のウシオ 小舟 潮のグレードアップに使用するアイテム,,2024-01-01 00:00:00
sum,サマータイムレンダ,piece,00201,piece_sum_00201,piece_sum_00201,item_icon_piece_sum_00201,小舟 澪のかけら,SR,"999,999,999","999,999,999",小舟 澪のグレードアップに使用するアイテム,,2024-01-01 00:00:00
sum,サマータイムレンダ,piece,00301,piece_sum_00301,piece_sum_00301,item_icon_piece_sum_00301,南方 竜之介のかけら,SSR,"999,999,999","999,999,999",,,未設定
,,,,,,,,,,,,,
osh,【推しの子】,piece,00001,piece_osh_00001,piece_osh_00001,item_icon_piece_osh_00001,B小町不動のセンター アイのかけら,UR,"999,999,999","999,999,999",B小町不動のセンター アイのグレードアップに使用するアイテム,,2026-01-01 00:00:00
osh,【推しの子】,piece,00101,piece_osh_00101,piece_osh_00101,item_icon_piece_osh_00101,復讐を誓う片星 星野 アクアのかけら,UR,"999,999,999","999,999,999",復讐を誓う片星 星野 アクアのグレードアップに使用するアイテム,,2026-01-01 00:00:00
osh,【推しの子】,piece,00201,piece_osh_00201,piece_osh_00201,item_icon_piece_osh_00201,星野 ルビーのかけら,SSR,"999,999,999","999,999,999",星野 ルビーのグレードアップに使用するアイテム,,2026-01-01 00:00:00
osh,【推しの子】,piece,00301,piece_osh_00301,piece_osh_00301,item_icon_piece_osh_00301,MEMちょのかけら,SSR,"999,999,999","999,999,999",MEMちょのグレードアップに使用するアイテム,,2026-01-01 00:00:00
osh,【推しの子】,piece,00401,piece_osh_00401,piece_osh_00401,item_icon_piece_osh_00401,有馬 かなのかけら,SSR,"999,999,999","999,999,999",有馬 かなのグレードアップに使用するアイテム,,2026-01-01 00:00:00
osh,【推しの子】,piece,00501,piece_osh_00501,piece_osh_00501,item_icon_piece_osh_00501,黒川 あかねのかけら,SSR,"999,999,999","999,999,999",黒川 あかねのグレードアップに使用するアイテム,,2026-01-01 00:00:00
osh,【推しの子】,piece,00601,piece_osh_00601,piece_osh_00601,item_icon_piece_osh_00601,ぴえヨンのかけら,SR,"999,999,999","999,999,999",ぴえヨンのグレードアップに使用するアイテム,,2026-01-01 00:00:00
,,,,,,,,,,,,,
jig,地獄楽,piece,00401,piece_jig_00401,piece_jig_00401,item_icon_piece_jig_00401,賊王 亜左 弔兵衛のかけら,UR,"999,999,999","999,999,999",賊王 亜左 弔兵衛のグレードアップに使用するアイテム,,2026-01-16 15:00:00
jig,地獄楽,piece,00501,piece_jig_00501,piece_jig_00501,item_icon_piece_jig_00501,山田浅ェ門 桐馬のかけら,SSR,"999,999,999","999,999,999",山田浅ェ門 桐馬のグレードアップに使用するアイテム,,2026-01-16 15:00:00
jig,地獄楽,piece,00601,piece_jig_00601,piece_jig_00601,item_icon_piece_jig_00601,民谷 巌鉄斎のかけら,SR,"999,999,999","999,999,999",民谷 巌鉄斎のグレードアップに使用するアイテム,,2026-01-16 15:00:00
jig,地獄楽,piece,00701,piece_jig_00701,piece_jig_00701,item_icon_piece_jig_00701,メイのかけら,SR,"999,999,999","999,999,999",メイのグレードアップに使用するアイテム,,2026-01-16 15:00:00
,,,,,,,,,,,,,
you,幼稚園WARS,piece,00001,piece_you_00001,piece_you_00001,item_icon_piece_you_00001,元殺し屋の新人教諭 リタのかけら,UR,"999,999,999","999,999,999",元殺し屋の新人教諭 リタのグレードアップに使用するアイテム,,2026-02-02 15:00:00
you,幼稚園WARS,piece,00101,piece_you_00101,piece_you_00101,item_icon_piece_you_00101,ルークのかけら,SSR,"999,999,999","999,999,999",ルークのグレードアップに使用するアイテム,,2026-02-02 15:00:00
you,幼稚園WARS,piece,00201,piece_you_00201,piece_you_00201,item_icon_piece_you_00201,ダグのかけら,SR,"999,999,999","999,999,999",ダグのグレードアップに使用するアイテム,,2026-02-02 15:00:00
you,幼稚園WARS,piece,00301,piece_you_00301,piece_you_00301,item_icon_piece_you_00301,ハナのかけら,SR,"999,999,999","999,999,999",ハナのグレードアップに使用するアイテム,,2026-02-02 15:00:00
,,,,,,,,,,,,,
kim,君のことが大大大大大好きな100人の彼女,piece,00001,piece_kim_00001,piece_kim_00001,item_icon_piece_kim_00001,溢れる母性 花園 羽々里のかけら,UR,"999,999,999","999,999,999",溢れる母性 花園 羽々里のグレードアップに使用するアイテム,,2026-02-16 15:00:00
kim,君のことが大大大大大好きな100人の彼女,piece,00101,piece_kim_00101,piece_kim_00101,item_icon_piece_kim_00101,花園 羽香里のかけら,SSR,"999,999,999","999,999,999",花園 羽香里のグレードアップに使用するアイテム,,2026-02-16 15:00:00
kim,君のことが大大大大大好きな100人の彼女,piece,00201,piece_kim_00201,piece_kim_00201,item_icon_piece_kim_00201,院田 唐音のかけら,SSR,"999,999,999","999,999,999",院田 唐音のグレードアップに使用するアイテム,,2026-02-16 15:00:00
kim,君のことが大大大大大好きな100人の彼女,piece,00301,piece_kim_00301,piece_kim_00301,item_icon_piece_kim_00301,好本 静のかけら,SSR,"999,999,999","999,999,999",好本 静のグレードアップに使用するアイテム,,2026-02-16 15:00:00
,,,,,,,,,,,,,
hut,ふつうの軽音部,piece,00001,piece_hut_00001,piece_hut_00001,item_icon_piece_hut_00001,ひたむきギタリスト 鳩野 ちひろのかけら,UR,"999,999,999","999,999,999",ひたむきギタリスト 鳩野 ちひろのグレードアップに使用するアイテム,,2026-03-02 15:00:00
hut,ふつうの軽音部,piece,00101,piece_hut_00101,piece_hut_00101,item_icon_piece_hut_00101,幸山 厘のかけら,SSR,"999,999,999","999,999,999",幸山 厘のグレードアップに使用するアイテム,,2026-03-02 15:00:00
hut,ふつうの軽音部,piece,00201,piece_hut_00201,piece_hut_00201,item_icon_piece_hut_00201,内田 桃のかけら,SR,"999,999,999","999,999,999",内田 桃のグレードアップに使用するアイテム,,2026-03-02 15:00:00
hut,ふつうの軽音部,piece,00301,piece_hut_00301,piece_hut_00301,item_icon_piece_hut_00301,藤井 彩目のかけら,SR,"999,999,999","999,999,999",藤井 彩目のグレードアップに使用するアイテム,,2026-03-02 15:00:00
,,,,,,,,,,,,,
aya,あやかしトライアングル,piece,00001,piece_aya_00001,piece_aya_00001,item_icon_piece_aya_00001,一子相伝の風使い 風巻 祭里のかけら,UR,"999,999,999","999,999,999",一子相伝の風使い　風巻 祭里のグレードアップに使用するアイテム,,2026-04-17 15:00:00
aya,あやかしトライアングル,piece,00101,piece_aya_00101,piece_aya_00101,item_icon_piece_aya_00101,花奏 すずのかけら,SSR,"999,999,999","999,999,999",花奏 すずのグレードアップに使用するアイテム,,2026-04-17 15:00:00
aya,あやかしトライアングル,piece,00201,piece_aya_00201,piece_aya_00201,item_icon_piece_aya_00201,香炉木 恋緒のかけら,SR,"999,999,999","999,999,999",香炉木 恋緒のグレードアップに使用するアイテム,,2026-04-17 15:00:00
aya,あやかしトライアングル,piece,00301,piece_aya_00301,piece_aya_00301,item_icon_piece_aya_00301,,SR,"999,999,999","999,999,999",二ノ曲 宗牙のグレードアップに使用するアイテム,,2026-04-17 15:00:00
,,,,,,,,,,,,,
sur,魔都精兵のスレイブ,piece,00901,piece_sur_00901,piece_sur_00901,item_icon_piece_sur_00901,万物を統べる総組長 山城 恋のかけら,UR,"999,999,999","999,999,999",万物を統べる総組長 山城 恋のグレードアップに使用するアイテム,,
,,,,,,,,,,,,,
kai,怪獣８号,piece,00102,piece_kai_00102,piece_kai_00102,item_icon_piece_kai_00102,識別怪獣兵器1 鳴海 弦のかけら,UR,"999,999,999","999,999,999",識別怪獣兵器1 鳴海 弦のグレードアップに使用するアイテム,,
kai,怪獣８号,piece,00701,piece_kai_00701,piece_kai_00701,item_icon_piece_kai_00701,識別怪獣兵器6 市川 レノのかけら,UR,"999,999,999","999,999,999",識別怪獣兵器6 市川 レノのグレードアップに使用するアイテム,,
,,,,,,,,,,,,,
osh,【推しの子】,piece,00701,piece_osh_00701,piece_osh_00701,item_icon_piece_osh_00701,雨宮 吾郎のかけら,SR,"999,999,999","999,999,999",雨宮 吾郎のグレードアップに使用するアイテム,,
osh,【推しの子】,piece,00801,piece_osh_00801,piece_osh_00801,item_icon_piece_osh_00801,斉藤 ミヤコのかけら,SSR,"999,999,999","999,999,999",斉藤 ミヤコのグレードアップに使用するアイテム,,
,,,,,,,,,,,,,
hyp,ハイパーインフレーション,piece,00001,piece_hyp_00001,piece_hyp_00001,item_icon_piece_hyp_00001,ルークのかけら,SR,"999,999,999","999,999,999",ルークのグレードアップに使用するアイテム,,
,,,,,,,,,,,,,
gam,ゲーミングお嬢様,piece,00001,piece_gam_00001,piece_gam_00001,item_icon_piece_gam_00001,祥龍院 隆子のかけら,SSR,"999,999,999","999,999,999",祥龍院 隆子のグレードアップに使用するアイテム,,
,,,,,,,,,,,,,
ara,アラガネの子,piece,00001,piece_ara_00001,piece_ara_00001,item_icon_piece_ara_00001,灰のかけら,SR,"999,999,999","999,999,999",灰のグレードアップに使用するアイテム,,
,,,,,,,,,,,,,
gom,姫様“拷問”の時間です,piece,00701,piece_gom_00701,piece_gom_00701,item_icon_piece_gom_00701,カナッジのかけら,SR,"999,999,999","999,999,999",カナッジのグレードアップに使用するアイテム,,
,,,,,,,,,,,,,
mar,マリッジトキシン,piece,00001,piece_mar_00001,piece_mar_00001,item_icon_piece_mar_00001,不器用な毒使い 下呂 ヒカルのかけら,UR,"999,999,999","999,999,999",不器用な毒使い 下呂 ヒカルのグレードアップに使用するアイテム,,
mar,マリッジトキシン,piece,00101,piece_mar_00101,piece_mar_00101,item_icon_piece_mar_00101,城崎 メイのかけら,SSR,"999,999,999","999,999,999",城崎 メイのグレードアップに使用するアイテム,,
mar,マリッジトキシン,piece,00201,piece_mar_00201,piece_mar_00201,item_icon_piece_mar_00201,姫川 杏子のかけら,SR,"999,999,999","999,999,999",姫川 杏子のグレードアップに使用するアイテム,,
mar,マリッジトキシン,piece,00401,piece_mar_00401,piece_mar_00401,item_icon_piece_mar_00401,音使い 鳴子のかけら,SR,"999,999,999","999,999,999",音使い 鳴子のグレードアップに使用するアイテム,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,error,piece,,piece__,piece__,item_icon_piece__,,,,,,,
▼イベントキャラ専用強化アイテム,,,,,,,,,,,,,
,,,,,,,,,,,,,
kai,怪獣８号,memory_chara,00501,memory_chara_kai_00501,memory_chara_kai_00501,item_icon_memory_chara_kai_00501,四ノ宮 功のメモリー,SR,"999,999,999","999,999,999",四ノ宮 功のLv.上限開放に使用するアイテム,,2024-01-01 00:00:00
kai,怪獣８号,memory_chara,00601,memory_chara_kai_00601,memory_chara_kai_00601,item_icon_memory_chara_kai_00601,古橋 伊春のメモリー,SR,"999,999,999","999,999,999",古橋 伊春のLv.上限開放に使用するアイテム,,2024-01-01 00:00:00
,,,,,,,,,,,,,
spy,SPY×FAMILY,memory_chara,00301,memory_chara_spy_00301,memory_chara_spy_00301,item_icon_memory_chara_spy_00301,ダミアン・デズモンドのメモリー,SR,"999,999,999","999,999,999",ダミアン・デズモンドのLv.上限開放に使用するアイテム,,2025-10-06 15:00:00
spy,SPY×FAMILY,memory_chara,00401,memory_chara_spy_00401,memory_chara_spy_00401,item_icon_memory_chara_spy_00401,フランキー・フランクリンのメモリー,SR,"999,999,999","999,999,999",フランキー・フランクリンのLv.上限開放に使用するアイテム,,2025-10-06 15:00:00
,,,,,,,,,,,,,
dan,ダンダダン,memory_chara,00201,memory_chara_dan_00201,memory_chara_dan_00201,item_icon_memory_chara_dan_00201,アイラのメモリー,SR,"999,999,999","999,999,999",アイラのLv.上限開放に使用するアイテム,,2025-10-22 15:00:00
dan,ダンダダン,memory_chara,00301,memory_chara_dan_00301,memory_chara_dan_00301,item_icon_memory_chara_dan_00301,招き猫 ターボババアのメモリー,SR,"999,999,999","999,999,999",招き猫 ターボババアのLv.上限開放に使用するアイテム,,2025-10-22 15:00:00
,,,,,,,,,,,,,
mag,株式会社マジルミエ,memory_chara,00401,memory_chara_mag_00401,memory_chara_mag_00401,item_icon_memory_chara_mag_00401,槇野 あかねのメモリー,SR,"999,999,999","999,999,999",槇野 あかねのLv.上限開放に使用するアイテム,,2025-11-06 15:00:00
mag,株式会社マジルミエ,memory_chara,00501,memory_chara_mag_00501,memory_chara_mag_00501,item_icon_memory_chara_mag_00501,重本 浩司のメモリー,SR,"999,999,999","999,999,999",重本 浩司のLv.上限開放に使用するアイテム,,2025-11-06 15:00:00
,,,,,,,,,,,,,
yuw,2.5次元の誘惑,memory_chara,00501,memory_chara_yuw_00501,memory_chara_yuw_00501,item_icon_memory_chara_yuw_00501,753♡のメモリー,SR,"999,999,999","999,999,999",753♡のLv.上限開放に使用するアイテム,,2025-11-25 15:00:00
yuw,2.5次元の誘惑,memory_chara,00601,memory_chara_yuw_00601,memory_chara_yuw_00601,item_icon_memory_chara_yuw_00601,奥村 正宗のメモリー,SR,"999,999,999","999,999,999",奥村 正宗のLv.上限開放に使用するアイテム,,2025-11-25 15:00:00
,,,,,,,,,,,,,
sur,魔都精兵のスレイブ,memory_chara,00701,memory_chara_sur_00701,memory_chara_sur_00701,item_icon_memory_chara_sur_00701,和倉 青羽のメモリー,SR,"999,999,999","999,999,999",和倉 青羽のLv.上限開放に使用するアイテム,,2025-12-08 15:00:00
sur,魔都精兵のスレイブ,memory_chara,00801,memory_chara_sur_00801,memory_chara_sur_00801,item_icon_memory_chara_sur_00801,無窮の鎖 和倉 優希のメモリー,SR,"999,999,999","999,999,999",無窮の鎖 和倉 優希のLv.上限開放に使用するアイテム,,2025-12-08 15:00:00
,,,,,,,,,,,,,
osh,【推しの子】,memory_chara,00601,memory_chara_osh_00601,memory_chara_osh_00601,item_icon_memory_chara_osh_00601,ぴえヨンのメモリー,SR,"999,999,999","999,999,999",ぴえヨンのLv.上限開放に使用するアイテム,,2026-01-01 00:00:00
,,,,,,,,,,,,,
jig,地獄楽,memory_chara,00601,memory_chara_jig_00601,memory_chara_jig_00601,item_icon_memory_chara_jig_00601,民谷 巌鉄斎のメモリー,SR,"999,999,999","999,999,999",民谷 巌鉄斎のLv.上限開放に使用するアイテム,,2026-01-16 15:00:00
jig,地獄楽,memory_chara,00701,memory_chara_jig_00701,memory_chara_jig_00701,item_icon_memory_chara_jig_00701,メイのメモリー,SR,"999,999,999","999,999,999",メイのLv.上限開放に使用するアイテム,,2026-01-16 15:00:00
,,,,,,,,,,,,,
you,幼稚園WARS,memory_chara,00201,memory_chara_you_00201,memory_chara_you_00201,item_icon_memory_chara_you_00201,ダグのメモリー,SR,"999,999,999","999,999,999",ダグのLv.上限開放に使用するアイテム,,2026-02-02 15:00:00
you,幼稚園WARS,memory_chara,00301,memory_chara_you_00301,memory_chara_you_00301,item_icon_memory_chara_you_00301,ハナのメモリー,SR,"999,999,999","999,999,999",ハナのLv.上限開放に使用するアイテム,,2026-02-02 15:00:00
,,,,,,,,,,,,,
hut,ふつうの軽音部,memory_chara,00201,memory_chara_hut_00201,memory_chara_hut_00201,item_icon_memory_chara_hut_00201,内田 桃のメモリー,SR,"999,999,999","999,999,999",内田 桃のLv.上限開放に使用するアイテム,,2026-03-02 15:00:00
hut,ふつうの軽音部,memory_chara,00301,memory_chara_hut_00301,memory_chara_hut_00301,item_icon_memory_chara_hut_00301,藤井 彩目のメモリー,SR,"999,999,999","999,999,999",藤井 彩目のLv.上限開放に使用するアイテム,,2026-03-02 15:00:00
,,,,,,,,,,,,,
aya,あやかしトライアングル,memory_chara,00201,memory_chara_aya_00201,memory_chara_aya_00201,item_icon_memory_chara_aya_00201,香炉木 恋緒のメモリー,SR,"999,999,999","999,999,999",香炉木 恋緒のLv.上限開放に使用するアイテム,,2026-04-17 15:00:00
aya,あやかしトライアングル,memory_chara,00301,memory_chara_aya_00301,memory_chara_aya_00301,item_icon_memory_chara_aya_00301,ニノ曲 宗牙のメモリー,SR,"999,999,999","999,999,999",ニノ曲 宗牙のLv.上限開放に使用するアイテム,,2026-04-17 15:00:00
,,,,,,,,,,,,,
hyp,ハイパーインフレーション,memory_chara,00001,memory_chara_hyp_00001,memory_chara_hyp_00001,item_icon_memory_chara_hyp_00001,ルークのメモリー,SR,"999,999,999","999,999,999",ルークのLv.上限開放に使用するアイテム,,
,,,,,,,,,,,,,
ara,アラガネの子,memory_chara,00001,memory_chara_ara_00001,memory_chara_ara_00001,item_icon_memory_chara_ara_00001,灰のメモリー,SR,"999,999,999","999,999,999",灰のLv.上限開放に使用するアイテム,,
,,,,,,,,,,,,,
osh,【推しの子】,memory_chara,00701,memory_chara_osh_00701,memory_chara_osh_00701,item_icon_memory_chara_osh_00701,雨宮 吾郎のメモリー,SR,"999,999,999","999,999,999",雨宮 吾郎のLv.上限開放に使用するアイテム,,
,,,,,,,,,,,,,
gom,姫様“拷問”の時間です,memory_chara,00701,memory_chara_gom_00701,memory_chara_gom_00701,item_icon_memory_chara_gom_00701,カナッジのメモリー,SR,"999,999,999","999,999,999",カナッジのLv.上限開放に使用するアイテム,,
,,,,,,,,,,,,,
mar,マリッジトキシン,memory_chara,00201,memory_chara_mar_00201,memory_chara_mar_00201,item_icon_memory_chara_mar_00201,姫川 杏子のメモリー,SR,"999,999,999","999,999,999",姫川 杏子のLv.上限開放に使用するアイテム,,
mar,マリッジトキシン,memory_chara,00401,memory_chara_mar_00401,memory_chara_mar_00401,item_icon_memory_chara_mar_00401,音使い 鳴子のメモリー,SR,"999,999,999","999,999,999",音使い 鳴子のLv.上限開放に使用するアイテム,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
▼原画強化アイテム,,,,,,,,,,,,,
glo,GLOW,artwork_enhance,00001,artwork_enhance_glo_00001,artwork_enhance_glo_00001,item_icon_artwork_enhance_glo_00001,普通の原稿用紙,SR,"999,999,999","999,999,999", 原画のグレードアップに使用するアイテム,,2026-03-16 15:00:00
glo,GLOW,artwork_enhance,00002,artwork_enhance_glo_00002,artwork_enhance_glo_00002,item_icon_artwork_enhance_glo_00002,魂のインク,SSR,"999,999,999","999,999,999", 原画のグレードアップに使用するアイテム,,2026-03-16 15:00:00
glo,GLOW,artwork_enhance,00003,artwork_enhance_glo_00003,artwork_enhance_glo_00003,item_icon_artwork_enhance_glo_00003,伝説のペン,UR,"999,999,999","999,999,999", 原画のグレードアップに使用するアイテム,,2026-03-16 15:00:00
spy,SPY×FAMILY,artwork_enhance,00001,artwork_enhance_spy_00001,artwork_enhance_spy_00001,item_icon_artwork_enhance_spy_00001,「SPY×FAMILY」の表紙,UR,"999,999,999","999,999,999",「SPY×FAMILY」の原画のグレードアップに使用するアイテム,,2026-03-16 15:00:00
aka,ラーメン赤猫,artwork_enhance,00001,artwork_enhance_aka_00001,artwork_enhance_aka_00001,item_icon_artwork_enhance_aka_00001,「ラーメン赤猫」の表紙,UR,"999,999,999","999,999,999",「ラーメン赤猫」の原画のグレードアップに使用するアイテム,,2026-03-16 15:00:00
rik,トマトイプーのリコピン,artwork_enhance,00001,artwork_enhance_rik_00001,artwork_enhance_rik_00001,item_icon_artwork_enhance_rik_00001,「トマトイプーのリコピン」の表紙,UR,"999,999,999","999,999,999",「トマトイプーのリコピン」の原画のグレードアップに使用するアイテム,,2026-03-16 15:00:00
dan,ダンダダン,artwork_enhance,00001,artwork_enhance_dan_00001,artwork_enhance_dan_00001,item_icon_artwork_enhance_dan_00001,「ダンダダン」の表紙,UR,"999,999,999","999,999,999",「ダンダダン」の原画のグレードアップに使用するアイテム,,2026-03-16 15:00:00
gom,姫様“拷問”の時間です,artwork_enhance,00001,artwork_enhance_gom_00001,artwork_enhance_gom_00001,item_icon_artwork_enhance_gom_00001,「姫様“拷問”の時間です」の表紙,UR,"999,999,999","999,999,999",「姫様“拷問”の時間です」の原画のグレードアップに使用するアイテム,,2026-03-16 15:00:00
chi,チェンソーマン,artwork_enhance,00001,artwork_enhance_chi_00001,artwork_enhance_chi_00001,item_icon_artwork_enhance_chi_00001,「チェンソーマン」の表紙,UR,"999,999,999","999,999,999",「チェンソーマン」の原画のグレードアップに使用するアイテム,,2026-03-16 15:00:00
chi2,チェンソーマン 第二部,artwork_enhance,00001,artwork_enhance_chi2_00001,artwork_enhance_chi2_00001,item_icon_artwork_enhance_chi2_00001,「チェンソーマン 第二部」の表紙,UR,"999,999,999","999,999,999",「チェンソーマン 第二部」の原画のグレードアップに使用するアイテム,,2026-03-16 15:00:00
mag,株式会社マジルミエ,artwork_enhance,00001,artwork_enhance_mag_00001,artwork_enhance_mag_00001,item_icon_artwork_enhance_mag_00001,「株式会社マジルミエ」の表紙,UR,"999,999,999","999,999,999",「株式会社マジルミエ」の原画のグレードアップに使用するアイテム,,2026-03-16 15:00:00
dos,道産子ギャルはなまらめんこい,artwork_enhance,00001,artwork_enhance_dos_00001,artwork_enhance_dos_00001,item_icon_artwork_enhance_dos_00001,「道産子ギャルはなまらめんこい」の表紙,UR,"999,999,999","999,999,999",「道産子ギャルはなまらめんこい」の原画のグレードアップに使用するアイテム,,2026-03-16 15:00:00
bat,忘却バッテリー,artwork_enhance,00001,artwork_enhance_bat_00001,artwork_enhance_bat_00001,item_icon_artwork_enhance_bat_00001,「忘却バッテリー」の表紙,UR,"999,999,999","999,999,999",「忘却バッテリー」の原画のグレードアップに使用するアイテム,,2026-03-16 15:00:00
kai,怪獣８号,artwork_enhance,00001,artwork_enhance_kai_00001,artwork_enhance_kai_00001,item_icon_artwork_enhance_kai_00001,「怪獣８号」の表紙,UR,"999,999,999","999,999,999",「怪獣８号」の原画のグレードアップに使用するアイテム,,2026-03-16 15:00:00
yuw,2.5次元の誘惑,artwork_enhance,00001,artwork_enhance_yuw_00001,artwork_enhance_yuw_00001,item_icon_artwork_enhance_yuw_00001,「2.5次元の誘惑」の表紙,UR,"999,999,999","999,999,999",「2.5次元の誘惑」の原画のグレードアップに使用するアイテム,,2026-03-16 15:00:00
sur,魔都精兵のスレイブ,artwork_enhance,00001,artwork_enhance_sur_00001,artwork_enhance_sur_00001,item_icon_artwork_enhance_sur_00001,「魔都精兵のスレイブ」の表紙,UR,"999,999,999","999,999,999",「魔都精兵のスレイブ」の原画のグレードアップに使用するアイテム,,2026-03-16 15:00:00
ron,鴨乃橋ロンの禁断推理,artwork_enhance,00001,artwork_enhance_ron_00001,artwork_enhance_ron_00001,item_icon_artwork_enhance_ron_00001,「鴨乃橋ロンの禁断推理」の表紙,UR,"999,999,999","999,999,999",「鴨乃橋ロンの禁断推理」の原画のグレードアップに使用するアイテム,,2026-03-16 15:00:00
aha,阿波連さんははかれない,artwork_enhance,00001,artwork_enhance_aha_00001,artwork_enhance_aha_00001,item_icon_artwork_enhance_aha_00001,「阿波連さんははかれない」の表紙,UR,"999,999,999","999,999,999",「阿波連さんははかれない」の原画のグレードアップに使用するアイテム,,2026-03-16 15:00:00
sum,サマータイムレンダ,artwork_enhance,00001,artwork_enhance_sum_00001,artwork_enhance_sum_00001,item_icon_artwork_enhance_sum_00001,「サマータイムレンダ」の表紙,UR,"999,999,999","999,999,999",「サマータイムレンダ」の原画のグレードアップに使用するアイテム,,2026-03-16 15:00:00
jig,地獄楽,artwork_enhance,00001,artwork_enhance_jig_00001,artwork_enhance_jig_00001,item_icon_artwork_enhance_jig_00001,「地獄楽」の表紙,UR,"999,999,999","999,999,999",「地獄楽」の原画のグレードアップに使用するアイテム,,2026-03-16 15:00:00
tak,タコピーの原罪,artwork_enhance,00001,artwork_enhance_tak_00001,artwork_enhance_tak_00001,item_icon_artwork_enhance_tak_00001,「タコピーの原罪」の表紙,UR,"999,999,999","999,999,999",「タコピーの原罪」の原画のグレードアップに使用するアイテム,,2026-03-16 15:00:00
osh,【推しの子】,artwork_enhance,00001,artwork_enhance_osh_00001,artwork_enhance_osh_00001,item_icon_artwork_enhance_osh_00001,「【推しの子】」の表紙,UR,"999,999,999","999,999,999",「【推しの子】」の原画のグレードアップに使用するアイテム,,2026-03-16 15:00:00
you,幼稚園WARS,artwork_enhance,00001,artwork_enhance_you_00001,artwork_enhance_you_00001,item_icon_artwork_enhance_you_00001,「幼稚園WARS」の表紙,UR,"999,999,999","999,999,999",「幼稚園WARS」の原画のグレードアップに使用するアイテム,,2026-03-16 15:00:00
kim,君のことが大大大大大好きな100人の彼女,artwork_enhance,00001,artwork_enhance_kim_00001,artwork_enhance_kim_00001,item_icon_artwork_enhance_kim_00001,「君のことが大大大大大好きな100人の彼女」の表紙,UR,"999,999,999","999,999,999",「君のことが大大大大大好きな100人の彼女」の原画のグレードアップに使用するアイテム,,2026-03-16 15:00:00
hut,ふつうの軽音部,artwork_enhance,00001,artwork_enhance_hut_00001,artwork_enhance_hut_00001,item_icon_artwork_enhance_hut_00001,「ふつうの軽音部」の表紙,UR,"999,999,999","999,999,999",「ふつうの軽音部」の原画のグレードアップに使用するアイテム,,2026-03-16 15:00:00
rur,ルリドラゴン,artwork_enhance,00001,artwork_enhance_rur_00001,artwork_enhance_rur_00001,item_icon_artwork_enhance_rur_00001,「ルリドラゴン」の表紙,UR,"999,999,999","999,999,999",「ルリドラゴン」の原画のグレードアップに使用するアイテム,,
hyp,ハイパーインフレーション,artwork_enhance,00001,artwork_enhance_hyp_00001,artwork_enhance_hyp_00001,item_icon_artwork_enhance_hyp_00001,「ハイパーインフレーション」の表紙,UR,"999,999,999","999,999,999",「ハイパーインフレーション」の原画のグレードアップに使用するアイテム,,2026-03-16 15:00:00
gam,ゲーミングお嬢様,artwork_enhance,00001,artwork_enhance_gam_00001,artwork_enhance_gam_00001,item_icon_artwork_enhance_gam_00001,「ゲーミングお嬢様」の表紙,UR,"999,999,999","999,999,999",「ゲーミングお嬢様」の原画のグレードアップに使用するアイテム,,2026-03-16 15:00:00
ara,アラガネの子,artwork_enhance,00001,artwork_enhance_ara_00001,artwork_enhance_ara_00001,item_icon_artwork_enhance_ara_00001,「アラガネの子」の表紙,UR,"999,999,999","999,999,999",「アラガネの子」の原画のグレードアップに使用するアイテム,,2026-03-16 15:00:00
aya,あやかしトライアングル,artwork_enhance,00001,artwork_enhance_aya_00001,artwork_enhance_aya_00001,item_icon_artwork_enhance_aya_00001,「あやかしトライアングル」の表紙,UR,"999,999,999","999,999,999",「あやかしトライアングル」の原画のグレードアップに使用するアイテム,,
