memo,,,,,,,,,,,,,
TABLE,MstAttack,MstAttack,MstAttack,MstAttack,MstAttack,MstAttack,MstAttack,MstAttack,MstAttack,MstAttack,MstAttack,MstAttackI18n,MstAttackI18n
e,202509010,chara_aka_00001_Special_00005,chara_aka_00001,5,Special,,,134,67,0,,敵複数体に自身の攻撃ステータスの118%のダメージ,ステータスUP + 必殺ワザ性能UP
,,chara_aka_00001_Special_00006,chara_aka_00001,6,Special,,,134,67,0,,,
,,chara_aka_00001_Special_00007,chara_aka_00001,7,Special,,,134,67,0,,,
,,chara_aka_00001_Special_00008,chara_aka_00001,8,Special,,,134,67,0,,,
,,chara_aka_00001_Special_00009,chara_aka_00001,9,Special,,,134,67,0,,,
,,chara_aka_00001_Special_00010,chara_aka_00001,10,Special,,,134,67,0,,,
e,202509010,chara_spy_00101_Normal_00000,chara_spy_00101,0,Normal,,,82,42,150,,表示場所なし,
e,202509010,chara_spy_00101_Special_00001,chara_spy_00101,1,Special,Blue,120,125,67,0,,敵単体に自身の攻撃ステータスの100%のダメージ(敵が青属性の場合は120%のダメージ),
e,202509010,chara_spy_00101_Special_00002,chara_spy_00101,2,Special,Blue,139,125,67,0,,敵単体に自身の攻撃ステータスの100%のダメージ(敵が青属性の場合は139%のダメージ),ステータスUP + 必殺ワザ性能UP
e,202509010,chara_spy_00101_Special_00003,chara_spy_00101,3,Special,Blue,153,125,67,0,,敵単体に自身の攻撃ステータスの100%のダメージ(敵が青属性の場合は153%のダメージ),ステータスUP + 必殺ワザ性能UP
e,202509010,chara_spy_00101_Special_00004,chara_spy_00101,4,Special,Blue,163,125,67,0,,敵単体に自身の攻撃ステータスの100%のダメージ(敵が青属性の場合は163%のダメージ),ステータスUP + 必殺ワザ性能UP
e,202509010,chara_spy_00101_Special_00005,chara_spy_00101,5,Special,Blue,170,125,67,0,,敵単体に自身の攻撃ステータスの100%のダメージ(敵が青属性の場合は170%のダメージ),ステータスUP + 必殺ワザ性能UP
,,chara_spy_00101_Special_00006,chara_spy_00101,6,Special,Blue,170,125,67,0,,,
,,chara_spy_00101_Special_00007,chara_spy_00101,7,Special,Blue,170,125,67,0,,,
,,chara_spy_00101_Special_00008,chara_spy_00101,8,Special,Blue,170,125,67,0,,,
,,chara_spy_00101_Special_00009,chara_spy_00101,9,Special,Blue,170,125,67,0,,,
,,chara_spy_00101_Special_00010,chara_spy_00101,10,Special,Blue,170,125,67,0,,,
e,202509010,chara_sur_00401_Normal_00000,chara_sur_00401,0,Normal,,,0,0,0,,表示場所なし,
e,202509010,chara_sur_00401_Special_00001,chara_sur_00401,1,Special,,,125,0,0,,次回発動するJUMBLE RUSHのダメージを{chara_sur_00401_Special_00001_effect_parameter}%UP,
e,202509010,chara_sur_00401_Special_00002,chara_sur_00401,2,Special,,,125,0,0,,次回発動するJUMBLE RUSHのダメージを{chara_sur_00401_Special_00002_effect_parameter}%UP,必殺ワザ性能UP
e,202509010,chara_sur_00401_Special_00003,chara_sur_00401,3,Special,,,125,0,0,,次回発動するJUMBLE RUSHのダメージを{chara_sur_00401_Special_00003_effect_parameter}%UP,必殺ワザ性能UP
e,202509010,chara_sur_00401_Special_00004,chara_sur_00401,4,Special,,,125,0,0,,次回発動するJUMBLE RUSHのダメージを{chara_sur_00401_Special_00004_effect_parameter}%UP,必殺ワザ性能UP
e,202509010,chara_sur_00401_Special_00005,chara_sur_00401,5,Special,,,125,0,0,,次回発動するJUMBLE RUSHのダメージを{chara_sur_00401_Special_00005_effect_parameter}%UP,必殺ワザ性能UP
,,chara_sur_00401_Special_00006,chara_sur_00401,6,Special,,,125,75,0,,,
,,chara_sur_00401_Special_00007,chara_sur_00401,7,Special,,,125,75,0,,,
,,chara_sur_00401_Special_00008,chara_sur_00401,8,Special,,,125,75,0,,,
,,chara_sur_00401_Special_00009,chara_sur_00401,9,Special,,,125,75,0,,,
,,chara_sur_00401_Special_00010,chara_sur_00401,10,Special,,,125,75,0,,,
e,202509010,chara_spy_00001_Normal_00000,chara_spy_00001,0,Normal,,,0,0,0,,表示場所なし,
e,202509010,chara_spy_00001_Special_00001,chara_spy_00001,1,Special,,,172,0,0,,選択したコマとその前後のコマにいる味方の体力を{chara_spy_00001_Special_00001a_power_parameter}%回復 + 味方の攻撃を{chara_spy_00001_Special_00001b_effective_duration}秒間、{chara_spy_00001_Special_00001b_effect_parameter}%UP,
e,202509010,chara_spy_00001_Special_00002,chara_spy_00001,2,Special,,,172,0,0,,選択したコマとその前後のコマにいる味方の体力を{chara_spy_00001_Special_00002a_power_parameter}%回復 + 味方の攻撃を{chara_spy_00001_Special_00002b_effective_duration}秒間、{chara_spy_00001_Special_00002b_effect_parameter}%UP,必殺ワザ性能UP
e,202509010,chara_spy_00001_Special_00003,chara_spy_00001,3,Special,,,172,0,0,,選択したコマとその前後のコマにいる味方の体力を{chara_spy_00001_Special_00003a_power_parameter}%回復 + 味方の攻撃を{chara_spy_00001_Special_00003b_effective_duration}秒間、{chara_spy_00001_Special_00003b_effect_parameter}%UP,必殺ワザ性能UP
e,202509010,chara_spy_00001_Special_00004,chara_spy_00001,4,Special,,,172,0,0,,選択したコマとその前後のコマにいる味方の体力を{chara_spy_00001_Special_00004a_power_parameter}%回復 + 味方の攻撃を{chara_spy_00001_Special_00004b_effective_duration}秒間、{chara_spy_00001_Special_00004b_effect_parameter}%UP,必殺ワザ性能UP
e,202509010,chara_spy_00001_Special_00005,chara_spy_00001,5,Special,,,172,0,0,,選択したコマとその前後のコマにいる味方の体力を{chara_spy_00001_Special_00005a_power_parameter}%回復 + 味方の攻撃を{chara_spy_00001_Special_00005b_effective_duration}秒間、{chara_spy_00001_Special_00005b_effect_parameter}%UP,必殺ワザ性能UP
,,chara_spy_00001_Special_00006,chara_spy_00001,6,Special,,,172,50,0,,,
,,chara_spy_00001_Special_00007,chara_spy_00001,7,Special,,,172,50,0,,,
,,chara_spy_00001_Special_00008,chara_spy_00001,8,Special,,,172,50,0,,,
,,chara_spy_00001_Special_00009,chara_spy_00001,9,Special,,,172,50,0,,,
,,chara_spy_00001_Special_00010,chara_spy_00001,10,Special,,,172,50,0,,,
e,202510010,chara_spy_00301_Normal_00000,chara_spy_00301,0,Normal,,,0,0,0,,表示場所なし,
e,202510010,chara_spy_00301_Special_00001,chara_spy_00301,1,Special,,,105,0,0,,選択したコマにいる味方アタックキャラの攻撃を{chara_spy_00301_Special_00001_effective_duration}秒間、{chara_spy_00301_Special_00001_effect_parameter}%UP,
e,202510010,chara_spy_00301_Special_00002,chara_spy_00301,2,Special,,,105,0,0,,選択したコマにいる味方アタックキャラの攻撃を{chara_spy_00301_Special_00002_effective_duration}秒間、{chara_spy_00301_Special_00002_effect_parameter}%UP,必殺ワザ性能UP
e,202510010,chara_spy_00301_Special_00003,chara_spy_00301,3,Special,,,105,0,0,,選択したコマにいる味方アタックキャラの攻撃を{chara_spy_00301_Special_00003_effective_duration}秒間、{chara_spy_00301_Special_00003_effect_parameter}%UP,必殺ワザ性能UP
e,202510010,chara_spy_00301_Special_00004,chara_spy_00301,4,Special,,,105,0,0,,選択したコマにいる味方アタックキャラの攻撃を{chara_spy_00301_Special_00004_effective_duration}秒間、{chara_spy_00301_Special_00004_effect_parameter}%UP,必殺ワザ性能UP
e,202510010,chara_spy_00301_Special_00005,chara_spy_00301,5,Special,,,105,0,0,,選択したコマにいる味方アタックキャラの攻撃を{chara_spy_00301_Special_00005_effective_duration}秒間、{chara_spy_00301_Special_00005_effect_parameter}%UP,必殺ワザ性能UP
,,chara_spy_00301_Special_00006,chara_spy_00301,6,Special,,,105,34,0,,,
,,chara_spy_00301_Special_00007,chara_spy_00301,7,Special,,,105,34,0,,,
,,chara_spy_00301_Special_00008,chara_spy_00301,8,Special,,,105,34,0,,,
,,chara_spy_00301_Special_00009,chara_spy_00301,9,Special,,,105,34,0,,,
,,chara_spy_00301_Special_00010,chara_spy_00301,10,Special,,,105,34,0,,,
e,202509010,chara_spy_00201_Normal_00000,chara_spy_00201,0,Normal,,,71,31,65,,表示場所なし,
e,202509010,chara_spy_00201_Special_00001,chara_spy_00201,1,Special,,,125,37,0,,敵複数体に自身の攻撃ステータスの98%のダメージ + 自身の攻撃を9.2秒間、20%UP,
e,202509010,chara_spy_00201_Special_00002,chara_spy_00201,2,Special,,,125,37,0,,敵複数体に自身の攻撃ステータスの110%のダメージ + 自身の攻撃を9.6秒間、22%UP,ステータスUP + 必殺ワザ性能UP
e,202509010,chara_spy_00201_Special_00003,chara_spy_00201,3,Special,,,125,37,0,,敵複数体に自身の攻撃ステータスの119%のダメージ + 自身の攻撃を9.8秒間、23%UP,ステータスUP + 必殺ワザ性能UP
e,202509010,chara_spy_00201_Special_00004,chara_spy_00201,4,Special,,,125,37,0,,敵複数体に自身の攻撃ステータスの126%のダメージ + 自身の攻撃を10秒間、24%UP,ステータスUP + 必殺ワザ性能UP
e,202509010,chara_spy_00201_Special_00005,chara_spy_00201,5,Special,,,125,37,0,,敵複数体に自身の攻撃ステータスの130%のダメージ + 自身の攻撃を10秒間、25%UP,ステータスUP + 必殺ワザ性能UP
,,chara_spy_00201_Special_00006,chara_spy_00201,6,Special,,,125,37,0,,,
,,chara_spy_00201_Special_00007,chara_spy_00201,7,Special,,,125,37,0,,,
,,chara_spy_00201_Special_00008,chara_spy_00201,8,Special,,,125,37,0,,,
,,chara_spy_00201_Special_00009,chara_spy_00201,9,Special,,,125,37,0,,,
,,chara_spy_00201_Special_00010,chara_spy_00201,10,Special,,,125,37,0,,,
e,202510010,chara_spy_00401_Normal_00000,chara_spy_00401,0,Normal,,,60,25,100,,表示場所なし,
e,202510010,chara_spy_00401_Special_00001,chara_spy_00401,1,Special,,,138,67,0,,敵単体に自身の攻撃ステータスの109%のダメージ,
e,202510010,chara_spy_00401_Special_00002,chara_spy_00401,2,Special,,,138,67,0,,敵単体に自身の攻撃ステータスの126%のダメージ,ステータスUP + 必殺ワザ性能UP
e,202510010,chara_spy_00401_Special_00003,chara_spy_00401,3,Special,,,138,67,0,,敵単体に自身の攻撃ステータスの138%のダメージ,ステータスUP + 必殺ワザ性能UP
e,202510010,chara_spy_00401_Special_00004,chara_spy_00401,4,Special,,,138,67,0,,敵単体に自身の攻撃ステータスの147%のダメージ,ステータスUP + 必殺ワザ性能UP
e,202510010,chara_spy_00401_Special_00005,chara_spy_00401,5,Special,,,138,67,0,,敵単体に自身の攻撃ステータスの153%のダメージ,ステータスUP + 必殺ワザ性能UP
,,chara_spy_00401_Special_00006,chara_spy_00401,6,Special,,,138,67,0,,,
,,chara_spy_00401_Special_00007,chara_spy_00401,7,Special,,,138,67,0,,,
,,chara_spy_00401_Special_00008,chara_spy_00401,8,Special,,,138,67,0,,,
,,chara_spy_00401_Special_00009,chara_spy_00401,9,Special,,,138,67,0,,,
,,chara_spy_00401_Special_00010,chara_spy_00401,10,Special,,,138,67,0,,,
e,202510010,chara_spy_00501_Normal_00000,chara_spy_00501,0,Normal,,,57,17,95,,表示場所なし,
e,202510010,chara_spy_00501_Special_00001,chara_spy_00501,1,Special,,,117,59,0,,自身への被ダメージを3.2秒間、30%カット,
e,202510010,chara_spy_00501_Special_00002,chara_spy_00501,2,Special,,,117,59,0,,自身への被ダメージを4.4秒間、32%カット,ステータスUP + 必殺ワザ性能UP
e,202510010,chara_spy_00501_Special_00003,chara_spy_00501,3,Special,,,117,59,0,,自身への被ダメージを5.1秒間、33%カット,ステータスUP + 必殺ワザ性能UP
e,202510010,chara_spy_00501_Special_00004,chara_spy_00501,4,Special,,,117,59,0,,自身への被ダメージを5.7秒間、34%カット,ステータスUP + 必殺ワザ性能UP
e,202510010,chara_spy_00501_Special_00005,chara_spy_00501,5,Special,,,117,59,0,,自身への被ダメージを6秒間、35%カット,ステータスUP + 必殺ワザ性能UP
,,chara_spy_00501_Special_00006,chara_spy_00501,6,Special,,,117,59,0,,,
,,chara_spy_00501_Special_00007,chara_spy_00501,7,Special,,,117,59,0,,,
,,chara_spy_00501_Special_00008,chara_spy_00501,8,Special,,,117,59,0,,,
,,chara_spy_00501_Special_00009,chara_spy_00501,9,Special,,,117,59,0,,,
,,chara_spy_00501_Special_00010,chara_spy_00501,10,Special,,,117,59,0,,,
e,202509010,chara_rik_00101_Normal_00000,chara_rik_00101,0,Normal,,,79,44,90,,表示場所なし,
e,202509010,chara_rik_00101_Special_00001,chara_rik_00101,1,Special,,,134,50,0,,自身と同じコマにいる赤属性の味方と自身の攻撃を6秒間、10%UP,
e,202509010,chara_rik_00101_Special_00002,chara_rik_00101,2,Special,,,134,50,0,,自身と同じコマにいる赤属性の味方と自身の攻撃を6.2秒間、11%UP,ステータスUP + 必殺ワザ性能UP
e,202509010,chara_rik_00101_Special_00003,chara_rik_00101,3,Special,,,134,50,0,,自身と同じコマにいる赤属性の味方と自身の攻撃を6.3秒間、12%UP,ステータスUP + 必殺ワザ性能UP
e,202509010,chara_rik_00101_Special_00004,chara_rik_00101,4,Special,,,134,50,0,,自身と同じコマにいる赤属性の味方と自身の攻撃を6.4秒間、13%UP,ステータスUP + 必殺ワザ性能UP
e,202509010,chara_rik_00101_Special_00005,chara_rik_00101,5,Special,,,134,50,0,,自身と同じコマにいる赤属性の味方と自身の攻撃を6.5秒間、13%UP,ステータスUP + 必殺ワザ性能UP
,,chara_rik_00101_Special_00006,chara_rik_00101,6,Special,,,134,50,0,,,
,,chara_rik_00101_Special_00007,chara_rik_00101,7,Special,,,134,50,0,,,
,,chara_rik_00101_Special_00008,chara_rik_00101,8,Special,,,134,50,0,,,
,,chara_rik_00101_Special_00009,chara_rik_00101,9,Special,,,134,50,0,,,
,,chara_rik_00101_Special_00010,chara_rik_00101,10,Special,,,134,50,0,,,
e,202509010,chara_bat_00001_Normal_00000,chara_bat_00001,0,Normal,,,99,35,150,,表示場所なし,
e,202509010,chara_bat_00001_Special_00001,chara_bat_00001,1,Special,Green,105,104,48,0,,敵単体に自身の攻撃ステータスの100%のダメージ(敵が緑属性の場合は105%のダメージ),
e,202509010,chara_bat_00001_Special_00002,chara_bat_00001,2,Special,Green,118,104,48,0,,敵単体に自身の攻撃ステータスの100%のダメージ(敵が緑属性の場合は118%のダメージ),ステータスUP + 必殺ワザ性能UP
e,202509010,chara_bat_00001_Special_00003,chara_bat_00001,3,Special,Green,128,104,48,0,,敵単体に自身の攻撃ステータスの100%のダメージ(敵が緑属性の場合は128%のダメージ),ステータスUP + 必殺ワザ性能UP
e,202509010,chara_bat_00001_Special_00004,chara_bat_00001,4,Special,Green,135,104,48,0,,敵単体に自身の攻撃ステータスの100%のダメージ(敵が緑属性の場合は135%のダメージ),ステータスUP + 必殺ワザ性能UP
e,202509010,chara_bat_00001_Special_00005,chara_bat_00001,5,Special,Green,140,104,48,0,,敵単体に自身の攻撃ステータスの100%のダメージ(敵が緑属性の場合は140%のダメージ),ステータスUP + 必殺ワザ性能UP
,,chara_bat_00001_Special_00006,chara_bat_00001,6,Special,Green,170,104,48,0,,,
,,chara_bat_00001_Special_00007,chara_bat_00001,7,Special,Green,170,104,48,0,,,
,,chara_bat_00001_Special_00008,chara_bat_00001,8,Special,Green,170,104,48,0,,,
,,chara_bat_00001_Special_00009,chara_bat_00001,9,Special,Green,170,104,48,0,,,
,,chara_bat_00001_Special_00010,chara_bat_00001,10,Special,Green,170,104,48,0,,,
e,202509010,chara_bat_00101_Normal_00000,chara_bat_00101,0,Normal,,,107,38,100,,表示場所なし,
e,202509010,chara_bat_00101_Special_00001,chara_bat_00101,1,Special,,,150,60,0,,自身への被ダメージを6秒間、10%カット,
e,202509010,chara_bat_00101_Special_00002,chara_bat_00101,2,Special,,,150,60,0,,自身への被ダメージを6.6秒間、12%カット,ステータスUP + 必殺ワザ性能UP
e,202509010,chara_bat_00101_Special_00003,chara_bat_00101,3,Special,,,150,60,0,,自身への被ダメージを6.9秒間、13%カット,ステータスUP + 必殺ワザ性能UP
e,202509010,chara_bat_00101_Special_00004,chara_bat_00101,4,Special,,,150,60,0,,自身への被ダメージを7秒間、13%カット,ステータスUP + 必殺ワザ性能UP
e,202509010,chara_bat_00101_Special_00005,chara_bat_00101,5,Special,,,150,60,0,,自身への被ダメージを7秒間、14%カット,ステータスUP + 必殺ワザ性能UP
,,chara_bat_00101_Special_00006,chara_bat_00101,6,Special,,,150,60,0,,,
,,chara_bat_00101_Special_00007,chara_bat_00101,7,Special,,,150,60,0,,,
,,chara_bat_00101_Special_00008,chara_bat_00101,8,Special,,,150,60,0,,,
,,chara_bat_00101_Special_00009,chara_bat_00101,9,Special,,,150,60,0,,,
,,chara_bat_00101_Special_00010,chara_bat_00101,10,Special,,,150,60,0,,,
e,202509010,chara_mag_00001_Normal_00000,chara_mag_00001,0,Normal,,,89,46,150,,表示場所なし,
e,202509010,chara_mag_00001_Special_00001,chara_mag_00001,1,Special,,,117,0,0,,敵複数体に最大6回の連続攻撃(自身の攻撃ステータスの最大85%ダメージ),
e,202509010,chara_mag_00001_Special_00002,chara_mag_00001,2,Special,,,117,0,0,,敵複数体に最大6回の連続攻撃(自身の攻撃ステータスの最大96%ダメージ),ステータスUP + 必殺ワザ性能UP
e,202509010,chara_mag_00001_Special_00003,chara_mag_00001,3,Special,,,117,0,0,,敵複数体に最大6回の連続攻撃(自身の攻撃ステータスの最大103%ダメージ),ステータスUP + 必殺ワザ性能UP
e,202509010,chara_mag_00001_Special_00004,chara_mag_00001,4,Special,,,117,0,0,,敵複数体に最大6回の連続攻撃(自身の攻撃ステータスの最大109%ダメージ),ステータスUP + 必殺ワザ性能UP
e,202509010,chara_mag_00001_Special_00005,chara_mag_00001,5,Special,,,117,0,0,,敵複数体に最大6回の連続攻撃(自身の攻撃ステータスの最大113%ダメージ),ステータスUP + 必殺ワザ性能UP
,,chara_mag_00001_Special_00006,chara_mag_00001,6,Special,,,117,0,0,,,
,,chara_mag_00001_Special_00007,chara_mag_00001,7,Special,,,117,0,0,,,
,,chara_mag_00001_Special_00008,chara_mag_00001,8,Special,,,117,0,0,,,
,,chara_mag_00001_Special_00009,chara_mag_00001,9,Special,,,117,0,0,,,
,,chara_mag_00001_Special_00010,chara_mag_00001,10,Special,,,117,0,0,,,
e,202509010,chara_mag_00101_Normal_00000,chara_mag_00101,0,Normal,,,95,42,75,,表示場所なし,
e,202509010,chara_mag_00101_Special_00001,chara_mag_00101,1,Special,,,134,75,0,,敵複数体に自身の攻撃ステータスの90%のダメージ,
e,202509010,chara_mag_00101_Special_00002,chara_mag_00101,2,Special,,,134,75,0,,敵複数体に自身の攻撃ステータスの102%のダメージ,ステータスUP + 必殺ワザ性能UP
e,202509010,chara_mag_00101_Special_00003,chara_mag_00101,3,Special,,,134,75,0,,敵複数体に自身の攻撃ステータスの110%のダメージ,ステータスUP + 必殺ワザ性能UP
e,202509010,chara_mag_00101_Special_00004,chara_mag_00101,4,Special,,,134,75,0,,敵複数体に自身の攻撃ステータスの116%のダメージ,ステータスUP + 必殺ワザ性能UP
e,202509010,chara_mag_00101_Special_00005,chara_mag_00101,5,Special,,,134,75,0,,敵複数体に自身の攻撃ステータスの120%のダメージ,ステータスUP + 必殺ワザ性能UP
,,chara_mag_00101_Special_00006,chara_mag_00101,6,Special,,,134,75,0,,,
,,chara_mag_00101_Special_00007,chara_mag_00101,7,Special,,,134,75,0,,,
,,chara_mag_00101_Special_00008,chara_mag_00101,8,Special,,,134,75,0,,,
,,chara_mag_00101_Special_00009,chara_mag_00101,9,Special,,,134,75,0,,,
,,chara_mag_00101_Special_00010,chara_mag_00101,10,Special,,,134,75,0,,,
e,202509010,chara_yuw_00001_Normal_00000,chara_yuw_00001,0,Normal,,,77,25,75,,表示場所なし,
e,202509010,chara_yuw_00001_Special_00001,chara_yuw_00001,1,Special,Blue,120,184,122,0,,敵複数体に自身の攻撃ステータスの50%のダメージ(敵が青属性の場合は60%のダメージ),
e,202509010,chara_yuw_00001_Special_00002,chara_yuw_00001,2,Special,Blue,139,184,122,0,,敵複数体に自身の攻撃ステータスの50%のダメージ(敵が青属性の場合は69.5%のダメージ),ステータスUP + 必殺ワザ性能UP
e,202509010,chara_yuw_00001_Special_00003,chara_yuw_00001,3,Special,Blue,153,184,122,0,,敵複数体に自身の攻撃ステータスの50%のダメージ(敵が青属性の場合は76.5%のダメージ),ステータスUP + 必殺ワザ性能UP
e,202509010,chara_yuw_00001_Special_00004,chara_yuw_00001,4,Special,Blue,163,184,122,0,,敵複数体に自身の攻撃ステータスの50%のダメージ(敵が青属性の場合は81.5%のダメージ),ステータスUP + 必殺ワザ性能UP
e,202509010,chara_yuw_00001_Special_00005,chara_yuw_00001,5,Special,Blue,170,184,122,0,,敵複数体に自身の攻撃ステータスの50%のダメージ(敵が青属性の場合は85%のダメージ),ステータスUP + 必殺ワザ性能UP
,,chara_yuw_00001_Special_00006,chara_yuw_00001,6,Special,Blue,170,184,122,0,,,
,,chara_yuw_00001_Special_00007,chara_yuw_00001,7,Special,Blue,170,184,122,0,,,
,,chara_yuw_00001_Special_00008,chara_yuw_00001,8,Special,Blue,170,184,122,0,,,
,,chara_yuw_00001_Special_00009,chara_yuw_00001,9,Special,Blue,170,184,122,0,,,
,,chara_yuw_00001_Special_00010,chara_yuw_00001,10,Special,Blue,170,184,122,0,,,
e,202509010,chara_yuw_00101_Normal_00000,chara_yuw_00101,0,Normal,,,75,0,50,,表示場所なし,
e,202509010,chara_yuw_00101_Special_00001,chara_yuw_00101,1,Special,,,175,160,0,,敵複数体に自身の攻撃ステータスの65%のダメージ + 攻撃がヒットした場合、敵の攻撃を12.2秒間、10%DOWN,
e,202509010,chara_yuw_00101_Special_00002,chara_yuw_00101,2,Special,,,175,160,0,,敵複数体に自身の攻撃ステータスの65%のダメージ + 攻撃がヒットした場合、敵の攻撃を13.4秒間、11%DOWN,ステータスUP + 必殺ワザ性能UP
e,202509010,chara_yuw_00101_Special_00003,chara_yuw_00101,3,Special,,,175,160,0,,敵複数体に自身の攻撃ステータスの65%のダメージ + 攻撃がヒットした場合、敵の攻撃を14.1秒間、11%DOWN,ステータスUP + 必殺ワザ性能UP
e,202509010,chara_yuw_00101_Special_00004,chara_yuw_00101,4,Special,,,175,160,0,,敵複数体に自身の攻撃ステータスの65%のダメージ + 攻撃がヒットした場合、敵の攻撃を14.7秒間、12%DOWN,ステータスUP + 必殺ワザ性能UP
e,202509010,chara_yuw_00101_Special_00005,chara_yuw_00101,5,Special,,,175,160,0,,敵複数体に自身の攻撃ステータスの65%のダメージ + 攻撃がヒットした場合、敵の攻撃を15秒間、12%DOWN,ステータスUP + 必殺ワザ性能UP
,,chara_yuw_00101_Special_00006,chara_yuw_00101,6,Special,,,175,160,0,,,
,,chara_yuw_00101_Special_00007,chara_yuw_00101,7,Special,,,175,160,0,,,
,,chara_yuw_00101_Special_00008,chara_yuw_00101,8,Special,,,175,160,0,,,
,,chara_yuw_00101_Special_00009,chara_yuw_00101,9,Special,,,175,160,0,,,
,,chara_yuw_00101_Special_00010,chara_yuw_00101,10,Special,,,175,160,0,,,
e,202509010,chara_aha_00001_Normal_00000,chara_aha_00001,0,Normal,,,96,34,100,,表示場所なし,
e,202509010,chara_aha_00001_Special_00001,chara_aha_00001,1,Special,,,134,53,0,,敵単体に自身の攻撃ステータスの120%のダメージ,
e,202509010,chara_aha_00001_Special_00002,chara_aha_00001,2,Special,,,134,53,0,,敵単体に自身の攻撃ステータスの136%のダメージ,ステータスUP + 必殺ワザ性能UP
e,202509010,chara_aha_00001_Special_00003,chara_aha_00001,3,Special,,,134,53,0,,敵単体に自身の攻撃ステータスの147%のダメージ,ステータスUP + 必殺ワザ性能UP
e,202509010,chara_aha_00001_Special_00004,chara_aha_00001,4,Special,,,134,53,0,,敵単体に自身の攻撃ステータスの155%のダメージ,ステータスUP + 必殺ワザ性能UP
e,202509010,chara_aha_00001_Special_00005,chara_aha_00001,5,Special,,,134,53,0,,敵単体に自身の攻撃ステータスの160%のダメージ,ステータスUP + 必殺ワザ性能UP
,,chara_aha_00001_Special_00006,chara_aha_00001,6,Special,,,134,53,0,,,
,,chara_aha_00001_Special_00007,chara_aha_00001,7,Special,,,134,53,0,,,
,,chara_aha_00001_Special_00008,chara_aha_00001,8,Special,,,134,53,0,,,
,,chara_aha_00001_Special_00009,chara_aha_00001,9,Special,,,134,53,0,,,
,,chara_aha_00001_Special_00010,chara_aha_00001,10,Special,,,134,53,0,,,
e,202509010,chara_aha_00101_Normal_00000,chara_aha_00101,0,Normal,,,64,23,75,,表示場所なし,
e,202509010,chara_aha_00101_Special_00001,chara_aha_00101,1,Special,,,159,100,0,,自身と同じコマにいる黄属性の味方と自身の攻撃を6秒間、10%UP,
e,202509010,chara_aha_00101_Special_00002,chara_aha_00101,2,Special,,,159,100,0,,自身と同じコマにいる黄属性の味方と自身の攻撃を6.9秒間、12%UP,ステータスUP + 必殺ワザ性能UP
e,202509010,chara_aha_00101_Special_00003,chara_aha_00101,3,Special,,,159,100,0,,自身と同じコマにいる黄属性の味方と自身の攻撃を7.4秒間、13%UP,ステータスUP + 必殺ワザ性能UP
e,202509010,chara_aha_00101_Special_00004,chara_aha_00101,4,Special,,,159,100,0,,自身と同じコマにいる黄属性の味方と自身の攻撃を7.8秒間、14%UP,ステータスUP + 必殺ワザ性能UP
e,202509010,chara_aha_00101_Special_00005,chara_aha_00101,5,Special,,,159,100,0,,自身と同じコマにいる黄属性の味方と自身の攻撃を8秒間、15%UP,ステータスUP + 必殺ワザ性能UP
,,chara_aha_00101_Special_00006,chara_aha_00101,6,Special,,,159,100,0,,,
,,chara_aha_00101_Special_00007,chara_aha_00101,7,Special,,,159,100,0,,,
,,chara_aha_00101_Special_00008,chara_aha_00101,8,Special,,,159,100,0,,,
,,chara_aha_00101_Special_00009,chara_aha_00101,9,Special,,,159,100,0,,,
,,chara_aha_00101_Special_00010,chara_aha_00101,10,Special,,,159,100,0,,,
e,202509010,chara_ron_00001_Normal_00000,chara_ron_00001,0,Normal,,,84,46,75,,表示場所なし,
e,202509010,chara_ron_00001_Special_00001,chara_ron_00001,1,Special,,,137,0,0,,敵単体に最大5回の連続攻撃(自身の攻撃ステータスの最大150%ダメージ) + 1回目の攻撃がヒットした場合、敵を1.2秒間、スタン状態にする,
e,202509010,chara_ron_00001_Special_00002,chara_ron_00001,2,Special,,,137,0,0,,敵単体に最大5回の連続攻撃(自身の攻撃ステータスの最大170%ダメージ) + 1回目の攻撃がヒットした場合、敵を1.3秒間、スタン状態にする,ステータスUP + 必殺ワザ性能UP
e,202509010,chara_ron_00001_Special_00003,chara_ron_00001,3,Special,,,137,0,0,,敵単体に最大5回の連続攻撃(自身の攻撃ステータスの最大183%ダメージ) + 1回目の攻撃がヒットした場合、敵を1.3秒間、スタン状態にする,ステータスUP + 必殺ワザ性能UP
e,202509010,chara_ron_00001_Special_00004,chara_ron_00001,4,Special,,,137,0,0,,敵単体に最大5回の連続攻撃(自身の攻撃ステータスの最大193%ダメージ) + 1回目の攻撃がヒットした場合、敵を1.4秒間、スタン状態にする,ステータスUP + 必殺ワザ性能UP
e,202509010,chara_ron_00001_Special_00005,chara_ron_00001,5,Special,,,137,0,0,,敵単体に最大5回の連続攻撃(自身の攻撃ステータスの最大200%ダメージ) + 1回目の攻撃がヒットした場合、敵を1.5秒間、スタン状態にする,ステータスUP + 必殺ワザ性能UP
,,chara_ron_00001_Special_00006,chara_ron_00001,6,Special,,,137,0,0,,,
,,chara_ron_00001_Special_00007,chara_ron_00001,7,Special,,,137,0,0,,,
,,chara_ron_00001_Special_00008,chara_ron_00001,8,Special,,,137,0,0,,,
,,chara_ron_00001_Special_00009,chara_ron_00001,9,Special,,,137,0,0,,,
,,chara_ron_00001_Special_00010,chara_ron_00001,10,Special,,,137,0,0,,,
