Unnamed: 0,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23
,,,PICK UPキャラ,,,,,,,,,,,,,,,,,,,,
,,,,↑ガチャ班が記載してください,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,名称未定,,,,,,目次へ,,,,,,,,,,
,,URL：,,,,,,,,,,,,,,,,,,,,,
,,,項目,,内容,,,,,,,,,,,,,,,,,,
,,,責任者,,,,,,,,,,,,,,,,,,,,
,,,施策名称,,,,,,,,,,,,,,,,,,,,
,,,分類,,,,,,,,,,,,,,,,,,,,
,,,開催期間,,#REF!,,,〜,,#REF!,,,,,,,,,,,,,
,,,※名称は、ガチャ内容を表したもので正式名称ではありません。正式名称が決まり次第、修正してください。,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,PICK UPキャラ,,,,,,,,,,,,,,,,,,,,
,,,,↑ガチャ班が記載してください,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,名称未定,,,,,,目次へ,,,,,,,,,,
,,URL：,,,,,,,,,,,,,,,,,,,,,
,,,項目,,内容,,,,,,,,,,,,,,,,,,
,,,責任者,,,,,,,,,,,,,,,,,,,,
,,,施策名称,,,,,,,,,,,,,,,,,,,,
,,,分類,,,,,,,,,,,,,,,,,,,,
,,,開催期間,,#REF!,,,〜,,#REF!,,,,,,,,,,,,,
,,,※名称は、ガチャ内容を表したもので正式名称ではありません。正式名称が決まり次第、修正してください。,,,,,,,,,,,,,,,,,,,,
,,,PICK UPキャラ,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,名称未定,,,,,,目次へ,,,,,,,,,,
,,URL：,,,,,,,,,,,,,,,,,,,,,
,,,項目,,内容,,,,,,,,,,,,,,,,,,
,,,責任者,,,,,,,,,,,,,,,,,,,,
,,,施策名称,,,,,,,,,,,,,,,,,,,,
,,,分類,,,,,,,,,,,,,,,,,,,,
,,,開催期間,,#REF!,,,〜,,#REF!,,,,,,,,,,,,,
,,,※名称は、ガチャ内容を表したもので正式名称ではありません。正式名称が決まり次第、修正してください。,,,,,,,,,,,,,,,,,,,,
,,,,↓記載お願いします！,,,,,,,,,,,,,,,,,,,
,,,PICK UPキャラ,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,名称未定,,,,,,目次へ,,,,,,,,,,
,,URL：,,,,,,,,,,,,,,,,,,,,,
,,,項目,,内容,,,,,,,,,,,,,,,,,,
,,,責任者,,,,,,,,,,,,,,,,,,,,
,,,施策名称,,,,,,,,,,,,,,,,,,,,
,,,分類,,,,,,,,,,,,,,,,,,,,
,,,開催期間,,#REF!,,,〜,,#REF!,,,,,,,,,,,,,
,,,※名称は、ガチャ内容を表したもので正式名称ではありません。正式名称が決まり次第、修正してください。,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,PICK UPキャラ,,,,,,,,,,,,,,,,,,,,
,,,,↑ガチャ班が記載してください,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,名称未定,,,,,,目次へ,,,,,,,,,,
,,URL：,,,,,,,,,,,,,,,,,,,,,
,,,項目,,内容,,,,,,,,,,,,,,,,,,
,,,責任者,,,,,,,,,,,,,,,,,,,,
,,,施策名称,,,,,,,,,,,,,,,,,,,,
,,,分類,,,,,,,,,,,,,,,,,,,,
,,,開催期間,,#REF!,,,〜,,#REF!,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,PICK UPキャラ,,,,,,,,,,,,,,,,,,,,
,,,,↑ガチャ班が記載してください,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,目次へ,,,,,,,,,,
,,URL：,,,,,,,,,,,,,,,,,,,,,
,,,項目,,内容,,,,,,,,,,,,,,,,,,
,,,責任者,,,,,,,,,,,,,,,,,,,,
,,,施策名称,,,,,,,,,,,,,,,,,,,,
,,,分類,,,,,,,,,,,,,,,,,,,,
,,,開催期間,,#REF!,,,〜,,#REF!,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,PICK UPキャラ,,,,,,,,,,,,,,,,,,,,
,,,,↑ガチャ班が記載してください,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,目次へ,,,,,,,,,,
,,URL：,,,,,,,,,,,,,,,,,,,,,
,,,項目,,内容,,,,,,,,,,,,,,,,,,
,,,責任者,,,,,,,,,,,,,,,,,,,,
,,,施策名称,,,,,,,,,,,,,,,,,,,,
,,,分類,,,,,,,,,,,,,,,,,,,,
,,,開催期間,,#REF!,,,〜,,#REF!,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,PICK UPキャラ,,,,,,,,,,,,,,,,,,,,
,,,,↑ガチャ班が記載してください,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,目次へ,,,,,,,,,,
,,URL：,,,,,,,,,,,,,,,,,,,,,
,,,項目,,内容,,,,,,,,,,,,,,,,,,
,,,責任者,,,,,,,,,,,,,,,,,,,,
,,,施策名称,,,,,,,,,,,,,,,,,,,,
,,,分類,,,,,,,,,,,,,,,,,,,,
,,,開催期間,,#REF!,,,〜,,#REF!,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,PICK UPキャラ,,,,,,,,,,,,,,,,,,,,
,,,,↑ガチャ班が記載してください,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,目次へ,,,,,,,,,,
,,URL：,,,,,,,,,,,,,,,,,,,,,
,,,項目,,内容,,,,,,,,,,,,,,,,,,
,,,責任者,,,,,,,,,,,,,,,,,,,,
,,,施策名称,,,,,,,,,,,,,,,,,,,,
,,,分類,,攻略ガチャ,,,,,,,,,,,,,,,,,,
,,,開催期間,,#REF!,,,〜,,#REF!,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,PICK UPキャラ,,,,,,,,,,,,,,,,,,,,
,,,,↑ガチャ班が記載してください,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,目次へ,,,,,,,,,,
,,URL：,,,,,,,,,,,,,,,,,,,,,
,,,項目,,内容,,,,,,,,,,,,,,,,,,
,,,責任者,,,,,,,,,,,,,,,,,,,,
,,,施策名称,,,,,,,,,,,,,,,,,,,,
,,,分類,,,,,,,,,,,,,,,,,,,,
,,,開催期間,,#REF!,,,〜,,#REF!,,,,,,,,,,,,,
,,,※名称は、ガチャ内容を表したもので正式名称ではありません。正式名称が決まり次第、修正してください。,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,PICK UPキャラ,,,,,,,,,,,,,,,,,,,,
,,,,↑ガチャ班が記載してください,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,目次へ,,,,,,,,,,
,,URL：,,,,,,,,,,,,,,,,,,,,,
,,,項目,,内容,,,,,,,,,,,,,,,,,,
,,,責任者,,,,,,,,,,,,,,,,,,,,
,,,施策名称,,,,,,,,,,,,,,,,,,,,
,,,分類,,,,,,,,,,,,,,,,,,,,
,,,開催期間,,#REF!,,,〜,,#REF!,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,PICK UPキャラ,,,,,,,,,,,,,,,,,,,,
,,,,↑ガチャ班が記載してください,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,目次へ,,,,,,,,,,
,,URL：,,,,,,,,,,,,,,,,,,,,,
,,,項目,,内容,,,,,,,,,,,,,,,,,,
,,,責任者,,,,,,,,,,,,,,,,,,,,
,,,施策名称,,,,,,,,,,,,,,,,,,,,
,,,分類,,,,,,,,,,,,,,,,,,,,
,,,開催期間,,#REF!,,,〜,,#REF!,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,PICK UPキャラ,,,,,,,,,,,,,,,,,,,,
,,,,↑ガチャ班が記載してください,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,目次へ,,,,,,,,,,
,,URL：,,,,,,,,,,,,,,,,,,,,,
,,,項目,,内容,,,,,,,,,,,,,,,,,,
,,,責任者,,,,,,,,,,,,,,,,,,,,
,,,施策名称,,,,,,,,,,,,,,,,,,,,
,,,分類,,,,,,,,,,,,,,,,,,,,
,,,開催期間,,#REF!,,,〜,,#REF!,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,PICK UPキャラ,,,,,,,,,,,,,,,,,,,,
,,,,↑ガチャ班が記載してください,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,目次へ,,,,,,,,,,
,,URL：,,,,,,,,,,,,,,,,,,,,,
,,,項目,,内容,,,,,,,,,,,,,,,,,,
,,,責任者,,,,,,,,,,,,,,,,,,,,
,,,施策名称,,,,,,,,,,,,,,,,,,,,
,,,分類,,,,,,,,,,,,,,,,,,,,
,,,開催期間,,#REF!,,,〜,,#REF!,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,PICK UPキャラ,,,,,,,,,,,,,,,,,,,,
,,,,↑ガチャ班が記載してください,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,目次へ,,,,,,,,,,
,,URL：,,,,,,,,,,,,,,,,,,,,,
,,,項目,,内容,,,,,,,,,,,,,,,,,,
,,,責任者,,,,,,,,,,,,,,,,,,,,
,,,施策名称,,,,,,,,,,,,,,,,,,,,
,,,分類,,,,,,,,,,,,,,,,,,,,
,,,開催期間,,#REF!,,,〜,,#REF!,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,PICK UPキャラ,,,,,,,,,,,,,,,,,,,,
,,,,↑ガチャ班が記載してください,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,目次へ,,,,,,,,,,
,,URL：,,,,,,,,,,,,,,,,,,,,,
,,,項目,,内容,,,,,,,,,,,,,,,,,,
,,,責任者,,,,,,,,,,,,,,,,,,,,
,,,施策名称,,,,,,,,,,,,,,,,,,,,
,,,分類,,,,,,,,,,,,,,,,,,,,
,,,開催期間,,#REF!,,,〜,,#REF!,,,,,,,,,,,,,
,,,※名称は、ガチャ内容を表したもので正式名称ではありません。正式名称が決まり次第、修正してください。,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,PICK UPキャラ,,,,,,,,,,,,,,,,,,,,
,,,,↑ガチャ班が記載してください,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,名称FIX,,,,,,目次へ,,,,,,,,,,
,,URL：,,,,,,,,,,,,,,,,,,,,,
,,,項目,,内容,,,,,,,,,,,,,,,,,,
,,,責任者,,,,,,,,,,,,,,,,,,,,
,,,施策名称,,,,,,,,,,,,,,,,,,,,
,,,分類,,,,,,,,,,,,,,,,,,,,
,,,開催期間,,#REF!,,,〜,,#REF!,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,PICK UPキャラ,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
プレイ動機,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,目次へ,,,,,,,,,,,
,,,URL：,,,,,,,,,,,,,,,,,,,,
,,,項目,,内容,,,,,,,,,,,,,,,,,,
,,,責任者,,,,,,,,,,,,,,,,,,,,
,,,施策名称,,,,,,,,,,,,,,,,,,,,
,,,分類,,,,,,,,,,,,,,,,,,,,
,,,開催期間,,#REF!,,,〜,,#REF!,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,キャラ名,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,目次へ,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,項目,,内容,,,,,,,,,,,,,,,,,,
,,,責任者,,@石橋,,,,,,,,,,,,,,,,,,
,,,施策名称,,,,,,,,,,,,,,,,,,,,
,,,追加日,,#REF!,,,,,,〜,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,友情コンボ名,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
ホーム設定,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,ホーム画面,,,,,,,,,,目次へ,,,,,,,,,,,
,,,URL：,,,,,,,,,,,,,,,,,,,,
,,,項目,,内容,,,,,,,,,,,,,,,,,,
,,,責任者,,,,,,,,,,,,,,,,,,,,
,,,施策名称,,ホーム画面,,,,,,,,,,,,,,,,,,
,,,分類,,,,,,,,,,,,,,,,,,,,
,,,開催期間,,#REF!,,,〜,,#REF!,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,登場キャラ,,キャラ名,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,BGM,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,ボタンにするキャラ,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,想定,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,いいジャン祭ページといいジャン祭タブ名称,,,,,←概要に載せない,,,,,,,,,,,,,,,,
,,,有り！,,,,,,,,,,,,,,,,,,,,
,,,いいジャン祭ページ,,,,,,,,,,,,,,,,,,,,
,,,ページ上部,,,,ex} ジャンプチいいジャン祭,,,,,,,,,,,,,,,,
,,,リボン帯,,,,ex} ○○を楽しもう！,,,,,,,,,,,,,,,,
,,,タブ名称,,,,ex)いいジャン祭、バレンタイン2021、1100万DL,,,,,,,,,,,,,,,,
,,,交換所遷移ボタン,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,ボタンにするキャラ,,,,,,,,,,,,,,,,,,,,
,,,ボタンの文字,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,掲載するクエスト,,,今回の新クエスト,表示するキャラ,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,タイトル画面,,,,,←概要に載せない,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,内容,,,,,,,,,,,,,,,,,,,,
