mst_enemy_character_id,stage_param_id,character_unit_kind,role_type,hp,attack_power,content_type,sequence_set_id
enemy_dan_00101,e_dan_00101_general_n_Normal_Colorless,Normal,Attack,10000,50,mainquest,normal_dan_00004
enemy_dan_00101,e_dan_00101_general_n_Normal_Colorless,Normal,Attack,10000,50,mainquest,normal_dan_00004
enemy_dan_00101,e_dan_00101_general_n_Normal_Colorless,Normal,Attack,10000,50,mainquest,normal_dan_00004
enemy_dan_00101,e_dan_00101_general_n_Normal_Colorless,Normal,Attack,10000,50,mainquest,normal_dan_00004
enemy_dan_00101,e_dan_00101_general_n_Normal_Colorless,Normal,Attack,10000,50,mainquest,normal_dan_00004
enemy_dan_00101,e_dan_00101_general_n_Normal_Red,Normal,Attack,10000,50,mainquest,normal_dan_00006
enemy_dan_00101,e_dan_00101_general_n_Normal_Red,Normal,Attack,10000,50,mainquest,normal_dan_00006
enemy_dan_00101,e_dan_00101_general_n_Normal_Red,Normal,Attack,10000,50,mainquest,normal_dan_00006
enemy_dan_00101,e_dan_00101_mainquest_glo2_Normal_Blue,Normal,Attack,5000,200,mainquest,normal_glo2_00001
enemy_dan_00101,e_dan_00101_general_vh_Normal_Blue,Normal,Attack,10000,100,mainquest,veryhard_dan_00002
enemy_dan_00101,e_dan_00101_general_vh_Normal_Blue,Normal,Attack,10000,100,mainquest,veryhard_dan_00002
enemy_dan_00101,e_dan_00101_general_vh_Normal_Blue,Normal,Attack,10000,100,mainquest,veryhard_dan_00002
enemy_dan_00101,e_dan_00101_general_h_Normal_Red,Normal,Attack,10000,100,mainquest,veryhard_dan_00003
enemy_dan_00101,e_dan_00101_general_h_Normal_Red,Normal,Attack,10000,100,mainquest,veryhard_dan_00003
enemy_dan_00101,e_dan_00101_general_h_Normal_Red,Normal,Attack,10000,100,mainquest,veryhard_dan_00004
enemy_dan_00101,e_dan_00101_general_vh_Normal_Green,Normal,Attack,10000,100,mainquest,veryhard_dan_00005
enemy_dan_00101,e_dan_00101_general_vh_Normal_Green,Normal,Attack,10000,100,mainquest,veryhard_dan_00005
enemy_dan_00101,e_dan_00101_general_vh_Normal_Green,Normal,Attack,10000,100,mainquest,veryhard_dan_00005
enemy_dan_00101,e_dan_00101_general_vh_Normal_Green,Normal,Attack,10000,100,mainquest,veryhard_dan_00005
enemy_dan_00101,e_dan_00101_general_vh_Normal_Green,Normal,Attack,10000,100,mainquest,veryhard_dan_00005
enemy_dan_00101,e_dan_00101_general_vh_Normal_Green,Normal,Attack,10000,100,mainquest,veryhard_dan_00005
enemy_dan_00101,e_dan_00101_general_vh_Normal_Green,Normal,Attack,10000,100,mainquest,veryhard_dan_00005
enemy_dan_00101,e_dan_00101_general_vh_Normal_Green,Normal,Attack,10000,100,mainquest,veryhard_dan_00005
enemy_dan_00101,e_dan_00101_general_vh_Normal_Green,Normal,Attack,10000,100,mainquest,veryhard_dan_00005
enemy_dan_00101,e_dan_00101_general_h_Normal_Red,Normal,Attack,10000,100,mainquest,veryhard_dan_00006
enemy_dan_00101,e_dan_00101_general_h_Normal_Red,Normal,Attack,10000,100,mainquest,veryhard_dan_00006
enemy_dan_00101,e_dan_00101_general_h_Normal_Red,Normal,Attack,10000,100,mainquest,veryhard_dan_00006
enemy_dan_00101,e_dan_00101_general_h_Normal_Red,Normal,Attack,10000,100,mainquest,veryhard_dan_00006
enemy_dan_00101,e_dan_00101_general_h_Normal_Red,Normal,Attack,10000,100,mainquest,veryhard_dan_00006
enemy_dan_00101,e_dan_00101_mainquest_glo2_Normal_Blue,Normal,Attack,5000,200,mainquest,veryhard_glo2_00001
enemy_dan_00101,e_dan_00101_dan1_advent_Normal_Yellow,Normal,Attack,50000,300,raid,raid_dan1_00001
enemy_dan_00101,e_dan_00101_dan1_advent_Normal_Yellow,Normal,Attack,50000,300,raid,raid_dan1_00001
enemy_dan_00101,e_dan_00101_dan1_advent_Normal_Yellow,Normal,Attack,50000,300,raid,raid_dan1_00001
enemy_dan_00101,e_dan_00101_dan1_advent_Normal_Yellow,Normal,Attack,50000,300,raid,raid_dan1_00001
enemy_dan_00101,e_dan_00101_dan1_advent_Normal_Yellow,Normal,Attack,50000,300,raid,raid_dan1_00001
enemy_dan_00101,e_dan_00101_dan1_advent_Normal_Yellow,Normal,Attack,50000,300,raid,raid_dan1_00001
enemy_dan_00101,e_dan_00101_dan1_advent_Normal_Yellow,Normal,Attack,50000,300,raid,raid_dan1_00001
enemy_dan_00101,e_dan_00101_dan1_advent_Boss_Yellow,Boss,Attack,50000,300,raid,raid_dan1_00001
enemy_dan_00101,e_dan_00101_dan1_advent_Normal_Yellow,Normal,Attack,50000,300,raid,raid_dan1_00001
enemy_dan_00101,e_dan_00101_dan1_advent_Boss_Colorless,Boss,Attack,50000,300,raid,raid_dan1_00001
enemy_dan_00201,e_dan_00201_dan1challenge_Boss_Blue,Boss,Attack,10000,100,dan1,event_dan1_challenge01_00001
enemy_dan_00201,e_dan_00201_general_n_Boss_Colorless,Boss,Attack,100000,1000,mainquest,hard_dan_00001
enemy_dan_00201,e_dan_00201_general_n_Boss_Colorless,Boss,Attack,100000,1000,mainquest,hard_dan_00005
enemy_dan_00201,e_dan_00201_general_n_Boss_Red,Boss,Attack,10000,50,mainquest,hard_dan_00006
enemy_dan_00201,e_dan_00201_mainquest_glo2_Boss_Blue,Boss,Attack,30000,400,mainquest,hard_glo2_00001
enemy_dan_00201,e_dan_00201_general_n_Boss_Colorless,Boss,Attack,100000,1000,mainquest,normal_dan_00001
enemy_dan_00201,e_dan_00201_general_n_Boss_Colorless,Boss,Attack,100000,1000,mainquest,normal_dan_00005
enemy_dan_00201,e_dan_00201_general_n_Boss_Red,Boss,Attack,10000,50,mainquest,normal_dan_00006
enemy_dan_00201,e_dan_00201_mainquest_glo2_Boss_Blue,Boss,Attack,30000,400,mainquest,normal_glo2_00001
enemy_dan_00201,e_dan_00201_general_vn_Normal_Colorless,Normal,Attack,10000,100,mainquest,veryhard_dan_00004
enemy_dan_00201,e_dan_00201_general_vn_Normal_Colorless,Normal,Attack,10000,100,mainquest,veryhard_dan_00004
enemy_dan_00201,e_dan_00201_general_vn_Normal_Colorless,Normal,Attack,10000,100,mainquest,veryhard_dan_00004
enemy_dan_00201,e_dan_00201_general_n_Boss_Colorless,Boss,Attack,100000,1000,mainquest,veryhard_dan_00004
enemy_dan_00201,e_dan_00201_general_n_Boss_Colorless,Boss,Attack,100000,1000,mainquest,veryhard_dan_00005
enemy_dan_00201,e_dan_00201_general_n_Boss_Red,Boss,Attack,10000,50,mainquest,veryhard_dan_00006
enemy_dan_00201,e_dan_00201_general_n_Boss_Red,Boss,Attack,10000,50,mainquest,veryhard_dan_00006
enemy_dan_00201,e_dan_00201_mainquest_glo2_Boss_Blue,Boss,Attack,30000,400,mainquest,veryhard_glo2_00001
enemy_dan_00201,e_dan_00201_dan1_advent_Boss_Yellow,Boss,Technical,100000,500,raid,raid_dan1_00001
enemy_dan_00201,e_dan_00201_dan1_advent_Boss_Yellow,Boss,Technical,100000,500,raid,raid_dan1_00001
enemy_dan_00301,e_dan_00301_airaget_Boss_Colorless,Boss,Attack,40000,300,dan1,event_dan1_charaget02_00005
enemy_dan_00301,e_dan_00301_airaget_atk_Boss_Blue,Boss,Attack,40000,300,dan1,event_dan1_charaget02_00006
enemy_dan_00301,e_dan_00301_airaget_atk_Boss_Blue,Boss,Attack,40000,300,dan1,event_dan1_charaget02_00007
enemy_dan_00301,e_dan_00301_airaget_tec_Boss_Blue,Boss,Technical,40000,300,dan1,event_dan1_charaget02_00008
enemy_dan_00301,e_dan_00301_dan1_advent_Boss_Yellow,Boss,Technical,100000,300,raid,raid_dan1_00001
enemy_dan_00301,e_dan_00301_dan1_advent_Boss_Yellow,Boss,Technical,100000,300,raid,raid_dan1_00001
enemy_dan_00301,e_dan_00301_airaget_Boss_Colorless,Boss,Attack,40000,300,raid,raid_dan1_00001
enemy_glo_00001,e_glo_00001_savage_Normal_Red,Normal,Attack,10000,500,dan1,event_dan1_savage_00001
enemy_glo_00001,e_glo_00001_savage_Normal_Red,Normal,Attack,10000,500,dan1,event_dan1_savage_00001
enemy_glo_00001,e_glo_00001_savage_Normal_Red,Normal,Attack,10000,500,dan1,event_dan1_savage_00001
enemy_glo_00001,e_glo_00001_savage_Normal_Red,Normal,Attack,10000,500,dan1,event_dan1_savage_00001
enemy_glo_00001,e_glo_00001_savage_Normal_Yellow,Normal,Attack,10000,500,dan1,event_dan1_savage_00002
enemy_glo_00001,e_glo_00001_savage_Normal_Yellow,Normal,Attack,10000,500,dan1,event_dan1_savage_00002
enemy_glo_00001,e_glo_00001_savage_Normal_Yellow,Normal,Attack,10000,500,dan1,event_dan1_savage_00002
enemy_glo_00001,e_glo_00001_savage_Normal_Yellow,Normal,Attack,10000,500,dan1,event_dan1_savage_00002
enemy_glo_00001,e_glo_00001_savage_Normal_Yellow,Normal,Attack,10000,500,dan1,event_dan1_savage_00002
enemy_glo_00001,e_glo_00001_savage_Normal_Yellow,Normal,Attack,10000,500,dan1,event_dan1_savage_00002
enemy_glo_00001,e_glo_00001_glo2_challenge_Normal_Blue,Normal,Attack,1000,100,f05,event_f05anniv_challenge_00001
enemy_glo_00001,e_glo_00001_glo2_challenge_Normal_Blue,Normal,Attack,1000,100,f05,event_f05anniv_challenge_00001
enemy_glo_00001,e_glo_00001_glo2_challenge_Normal_Blue,Normal,Attack,1000,100,f05,event_f05anniv_challenge_00001
enemy_glo_00001,e_glo_00001_glo2_challenge_Normal_Blue,Normal,Attack,1000,100,f05,event_f05anniv_challenge_00001
enemy_glo_00001,e_glo_00001_glo2_challenge_Normal_Yellow,Normal,Attack,1000,100,f05,event_f05anniv_challenge_00002
enemy_glo_00001,e_glo_00001_glo2_challenge_Normal_Yellow,Normal,Attack,1000,100,f05,event_f05anniv_challenge_00002
enemy_glo_00001,e_glo_00001_glo2_challenge_Normal_Yellow,Normal,Attack,1000,100,f05,event_f05anniv_challenge_00002
enemy_glo_00001,e_glo_00001_glo2_challenge_Normal_Yellow,Normal,Attack,1000,100,f05,event_f05anniv_challenge_00002
enemy_glo_00001,e_glo_00001_glo2_challenge_Normal_Blue,Normal,Attack,1000,100,f05,event_f05anniv_challenge_00003
enemy_glo_00001,e_glo_00001_glo2_challenge_Normal_Blue,Normal,Attack,1000,100,f05,event_f05anniv_challenge_00003
enemy_glo_00001,e_glo_00001_glo2_challenge_Normal_Blue,Normal,Attack,1000,100,f05,event_f05anniv_challenge_00003
enemy_glo_00001,e_glo_00001_glo2_challenge_Normal_Red,Normal,Attack,1000,100,f05,event_f05anniv_challenge_00004
enemy_glo_00001,e_glo_00001_glo2_challenge_Normal_Red,Normal,Attack,1000,100,f05,event_f05anniv_challenge_00004
enemy_glo_00001,e_glo_00001_glo2_challenge_Normal_Red,Normal,Attack,1000,100,f05,event_f05anniv_challenge_00004
enemy_glo_00001,e_glo_00001_glo2_challenge_Normal_Red,Normal,Attack,1000,100,f05,event_f05anniv_challenge_00004
enemy_glo_00001,e_glo_00001_glo2_charaget01_Normal_Yellow,Normal,Attack,1000,100,f05,event_f05anniv_charaget01_00002
enemy_glo_00001,e_glo_00001_glo2_charaget01_Normal_Yellow,Normal,Attack,1000,100,f05,event_f05anniv_charaget01_00002
enemy_glo_00001,e_glo_00001_glo2_charaget01_Normal_Yellow,Normal,Attack,1000,100,f05,event_f05anniv_charaget01_00003
enemy_glo_00001,e_glo_00001_glo2_charaget01_Normal_Yellow,Normal,Attack,1000,100,f05,event_f05anniv_charaget01_00003
enemy_glo_00001,e_glo_00001_glo2_charaget01_Normal_Yellow,Normal,Attack,1000,100,f05,event_f05anniv_charaget01_00004
enemy_glo_00001,e_glo_00001_glo2_charaget01_Normal_Yellow,Normal,Attack,1000,100,f05,event_f05anniv_charaget01_00004
enemy_glo_00001,e_glo_00001_glo2_charaget01_Normal_Yellow,Normal,Attack,1000,100,f05,event_f05anniv_charaget01_00004
enemy_glo_00001,e_glo_00001_glo2_charaget01_Normal_Yellow,Normal,Attack,1000,100,f05,event_f05anniv_charaget01_00004
enemy_glo_00001,e_glo_00001_glo2_charaget02_Normal_Colorless,Normal,Attack,1000,100,f05,event_f05anniv_charaget02_00001
enemy_glo_00001,e_glo_00001_glo2_charaget02_Normal_Colorless,Normal,Attack,1000,100,f05,event_f05anniv_charaget02_00001
enemy_glo_00001,e_glo_00001_glo2_charaget02_Normal_Colorless,Normal,Attack,1000,100,f05,event_f05anniv_charaget02_00001
enemy_glo_00001,e_glo_00001_glo2_charaget02_Normal_Colorless,Normal,Attack,1000,100,f05,event_f05anniv_charaget02_00001
enemy_glo_00001,e_glo_00001_glo2_charaget02_Normal_Colorless,Normal,Attack,1000,100,f05,event_f05anniv_charaget02_00001
enemy_glo_00001,e_glo_00001_glo2_charaget02_Normal_Colorless,Normal,Attack,1000,100,f05,event_f05anniv_charaget02_00002
enemy_glo_00001,e_glo_00001_glo2_charaget02_Normal_Colorless,Normal,Attack,1000,100,f05,event_f05anniv_charaget02_00002
enemy_glo_00001,e_glo_00001_glo2_charaget02_Normal_Colorless,Normal,Attack,1000,100,f05,event_f05anniv_charaget02_00002
enemy_glo_00001,e_glo_00001_glo2_charaget02_Normal_Colorless,Normal,Attack,1000,100,f05,event_f05anniv_charaget02_00003
enemy_glo_00001,e_glo_00001_glo2_charaget02_Normal_Colorless,Normal,Attack,1000,100,f05,event_f05anniv_charaget02_00003
enemy_glo_00001,e_glo_00001_glo2_charaget02_Normal_Colorless,Normal,Attack,1000,100,f05,event_f05anniv_charaget02_00003
enemy_glo_00001,e_glo_00001_glo2_charaget02_Normal_Colorless,Normal,Attack,1000,100,f05,event_f05anniv_charaget02_00003
enemy_glo_00001,e_glo_00001_glo2_charaget02_Normal_Colorless,Normal,Attack,1000,100,f05,event_f05anniv_charaget02_00003
enemy_glo_00001,e_glo_00001_glo2_charaget02_Normal_Colorless,Normal,Attack,1000,100,f05,event_f05anniv_charaget02_00003
enemy_glo_00001,e_glo_00001_glo2_charaget02_Normal_Colorless,Normal,Attack,1000,100,f05,event_f05anniv_charaget02_00003
enemy_glo_00001,e_glo_00001_glo2_charaget02_Normal_Colorless,Normal,Attack,1000,100,f05,event_f05anniv_charaget02_00003
enemy_glo_00001,e_glo_00001_glo2_charaget02_Normal_Colorless,Normal,Attack,1000,100,f05,event_f05anniv_charaget02_00003
enemy_glo_00001,e_glo_00001_newyear_2026_1d1c_Normal_Colorless,Normal,Attack,10000,300,glo1,event_glo1_1day_00001
enemy_glo_00001,e_glo_00001_newyear_2026_1d1c_Normal_Colorless,Normal,Attack,10000,300,glo1,event_glo1_1day_00001
enemy_glo_00001,e_glo_00001_newyear_2026_1d1c_Normal_Colorless,Normal,Attack,10000,300,glo1,event_glo1_1day_00001
enemy_glo_00001,e_glo_00001_newyear_2026_1d1c_Normal_Colorless,Normal,Attack,10000,300,glo1,event_glo1_1day_00001
enemy_glo_00001,e_glo_00001_newyear_2026_1d1c_Normal_Colorless,Normal,Attack,10000,300,glo1,event_glo1_1day_00001
enemy_glo_00001,e_glo_00001_newyear_2026_1d1c_Normal_Colorless,Normal,Attack,10000,300,glo1,event_glo1_1day_00001
enemy_glo_00001,e_glo_00001_hut1_challenge_Normal_Colorless,Normal,Attack,1000,100,hut1,event_hut1_challenge_00001
enemy_glo_00001,e_glo_00001_hut1_challenge_Normal_Colorless,Normal,Attack,1000,100,hut1,event_hut1_challenge_00001
enemy_glo_00001,e_glo_00001_hut1_challenge_Normal_Colorless,Normal,Attack,1000,100,hut1,event_hut1_challenge_00001
enemy_glo_00001,e_glo_00001_hut1_challenge_Normal_Colorless,Normal,Attack,1000,100,hut1,event_hut1_challenge_00002
enemy_glo_00001,e_glo_00001_hut1_challenge_Normal_Colorless,Normal,Attack,1000,100,hut1,event_hut1_challenge_00002
enemy_glo_00001,e_glo_00001_hut1_challenge_Normal_Colorless,Normal,Attack,1000,100,hut1,event_hut1_challenge_00002
enemy_glo_00001,e_glo_00001_hut1_challenge_Normal_Colorless,Normal,Attack,1000,100,hut1,event_hut1_challenge_00002
enemy_glo_00001,e_glo_00001_hut1_challenge_Normal_Colorless,Normal,Attack,1000,100,hut1,event_hut1_challenge_00002
enemy_glo_00001,e_glo_00001_hut1_challenge_Normal_Colorless,Normal,Attack,1000,100,hut1,event_hut1_challenge_00002
enemy_glo_00001,e_glo_00001_hut1_challenge_Normal_Colorless,Normal,Attack,1000,100,hut1,event_hut1_challenge_00002
enemy_glo_00001,e_glo_00001_hut1_challenge_Normal_Colorless,Normal,Attack,1000,100,hut1,event_hut1_challenge_00002
enemy_glo_00001,e_glo_00001_hut1_challenge_Normal_Colorless,Normal,Attack,1000,100,hut1,event_hut1_challenge_00002
enemy_glo_00001,e_glo_00001_hut1_challenge_Normal_Colorless,Normal,Attack,1000,100,hut1,event_hut1_challenge_00003
enemy_glo_00001,e_glo_00001_hut1_challenge_Normal_Colorless,Normal,Attack,1000,100,hut1,event_hut1_challenge_00003
enemy_glo_00001,e_glo_00001_hut1_challenge_Normal_Colorless,Normal,Attack,1000,100,hut1,event_hut1_challenge_00004
enemy_glo_00001,e_glo_00001_hut1_challenge_Normal_Colorless,Normal,Attack,1000,100,hut1,event_hut1_challenge_00004
enemy_glo_00001,e_glo_00001_hut1_challenge_Normal_Colorless,Normal,Attack,1000,100,hut1,event_hut1_challenge_00004
enemy_glo_00001,e_glo_00001_hut1_challenge_Normal_Colorless,Normal,Attack,1000,100,hut1,event_hut1_challenge_00004
enemy_glo_00001,e_glo_00001_hut1_charaget01_Normal_Blue,Normal,Attack,1000,100,hut1,event_hut1_charaget01_00001
enemy_glo_00001,e_glo_00001_hut1_charaget01_Normal_Blue,Normal,Attack,1000,100,hut1,event_hut1_charaget01_00001
enemy_glo_00001,e_glo_00001_hut1_charaget01_Normal_Blue,Normal,Attack,1000,100,hut1,event_hut1_charaget01_00001
enemy_glo_00001,e_glo_00001_hut1_charaget01_Normal_Blue,Normal,Attack,1000,100,hut1,event_hut1_charaget01_00001
enemy_glo_00001,e_glo_00001_hut1_charaget01_Normal_Blue,Normal,Attack,1000,100,hut1,event_hut1_charaget01_00002
enemy_glo_00001,e_glo_00001_hut1_charaget01_Normal_Blue,Normal,Attack,1000,100,hut1,event_hut1_charaget01_00002
enemy_glo_00001,e_glo_00001_hut1_charaget01_Normal_Blue,Normal,Attack,1000,100,hut1,event_hut1_charaget01_00002
enemy_glo_00001,e_glo_00001_hut1_charaget01_Normal_Blue,Normal,Attack,1000,100,hut1,event_hut1_charaget01_00002
enemy_glo_00001,e_glo_00001_hut1_charaget01_Normal_Blue,Normal,Attack,1000,100,hut1,event_hut1_charaget01_00003
enemy_glo_00001,e_glo_00001_hut1_charaget01_Normal_Blue,Normal,Attack,1000,100,hut1,event_hut1_charaget01_00003
enemy_glo_00001,e_glo_00001_hut1_charaget01_Normal_Blue,Normal,Attack,1000,100,hut1,event_hut1_charaget01_00003
enemy_glo_00001,e_glo_00001_hut1_charaget01_Normal_Blue,Normal,Attack,1000,100,hut1,event_hut1_charaget01_00003
enemy_glo_00001,e_glo_00001_hut1_charaget01_Normal_Blue,Normal,Attack,1000,100,hut1,event_hut1_charaget01_00003
enemy_glo_00001,e_glo_00001_hut1_charaget01_Normal_Blue,Normal,Attack,1000,100,hut1,event_hut1_charaget01_00003
enemy_glo_00001,e_glo_00001_hut1_charaget01_Normal_Blue,Normal,Attack,1000,100,hut1,event_hut1_charaget01_00004
enemy_glo_00001,e_glo_00001_hut1_charaget01_Normal_Blue,Normal,Attack,1000,100,hut1,event_hut1_charaget01_00004
enemy_glo_00001,e_glo_00001_hut1_charaget01_Normal_Blue,Normal,Attack,1000,100,hut1,event_hut1_charaget01_00004
enemy_glo_00001,e_glo_00001_hut1_charaget01_Normal_Blue,Normal,Attack,1000,100,hut1,event_hut1_charaget01_00004
enemy_glo_00001,e_glo_00001_hut1_charaget01_Normal_Blue,Normal,Attack,1000,100,hut1,event_hut1_charaget01_00004
enemy_glo_00001,e_glo_00001_hut1_charaget01_Normal_Blue,Normal,Attack,1000,100,hut1,event_hut1_charaget01_00004
enemy_glo_00001,e_glo_00001_hut1_charaget01_Normal_Blue,Normal,Attack,1000,100,hut1,event_hut1_charaget01_00004
enemy_glo_00001,e_glo_00001_hut1_charaget02_Normal_Colorless,Normal,Attack,1000,100,hut1,event_hut1_charaget02_00001
enemy_glo_00001,e_glo_00001_hut1_charaget02_Normal_Colorless,Normal,Attack,1000,100,hut1,event_hut1_charaget02_00001
enemy_glo_00001,e_glo_00001_kim1_charaget02_Normal_Colorless,Normal,Attack,1000,100,hut1,event_hut1_charaget02_00002
enemy_glo_00001,e_glo_00001_hut1_charaget02_Normal_Colorless,Normal,Attack,1000,100,hut1,event_hut1_charaget02_00003
enemy_glo_00001,e_glo_00001_hut1_charaget02_Normal_Colorless,Normal,Attack,1000,100,hut1,event_hut1_charaget02_00003
enemy_glo_00001,e_glo_00001_hut1_charaget02_Normal_Colorless,Normal,Attack,1000,100,hut1,event_hut1_charaget02_00004
enemy_glo_00001,e_glo_00001_hut1_charaget02_Normal_Colorless,Normal,Attack,1000,100,hut1,event_hut1_charaget02_00004
enemy_glo_00001,e_glo_00001_hut1_charaget02_Normal_Colorless,Normal,Attack,1000,100,hut1,event_hut1_charaget02_00005
enemy_glo_00001,e_glo_00001_hut1_charaget02_Normal_Colorless,Normal,Attack,1000,100,hut1,event_hut1_charaget02_00005
enemy_glo_00001,e_glo_00001_hut1_charaget02_Normal_Colorless,Normal,Attack,1000,100,hut1,event_hut1_charaget02_00005
enemy_glo_00001,e_glo_00001_hut1_charaget02_Normal_Colorless,Normal,Attack,1000,100,hut1,event_hut1_charaget02_00005
enemy_glo_00001,e_glo_00001_hut1_charaget02_Normal_Colorless,Normal,Attack,1000,100,hut1,event_hut1_charaget02_00006
enemy_glo_00001,e_glo_00001_hut1_charaget02_Normal_Colorless,Normal,Attack,1000,100,hut1,event_hut1_charaget02_00006
enemy_glo_00001,e_glo_00001_hut1_charaget02_Normal_Colorless,Normal,Attack,1000,100,hut1,event_hut1_charaget02_00006
enemy_glo_00001,e_glo_00001_hut1_charaget02_Normal_Colorless,Normal,Attack,1000,100,hut1,event_hut1_charaget02_00006
enemy_glo_00001,e_glo_00001_hut1_savage01_Normal_Colorless,Normal,Attack,10000,100,hut1,event_hut1_savage_00001
enemy_glo_00001,e_glo_00001_hut1_savage01_Normal_Colorless,Normal,Attack,10000,100,hut1,event_hut1_savage_00001
enemy_glo_00001,e_glo_00001_hut1_savage01_Normal_Colorless,Normal,Attack,10000,100,hut1,event_hut1_savage_00001
enemy_glo_00001,e_glo_00001_hut1_savage01_Normal_Colorless,Normal,Attack,10000,100,hut1,event_hut1_savage_00001
enemy_glo_00001,e_glo_00001_hut1_savage01_Normal_Colorless,Normal,Attack,10000,100,hut1,event_hut1_savage_00001
enemy_glo_00001,e_glo_00001_hut1_savage01_Normal_Colorless,Normal,Attack,10000,100,hut1,event_hut1_savage_00001
enemy_glo_00001,e_glo_00001_hut1_savage02_poison_Normal_Red,Normal,Technical,10000,100,hut1,event_hut1_savage_00002
enemy_glo_00001,e_glo_00001_hut1_savage01_Normal_Colorless,Normal,Attack,10000,100,hut1,event_hut1_savage_00002
enemy_glo_00001,e_glo_00001_hut1_savage01_Normal_Colorless,Normal,Attack,10000,100,hut1,event_hut1_savage_00002
enemy_glo_00001,e_glo_00001_hut1_savage03_tank_Normal_Yellow,Normal,Defense,100000,100,hut1,event_hut1_savage_00003
enemy_glo_00001,e_glo_00001_hut1_savage03_tank_Normal_Yellow,Normal,Defense,100000,100,hut1,event_hut1_savage_00003
enemy_glo_00001,e_glo_00001_hut1_savage03_Normal_Yellow,Normal,Attack,10000,100,hut1,event_hut1_savage_00003
enemy_glo_00001,e_glo_00001_hut1_savage03_Normal_Yellow,Normal,Attack,10000,100,hut1,event_hut1_savage_00003
enemy_glo_00001,e_glo_00001_kim1_challenge_Normal_Colorless,Normal,Attack,10000,100,kim1,event_kim1_challenge_00001
enemy_glo_00001,e_glo_00001_kim1_challenge_Normal_Colorless,Normal,Attack,10000,100,kim1,event_kim1_challenge_00001
enemy_glo_00001,e_glo_00001_kim1_challenge_Normal_Colorless,Normal,Attack,10000,100,kim1,event_kim1_challenge_00001
enemy_glo_00001,e_glo_00001_kim1_challenge_Normal_Colorless,Normal,Attack,10000,100,kim1,event_kim1_challenge_00001
enemy_glo_00001,e_glo_00001_kim1_challenge_Normal_Colorless,Normal,Attack,10000,100,kim1,event_kim1_challenge_00001
enemy_glo_00001,e_glo_00001_kim1_challenge_Normal_Colorless,Normal,Attack,10000,100,kim1,event_kim1_challenge_00001
enemy_glo_00001,e_glo_00001_kim1_challenge_Normal_Colorless,Normal,Attack,10000,100,kim1,event_kim1_challenge_00001
enemy_glo_00001,e_glo_00001_kim1_challenge_Normal_Colorless,Normal,Attack,10000,100,kim1,event_kim1_challenge_00002
enemy_glo_00001,e_glo_00001_kim1_challenge_Normal_Red,Normal,Attack,10000,100,kim1,event_kim1_challenge_00002
enemy_glo_00001,e_glo_00001_kim1_challenge_Normal_Red,Normal,Attack,10000,100,kim1,event_kim1_challenge_00002
enemy_glo_00001,e_glo_00001_kim1_challenge_Normal_Red,Normal,Attack,10000,100,kim1,event_kim1_challenge_00002
enemy_glo_00001,e_glo_00001_kim1_challenge_Normal_Colorless,Normal,Attack,10000,100,kim1,event_kim1_challenge_00002
enemy_glo_00001,e_glo_00001_kim1_challenge_Normal_Red,Normal,Attack,10000,100,kim1,event_kim1_challenge_00002
enemy_glo_00001,e_glo_00001_kim1_challenge_Normal_Colorless,Normal,Attack,10000,100,kim1,event_kim1_challenge_00002
enemy_glo_00001,e_glo_00001_kim1_challenge_Normal_Colorless,Normal,Attack,10000,100,kim1,event_kim1_challenge_00002
enemy_glo_00001,e_glo_00001_kim1_challenge_Normal_Colorless,Normal,Attack,10000,100,kim1,event_kim1_challenge_00003
enemy_glo_00001,e_glo_00001_kim1_challenge_Normal_Colorless,Normal,Attack,10000,100,kim1,event_kim1_challenge_00003
enemy_glo_00001,e_glo_00001_kim1_challenge_Normal_Colorless,Normal,Attack,10000,100,kim1,event_kim1_challenge_00003
enemy_glo_00001,e_glo_00001_kim1_challenge_Normal_Colorless,Normal,Attack,10000,100,kim1,event_kim1_challenge_00003
enemy_glo_00001,e_glo_00001_kim1_challenge_Normal_Colorless,Normal,Attack,10000,100,kim1,event_kim1_challenge_00003
enemy_glo_00001,e_glo_00001_kim1_challenge_Normal_Colorless,Normal,Attack,10000,100,kim1,event_kim1_challenge_00003
enemy_glo_00001,e_glo_00001_kim1_challenge_Normal_Colorless,Normal,Attack,10000,100,kim1,event_kim1_challenge_00003
enemy_glo_00001,e_glo_00001_kim1_challenge_Normal_Colorless,Normal,Attack,10000,100,kim1,event_kim1_challenge_00003
enemy_glo_00001,e_glo_00001_kim1_challenge_Normal_Red,Normal,Attack,10000,100,kim1,event_kim1_challenge_00004
enemy_glo_00001,e_glo_00001_kim1_challenge_Normal_Colorless,Normal,Attack,10000,100,kim1,event_kim1_challenge_00004
enemy_glo_00001,e_glo_00001_kim1_challenge_Normal_Red,Normal,Attack,10000,100,kim1,event_kim1_challenge_00004
enemy_glo_00001,e_glo_00001_kim1_challenge_Normal_Colorless,Normal,Attack,10000,100,kim1,event_kim1_challenge_00004
enemy_glo_00001,e_glo_00001_kim1_challenge_Normal_Red,Normal,Attack,10000,100,kim1,event_kim1_challenge_00004
enemy_glo_00001,e_glo_00001_kim1_challenge_Normal_Colorless,Normal,Attack,10000,100,kim1,event_kim1_challenge_00004
enemy_glo_00001,e_glo_00001_kim1_challenge_Normal_Red,Normal,Attack,10000,100,kim1,event_kim1_challenge_00004
