,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,w4,,402,,,,e_jig_00001_jig1_advent_Normal_Red,,,,門神,,,,Normal,,Red,,Attack,,Default,,Normal,,なし,,20000,,2,,450,,1.5,,91.5,,40,,171.10,,,,,,,,,,,-,,none,,,,30,,0.17,,0,,0.26,,1,,0,,100,,50,,70,,,,,,,,ElapsedTimeSinceSequenceGroupActivated,,,,10,,360,,40,,,,None,,,,None,,,,,,None,,,,,,None,,,,,,,,FALSE,,None,,,,,,,,,,,,,,w4,402,,ElapsedTimeSinceSequenceGroupActivated,10,SummonEnemy,e_jig_00001_jig1_advent_Normal_Red,,40,360,None,,None,,None,,None,,,FALSE,,Default,Normal,2,1.5,1,50,70,,None,
,w4,,405,,,,e_jig_00201_jig1_advent_Boss_Red,,,,門神,,,,Boss,,Red,,Defense,,AdventBoss2,,Normal,,なし,,90000,,0.3,,650,,1.3,,91.5,,60,,214.52,,,,,,,,,,,-,,none,,,,31,,0.19,,0,,0.3,,100,,0,,100,,200,,500,,,,,,,,ElapsedTimeSinceSequenceGroupActivated,,,,100,,0,,1,,,,None,,,,None,,,,,,None,,,,,,None,,,,,,,,FALSE,,None,,,,,,,,,,,,,,w4,405,,ElapsedTimeSinceSequenceGroupActivated,100,SummonEnemy,e_jig_00201_jig1_advent_Boss_Red,,1,0,None,,None,,None,,None,,,FALSE,,AdventBoss2,Normal,0.3,1.3,1,200,500,,None,
,w4,,groupchange_5,,,,w5,,,,none,,,,none,,none,,none,,Default,,Normal,,なし,,none,,1,,none,,1,,none,,none,,攻撃力に数値を入力,,none,,,,none,,,,,none,,none,,none,,none,,none,,none,,none,,none,,none,,none,,,,,,,,,,,,FriendUnitDead,,,,405,,,,,,,,None,,,,None,,,,,,None,,,,,,None,,,,,,,,FALSE,,None,,,,,,,,,,,,,,w4,groupchange_5,,FriendUnitDead,405,SwitchSequenceGroup,w5,,,,None,,None,,None,,None,,,FALSE,,Default,Normal,1,1,1,,,,None,
,w5,,501,,,,e_jig_00401_jig1_advent_Normal_Colorless,,,,極楽蝶,,,,Normal,,Colorless,,Technical,,Default,,Normal,,なし,,15000,,15,,680,,1.7,,65,,20,,400.00,,中ノックバック,,,,,,,,,-,,none,,,,120,,0.15,,0,,0.25,,1,,0,,0,,50,,60,,,,,,,,FriendUnitDead,,,,503,,300,,20,,,,None,,,,None,,,,,,None,,,,,,None,,,,,,,,FALSE,,None,,,,,,,,,,,,,,w5,501,,FriendUnitDead,503,SummonEnemy,e_jig_00401_jig1_advent_Normal_Colorless,,20,300,None,,None,,None,,None,,,FALSE,,Default,Normal,15,1.7,1,50,60,,None,
,w5,,502,,,,e_jig_00001_jig1_advent_Normal_Colorless,,,,門神,,,,Normal,,Colorless,,Attack,,Default,,Normal,,なし,,50000,,5,,780,,2.6,,91.5,,40,,296.58,,,,,,,,,,,-,,none,,,,30,,0.17,,0,,0.26,,1,,0,,100,,50,,60,,,,,,,,FriendUnitDead,,,,504,,270,,40,,,,None,,,,None,,,,,,None,,,,,,None,,,,,,,,FALSE,,None,,,,,,,,,,,,,,w5,502,,FriendUnitDead,504,SummonEnemy,e_jig_00001_jig1_advent_Normal_Colorless,,40,270,None,,None,,None,,None,,,FALSE,,Default,Normal,5,2.6,1,50,60,,None,
,w5,,503,,,,e_jig_00301_jig1_advent_Boss_Green,,,,竈神 魚,,,,Boss,,Green,,Defense,,AdventBoss2,,Normal,,なし,,450000,,15,,1320,,3.3,,75,,50,,528.00,,,,,,,,,,,-,,none,,,,35,,0.2,,0,,0.4,,3,,0,,400,,200,,600,,,,,,,,ElapsedTimeSinceSequenceGroupActivated,,,,5,,0,,1,,,,None,,,,None,,,,,,None,,,,,,None,,,,,,,,FALSE,,None,,,,,,,,,,,,,,w5,503,,ElapsedTimeSinceSequenceGroupActivated,5,SummonEnemy,e_jig_00301_jig1_advent_Boss_Green,,1,0,None,,None,,None,,None,,,FALSE,,AdventBoss2,Normal,15,3.3,1,200,600,,None,
,w5,,504,,,,e_jig_00201_jig1_advent_Boss_Yellow,,,,門神,,,,Boss,,Yellow,,Defense,,AdventBoss2,,Normal,,なし,,300000,,1,,1050,,2.1,,91.5,,60,,346.53,,,,,,,,,,,-,,none,,,,31,,0.19,,0,,0.3,,100,,0,,100,,,,700,,,,,,,,FriendUnitDead,,,,503,,0,,1,,,,None,,,,None,,,,,,None,,,,,,None,,,,,,,,FALSE,,None,,,,,,,,,,,,,,w5,504,,FriendUnitDead,503,SummonEnemy,e_jig_00201_jig1_advent_Boss_Yellow,,1,0,None,,None,,None,,None,,,FALSE,,AdventBoss2,Normal,1,2.1,1,,700,,None,
,w5,,505,,,,e_jig_00601_jig1_advent_Boss_Yellow,,,,朱槿,,,,Boss,,Yellow,,Technical,,AdventBoss3,,Normal,,なし,,600000,,6,,1500,,5,,75,,60,,555.56,,,,,,,,,,,-,,none,,,,40,,0.3,,0,,0.7,,100,,0,,200,,,,1200,,,,,,,,FriendUnitDead,,,,504,,0,,1,,,,None,,,,None,,,,,,None,,,,,,None,,,,,,,,FALSE,,None,,,,,,,,,,,,,,w5,505,,FriendUnitDead,504,SummonEnemy,e_jig_00601_jig1_advent_Boss_Yellow,,1,0,None,,None,,None,,None,,,FALSE,,AdventBoss3,Normal,6,5,1,,1200,,None,
,w5,,506,,,,e_jig_00201_jig1_advent_Boss_Red,,,,門神,,,,Boss,,Red,,Defense,,AdventBoss2,,Normal,,なし,,300000,,1,,1050,,2.1,,91.5,,60,,346.53,,,,,,,,,,,-,,none,,,,31,,0.19,,0,,0.3,,100,,0,,100,,,,700,,,,,,,,FriendUnitDead,,,,504,,0,,1,,,,None,,,,None,,,,,,None,,,,,,None,,,,,,,,FALSE,,None,,,,,,,,,,,,,,w5,506,,FriendUnitDead,504,SummonEnemy,e_jig_00201_jig1_advent_Boss_Red,,1,0,None,,None,,None,,None,,,FALSE,,AdventBoss2,Normal,1,2.1,1,,700,,None,
,w5,,groupchange_6,,,,w1,,,,none,,,,none,,none,,none,,Default,,Normal,,なし,,none,,1,,none,,1,,none,,none,,攻撃力に数値を入力,,none,,,,none,,,,,none,,none,,none,,none,,none,,none,,none,,none,,none,,none,,,,,,,,,,,,FriendUnitDead,,,,505,,,,,,,,None,,,,None,,,,,,None,,,,,,None,,,,,,,,FALSE,,None,,,,,,,,,,,,,,w5,groupchange_6,,FriendUnitDead,505,SwitchSequenceGroup,w1,,,,None,,None,,None,,None,,,FALSE,,Default,Normal,1,1,1,,,,None,
,,,,,,,,,,,none,,,,none,,none,,none,,Default,,Normal,,,,none,,1,,none,,1,,none,,none,,攻撃力に数値を入力,,none,,,,none,,,,,none,,none,,none,,none,,none,,none,,none,,none,,none,,none,,,,,,,,,,,,未入力,,,,,,,,,,,,None,,,,None,,,,,,None,,,,,,None,,,,,,,,FALSE,,None,,,,,,,,,,,,,,,,,未入力,,SummonEnemy,,,,,None,,None,,None,,None,,,FALSE,,Default,Normal,1,1,1,,,,None,
,,,,,,,,,,,none,,,,none,,none,,none,,Default,,Normal,,,,none,,1,,none,,1,,none,,none,,攻撃力に数値を入力,,none,,,,none,,,,,none,,none,,none,,none,,none,,none,,none,,none,,none,,none,,,,,,,,,,,,未入力,,,,,,,,,,,,None,,,,None,,,,,,None,,,,,,None,,,,,,,,FALSE,,None,,,,,,,,,,,,,,,,,未入力,,SummonEnemy,,,,,None,,None,,None,,None,,,FALSE,,Default,Normal,1,1,1,,,,None,
,,,,,,,,,,,none,,,,none,,none,,none,,Default,,Normal,,,,none,,1,,none,,1,,none,,none,,攻撃力に数値を入力,,none,,,,none,,,,,none,,none,,none,,none,,none,,none,,none,,none,,none,,none,,,,,,,,,,,,未入力,,,,,,,,,,,,None,,,,None,,,,,,None,,,,,,None,,,,,,,,FALSE,,None,,,,,,,,,,,,,,,,,未入力,,SummonEnemy,,,,,None,,None,,None,,None,,,FALSE,,Default,Normal,1,1,1,,,,None,
,,,,,,,,,,,none,,,,none,,none,,none,,Default,,Normal,,,,none,,1,,none,,1,,none,,none,,攻撃力に数値を入力,,none,,,,none,,,,,none,,none,,none,,none,,none,,none,,none,,none,,none,,none,,,,,,,,,,,,未入力,,,,,,,,,,,,None,,,,None,,,,,,None,,,,,,None,,,,,,,,FALSE,,None,,,,,,,,,,,,,,,,,未入力,,SummonEnemy,,,,,None,,None,,None,,None,,,FALSE,,Default,Normal,1,1,1,,,,None,
,,,,,,,,,,,none,,,,none,,none,,none,,Default,,Normal,,,,none,,1,,none,,1,,none,,none,,攻撃力に数値を入力,,none,,,,none,,,,,none,,none,,none,,none,,none,,none,,none,,none,,none,,none,,,,,,,,,,,,未入力,,,,,,,,,,,,None,,,,None,,,,,,None,,,,,,None,,,,,,,,FALSE,,None,,,,,,,,,,,,,,,,,未入力,,SummonEnemy,,,,,None,,None,,None,,None,,,FALSE,,Default,Normal,1,1,1,,,,None,
,,,,,,,,,,,none,,,,none,,none,,none,,Default,,Normal,,,,none,,1,,none,,1,,none,,none,,攻撃力に数値を入力,,none,,,,none,,,,,none,,none,,none,,none,,none,,none,,none,,none,,none,,none,,,,,,,,,,,,未入力,,,,,,,,,,,,None,,,,None,,,,,,None,,,,,,None,,,,,,,,FALSE,,None,,,,,,,,,,,,,,,,,未入力,,SummonEnemy,,,,,None,,None,,None,,None,,,FALSE,,Default,Normal,1,1,1,,,,None,
,,,,,,,,,,,none,,,,none,,none,,none,,Default,,Normal,,,,none,,1,,none,,1,,none,,none,,攻撃力に数値を入力,,none,,,,none,,,,,none,,none,,none,,none,,none,,none,,none,,none,,none,,none,,,,,,,,,,,,未入力,,,,,,,,,,,,None,,,,None,,,,,,None,,,,,,None,,,,,,,,FALSE,,None,,,,,,,,,,,,,,,,,未入力,,SummonEnemy,,,,,None,,None,,None,,None,,,FALSE,,Default,Normal,1,1,1,,,,None,
,,,,,,,,,,,none,,,,none,,none,,none,,Default,,Normal,,,,none,,1,,none,,1,,none,,none,,攻撃力に数値を入力,,none,,,,none,,,,,none,,none,,none,,none,,none,,none,,none,,none,,none,,none,,,,,,,,,,,,未入力,,,,,,,,,,,,None,,,,None,,,,,,None,,,,,,None,,,,,,,,FALSE,,None,,,,,,,,,,,,,,,,,未入力,,SummonEnemy,,,,,None,,None,,None,,None,,,FALSE,,Default,Normal,1,1,1,,,,None,
,,,,,,,,,,,none,,,,none,,none,,none,,Default,,Normal,,,,none,,1,,none,,1,,none,,none,,攻撃力に数値を入力,,none,,,,none,,,,,none,,none,,none,,none,,none,,none,,none,,none,,none,,none,,,,,,,,,,,,未入力,,,,,,,,,,,,None,,,,None,,,,,,None,,,,,,None,,,,,,,,FALSE,,None,,,,,,,,,,,,,,,,,未入力,,SummonEnemy,,,,,None,,None,,None,,None,,,FALSE,,Default,Normal,1,1,1,,,,None,
,,,,,,,,,,,none,,,,none,,none,,none,,Default,,Normal,,,,none,,1,,none,,1,,none,,none,,攻撃力に数値を入力,,none,,,,none,,,,,none,,none,,none,,none,,none,,none,,none,,none,,none,,none,,,,,,,,,,,,未入力,,,,,,,,,,,,None,,,,None,,,,,,None,,,,,,None,,,,,,,,FALSE,,None,,,,,,,,,,,,,,,,,未入力,,SummonEnemy,,,,,None,,None,,None,,None,,,FALSE,,Default,Normal,1,1,1,,,,None,
,,,,,,,,,,,none,,,,none,,none,,none,,Default,,Normal,,,,none,,1,,none,,1,,none,,none,,攻撃力に数値を入力,,none,,,,none,,,,,none,,none,,none,,none,,none,,none,,none,,none,,none,,none,,,,,,,,,,,,未入力,,,,,,,,,,,,None,,,,None,,,,,,None,,,,,,None,,,,,,,,FALSE,,None,,,,,,,,,,,,,,,,,未入力,,SummonEnemy,,,,,None,,None,,None,,None,,,FALSE,,Default,Normal,1,1,1,,,,None,
