ENABLE,release_key,id,mst_enemy_character_id,character_unit_kind,role_type,color,sort_order,hp,damage_knock_back_count,move_speed,well_distance,attack_power,attack_combo_cycle,mst_unit_ability_id1,drop_battle_point,mstTransformationEnemyStageParameterId,transformationConditionType,transformationConditionValue
e,202509010,e_mag_00201_general_Boss_Red,enemy_mag_00201,Boss,Attack,Red,1304,500000,2,35,0.3,1000,7,"",10,"",None,""
e,202511010,e_mag_00201_siget_Boss_Colorless,enemy_mag_00201,Boss,Defense,Colorless,15,30000,2,25,0.18,100,1,"",300,"",None,""
e,202511010,e_mag_00301_aknget_Normal_Green,enemy_mag_00301,Normal,Attack,Green,26,10000,3,30,0.2,300,1,"",100,"",None,""
e,202509010,e_mag_00301_general_Normal_Blue,enemy_mag_00301,Normal,Defense,Blue,1307,20000,1,45,0.11,500,1,"",10,"",None,""
e,202509010,e_mag_00301_general_Normal_Colorless,enemy_mag_00301,Normal,Defense,Colorless,1305,8000,1,45,0.11,300,1,"",10,"",None,""
e,202509010,e_mag_00301_general_Normal_Red,enemy_mag_00301,Normal,Defense,Red,1306,70000,1,45,0.11,700,1,"",10,"",None,""
e,202511010,e_mag_00301_siget_Normal_Colorless,enemy_mag_00301,Normal,Attack,Colorless,23,10000,3,30,0.2,300,1,"",100,"",None,""
e,202510010,e_spy_00001_frankyget_Normal_Colorless,enemy_spy_00001,Normal,Attack,Colorless,15,5000,3,25,0.32,300,1,"",250,"",None,""
e,202509010,e_spy_00001_general_n_Boss_Blue,enemy_spy_00001,Boss,Attack,Blue,6,10000,2,34,0.4,50,1,"",300,"",None,""
e,202509010,e_spy_00001_general_n_Normal_Blue,enemy_spy_00001,Normal,Defense,Blue,5,1000,"",34,0.4,50,1,"",400,"",None,""
e,202509010,e_spy_00001_general_n_Normal_Colorless,enemy_spy_00001,Normal,Attack,Colorless,4,1000,"",34,0.4,50,1,"",300,"",None,""
e,202509010,e_spy_00101_general_n_Boss_Blue,enemy_spy_00101,Boss,Attack,Blue,3,10000,2,31,0.2,50,1,"",500,"",None,""
e,202509010,e_spy_00101_general_n_Boss_Colorless,enemy_spy_00101,Boss,Attack,Colorless,2,10000,2,31,0.2,50,1,"",500,"",None,""
e,202509010,e_spy_00101_general_n_Normal_Colorless,enemy_spy_00101,Normal,Attack,Colorless,1,1000,"",31,0.2,50,1,"",200,"",None,""
e,202509010,e_sum_00001_general_Boss_Red,enemy_sum_00001,Boss,Defense,Red,1410,350000,1,40,0.2,600,1,"",10,"",None,""
e,202509010,e_sum_00001_general_Normal_Blue,enemy_sum_00001,Normal,Defense,Blue,1408,18000,1,40,0.2,400,1,"",10,"",None,""
e,202509010,e_sum_00001_general_Normal_Colorless,enemy_sum_00001,Normal,Defense,Colorless,1406,15000,1,40,0.2,200,1,"",10,"",None,""
e,202509010,e_sum_00001_general_Normal_Red,enemy_sum_00001,Normal,Defense,Red,1409,80000,1,40,0.3,500,1,"",10,"",None,""
e,202509010,e_sum_00001_general_Normal_Yellow,enemy_sum_00001,Normal,Defense,Yellow,1407,26000,1,40,0.2,300,1,"",10,"",None,""
e,202509010,e_sum_00101_general_Boss_Yellow,enemy_sum_00101,Boss,Attack,Yellow,1404,200000,2,45,0.45,500,1,"",10,"",None,""
e,202509010,e_sum_00201_general_Boss_Blue,enemy_sum_00201,Boss,Attack,Blue,1405,300000,2,45,0.11,800,1,"",10,"",None,""
e,202509010,e_sur_00001_general_Boss_Green,enemy_sur_00001,Boss,Attack,Green,905,300000,2,45,0.3,500,7,"",10,"",None,""
e,202509010,e_sur_00001_general_Normal_Green,enemy_sur_00001,Normal,Attack,Green,905,150000,2,45,0.3,500,1,"",10,"",None,""
e,202512010,e_sur_00101_aobaget_Normal_Blue,enemy_sur_00101,Normal,Technical,Blue,26,1000,2,42,0.2,100,1,"",100,"",None,""
e,202512010,e_sur_00101_aobaget_Normal_Colorless,enemy_sur_00101,Normal,Technical,Colorless,28,1000,1,42,0.2,100,1,"",100,"",None,""
e,202512010,e_sur_00101_aobaget_Normal_Red,enemy_sur_00101,Normal,Technical,Red,27,1000,2,42,0.2,100,1,"",100,"",None,""
e,202509010,e_sur_00101_general_Boss_Green,enemy_sur_00101,Boss,Attack,Green,904,400000,3,45,0.2,850,1,"",10,"",None,""
e,202509010,e_sur_00101_general_Normal_Blue,enemy_sur_00101,Normal,Attack,Blue,902,15000,1,40,0.2,200,1,"",10,"",None,""
e,202509010,e_sur_00101_general_Normal_Colorless,enemy_sur_00101,Normal,Defense,Colorless,901,3000,1,35,0.2,100,1,"",10,"",None,""
e,202509010,e_sur_00101_general_Normal_Green,enemy_sur_00101,Normal,Attack,Green,903,22000,1,50,0.2,300,1,"",10,"",None,""
e,202602015,e_you_00001_you1_charaget02_Normal_Red,enemy_you_00001,Normal,Defense,Red,5,1000,1,37,0.2,100,1,"",100,"",None,""
e,202602015,e_you_00101_you1_charaget02_Normal_Red,enemy_you_00101,Normal,Attack,Red,6,1000,2,30,0.6,100,1,"",100,"",None,""
