,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,w2,,groupchange_3,,,,w3,,,,none,,,,none,,none,,none,,Default,,Normal,,,,none,,1,,none,,1,,none,,none,,攻撃力に数値を入力,,,,,,none,,,,,none,,none,,none,,none,,none,,none,,none,,none,,none,,none,,,,,,,,,,FriendUnitDead,,,,9,,,,,,500,,None,,,,None,,,,,,None,,,,,,None,,,,,,,,FALSE,,None,,,,,,,,,,,,,,w2,groupchange_3,,FriendUnitDead,9,SwitchSequenceGroup,w3,,,,None,,None,,None,,None,,,FALSE,,Default,Normal,1,1,1,,0,500,None,
,w3,,13,,,,c_jig_00401_jig1_savage_Normal_Colorless,,,,賊王 亜左 弔兵衛,,,,Normal,,Colorless,,Technical,,Default,,Normal,,,,100000,,100,,700,,7,,83.5,,50,,262.17,,,,,,範囲内10秒間20%の弱体化,,,,,3,,133.5,,ノックバック無効,,30,,0.31,,0,,0.32,,1,,0,,100,,200,,,,,,,,ElapsedTimeSinceSequenceGroupActivated,,,,0,,0,,1,,,,None,,,,None,,,,,,None,,,,,,None,,,,,,,,FALSE,,None,,,,,,,,,,,,,,w3,13,,ElapsedTimeSinceSequenceGroupActivated,0,SummonEnemy,c_jig_00401_jig1_savage_Normal_Colorless,,1,0,None,,None,,None,,None,,,FALSE,,Default,Normal,100,7,1,200,0,,None,
,w3,,14,,,,e_jig_00001_jig1_savage_Normal_Yellow,,,,門神,,,,Normal,,Yellow,,Defense,,Default,,Normal,,,,90000,,90,,600,,6,,91.5,,100,,156.66,,,,,,,,,,,-,,none,,,,27,,0.21,,0,,0.27,,100,,3,,50,,50,,,,,,,,ElapsedTimeSinceSequenceGroupActivated,,,,300,,750,,3,,,,None,,,,None,,,,,,None,,,,,,None,,,,,,,,FALSE,,None,,,,,,,,,,,,,,w3,14,,ElapsedTimeSinceSequenceGroupActivated,300,SummonEnemy,e_jig_00001_jig1_savage_Normal_Yellow,,3,750,None,,None,,None,,None,,,FALSE,,Default,Normal,90,6,1,50,0,,None,
,w3,,15,,,,e_jig_00001_jig1_savage_Normal_Colorless,,,,門神,,,,Normal,,Colorless,,Attack,,Default,,Normal,,,,130000,,130,,2000,,20,,91.5,,100,,522.19,,,,,,,,,,,-,,none,,,,27,,0.21,,0,,0.27,,100,,1,,50,,50,,,,,,,,ElapsedTimeSinceSequenceGroupActivated,,,,500,,750,,3,,,,None,,,,None,,,,,,None,,,,,,None,,,,,,,,FALSE,,None,,,,,,,,,,,,,,w3,15,,ElapsedTimeSinceSequenceGroupActivated,500,SummonEnemy,e_jig_00001_jig1_savage_Normal_Colorless,,3,750,None,,None,,None,,None,,,FALSE,,Default,Normal,130,20,1,50,0,,None,
,w3,,16,,,,e_jig_00001_jig1_savage_Normal_Colorless,,,,門神,,,,Normal,,Colorless,,Attack,,Default,,Normal,,,,130000,,130,,2000,,20,,91.5,,100,,522.19,,,,,,,,,,,-,,none,,,,27,,0.21,,0,,0.27,,100,,1,,50,,50,,,,,,,,EnterTargetKomaIndex,,,,3,,50,,2,,,,None,,,,None,,,,,,None,,,,,,None,,,,,,,,FALSE,,None,,,,,,,,,,,,,,w3,16,,EnterTargetKomaIndex,3,SummonEnemy,e_jig_00001_jig1_savage_Normal_Colorless,,2,50,None,,None,,None,,None,,,FALSE,,Default,Normal,130,20,1,50,0,,None,
,w3,,groupchange_6,,,,w5,,,,none,,,,none,,none,,none,,Default,,Normal,,,,none,,1,,none,,1,,none,,none,,攻撃力に数値を入力,,,,,,none,,,,,none,,none,,none,,none,,none,,none,,none,,none,,none,,none,,,,,,,,,,FriendUnitDead,,,,1,,,,,,50,,None,,,,None,,,,,,None,,,,,,None,,,,,,,,FALSE,,None,,,,,,,,,,,,,,w3,groupchange_6,,FriendUnitDead,1,SwitchSequenceGroup,w5,,,,None,,None,,None,,None,,,FALSE,,Default,Normal,1,1,1,,0,50,None,
,w3,,groupchange_4,,,,w4,,,,none,,,,none,,none,,none,,Default,,Normal,,,,none,,1,,none,,1,,none,,none,,攻撃力に数値を入力,,,,,,none,,,,,none,,none,,none,,none,,none,,none,,none,,none,,none,,none,,,,,,,,,,FriendUnitDead,,,,13,,,,,,50,,None,,,,None,,,,,,None,,,,,,None,,,,,,,,FALSE,,None,,,,,,,,,,,,,,w3,groupchange_4,,FriendUnitDead,13,SwitchSequenceGroup,w4,,,,None,,None,,None,,None,,,FALSE,,Default,Normal,1,1,1,,0,50,None,
,w4,,17,,,,e_jig_00001_jig1_savage_Normal_Yellow,,,,門神,,,,Normal,,Yellow,,Defense,,Default,,Normal,,,,90000,,90,,600,,6,,91.5,,100,,156.66,,,,,,,,,,,-,,none,,,,27,,0.21,,0,,0.27,,100,,3,,50,,50,,,,,,,,ElapsedTimeSinceSequenceGroupActivated,,,,500,,150,,2,,,,None,,,,None,,,,,,None,,,,,,None,,,,,,,,FALSE,,None,,,,,,,,,,,,,,w4,17,,ElapsedTimeSinceSequenceGroupActivated,500,SummonEnemy,e_jig_00001_jig1_savage_Normal_Yellow,,2,150,None,,None,,None,,None,,,FALSE,,Default,Normal,90,6,1,50,0,,None,
,w4,,18,,,,e_jig_00001_jig1_savage_Normal_Colorless,,,,門神,,,,Normal,,Colorless,,Attack,,Default,,Normal,,,,140000,,140,,2000,,20,,91.5,,100,,522.19,,,,,,,,,,,-,,none,,,,27,,0.21,,0,,0.27,,100,,1,,50,,50,,,,,,,,ElapsedTimeSinceSequenceGroupActivated,,,,0,,50,,2,,,,None,,,,None,,,,,,None,,,,,,None,,,,,,,,FALSE,,None,,,,,,,,,,,,,,w4,18,,ElapsedTimeSinceSequenceGroupActivated,0,SummonEnemy,e_jig_00001_jig1_savage_Normal_Colorless,,2,50,None,,None,,None,,None,,,FALSE,,Default,Normal,140,20,1,50,0,,None,
,w4,,groupchange_6,,,,w5,,,,none,,,,none,,none,,none,,Default,,Normal,,,,none,,1,,none,,1,,none,,none,,攻撃力に数値を入力,,,,,,none,,,,,none,,none,,none,,none,,none,,none,,none,,none,,none,,none,,,,,,,,,,FriendUnitDead,,,,1,,,,,,50,,None,,,,None,,,,,,None,,,,,,None,,,,,,,,FALSE,,None,,,,,,,,,,,,,,w4,groupchange_6,,FriendUnitDead,1,SwitchSequenceGroup,w5,,,,None,,None,,None,,None,,,FALSE,,Default,Normal,1,1,1,,0,50,None,
,w4,,groupchange_5,,,,w1,,,,none,,,,none,,none,,none,,Default,,Normal,,,,none,,1,,none,,1,,none,,none,,攻撃力に数値を入力,,,,,,none,,,,,none,,none,,none,,none,,none,,none,,none,,none,,none,,none,,,,,,,,,,ElapsedTimeSinceSequenceGroupActivated,,,,2000,,,,,,,,None,,,,None,,,,,,None,,,,,,None,,,,,,,,FALSE,,None,,,,,,,,,,,,,,w4,groupchange_5,,ElapsedTimeSinceSequenceGroupActivated,2000,SwitchSequenceGroup,w1,,,,None,,None,,None,,None,,,FALSE,,Default,Normal,1,1,1,,0,,None,
,w5,,19,,,,e_jig_00001_jig1_savage_Normal_Colorless,,,,門神,,,,Normal,,Colorless,,Attack,,Default,,Normal,,,,90000,,90,,2000,,20,,91.5,,100,,522.19,,,,,,,,,,,-,,none,,,,27,,0.21,,0,,0.27,,100,,1,,50,,50,,,,,,,,ElapsedTimeSinceSequenceGroupActivated,,,,0,,500,,3,,,,None,,,,None,,,,,,None,,,,,,None,,,,,,,,FALSE,,None,,,,,,,,,,,,,,w5,19,,ElapsedTimeSinceSequenceGroupActivated,0,SummonEnemy,e_jig_00001_jig1_savage_Normal_Colorless,,3,500,None,,None,,None,,None,,,FALSE,,Default,Normal,90,20,1,50,0,,None,
,w5,,20,,,,e_jig_00001_jig1_savage_Normal_Colorless,,,,門神,,,,Normal,,Colorless,,Attack,,Default,,Normal,,,,90000,,90,,2000,,20,,91.5,,100,,522.19,,,,,,,,,,,-,,none,,,,27,,0.21,,0,,0.27,,100,,1,,50,,50,,,,,,,,EnterTargetKomaIndex,,,,5,,50,,3,,50,,Fall0,,0.8,,None,,,,,,None,,,,,,None,,,,,,,,FALSE,,None,,,,,,,,,,,,,,w5,20,,EnterTargetKomaIndex,5,SummonEnemy,e_jig_00001_jig1_savage_Normal_Colorless,,3,50,Fall0,0.8,None,,None,,None,,,FALSE,,Default,Normal,90,20,1,50,0,50,None,
,w5,,21,,,,e_jig_00001_jig1_savage_Normal_Yellow,,,,門神,,,,Normal,,Yellow,,Defense,,Default,,Normal,,,,150000,,150,,600,,6,,91.5,,100,,156.66,,,,,,,,,,,-,,none,,,,27,,0.21,,0,,0.27,,100,,3,,50,,50,,,,,,,,OutpostHpPercentage,,,,70,,50,,3,,,,None,,,,None,,,,,,None,,,,,,None,,,,,,,,FALSE,,None,,,,,,,,,,,,,,w5,21,,OutpostHpPercentage,70,SummonEnemy,e_jig_00001_jig1_savage_Normal_Yellow,,3,50,None,,None,,None,,None,,,FALSE,,Default,Normal,150,6,1,50,0,,None,
,w5,,22,,,,e_jig_00001_jig1_savage_Normal_Colorless,,,,門神,,,,Normal,,Colorless,,Attack,,Default,,Normal,,,,90000,,90,,2000,,20,,91.5,,100,,522.19,,,,,,,,,,,-,,none,,,,27,,0.21,,0,,0.27,,100,,1,,50,,50,,,,,,,,OutpostHpPercentage,,,,70,,50,,3,,,,None,,,,None,,,,,,None,,,,,,None,,,,,,,,FALSE,,None,,,,,,,,,,,,,,w5,22,,OutpostHpPercentage,70,SummonEnemy,e_jig_00001_jig1_savage_Normal_Colorless,,3,50,None,,None,,None,,None,,,FALSE,,Default,Normal,90,20,1,50,0,,None,
,,,,,,,,,,,none,,,,none,,none,,none,,Default,,Normal,,,,none,,1,,none,,1,,none,,none,,攻撃力に数値を入力,,,,,,none,,,,,none,,none,,none,,none,,none,,none,,none,,none,,none,,none,,,,,,,,,,未入力,,,,,,,,,,,,None,,,,None,,,,,,None,,,,,,None,,,,,,,,FALSE,,None,,,,,,,,,,,,,,,,,未入力,,SummonEnemy,,,,,None,,None,,None,,None,,,FALSE,,Default,Normal,1,1,1,,0,,None,
,,,,,,,,,,,none,,,,none,,none,,none,,Default,,Normal,,,,none,,1,,none,,1,,none,,none,,攻撃力に数値を入力,,,,,,none,,,,,none,,none,,none,,none,,none,,none,,none,,none,,none,,none,,,,,,,,,,未入力,,,,,,,,,,,,None,,,,None,,,,,,None,,,,,,None,,,,,,,,FALSE,,None,,,,,,,,,,,,,,,,,未入力,,SummonEnemy,,,,,None,,None,,None,,None,,,FALSE,,Default,Normal,1,1,1,,0,,None,
