,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,16,,,,e_jig_00601_jig1_savage_Normal_Yellow,,,,朱槿,,,,Normal,,Yellow,,Attack,,Default,,Normal,,,,180000,,180,,2600,,26,,75,,60,,962.96,,,,,,,,,,,-,,none,,,,37,,0.31,,,,,,,,1,,100,,75,,,,,,,,FriendUnitDead,,,,9,,0,,1,,500,,None,,,,None,,,,,,None,,,,,,None,,,,,,,,FALSE,,None,,,,,,,,,,,,,,,16,,FriendUnitDead,9,SummonEnemy,e_jig_00601_jig1_savage_Normal_Yellow,,1,0,None,,None,,None,,None,,,FALSE,,Default,Normal,180,26,1,75,0,500,None,
,,,17,,,,e_jig_00601_jig1_savage_Normal_Yellow,,,,朱槿,,,,Normal,,Yellow,,Attack,,Default,,Normal,,,,200000,,200,,2600,,26,,75,,60,,962.96,,,,,,,,,,,-,,none,,,,37,,0.31,,,,,,,,1,,100,,75,,,,,,,,FriendUnitDead,,,,16,,0,,1,,500,,None,,,,None,,,,,,None,,,,,,None,,,,,,,,FALSE,,None,,,,,,,,,,,,,,,17,,FriendUnitDead,16,SummonEnemy,e_jig_00601_jig1_savage_Normal_Yellow,,1,0,None,,None,,None,,None,,,FALSE,,Default,Normal,200,26,1,75,0,500,None,
,,,18,,,,e_jig_00601_jig1_savage_Normal_Yellow,,,,朱槿,,,,Normal,,Yellow,,Attack,,Default,,Normal,,,,220000,,220,,2600,,26,,75,,60,,962.96,,,,,,,,,,,-,,none,,,,37,,0.31,,,,,,,,1,,100,,50,,,,,,,,FriendUnitDead,,,,17,,0,,1,,1000,,None,,,,None,,,,,,None,,,,,,None,,,,,,,,FALSE,,None,,,,,,,,,,,,,,,18,,FriendUnitDead,17,SummonEnemy,e_jig_00601_jig1_savage_Normal_Yellow,,1,0,None,,None,,None,,None,,,FALSE,,Default,Normal,220,26,1,50,0,1000,None,
,,,19,,,,e_jig_00601_jig1_savage_Normal_Yellow,,,,朱槿,,,,Normal,,Yellow,,Attack,,Default,,Normal,,,,250000,,250,,2600,,26,,75,,60,,962.96,,,,,,,,,,,-,,none,,,,37,,0.31,,,,,,,,1,,100,,50,,,,,,,,FriendUnitDead,,,,18,,0,,1,,1000,,None,,,,None,,,,,,None,,,,,,None,,,,,,,,FALSE,,None,,,,,,,,,,,,,,,19,,FriendUnitDead,18,SummonEnemy,e_jig_00601_jig1_savage_Normal_Yellow,,1,0,None,,None,,None,,None,,,FALSE,,Default,Normal,250,26,1,50,0,1000,None,
,,,20,,,,e_jig_00601_jig1_savage_Normal_Yellow,,,,朱槿,,,,Normal,,Yellow,,Attack,,Default,,Normal,,,,300000,,300,,2600,,26,,75,,60,,962.96,,,,,,,,,,,-,,none,,,,37,,0.31,,,,,,,,1,,100,,50,,,,,,,,FriendUnitDead,,,,19,,0,,1,,1000,,None,,,,None,,,,,,None,,,,,,None,,,,,,,,FALSE,,None,,,,,,,,,,,,,,,20,,FriendUnitDead,19,SummonEnemy,e_jig_00601_jig1_savage_Normal_Yellow,,1,0,None,,None,,None,,None,,,FALSE,,Default,Normal,300,26,1,50,0,1000,None,
,,,21,,,,e_jig_00601_jig1_savage_Normal_Yellow,,,,朱槿,,,,Normal,,Yellow,,Attack,,Default,,Normal,,,,350000,,350,,2600,,26,,75,,60,,962.96,,,,,,,,,,,-,,none,,,,37,,0.31,,,,,,,,1,,100,,50,,,,,,,,FriendUnitDead,,,,20,,0,,1,,1000,,None,,,,None,,,,,,None,,,,,,None,,,,,,,,FALSE,,None,,,,,,,,,,,,,,,21,,FriendUnitDead,20,SummonEnemy,e_jig_00601_jig1_savage_Normal_Yellow,,1,0,None,,None,,None,,None,,,FALSE,,Default,Normal,350,26,1,50,0,1000,None,
,,,,,,,,,,,none,,,,none,,none,,none,,Default,,Normal,,,,none,,1,,none,,1,,none,,none,,攻撃力に数値を入力,,,,,,none,,,,,none,,none,,none,,none,,none,,none,,none,,none,,none,,none,,,,,,,,,,未入力,,,,,,,,,,,,None,,,,None,,,,,,None,,,,,,None,,,,,,,,FALSE,,None,,,,,,,,,,,,,,,,,未入力,,SummonEnemy,,,,,None,,None,,None,,None,,,FALSE,,Default,Normal,1,1,1,,0,,None,
,,,,,,,,,,,none,,,,none,,none,,none,,Default,,Normal,,,,none,,1,,none,,1,,none,,none,,攻撃力に数値を入力,,,,,,none,,,,,none,,none,,none,,none,,none,,none,,none,,none,,none,,none,,,,,,,,,,未入力,,,,,,,,,,,,None,,,,None,,,,,,None,,,,,,None,,,,,,,,FALSE,,None,,,,,,,,,,,,,,,,,未入力,,SummonEnemy,,,,,None,,None,,None,,None,,,FALSE,,Default,Normal,1,1,1,,0,,None,
,,,,,,,,,,,none,,,,none,,none,,none,,Default,,Normal,,,,none,,1,,none,,1,,none,,none,,攻撃力に数値を入力,,,,,,none,,,,,none,,none,,none,,none,,none,,none,,none,,none,,none,,none,,,,,,,,,,未入力,,,,,,,,,,,,None,,,,None,,,,,,None,,,,,,None,,,,,,,,FALSE,,None,,,,,,,,,,,,,,,,,未入力,,SummonEnemy,,,,,None,,None,,None,,None,,,FALSE,,Default,Normal,1,1,1,,0,,None,
,,,,,,,,,,,none,,,,none,,none,,none,,Default,,Normal,,,,none,,1,,none,,1,,none,,none,,攻撃力に数値を入力,,,,,,none,,,,,none,,none,,none,,none,,none,,none,,none,,none,,none,,none,,,,,,,,,,未入力,,,,,,,,,,,,None,,,,None,,,,,,None,,,,,,None,,,,,,,,FALSE,,None,,,,,,,,,,,,,,,,,未入力,,SummonEnemy,,,,,None,,None,,None,,None,,,FALSE,,Default,Normal,1,1,1,,0,,None,
,,,,,,,,,,,none,,,,none,,none,,none,,Default,,Normal,,,,none,,1,,none,,1,,none,,none,,攻撃力に数値を入力,,,,,,none,,,,,none,,none,,none,,none,,none,,none,,none,,none,,none,,none,,,,,,,,,,未入力,,,,,,,,,,,,None,,,,None,,,,,,None,,,,,,None,,,,,,,,FALSE,,None,,,,,,,,,,,,,,,,,未入力,,SummonEnemy,,,,,None,,None,,None,,None,,,FALSE,,Default,Normal,1,1,1,,0,,None,
