,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65,5,9560,11381,10898,12974,12427,13383,13957,14244,14244,14244,14244,14244,14244,14794,15933,16615,16957,16957,16957,16957,16957,16957
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66,5,9688,11534,11026,13127,12576,13544,14126,14416,14416,14416,14416,14416,14416,14972,16125,16817,17163,17163,17163,17163,17163,17163
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67,5,9817,11687,11155,13280,12725,13707,14296,14590,14590,14590,14590,14590,14590,15149,16318,17019,17370,17370,17370,17370,17370,17370
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68,5,9945,11840,11283,13433,12874,13868,14465,14763,14763,14763,14763,14763,14763,15327,16511,17221,17577,17577,17577,17577,17577,17577
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69,5,10074,11993,11412,13586,13023,14031,14635,14937,14937,14937,14937,14937,14937,15504,16704,17423,17783,17783,17783,17783,17783,17783
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70,5,10203,12147,11541,13740,13173,14193,14805,15112,15112,15112,15112,15112,15112,15683,16898,17627,17991,17991,17991,17991,17991,17991
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70,6,10203,12147,11835,14090,13467,14487,15099,15406,15406,15406,15406,15406,15406,16033,17248,17977,18341,18341,18341,18341,18341,18341
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71,6,10333,12301,11965,14244,13618,14651,15271,15581,15581,15581,15581,15581,15581,16212,17442,18180,18549,18549,18549,18549,18549,18549
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72,6,10462,12455,12094,14398,13767,14814,15441,15755,15755,15755,15755,15755,15755,16390,17636,18383,18757,18757,18757,18757,18757,18757
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73,6,10592,12609,12224,14552,13918,14977,15613,15931,15931,15931,15931,15931,15931,16569,17830,18586,18965,18965,18965,18965,18965,18965
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74,6,10722,12764,12354,14707,14069,15141,15785,16106,16106,16106,16106,16106,16106,16749,18025,18791,19174,19174,19174,19174,19174,19174
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75,6,10852,12919,12484,14862,14220,15305,15956,16282,16282,16282,16282,16282,16282,16929,18220,18996,19383,19383,19383,19383,19383,19383
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76,6,10982,13074,12614,15017,14371,15469,16128,16457,16457,16457,16457,16457,16457,17108,18416,19200,19592,19592,19592,19592,19592,19592
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77,6,11112,13229,12744,15172,14521,15633,16299,16633,16633,16633,16633,16633,16633,17288,18611,19405,19802,19802,19802,19802,19802,19802
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78,6,11243,13384,12875,15327,14673,15798,16472,16810,16810,16810,16810,16810,16810,17468,18806,19609,20011,20011,20011,20011,20011,20011
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79,6,11373,13540,13005,15483,14824,15961,16644,16985,16985,16985,16985,16985,16985,17649,19003,19815,20222,20222,20222,20222,20222,20222
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80,6,11504,13696,13136,15639,14976,16127,16817,17162,17162,17162,17162,17162,17162,17830,19199,20021,20432,20432,20432,20432,20432,20432
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80,7,11504,13696,13459,16024,15299,16450,17140,17485,17485,17485,17485,17485,17485,18215,19584,20406,20817,20817,20817,20817,20817,20817
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81,7,11635,13852,13590,16180,15451,16615,17313,17662,17662,17662,17662,17662,17662,18396,19781,20612,21028,21028,21028,21028,21028,21028
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82,7,11766,14008,13721,16336,15603,16780,17486,17839,17839,17839,17839,17839,17839,18577,19978,20818,21238,21238,21238,21238,21238,21238
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83,7,11898,14164,13853,16492,15756,16946,17660,18017,18017,18017,18017,18017,18017,18758,20174,21024,21449,21449,21449,21449,21449,21449
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84,7,12029,14321,13984,16649,15908,17111,17833,18194,18194,18194,18194,18194,18194,18940,20372,21231,21661,21661,21661,21661,21661,21661
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85,7,12161,14478,14116,16806,16061,17277,18007,18372,18372,18372,18372,18372,18372,19122,20570,21438,21873,21873,21873,21873,21873,21873
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86,7,12293,14634,14248,16962,16214,17444,18181,18550,18550,18550,18550,18550,18550,19303,20766,21644,22083,22083,22083,22083,22083,22083
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87,7,12425,14792,14380,17120,16368,17610,18356,18728,18728,18728,18728,18728,18728,19486,20965,21853,22297,22297,22297,22297,22297,22297
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88,7,12557,14949,14512,17277,16521,17776,18530,18906,18906,18906,18906,18906,18906,19668,21163,22060,22509,22509,22509,22509,22509,22509
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89,7,12689,15106,14644,17434,16674,17943,18704,19085,19085,19085,19085,19085,19085,19850,21361,22267,22721,22721,22721,22721,22721,22721
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90,7,12822,15264,14777,17592,16828,18110,18880,19264,19264,19264,19264,19264,19264,20034,21560,22476,22934,22934,22934,22934,22934,22934
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90,8,12822,15264,15129,18011,17180,18462,19232,19616,19616,19616,19616,19616,19616,20453,21979,22895,23353,23353,23353,23353,23353,23353
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91,8,12954,15422,15261,18169,17333,18629,19406,19794,19794,19794,19794,19794,19794,20636,22178,23104,23566,23566,23566,23566,23566,23566
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92,8,13087,15580,15394,18327,17487,18796,19581,19974,19974,19974,19974,19974,19974,20819,22377,23312,23780,23780,23780,23780,23780,23780
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,93,8,13220,15738,15527,18485,17642,18964,19757,20154,20154,20154,20154,20154,20154,21003,22576,23521,23993,23993,23993,23993,23993,23993
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,94,8,13353,15897,15660,18644,17796,19131,19932,20333,20333,20333,20333,20333,20333,21187,22777,23731,24207,24207,24207,24207,24207,24207
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95,8,13486,16055,15793,18802,17950,19299,20108,20513,20513,20513,20513,20513,20513,21370,22976,23939,24421,24421,24421,24421,24421,24421
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,96,8,13620,16214,15927,18961,18106,19468,20285,20694,20694,20694,20694,20694,20694,21555,23176,24149,24635,24635,24635,24635,24635,24635
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97,8,13753,16373,16060,19120,18260,19635,20460,20873,20873,20873,20873,20873,20873,21739,23376,24359,24850,24850,24850,24850,24850,24850
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98,8,13887,16532,16194,19279,18415,19804,20637,21054,21054,21054,21054,21054,21054,21924,23577,24569,25065,25065,25065,25065,25065,25065
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99,8,14020,16691,16327,19438,18570,19972,20813,21234,21234,21234,21234,21234,21234,22108,23777,24779,25279,25279,25279,25279,25279,25279
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,8,14154,16850,16461,19597,18725,20141,20990,21414,21414,21414,21414,21414,21414,22293,23978,24989,25494,25494,25494,25494,25494,25494
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101,9,14288,17010,16977,20211,19263,20691,21549,21977,21977,21977,21977,21977,21977,22932,24633,25654,26164,26164,26164,26164,26164,26164
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102,9,14422,17170,17111,20371,19418,20860,21726,22158,22158,22158,22158,22158,22158,23118,24835,25865,26380,26380,26380,26380,26380,26380
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,103,9,14557,17329,17246,20530,19575,21030,21904,22340,22340,22340,22340,22340,22340,23302,25035,26075,26595,26595,26595,26595,26595,26595
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,104,9,14691,17489,17380,20690,19730,21199,22081,22521,22521,22521,22521,22521,22521,23488,25237,26286,26811,26811,26811,26811,26811,26811
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105,9,14826,17650,17515,20851,19887,21369,22259,22704,22704,22704,22704,22704,22704,23675,25440,26499,27028,27028,27028,27028,27028,27028
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,106,9,14960,17810,17649,21011,20042,21538,22436,22885,22885,22885,22885,22885,22885,23860,25641,26710,27244,27244,27244,27244,27244,27244
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,107,9,15095,17970,17784,21171,20199,21708,22614,23067,23067,23067,23067,23067,23067,24046,25843,26921,27460,27460,27460,27460,27460,27460
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,108,9,15230,18131,17919,21332,20355,21878,22792,23249,23249,23249,23249,23249,23249,24232,26046,27133,27677,27677,27677,27677,27677,27677
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,109,9,15365,18292,18054,21493,20512,22048,22970,23431,23431,23431,23431,23431,23431,24419,26248,27346,27895,27895,27895,27895,27895,27895
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,110,9,15500,18453,18189,21654,20669,22219,23149,23614,23614,23614,23614,23614,23614,24606,26451,27558,28112,28112,28112,28112,28112,28112
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,110,10,15500,18453,18600,22143,21080,22630,23560,24025,24025,24025,24025,24025,24025,25095,26940,28047,28601,28601,28601,28601,28601,28601
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,111,10,15635,18614,18735,22304,21236,22800,23738,24207,24207,24207,24207,24207,24207,25282,27143,28260,28818,28818,28818,28818,28818,28818
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,112,10,15771,18775,18871,22465,21394,22971,23917,24390,24390,24390,24390,24390,24390,25469,27346,28473,29036,29036,29036,29036,29036,29036
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,113,10,15906,18936,19006,22626,21550,23141,24095,24573,24573,24573,24573,24573,24573,25655,27549,28685,29253,29253,29253,29253,29253,29253
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,114,10,16042,19098,19142,22788,21708,23312,24275,24756,24756,24756,24756,24756,24756,25843,27753,28899,29472,29472,29472,29472,29472,29472
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,115,10,16178,19259,19278,22949,21866,23484,24454,24940,24940,24940,24940,24940,24940,26030,27956,29111,29689,29689,29689,29689,29689,29689
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,116,10,16314,19421,19414,23111,22024,23655,24634,25123,25123,25123,25123,25123,25123,26218,28160,29325,29908,29908,29908,29908,29908,29908
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,117,10,16450,19583,19550,23273,22182,23827,24814,25307,25307,25307,25307,25307,25307,26406,28364,29539,30127,30127,30127,30127,30127,30127
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,118,10,16586,19745,19686,23435,22339,23998,24993,25491,25491,25491,25491,25491,25491,26594,28568,29753,30345,30345,30345,30345,30345,30345
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,119,10,16722,19907,19822,23597,22497,24169,25173,25674,25674,25674,25674,25674,25674,26782,28772,29967,30564,30564,30564,30564,30564,30564
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,120,10,16859,20070,19959,23760,22656,24342,25353,25859,25859,25859,25859,25859,25859,26971,28978,30182,30784,30784,30784,30784,30784,30784
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,120,11,16859,20070,21073,25087,23770,25456,26467,26973,26973,26973,26973,26973,26973,28298,30305,31509,32111,32111,32111,32111,32111,32111
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,121,11,16995,20232,21209,25249,23928,25627,26647,27157,27157,27157,27157,27157,27157,28486,30509,31723,32330,32330,32330,32330,32330,32330
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,122,11,17132,20395,21346,25412,24087,25800,26828,27342,27342,27342,27342,27342,27342,28675,30714,31938,32550,32550,32550,32550,32550,32550
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,123,11,17268,20558,21482,25575,24244,25971,27007,27525,27525,27525,27525,27525,27525,28864,30920,32153,32770,32770,32770,32770,32770,32770
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,124,11,17405,20721,21619,25738,24403,26144,27188,27710,27710,27710,27710,27710,27710,29053,31125,32368,32990,32990,32990,32990,32990,32990
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,125,11,17542,20884,21756,25901,24562,26316,27369,27895,27895,27895,27895,27895,27895,29242,31330,32583,33210,33210,33210,33210,33210,33210
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,126,11,17679,21047,21893,26064,24721,26489,27550,28080,28080,28080,28080,28080,28080,29431,31536,32799,33430,33430,33430,33430,33430,33430
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,127,11,17816,21210,22030,26227,24880,26662,27731,28265,28265,28265,28265,28265,28265,29620,31741,33014,33650,33650,33650,33650,33650,33650
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,128,11,17954,21373,22168,26390,25040,26836,27913,28451,28451,28451,28451,28451,28451,29809,31946,33229,33870,33870,33870,33870,33870,33870
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,129,11,18091,21537,22305,26554,25199,27008,28094,28636,28636,28636,28636,28636,28636,29999,32153,33445,34091,34091,34091,34091,34091,34091
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,130,11,18228,21701,22442,26718,25358,27181,28274,28821,28821,28821,28821,28821,28821,30190,32360,33662,34313,34313,34313,34313,34313,34313
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,130,12,18228,21701,23149,27560,26065,27888,28981,29528,29528,29528,29528,29528,29528,31032,33202,34504,35155,35155,35155,35155,35155,35155
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,131,12,18366,21864,23287,27723,26225,28062,29164,29715,29715,29715,29715,29715,29715,31221,33407,34719,35375,35375,35375,35375,35375,35375
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,132,12,18504,22028,23425,27887,26385,28236,29346,29901,29901,29901,29901,29901,29901,31411,33614,34935,35596,35596,35596,35596,35596,35596
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,133,12,18642,22192,23563,28051,26545,28409,29528,30087,30087,30087,30087,30087,30087,31601,33820,35152,35818,35818,35818,35818,35818,35818
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,134,12,18779,22357,23700,28216,26704,28582,29709,30272,30272,30272,30272,30272,30272,31793,34028,35370,36040,36040,36040,36040,36040,36040
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,135,12,18917,22521,23838,28380,26864,28756,29891,30458,30458,30458,30458,30458,30458,31983,34235,35586,36262,36262,36262,36262,36262,36262
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,136,12,19056,22685,23977,28544,27025,28931,30074,30646,30646,30646,30646,30646,30646,32173,34442,35803,36483,36483,36483,36483,36483,36483
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,137,12,19194,22850,24115,28709,27186,29105,30257,30832,30832,30832,30832,30832,30832,32365,34650,36021,36706,36706,36706,36706,36706,36706
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,138,12,19332,23014,24253,28873,27346,29279,30439,31019,31019,31019,31019,31019,31019,32555,34856,36237,36927,36927,36927,36927,36927,36927
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,139,12,19470,23179,24391,29038,27506,29453,30621,31205,31205,31205,31205,31205,31205,32746,35064,36455,37150,37150,37150,37150,37150,37150
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,140,12,19609,23344,24530,29203,27667,29628,30804,31393,31393,31393,31393,31393,31393,32938,35272,36673,37373,37373,37373,37373,37373,37373
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,140,13,19609,23344,25491,30347,28628,30589,31765,32354,32354,32354,32354,32354,32354,34082,36416,37817,38517,38517,38517,38517,38517,38517
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,141,13,19748,23509,25630,30512,28789,30764,31949,32541,32541,32541,32541,32541,32541,34273,36624,38034,38740,38740,38740,38740,38740,38740
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,142,13,19886,23674,25768,30677,28949,30938,32131,32728,32728,32728,32728,32728,32728,34464,36832,38252,38962,38962,38962,38962,38962,38962
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,143,13,20025,23840,25907,30843,29111,31113,32315,32915,32915,32915,32915,32915,32915,34657,37041,38471,39187,39187,39187,39187,39187,39187
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,144,13,20164,24005,26046,31008,29272,31288,32498,33103,33103,33103,33103,33103,33103,34848,37249,38689,39409,39409,39409,39409,39409,39409
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,145,13,20303,24170,26185,31173,29433,31463,32681,33291,33291,33291,33291,33291,33291,35040,37457,38907,39632,39632,39632,39632,39632,39632
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,146,13,20442,24336,26324,31339,29594,31638,32865,33478,33478,33478,33478,33478,33478,35232,37666,39126,39856,39856,39856,39856,39856,39856
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,147,13,20581,24502,26463,31505,29755,31814,33048,33666,33666,33666,33666,33666,33666,35425,37875,39345,40080,40080,40080,40080,40080,40080
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,148,13,20721,24668,26603,31671,29918,31990,33233,33855,33855,33855,33855,33855,33855,35617,38084,39564,40304,40304,40304,40304,40304,40304
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,149,13,20860,24833,26742,31836,30079,32165,33417,34043,34043,34043,34043,34043,34043,35809,38292,39782,40527,40527,40527,40527,40527,40527
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,150,13,21000,25000,26882,32003,30242,32342,33602,34232,34232,34232,34232,34232,34232,36003,38503,40003,40753,40753,40753,40753,40753,40753
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,■グレード,,*$AO9,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,星,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,レアリティ,1,2,3,4,5,6,7,8,9,10,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FestivalUR,1.00,1.18,1.29,1.34,1.38,1,1,1,1,1,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PremiumUR,1.00,1.16,1.26,1.32,1.35,1,1,1,1,1,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PremiumSSR,1.00,1.12,1.19,1.23,1.25,1,1,1,1,1,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PremiumSR,1.00,1.09,1.14,1.17,1.19,1,1,1,1,1,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PremiumR,1.00,1.08,1.11,1.14,1.16,1,1,1,1,1,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DropSSR,1.00,1.07,1.09,1.12,1.14,1,1,1,1,1,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DropSR,1.00,1.05,1.07,1.10,1.12,1,1,1,1,1,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DropR,1.00,1.03,1.05,1.08,1.10,1,1,1,1,1,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,指数係数,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.1,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ランク,上昇率,参照レベル,HP上昇値,ATK上昇値,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,0,0,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1.06,20,243,290,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1.09,30,470,559,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1.11,40,706,841,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,1.12,50,919,1094,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,1.15,60,1338,1593,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,1.16,70,1632,1943,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,1.17,80,1955,2328,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,1.18,90,2307,2747,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,1.19,100,2689,3201,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,1.2,110,3100,3690,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,1.25,120,4214,5017,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,1.27,130,4921,5859,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,1.3,140,5882,7003,,,,,,,,,,,,,,,,,,,
