,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,※その他キャラ文言関連に関しては↓を参照,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73,6,10894,17754,12573,20490,14533,15732,16276,16712,16712,16712,16712,16712,16712,23685,25638,26526,27236,27236,27236,27236,27236,27236
,https://docs.google.com/spreadsheets/d/15MhqG2fCmYP60QZn_waTxDLL-LlRRkpIhKt6iaLyIzo/edit?gid=0#gid=0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74,6,11028,17972,12707,20708,14692,15905,16456,16897,16897,16897,16897,16897,16897,23942,25919,26818,27537,27537,27537,27537,27537,27537
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75,6,11162,18190,12841,20926,14850,16077,16636,17082,17082,17082,17082,17082,17082,24200,26201,27110,27838,27838,27838,27838,27838,27838
,▼必殺ワザスキル文言、ワンポイント文言へのFBは以下に記載をお願いします（問題なければ「OK」だけ記載お願いします）,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76,6,11296,18408,12975,21144,15008,16250,16815,17267,17267,17267,17267,17267,17267,24457,26482,27402,28139,28139,28139,28139,28139,28139
,味方の必殺ワザ発動までの時間を短縮できるぞ!さらに、広範囲の必殺ワザで、複数の相手の攻撃をDOWNできるテクニカルキャラ!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77,6,11430,18626,13109,21362,15166,16423,16995,17452,17452,17452,17452,17452,17452,24714,26763,27694,28439,28439,28439,28439,28439,28439
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78,6,11564,18845,13243,21581,15324,16596,17174,17637,17637,17637,17637,17637,17637,24973,27046,27988,28742,28742,28742,28742,28742,28742
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79,6,11698,19064,13377,21800,15482,16769,17354,17822,17822,17822,17822,17822,17822,25231,27328,28281,29044,29044,29044,29044,29044,29044
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80,6,11833,19284,13512,22020,15641,16943,17535,18008,18008,18008,18008,18008,18008,25491,27612,28576,29347,29347,29347,29347,29347,29347
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80,7,11833,19284,13844,22562,15973,17275,17867,18340,18340,18340,18340,18340,18340,26033,28154,29118,29889,29889,29889,29889,29889,29889
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81,7,11968,19503,13979,22781,16133,17449,18048,18526,18526,18526,18526,18526,18526,26291,28436,29412,30192,30192,30192,30192,30192,30192
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82,7,12103,19723,14114,23001,16292,17623,18229,18713,18713,18713,18713,18713,18713,26551,28720,29706,30495,30495,30495,30495,30495,30495
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83,7,12238,19943,14249,23221,16451,17798,18409,18899,18899,18899,18899,18899,18899,26810,29004,30001,30799,30799,30799,30799,30799,30799
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84,7,12373,20164,14384,23442,16611,17972,18590,19085,19085,19085,19085,19085,19085,27071,29289,30297,31104,31104,31104,31104,31104,31104
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85,7,12509,20385,14520,23663,16771,18147,18773,19273,19273,19273,19273,19273,19273,27332,29574,30593,31409,31409,31409,31409,31409,31409
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86,7,12644,20606,14655,23884,16930,18321,18953,19459,19459,19459,19459,19459,19459,27593,29859,30890,31714,31714,31714,31714,31714,31714
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87,7,12780,20827,14791,24105,17091,18497,19136,19647,19647,19647,19647,19647,19647,27853,30144,31186,32019,32019,32019,32019,32019,32019
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88,7,12916,21048,14927,24326,17251,18672,19318,19835,19835,19835,19835,19835,19835,28114,30429,31482,32324,32324,32324,32324,32324,32324
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89,7,13052,21270,15063,24548,17412,18848,19500,20022,20022,20022,20022,20022,20022,28376,30716,31779,32630,32630,32630,32630,32630,32630
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90,7,13188,21492,15199,24770,17572,19023,19682,20210,20210,20210,20210,20210,20210,28638,31002,32077,32936,32936,32936,32936,32936,32936
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90,8,13188,21492,15561,25360,17934,19385,20044,20572,20572,20572,20572,20572,20572,29228,31592,32667,33526,33526,33526,33526,33526,33526
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91,8,13324,21714,15697,25582,18095,19560,20227,20760,20760,20760,20760,20760,20760,29490,31879,32964,33833,33833,33833,33833,33833,33833
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92,8,13461,21937,15834,25805,18256,19737,20410,20949,20949,20949,20949,20949,20949,29753,32166,33263,34141,34141,34141,34141,34141,34141
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,93,8,13598,22160,15971,26028,18418,19914,20594,21138,21138,21138,21138,21138,21138,30016,32454,33562,34448,34448,34448,34448,34448,34448
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,94,8,13735,22383,16108,26251,18580,20091,20777,21327,21327,21327,21327,21327,21327,30279,32742,33861,34756,34756,34756,34756,34756,34756
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95,8,13872,22606,16245,26474,18741,20267,20961,21516,21516,21516,21516,21516,21516,30543,33029,34160,35064,35064,35064,35064,35064,35064
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,96,8,14009,22829,16382,26697,18903,20444,21145,21705,21705,21705,21705,21705,21705,30806,33317,34458,35372,35372,35372,35372,35372,35372
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97,8,14146,23053,16519,26921,19065,20621,21328,21894,21894,21894,21894,21894,21894,31070,33606,34759,35681,35681,35681,35681,35681,35681
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98,8,14283,23277,16656,27145,19226,20798,21512,22083,22083,22083,22083,22083,22083,31334,33895,35059,35990,35990,35990,35990,35990,35990
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99,8,14421,23501,16794,27369,19389,20976,21697,22273,22273,22273,22273,22273,22273,31599,34184,35359,36299,36299,36299,36299,36299,36299
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,8,14559,23725,16932,27593,19552,21154,21882,22464,22464,22464,22464,22464,22464,31863,34473,35659,36608,36608,36608,36608,36608,36608
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101,9,14696,23950,17462,28457,20107,21723,22458,23046,23046,23046,23046,23046,23046,32768,35402,36600,37558,37558,37558,37558,37558,37558
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102,9,14834,24175,17600,28682,20270,21901,22643,23236,23236,23236,23236,23236,23236,33033,35692,36901,37868,37868,37868,37868,37868,37868
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,103,9,14973,24400,17739,28907,20434,22081,22829,23428,23428,23428,23428,23428,23428,33299,35983,37203,38179,38179,38179,38179,38179,38179
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,104,9,15111,24625,17877,29132,20596,22259,23014,23619,23619,23619,23619,23619,23619,33564,36273,37504,38489,38489,38489,38489,38489,38489
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105,9,15249,24851,18015,29358,20759,22437,23199,23809,23809,23809,23809,23809,23809,33831,36564,37807,38801,38801,38801,38801,38801,38801
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,106,9,15388,25077,18154,29584,20923,22616,23385,24001,24001,24001,24001,24001,24001,34097,36856,38110,39113,39113,39113,39113,39113,39113
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,107,9,15526,25302,18292,29809,21086,22794,23570,24191,24191,24191,24191,24191,24191,34363,37146,38411,39423,39423,39423,39423,39423,39423
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,108,9,15665,25529,18431,30036,21250,22973,23757,24383,24383,24383,24383,24383,24383,34631,37439,38715,39737,39737,39737,39737,39737,39737
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,109,9,15804,25755,18570,30262,21414,23153,23943,24575,24575,24575,24575,24575,24575,34897,37730,39018,40048,40048,40048,40048,40048,40048
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,110,9,15943,25982,18709,30489,21578,23332,24129,24767,24767,24767,24767,24767,24767,35165,38023,39322,40362,40362,40362,40362,40362,40362
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,110,10,15943,25982,19131,31178,22000,23754,24551,25189,25189,25189,25189,25189,25189,35854,38712,40011,41051,41051,41051,41051,41051,41051
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,111,10,16082,26208,19270,31404,22164,23933,24737,25381,25381,25381,25381,25381,25381,36121,39004,40314,41363,41363,41363,41363,41363,41363
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,112,10,16221,26435,19409,31631,22328,24113,24924,25572,25572,25572,25572,25572,25572,36389,39297,40618,41676,41676,41676,41676,41676,41676
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,113,10,16361,26663,19549,31859,22493,24293,25111,25766,25766,25766,25766,25766,25766,36658,39591,40924,41990,41990,41990,41990,41990,41990
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,114,10,16500,26890,19688,32086,22658,24473,25298,25958,25958,25958,25958,25958,25958,36926,39884,41228,42304,42304,42304,42304,42304,42304
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,115,10,16640,27118,19828,32314,22823,24653,25485,26151,26151,26151,26151,26151,26151,37195,40178,41534,42618,42618,42618,42618,42618,42618
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,116,10,16780,27345,19968,32541,22988,24834,25673,26344,26344,26344,26344,26344,26344,37463,40471,41838,42932,42932,42932,42932,42932,42932
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,117,10,16920,27573,20108,32769,23153,25014,25860,26537,26537,26537,26537,26537,26537,37732,40765,42143,43246,43246,43246,43246,43246,43246
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,118,10,17060,27802,20248,32998,23318,25195,26048,26730,26730,26730,26730,26730,26730,38002,41060,42450,43562,43562,43562,43562,43562,43562
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,119,10,17200,28030,20388,33226,23484,25376,26236,26924,26924,26924,26924,26924,26924,38271,41354,42756,43877,43877,43877,43877,43877,43877
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,120,10,17340,28258,20528,33454,23649,25556,26423,27117,27117,27117,27117,27117,27117,38540,41648,43061,44192,44192,44192,44192,44192,44192
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,120,11,17340,28258,21675,35322,24796,26703,27570,28264,28264,28264,28264,28264,28264,40408,43516,44929,46060,46060,46060,46060,46060,46060
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,121,11,17481,28487,21816,35551,24962,26885,27759,28458,28458,28458,28458,28458,28458,40678,43812,45236,46376,46376,46376,46376,46376,46376
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,122,11,17621,28716,21956,35780,25127,27066,27947,28651,28651,28651,28651,28651,28651,40948,44107,45543,46692,46692,46692,46692,46692,46692
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,123,11,17762,28945,22097,36009,25294,27247,28136,28846,28846,28846,28846,28846,28846,41219,44403,45850,47008,47008,47008,47008,47008,47008
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,124,11,17902,29175,22237,36239,25459,27428,28323,29039,29039,29039,29039,29039,29039,41490,44699,46158,47325,47325,47325,47325,47325,47325
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,125,11,18043,29404,22378,36468,25625,27610,28512,29234,29234,29234,29234,29234,29234,41760,44995,46465,47641,47641,47641,47641,47641,47641
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,126,11,18184,29634,22519,36698,25792,27792,28701,29428,29428,29428,29428,29428,29428,42032,45291,46773,47958,47958,47958,47958,47958,47958
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,127,11,18325,29864,22660,36928,25958,27974,28890,29623,29623,29623,29623,29623,29623,42303,45588,47081,48276,48276,48276,48276,48276,48276
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,128,11,18467,30094,22802,37158,26126,28157,29080,29819,29819,29819,29819,29819,29819,42574,45885,47389,48593,48593,48593,48593,48593,48593
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,129,11,18608,30324,22943,37388,26292,28339,29269,30014,30014,30014,30014,30014,30014,42846,46181,47698,48911,48911,48911,48911,48911,48911
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,130,11,18749,30555,23084,37619,26458,28521,29458,30208,30208,30208,30208,30208,30208,43118,46479,48007,49229,49229,49229,49229,49229,49229
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,130,12,18749,30555,23811,38804,27185,29248,30185,30935,30935,30935,30935,30935,30935,44303,47664,49192,50414,50414,50414,50414,50414,50414
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,131,12,18891,30785,23953,39034,27353,29431,30375,31131,31131,31131,31131,31131,31131,44575,47961,49500,50732,50732,50732,50732,50732,50732
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,132,12,19032,31016,24094,39265,27519,29613,30564,31326,31326,31326,31326,31326,31326,44847,48259,49810,51051,51051,51051,51051,51051,51051
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,133,12,19174,31247,24236,39496,27687,29796,30755,31522,31522,31522,31522,31522,31522,45120,48557,50119,51369,51369,51369,51369,51369,51369
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,134,12,19316,31478,24378,39727,27854,29979,30945,31718,31718,31718,31718,31718,31718,45393,48855,50429,51688,51688,51688,51688,51688,51688
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,135,12,19458,31710,24520,39959,28022,30162,31135,31914,31914,31914,31914,31914,31914,45666,49154,50740,52008,52008,52008,52008,52008,52008
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,136,12,19600,31941,24662,40190,28190,30346,31326,32110,32110,32110,32110,32110,32110,45939,49452,51049,52327,52327,52327,52327,52327,52327
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,137,12,19742,32173,24804,40422,28357,30529,31516,32305,32305,32305,32305,32305,32305,46213,49752,51360,52647,52647,52647,52647,52647,52647
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,138,12,19884,32405,24946,40654,28525,30712,31706,32501,32501,32501,32501,32501,32501,46486,50051,51671,52967,52967,52967,52967,52967,52967
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,139,12,20027,32637,25089,40886,28693,30896,31898,32699,32699,32699,32699,32699,32699,46760,50350,51982,53288,53288,53288,53288,53288,53288
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,140,12,20169,32869,25231,41118,28861,31080,32088,32895,32895,32895,32895,32895,32895,47034,50650,52293,53608,53608,53608,53608,53608,53608
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,140,13,20169,32869,26219,42729,29849,32068,33076,33883,33883,33883,33883,33883,33883,48645,52261,53904,55219,55219,55219,55219,55219,55219
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,141,13,20312,33101,26362,42961,30018,32252,33268,34080,34080,34080,34080,34080,34080,48919,52560,54215,55539,55539,55539,55539,55539,55539
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,142,13,20454,33334,26504,43194,30185,32435,33458,34276,34276,34276,34276,34276,34276,49194,52860,54527,55860,55860,55860,55860,55860,55860
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,143,13,20597,33566,26647,43426,30354,32620,33649,34473,34473,34473,34473,34473,34473,49467,53160,54838,56181,56181,56181,56181,56181,56181
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,144,13,20740,33799,26790,43659,30523,32804,33841,34671,34671,34671,34671,34671,34671,49742,53460,55150,56502,56502,56502,56502,56502,56502
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,145,13,20883,34032,26933,43892,30691,32989,34033,34868,34868,34868,34868,34868,34868,50017,53761,55462,56824,56824,56824,56824,56824,56824
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,146,13,21026,34265,27076,44125,30860,33173,34224,35065,35065,35065,35065,35065,35065,50292,54061,55775,57145,57145,57145,57145,57145,57145
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,147,13,21169,34499,27219,44359,31029,33358,34416,35263,35263,35263,35263,35263,35263,50568,54363,56088,57468,57468,57468,57468,57468,57468
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,148,13,21313,34732,27363,44592,31199,33543,34609,35461,35461,35461,35461,35461,35461,50843,54664,56400,57790,57790,57790,57790,57790,57790
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,149,13,21456,34966,27506,44826,31368,33728,34801,35659,35659,35659,35659,35659,35659,51119,54966,56714,58113,58113,58113,58113,58113,58113
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,150,13,21600,35200,27650,45060,31538,33914,34994,35858,35858,35858,35858,35858,35858,51396,55268,57028,58436,58436,58436,58436,58436,58436
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,■グレード,,*$AO9,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,星,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,レアリティ,1,2,3,4,5,6,7,8,9,10,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FestivalUR,1.00,1.18,1.29,1.34,1.38,1,1,1,1,1,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PremiumUR,1.00,1.16,1.26,1.32,1.35,1,1,1,1,1,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PremiumSSR,1.00,1.12,1.19,1.23,1.25,1,1,1,1,1,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PremiumSR,1.00,1.09,1.14,1.17,1.19,1,1,1,1,1,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PremiumR,1.00,1.08,1.11,1.14,1.16,1,1,1,1,1,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DropSSR,1.00,1.07,1.09,1.12,1.14,1,1,1,1,1,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DropSR,1.00,1.05,1.07,1.10,1.12,1,1,1,1,1,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DropR,1.00,1.03,1.05,1.08,1.10,1,1,1,1,1,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,指数係数,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.1,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ランク,上昇率,参照レベル,HP上昇値,ATK上昇値,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,0,0,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1.06,20,250,408,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1.09,30,483,787,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1.11,40,727,1184,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,1.12,50,945,1540,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,1.15,60,1376,2243,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,1.16,70,1679,2736,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,1.17,80,2011,3278,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,1.18,90,2373,3868,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,1.19,100,2766,4507,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,1.2,110,3188,5196,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,1.25,120,4335,7064,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,1.27,130,5062,8249,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,1.3,140,6050,9860,,,,,,,,,,,,,,,,,,,
