"作品ID
+
施策回数",作品名,"クエスト難易度
or
種別",クエストタイプ,クエストカテゴリー,クエスト_id,クエスト名,ステージ_id,"stage_id
※降臨バトルは不要","ステージアイコン画像ID
※イベントや降臨バトルは不要",リリースキー,備考
sum,サマータイムレンダ,hard,main,メインクエスト,quest_main_sum_hard_14,14.サマータイムレンダ,04,hard_sum_00004,stage_icon_sum_hard_04,,
sum,サマータイムレンダ,hard,main,メインクエスト,quest_main_sum_hard_14,14.サマータイムレンダ,05,hard_sum_00005,stage_icon_sum_hard_05,,
sum,サマータイムレンダ,hard,main,メインクエスト,quest_main_sum_hard_14,14.サマータイムレンダ,06,hard_sum_00006,stage_icon_sum_hard_06,,
,,,,,,,,,,,
kai,怪獣８号,hard,main,メインクエスト,quest_main_kai_hard_15,15.怪獣８号,01,hard_kai_00001,stage_icon_kai_hard_01,,
kai,怪獣８号,hard,main,メインクエスト,quest_main_kai_hard_15,15.怪獣８号,02,hard_kai_00002,stage_icon_kai_hard_02,,
kai,怪獣８号,hard,main,メインクエスト,quest_main_kai_hard_15,15.怪獣８号,03,hard_kai_00003,stage_icon_kai_hard_03,,
kai,怪獣８号,hard,main,メインクエスト,quest_main_kai_hard_15,15.怪獣８号,04,hard_kai_00004,stage_icon_kai_hard_04,,
kai,怪獣８号,hard,main,メインクエスト,quest_main_kai_hard_15,15.怪獣８号,05,hard_kai_00005,stage_icon_kai_hard_05,,
kai,怪獣８号,hard,main,メインクエスト,quest_main_kai_hard_15,15.怪獣８号,06,hard_kai_00006,stage_icon_kai_hard_06,,
,,,,,,,,,,,
glo4,GLOW,hard,main,メインクエスト,quest_main_glo4_hard_16,16.リミックスクエスト Vol.4,01,hard_glo4_00001,stage_icon_glo4_hard_01,,
glo4,GLOW,hard,main,メインクエスト,quest_main_glo4_hard_16,16.リミックスクエスト Vol.4,02,hard_glo4_00002,stage_icon_glo4_hard_02,,
glo4,GLOW,hard,main,メインクエスト,quest_main_glo4_hard_16,16.リミックスクエスト Vol.4,03,hard_glo4_00003,stage_icon_glo4_hard_03,,
glo4,GLOW,hard,main,メインクエスト,quest_main_glo4_hard_16,16.リミックスクエスト Vol.4,04,hard_glo4_00004,stage_icon_glo4_hard_04,,
glo4,GLOW,hard,main,メインクエスト,quest_main_glo4_hard_16,16.リミックスクエスト Vol.4,05,hard_glo4_00005,stage_icon_glo4_hard_05,,
glo4,GLOW,hard,main,メインクエスト,quest_main_glo4_hard_16,16.リミックスクエスト Vol.4,06,hard_glo4_00006,stage_icon_glo4_hard_06,,
,,,,,,,,,,,
osh,【推しの子】,hard,main,メインクエスト,quest_main_osh_hard_17,17.【推しの子】,01,hard_osh_00001,stage_icon_osh_hard_01,,
osh,【推しの子】,hard,main,メインクエスト,quest_main_osh_hard_17,17.【推しの子】,02,hard_osh_00002,stage_icon_osh_hard_02,,
osh,【推しの子】,hard,main,メインクエスト,quest_main_osh_hard_17,17.【推しの子】,03,hard_osh_00003,stage_icon_osh_hard_03,,
,,,,,,,,,,,
you,幼稚園WARS,hard,main,メインクエスト,quest_main_you_hard_18,18.幼稚園WARS,01,hard_you_00001,stage_icon_you_hard_01,,
you,幼稚園WARS,hard,main,メインクエスト,quest_main_you_hard_18,18.幼稚園WARS,02,hard_you_00002,stage_icon_you_hard_02,,
you,幼稚園WARS,hard,main,メインクエスト,quest_main_you_hard_18,18.幼稚園WARS,03,hard_you_00003,stage_icon_you_hard_03,,
,,,,,,,,,,,
aya,あやかしトライアングル,hard,main,メインクエスト,quest_main_aya_hard_19,19.あやかしトライアングル,01,hard_aya_00001,stage_icon_aya_hard_01,,
aya,あやかしトライアングル,hard,main,メインクエスト,quest_main_aya_hard_19,19.あやかしトライアングル,02,hard_aya_00002,stage_icon_aya_hard_02,,
aya,あやかしトライアングル,hard,main,メインクエスト,quest_main_aya_hard_19,19.あやかしトライアングル,03,hard_aya_00003,stage_icon_aya_hard_03,,
,,,,,,,,,,,
mar,マリッジトキシン,hard,main,メインクエスト,quest_main_mar_hard_20,20.マリッジトキシン,01,hard_mar_00001,stage_icon_mar_hard_01,,
mar,マリッジトキシン,hard,main,メインクエスト,quest_main_mar_hard_20,20.マリッジトキシン,02,hard_mar_00002,stage_icon_mar_hard_02,,
mar,マリッジトキシン,hard,main,メインクエスト,quest_main_mar_hard_20,20.マリッジトキシン,03,hard_mar_00003,stage_icon_mar_hard_03,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
▼メインクエスト（エクストラ）,,,,,,,,,,,
,,,,,,,,,,,
spy,SPY×FAMILY,veryhard,main,メインクエスト,quest_main_spy_veryhard_1,1.SPY FAMILY,01,veryhard_spy_00001,stage_icon_spy_veryhard_01,,
spy,SPY×FAMILY,veryhard,main,メインクエスト,quest_main_spy_veryhard_1,1.SPY FAMILY,02,veryhard_spy_00002,stage_icon_spy_veryhard_02,,
spy,SPY×FAMILY,veryhard,main,メインクエスト,quest_main_spy_veryhard_1,1.SPY FAMILY,03,veryhard_spy_00003,stage_icon_spy_veryhard_03,,
spy,SPY×FAMILY,veryhard,main,メインクエスト,quest_main_spy_veryhard_1,1.SPY FAMILY,04,veryhard_spy_00004,stage_icon_spy_veryhard_04,,
spy,SPY×FAMILY,veryhard,main,メインクエスト,quest_main_spy_veryhard_1,1.SPY FAMILY,05,veryhard_spy_00005,stage_icon_spy_veryhard_05,,
spy,SPY×FAMILY,veryhard,main,メインクエスト,quest_main_spy_veryhard_1,1.SPY FAMILY,06,veryhard_spy_00006,stage_icon_spy_veryhard_06,,
,,,,,,,,,,,
gom,姫様“拷問”の時間です,veryhard,main,メインクエスト,quest_main_gom_veryhard_2,2.姫様“拷問”の時間です,01,veryhard_gom_00001,stage_icon_gom_veryhard_01,,
gom,姫様“拷問”の時間です,veryhard,main,メインクエスト,quest_main_gom_veryhard_2,2.姫様“拷問”の時間です,02,veryhard_gom_00002,stage_icon_gom_veryhard_02,,
gom,姫様“拷問”の時間です,veryhard,main,メインクエスト,quest_main_gom_veryhard_2,2.姫様“拷問”の時間です,03,veryhard_gom_00003,stage_icon_gom_veryhard_03,,
gom,姫様“拷問”の時間です,veryhard,main,メインクエスト,quest_main_gom_veryhard_2,2.姫様“拷問”の時間です,04,veryhard_gom_00004,stage_icon_gom_veryhard_04,,
gom,姫様“拷問”の時間です,veryhard,main,メインクエスト,quest_main_gom_veryhard_2,2.姫様“拷問”の時間です,05,veryhard_gom_00005,stage_icon_gom_veryhard_05,,
gom,姫様“拷問”の時間です,veryhard,main,メインクエスト,quest_main_gom_veryhard_2,2.姫様“拷問”の時間です,06,veryhard_gom_00006,stage_icon_gom_veryhard_06,,
,,,,,,,,,,,
aka,ラーメン赤猫,veryhard,main,メインクエスト,quest_main_aka_veryhard_3,3.ラーメン赤猫,01,veryhard_aka_00001,stage_icon_aka_veryhard_01,,
aka,ラーメン赤猫,veryhard,main,メインクエスト,quest_main_aka_veryhard_3,3.ラーメン赤猫,02,veryhard_aka_00002,stage_icon_aka_veryhard_02,,
aka,ラーメン赤猫,veryhard,main,メインクエスト,quest_main_aka_veryhard_3,3.ラーメン赤猫,03,veryhard_aka_00003,stage_icon_aka_veryhard_03,,
,,,,,,,,,,,
glo1,GLOW,veryhard,main,メインクエスト,quest_main_glo1_veryhard_4,4.リミックスクエスト Vol.1,01,veryhard_glo1_00001,stage_icon_glo1_veryhard_01,,
glo1,GLOW,veryhard,main,メインクエスト,quest_main_glo1_veryhard_4,4.リミックスクエスト Vol.1,02,veryhard_glo1_00002,stage_icon_glo1_veryhard_02,,
glo1,GLOW,veryhard,main,メインクエスト,quest_main_glo1_veryhard_4,4.リミックスクエスト Vol.1,03,veryhard_glo1_00003,stage_icon_glo1_veryhard_03,,
glo1,GLOW,veryhard,main,メインクエスト,quest_main_glo1_veryhard_4,4.リミックスクエスト Vol.1,04,veryhard_glo1_00004,stage_icon_glo1_veryhard_04,,
glo1,GLOW,veryhard,main,メインクエスト,quest_main_glo1_veryhard_4,4.リミックスクエスト Vol.1,05,veryhard_glo1_00005,stage_icon_glo1_veryhard_05,,
glo1,GLOW,veryhard,main,メインクエスト,quest_main_glo1_veryhard_4,4.リミックスクエスト Vol.1,06,veryhard_glo1_00006,stage_icon_glo1_veryhard_06,,
,,,,,,,,,,,
dan,ダンダダン,veryhard,main,メインクエスト,quest_main_dan_veryhard_5,5.ダンダダン,01,veryhard_dan_00001,stage_icon_dan_veryhard_01,,
dan,ダンダダン,veryhard,main,メインクエスト,quest_main_dan_veryhard_5,5.ダンダダン,02,veryhard_dan_00002,stage_icon_dan_veryhard_02,,
dan,ダンダダン,veryhard,main,メインクエスト,quest_main_dan_veryhard_5,5.ダンダダン,03,veryhard_dan_00003,stage_icon_dan_veryhard_03,,
dan,ダンダダン,veryhard,main,メインクエスト,quest_main_dan_veryhard_5,5.ダンダダン,04,veryhard_dan_00004,stage_icon_dan_veryhard_04,,
dan,ダンダダン,veryhard,main,メインクエスト,quest_main_dan_veryhard_5,5.ダンダダン,05,veryhard_dan_00005,stage_icon_dan_veryhard_05,,
dan,ダンダダン,veryhard,main,メインクエスト,quest_main_dan_veryhard_5,5.ダンダダン,06,veryhard_dan_00006,stage_icon_dan_veryhard_06,,
,,,,,,,,,,,
jig,地獄楽,veryhard,main,メインクエスト,quest_main_jig_veryhard_6,6.地獄楽,01,veryhard_jig_00001,stage_icon_jig_veryhard_01,,
jig,地獄楽,veryhard,main,メインクエスト,quest_main_jig_veryhard_6,6.地獄楽,02,veryhard_jig_00002,stage_icon_jig_veryhard_02,,
jig,地獄楽,veryhard,main,メインクエスト,quest_main_jig_veryhard_6,6.地獄楽,03,veryhard_jig_00003,stage_icon_jig_veryhard_03,,
jig,地獄楽,veryhard,main,メインクエスト,quest_main_jig_veryhard_6,6.地獄楽,04,veryhard_jig_00004,stage_icon_jig_veryhard_04,,
jig,地獄楽,veryhard,main,メインクエスト,quest_main_jig_veryhard_6,6.地獄楽,05,veryhard_jig_00005,stage_icon_jig_veryhard_05,,
jig,地獄楽,veryhard,main,メインクエスト,quest_main_jig_veryhard_6,6.地獄楽,06,veryhard_jig_00006,stage_icon_jig_veryhard_06,,
,,,,,,,,,,,
tak,タコピーの原罪,veryhard,main,メインクエスト,quest_main_tak_veryhard_7,7.タコピーの原罪,01,veryhard_tak_00001,stage_icon_tak_veryhard_01,,
tak,タコピーの原罪,veryhard,main,メインクエスト,quest_main_tak_veryhard_7,7.タコピーの原罪,02,veryhard_tak_00002,stage_icon_tak_veryhard_02,,
tak,タコピーの原罪,veryhard,main,メインクエスト,quest_main_tak_veryhard_7,7.タコピーの原罪,03,veryhard_tak_00003,stage_icon_tak_veryhard_03,,
,,,,,,,,,,,
glo2,GLOW,veryhard,main,メインクエスト,quest_main_glo2_veryhard_8,8.リミックスクエスト Vol.2,01,veryhard_glo2_00001,stage_icon_glo2_veryhard_01,,
glo2,GLOW,veryhard,main,メインクエスト,quest_main_glo2_veryhard_8,8.リミックスクエスト Vol.2,02,veryhard_glo2_00002,stage_icon_glo2_veryhard_02,,
glo2,GLOW,veryhard,main,メインクエスト,quest_main_glo2_veryhard_8,8.リミックスクエスト Vol.2,03,veryhard_glo2_00003,stage_icon_glo2_veryhard_03,,
glo2,GLOW,veryhard,main,メインクエスト,quest_main_glo2_veryhard_8,8.リミックスクエスト Vol.2,04,veryhard_glo2_00004,stage_icon_glo2_veryhard_04,,
glo2,GLOW,veryhard,main,メインクエスト,quest_main_glo2_veryhard_8,8.リミックスクエスト Vol.2,05,veryhard_glo2_00005,stage_icon_glo2_veryhard_05,,
glo2,GLOW,veryhard,main,メインクエスト,quest_main_glo2_veryhard_8,8.リミックスクエスト Vol.2,06,veryhard_glo2_00006,stage_icon_glo2_veryhard_06,,
,,,,,,,,,,,
chi,チェンソーマン,veryhard,main,メインクエスト,quest_main_chi_veryhard_9,9.チェンソーマン,01,veryhard_chi_00001,stage_icon_chi_veryhard_01,,
chi,チェンソーマン,veryhard,main,メインクエスト,quest_main_chi_veryhard_9,9.チェンソーマン,02,veryhard_chi_00002,stage_icon_chi_veryhard_02,,
chi,チェンソーマン,veryhard,main,メインクエスト,quest_main_chi_veryhard_9,9.チェンソーマン,03,veryhard_chi_00003,stage_icon_chi_veryhard_03,,
chi,チェンソーマン,veryhard,main,メインクエスト,quest_main_chi_veryhard_9,9.チェンソーマン,04,veryhard_chi_00004,stage_icon_chi_veryhard_04,,
chi,チェンソーマン,veryhard,main,メインクエスト,quest_main_chi_veryhard_9,9.チェンソーマン,05,veryhard_chi_00005,stage_icon_chi_veryhard_05,,
chi,チェンソーマン,veryhard,main,メインクエスト,quest_main_chi_veryhard_9,9.チェンソーマン,06,veryhard_chi_00006,stage_icon_chi_veryhard_06,,
,,,,,,,,,,,
sur,魔都精兵のスレイブ,veryhard,main,メインクエスト,quest_main_sur_veryhard_10,10.魔都精兵のスレイブ,01,veryhard_sur_00001,stage_icon_sur_veryhard_01,,
sur,魔都精兵のスレイブ,veryhard,main,メインクエスト,quest_main_sur_veryhard_10,10.魔都精兵のスレイブ,02,veryhard_sur_00002,stage_icon_sur_veryhard_02,,
sur,魔都精兵のスレイブ,veryhard,main,メインクエスト,quest_main_sur_veryhard_10,10.魔都精兵のスレイブ,03,veryhard_sur_00003,stage_icon_sur_veryhard_03,,
sur,魔都精兵のスレイブ,veryhard,main,メインクエスト,quest_main_sur_veryhard_10,10.魔都精兵のスレイブ,04,veryhard_sur_00004,stage_icon_sur_veryhard_04,,
sur,魔都精兵のスレイブ,veryhard,main,メインクエスト,quest_main_sur_veryhard_10,10.魔都精兵のスレイブ,05,veryhard_sur_00005,stage_icon_sur_veryhard_05,,
sur,魔都精兵のスレイブ,veryhard,main,メインクエスト,quest_main_sur_veryhard_10,10.魔都精兵のスレイブ,06,veryhard_sur_00006,stage_icon_sur_veryhard_06,,
,,,,,,,,,,,
rik,トマトイプーのリコピン,veryhard,main,メインクエスト,quest_main_rik_veryhard_11,11.トマトイプーのリコピン,01,veryhard_rik_00001,stage_icon_rik_veryhard_01,,
rik,トマトイプーのリコピン,veryhard,main,メインクエスト,quest_main_rik_veryhard_11,11.トマトイプーのリコピン,02,veryhard_rik_00002,stage_icon_rik_veryhard_02,,
rik,トマトイプーのリコピン,veryhard,main,メインクエスト,quest_main_rik_veryhard_11,11.トマトイプーのリコピン,03,veryhard_rik_00003,stage_icon_rik_veryhard_03,,
,,,,,,,,,,,
glo3,GLOW,veryhard,main,メインクエスト,quest_main_glo3_veryhard_12,12.リミックスクエスト Vol.3,01,veryhard_glo3_00001,stage_icon_glo3_veryhard_01,,
glo3,GLOW,veryhard,main,メインクエスト,quest_main_glo3_veryhard_12,12.リミックスクエスト Vol.3,02,veryhard_glo3_00002,stage_icon_glo3_veryhard_02,,
glo3,GLOW,veryhard,main,メインクエスト,quest_main_glo3_veryhard_12,12.リミックスクエスト Vol.3,03,veryhard_glo3_00003,stage_icon_glo3_veryhard_03,,
glo3,GLOW,veryhard,main,メインクエスト,quest_main_glo3_veryhard_12,12.リミックスクエスト Vol.3,04,veryhard_glo3_00004,stage_icon_glo3_veryhard_04,,
glo3,GLOW,veryhard,main,メインクエスト,quest_main_glo3_veryhard_12,12.リミックスクエスト Vol.3,05,veryhard_glo3_00005,stage_icon_glo3_veryhard_05,,
glo3,GLOW,veryhard,main,メインクエスト,quest_main_glo3_veryhard_12,12.リミックスクエスト Vol.3,06,veryhard_glo3_00006,stage_icon_glo3_veryhard_06,,
,,,,,,,,,,,
mag,株式会社マジルミエ,veryhard,main,メインクエスト,quest_main_mag_veryhard_13,13.株式会社マジルミエ,01,veryhard_mag_00001,stage_icon_mag_veryhard_01,,
mag,株式会社マジルミエ,veryhard,main,メインクエスト,quest_main_mag_veryhard_13,13.株式会社マジルミエ,02,veryhard_mag_00002,stage_icon_mag_veryhard_02,,
mag,株式会社マジルミエ,veryhard,main,メインクエスト,quest_main_mag_veryhard_13,13.株式会社マジルミエ,03,veryhard_mag_00003,stage_icon_mag_veryhard_03,,
mag,株式会社マジルミエ,veryhard,main,メインクエスト,quest_main_mag_veryhard_13,13.株式会社マジルミエ,04,veryhard_mag_00004,stage_icon_mag_veryhard_04,,
mag,株式会社マジルミエ,veryhard,main,メインクエスト,quest_main_mag_veryhard_13,13.株式会社マジルミエ,05,veryhard_mag_00005,stage_icon_mag_veryhard_05,,
mag,株式会社マジルミエ,veryhard,main,メインクエスト,quest_main_mag_veryhard_13,13.株式会社マジルミエ,06,veryhard_mag_00006,stage_icon_mag_veryhard_06,,
,,,,,,,,,,,
sum,サマータイムレンダ,veryhard,main,メインクエスト,quest_main_sum_veryhard_14,14.サマータイムレンダ,01,veryhard_sum_00001,stage_icon_sum_veryhard_01,,
sum,サマータイムレンダ,veryhard,main,メインクエスト,quest_main_sum_veryhard_14,14.サマータイムレンダ,02,veryhard_sum_00002,stage_icon_sum_veryhard_02,,
sum,サマータイムレンダ,veryhard,main,メインクエスト,quest_main_sum_veryhard_14,14.サマータイムレンダ,03,veryhard_sum_00003,stage_icon_sum_veryhard_03,,
sum,サマータイムレンダ,veryhard,main,メインクエスト,quest_main_sum_veryhard_14,14.サマータイムレンダ,04,veryhard_sum_00004,stage_icon_sum_veryhard_04,,
sum,サマータイムレンダ,veryhard,main,メインクエスト,quest_main_sum_veryhard_14,14.サマータイムレンダ,05,veryhard_sum_00005,stage_icon_sum_veryhard_05,,
sum,サマータイムレンダ,veryhard,main,メインクエスト,quest_main_sum_veryhard_14,14.サマータイムレンダ,06,veryhard_sum_00006,stage_icon_sum_veryhard_06,,
,,,,,,,,,,,
kai,怪獣８号,veryhard,main,メインクエスト,quest_main_kai_veryhard_15,15.怪獣８号,01,veryhard_kai_00001,stage_icon_kai_veryhard_01,,
kai,怪獣８号,veryhard,main,メインクエスト,quest_main_kai_veryhard_15,15.怪獣８号,02,veryhard_kai_00002,stage_icon_kai_veryhard_02,,
kai,怪獣８号,veryhard,main,メインクエスト,quest_main_kai_veryhard_15,15.怪獣８号,03,veryhard_kai_00003,stage_icon_kai_veryhard_03,,
kai,怪獣８号,veryhard,main,メインクエスト,quest_main_kai_veryhard_15,15.怪獣８号,04,veryhard_kai_00004,stage_icon_kai_veryhard_04,,
kai,怪獣８号,veryhard,main,メインクエスト,quest_main_kai_veryhard_15,15.怪獣８号,05,veryhard_kai_00005,stage_icon_kai_veryhard_05,,
kai,怪獣８号,veryhard,main,メインクエスト,quest_main_kai_veryhard_15,15.怪獣８号,06,veryhard_kai_00006,stage_icon_kai_veryhard_06,,
,,,,,,,,,,,
glo4,GLOW,veryhard,main,メインクエスト,quest_main_glo4_veryhard_16,16.リミックスクエスト Vol.4,01,veryhard_glo4_00001,stage_icon_glo4_veryhard_01,,
glo4,GLOW,veryhard,main,メインクエスト,quest_main_glo4_veryhard_16,16.リミックスクエスト Vol.4,02,veryhard_glo4_00002,stage_icon_glo4_veryhard_02,,
glo4,GLOW,veryhard,main,メインクエスト,quest_main_glo4_veryhard_16,16.リミックスクエスト Vol.4,03,veryhard_glo4_00003,stage_icon_glo4_veryhard_03,,
glo4,GLOW,veryhard,main,メインクエスト,quest_main_glo4_veryhard_16,16.リミックスクエスト Vol.4,04,veryhard_glo4_00004,stage_icon_glo4_veryhard_04,,
glo4,GLOW,veryhard,main,メインクエスト,quest_main_glo4_veryhard_16,16.リミックスクエスト Vol.4,05,veryhard_glo4_00005,stage_icon_glo4_veryhard_05,,
glo4,GLOW,veryhard,main,メインクエスト,quest_main_glo4_veryhard_16,16.リミックスクエスト Vol.4,06,veryhard_glo4_00006,stage_icon_glo4_veryhard_06,,
,,,,,,,,,,,
osh,【推しの子】,veryhard,main,メインクエスト,quest_main_osh_veryhard_17,17.【推しの子】,01,veryhard_osh_00001,stage_icon_osh_veryhard_01,,
osh,【推しの子】,veryhard,main,メインクエスト,quest_main_osh_veryhard_17,17.【推しの子】,02,veryhard_osh_00002,stage_icon_osh_veryhard_02,,
osh,【推しの子】,veryhard,main,メインクエスト,quest_main_osh_veryhard_17,17.【推しの子】,03,veryhard_osh_00003,stage_icon_osh_veryhard_03,,
,,,,,,,,,,,
you,幼稚園WARS,veryhard,main,メインクエスト,quest_main_you_veryhard_18,18.幼稚園WARS,01,veryhard_you_00001,stage_icon_you_veryhard_01,,
you,幼稚園WARS,veryhard,main,メインクエスト,quest_main_you_veryhard_18,18.幼稚園WARS,02,veryhard_you_00002,stage_icon_you_veryhard_02,,
you,幼稚園WARS,veryhard,main,メインクエスト,quest_main_you_veryhard_18,18.幼稚園WARS,03,veryhard_you_00003,stage_icon_you_veryhard_03,,
,,,,,,,,,,,
aya,あやかしトライアングル,veryhard,main,メインクエスト,quest_main_aya_veryhard_19,19.あやかしトライアングル,01,veryhard_aya_00001,stage_icon_aya_veryhard_01,,
aya,あやかしトライアングル,veryhard,main,メインクエスト,quest_main_aya_veryhard_19,19.あやかしトライアングル,02,veryhard_aya_00002,stage_icon_aya_veryhard_02,,
aya,あやかしトライアングル,veryhard,main,メインクエスト,quest_main_aya_veryhard_19,19.あやかしトライアングル,03,veryhard_aya_00003,stage_icon_aya_veryhard_03,,
,,,,,,,,,,,
mar,マリッジトキシン,veryhard,main,メインクエスト,quest_main_mar_veryhard_20,20.マリッジトキシン,01,veryhard_mar_00001,stage_icon_mar_veryhard_01,,
mar,マリッジトキシン,veryhard,main,メインクエスト,quest_main_mar_veryhard_20,20.マリッジトキシン,02,veryhard_mar_00002,stage_icon_mar_veryhard_02,,
mar,マリッジトキシン,veryhard,main,メインクエスト,quest_main_mar_veryhard_20,20.マリッジトキシン,03,veryhard_mar_00003,stage_icon_mar_veryhard_03,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
▼その他クエスト,,,,,,,,,,,
glo,GLOW,null,coin,強化/素材入手,quest_enhance_00001,コイン獲得クエスト,,enhance_00001,なし,-,
glo,GLOW,Normal,Tutorial,チュートリアル,tutorial,チュートリアル,01,tutorial_1,general_coin,,
glo,GLOW,Normal,Tutorial,チュートリアル,tutorial,チュートリアル,02,tutorial_2,general_coin,,
glo,GLOW,Normal,Tutorial,チュートリアル,tutorial,チュートリアル,03,tutorial_3,general_coin,,
,,,,,,,,,,,
▼イベント関連のクエスト,,,,,,,,,,,
,,,,,,,,,,,
kai1,怪獣８号,1day,event,デイリー,quest_event_kai1_1day,候補生としての入隊,01,event_kai1_1day_00001,,,
kai1,怪獣８号,charaget01,event,ストーリー,quest_event_kai1_charaget01,気に入らねェ 気に入らねェ,01,event_kai1_charaget01_00001,,,
kai1,怪獣８号,charaget01,event,ストーリー,quest_event_kai1_charaget01,気に入らねェ 気に入らねェ,02,event_kai1_charaget01_00002,,,
kai1,怪獣８号,charaget01,event,ストーリー,quest_event_kai1_charaget01,気に入らねェ 気に入らねェ,03,event_kai1_charaget01_00003,,,
kai1,怪獣８号,charaget01,event,ストーリー,quest_event_kai1_charaget01,気に入らねェ 気に入らねェ,04,event_kai1_charaget01_00004,,,
kai1,怪獣８号,charaget01,event,ストーリー,quest_event_kai1_charaget01,気に入らねェ 気に入らねェ,05,event_kai1_charaget01_00005,,,
kai1,怪獣８号,charaget01,event,ストーリー,quest_event_kai1_charaget01,気に入らねェ 気に入らねェ,06,event_kai1_charaget01_00006,,,
kai1,怪獣８号,charaget01,event,ストーリー,quest_event_kai1_charaget01,気に入らねェ 気に入らねェ,07,event_kai1_charaget01_00007,,,
kai1,怪獣８号,charaget01,event,ストーリー,quest_event_kai1_charaget01,気に入らねェ 気に入らねェ,08,event_kai1_charaget01_00008,,,
kai1,怪獣８号,charaget02,event,ストーリー,quest_event_kai1_charaget02,怪獣８号の引き渡しを命ずる,01,event_kai1_charaget02_00001,,,
kai1,怪獣８号,charaget02,event,ストーリー,quest_event_kai1_charaget02,怪獣８号の引き渡しを命ずる,02,event_kai1_charaget02_00002,,,
kai1,怪獣８号,charaget02,event,ストーリー,quest_event_kai1_charaget02,怪獣８号の引き渡しを命ずる,03,event_kai1_charaget02_00003,,,
kai1,怪獣８号,charaget02,event,ストーリー,quest_event_kai1_charaget02,怪獣８号の引き渡しを命ずる,04,event_kai1_charaget02_00004,,,
kai1,怪獣８号,charaget02,event,ストーリー,quest_event_kai1_charaget02,怪獣８号の引き渡しを命ずる,05,event_kai1_charaget02_00005,,,
kai1,怪獣８号,charaget02,event,ストーリー,quest_event_kai1_charaget02,怪獣８号の引き渡しを命ずる,06,event_kai1_charaget02_00006,,,
kai1,怪獣８号,charaget02,event,ストーリー,quest_event_kai1_charaget02,怪獣８号の引き渡しを命ずる,07,event_kai1_charaget02_00007,,,
kai1,怪獣８号,charaget02,event,ストーリー,quest_event_kai1_charaget02,怪獣８号の引き渡しを命ずる,08,event_kai1_charaget02_00008,,,
kai1,怪獣８号,challenge01,event,チャレンジ,quest_event_kai1_challenge01,戦場で 力を示してみせろ ヒヨコども,01,event_kai1_challenge01_00001,,,
kai1,怪獣８号,challenge01,event,チャレンジ,quest_event_kai1_challenge01,戦場で 力を示してみせろ ヒヨコども,02,event_kai1_challenge01_00002,,,
kai1,怪獣８号,challenge01,event,チャレンジ,quest_event_kai1_challenge01,戦場で 力を示してみせろ ヒヨコども,03,event_kai1_challenge01_00003,,,
kai1,怪獣８号,challenge01,event,チャレンジ,quest_event_kai1_challenge01,戦場で 力を示してみせろ ヒヨコども,04,event_kai1_challenge01_00004,,,
kai1,怪獣８号,savage,event,高難易度,quest_event_kai1_savage,クラス『大怪獣』,01,event_kai1_savage_00001,,,
kai1,怪獣８号,savage,event,高難易度,quest_event_kai1_savage,クラス『大怪獣』,02,event_kai1_savage_00002,,,
,,,,,,,,,,,
spy1,SPY×FAMILY,1day,event,デイリー,quest_event_spy1_1day,デイリークエスト,01,event_spy1_1day_00001,,,
spy1,SPY×FAMILY,charaget01,event,ストーリー,quest_event_spy1_charaget01,ストーリークエスト1,01,event_spy1_charaget01_00001,,,
spy1,SPY×FAMILY,charaget01,event,ストーリー,quest_event_spy1_charaget01,ストーリークエスト1,02,event_spy1_charaget01_00002,,,
spy1,SPY×FAMILY,charaget01,event,ストーリー,quest_event_spy1_charaget01,ストーリークエスト1,03,event_spy1_charaget01_00003,,,
spy1,SPY×FAMILY,charaget01,event,ストーリー,quest_event_spy1_charaget01,ストーリークエスト1,04,event_spy1_charaget01_00004,,,
spy1,SPY×FAMILY,charaget01,event,ストーリー,quest_event_spy1_charaget01,ストーリークエスト1,05,event_spy1_charaget01_00005,,,
spy1,SPY×FAMILY,charaget01,event,ストーリー,quest_event_spy1_charaget01,ストーリークエスト1,06,event_spy1_charaget01_00006,,,
spy1,SPY×FAMILY,charaget01,event,ストーリー,quest_event_spy1_charaget01,ストーリークエスト1,07,event_spy1_charaget01_00007,,,
spy1,SPY×FAMILY,charaget01,event,ストーリー,quest_event_spy1_charaget01,ストーリークエスト1,08,event_spy1_charaget01_00008,,,
spy1,SPY×FAMILY,charaget02,event,ストーリー,quest_event_spy1_charaget02,ストーリークエスト2,01,event_spy1_charaget02_00001,,,
spy1,SPY×FAMILY,charaget02,event,ストーリー,quest_event_spy1_charaget02,ストーリークエスト2,02,event_spy1_charaget02_00002,,,
spy1,SPY×FAMILY,charaget02,event,ストーリー,quest_event_spy1_charaget02,ストーリークエスト2,03,event_spy1_charaget02_00003,,,
spy1,SPY×FAMILY,charaget02,event,ストーリー,quest_event_spy1_charaget02,ストーリークエスト2,04,event_spy1_charaget02_00004,,,
spy1,SPY×FAMILY,charaget02,event,ストーリー,quest_event_spy1_charaget02,ストーリークエスト2,05,event_spy1_charaget02_00005,,,
spy1,SPY×FAMILY,charaget02,event,ストーリー,quest_event_spy1_charaget02,ストーリークエスト2,06,event_spy1_charaget02_00006,,,
