ファイル名,フォルダパス,ファイルURL,更新日時
ingame_auto_player_sequence_02_jig_normal_2 のコピー,/031_レベルデザイン/old/アルファ2/安藤Quest設定/5/14-修正前データ保存用,https://docs.google.com/spreadsheets/d/1R_zD2abXBftXFtk5d4Lk2IQsKlpIYHGBLVExRbmOREY/edit?usp=drivesdk,2024-05-14 20:32:02
MstKomaLineDataList_コマ高さ調整,/031_レベルデザイン/old/アルファ2/安藤Quest設定/保存用,https://docs.google.com/spreadsheets/d/1UgJfK7W-wPaFZbPTN_byLEBQUk8aS7cY/edit?usp=drivesdk&ouid=118276061537192140007&rtpof=true&sd=true,2024-04-26 15:12:36
ingame_auto_player_sequence_01_sur_normal_1 のコピー,/031_レベルデザイン/old/アルファ2/安藤Quest設定/保存用,https://docs.google.com/spreadsheets/d/1DbTyCSy_C1cL7qCT7C8uFbIwK7WaB_CkRqKCJmyuMWU/edit?usp=drivesdk,2024-04-18 11:37:20
ingame_auto_player_sequence_01_sur_normal_2 のコピー,/031_レベルデザイン/old/アルファ2/安藤Quest設定/保存用,https://docs.google.com/spreadsheets/d/1IHvfFAlqxRp6P2NCWbfVHGHKNGu9eA12a9k4Q7qaydI/edit?usp=drivesdk,2024-04-18 11:37:18
ingame_auto_player_sequence_02_dan_normal_1 のコピー,/031_レベルデザイン/old/アルファ2/安藤Quest設定/保存用,https://docs.google.com/spreadsheets/d/1l3B8uMlQm0CPykFtT1159hLBIjujLqCFbJtZkVS14BI/edit?usp=drivesdk,2024-04-18 11:37:14
ingame_auto_player_sequence_02_dan_normal_2 のコピー,/031_レベルデザイン/old/アルファ2/安藤Quest設定/保存用,https://docs.google.com/spreadsheets/d/1QwQFXsdLTYoRrLIKhbw_tWA_ljvsnOS3B-lmKb7TjD4/edit?usp=drivesdk,2024-04-18 11:37:10
ingame_auto_player_sequence_02_jig_normal_1 のコピー,/031_レベルデザイン/old/アルファ2/安藤Quest設定/保存用,https://docs.google.com/spreadsheets/d/18nquB4PkoNrsKVHayKwf9QVYW2tARQG1i0Vzu0p-p0E/edit?usp=drivesdk,2024-04-18 11:37:07
ingame_auto_player_sequence_02_gom_normal_2 のコピー,/031_レベルデザイン/old/アルファ2/安藤Quest設定/保存用,https://docs.google.com/spreadsheets/d/1Kg-UHeCrfeyJMZC1IZHbzP4lMbZccljkKrVzhf447IA/edit?usp=drivesdk,2024-04-18 11:37:07
ingame_auto_player_sequence_02_gom_normal_1 のコピー,/031_レベルデザイン/old/アルファ2/安藤Quest設定/保存用,https://docs.google.com/spreadsheets/d/1NAIpWrrNHmjlUHuRjehTaGY1t5hHFUIEQ6keavZ0JdA/edit?usp=drivesdk,2024-04-18 11:37:07
ingame_auto_player_sequence_02_jig_normal_2 のコピー,/031_レベルデザイン/old/アルファ2/安藤Quest設定/保存用,https://docs.google.com/spreadsheets/d/1yMFcdP7QL6HDTy4DG3-IIAdfFIZH6Z_EoYcRF0TSwPc/edit?usp=drivesdk,2024-04-18 11:37:07
ingame_auto_player_sequence_01_dan_normal_1 のコピー,/031_レベルデザイン/old/アルファ2/安藤Quest設定/保存用,https://docs.google.com/spreadsheets/d/1cTi5TEQG7jpcHz0lRi4DQlI79ffUYda5WZOYRf2owyI/edit?usp=drivesdk,2024-04-18 11:37:04
ingame_auto_player_sequence_01_gom_normal_1 のコピー,/031_レベルデザイン/old/アルファ2/安藤Quest設定/保存用,https://docs.google.com/spreadsheets/d/1DsETpwV2jSHDNr_IRWFhQtGoV18GbyDRGkxlLJFXLls/edit?usp=drivesdk,2024-04-18 11:37:04
ingame_auto_player_sequence_01_jig_normal_1 のコピー,/031_レベルデザイン/old/アルファ2/安藤Quest設定/保存用,https://docs.google.com/spreadsheets/d/1F65ux-HejyS-EMFIVpCYq8-tITROlUWfsD2YQ2eiEx0/edit?usp=drivesdk,2024-04-18 11:37:04
ingame_auto_player_sequence_01_jig_normal_2 のコピー,/031_レベルデザイン/old/アルファ2/安藤Quest設定/保存用,https://docs.google.com/spreadsheets/d/1FBr3-rxKL9L0jZEcan2HagxEeozerydZS9btRSfw8Vo/edit?usp=drivesdk,2024-04-18 11:37:04
ingame_auto_player_sequence_01_dan_normal_2 のコピー,/031_レベルデザイン/old/アルファ2/安藤Quest設定/保存用,https://docs.google.com/spreadsheets/d/1LEqvZXnS2hq0RdBZ1QvLBSigsL65-d8hC6ZvDhpDw4o/edit?usp=drivesdk,2024-04-18 11:37:04
ingame_auto_player_sequence_01_gom_normal_2 のコピー,/031_レベルデザイン/old/アルファ2/安藤Quest設定/保存用,https://docs.google.com/spreadsheets/d/1cXXJQm7al05LrD6xMlKkNA9d2WpVHIOe0EZOh3fFXv0/edit?usp=drivesdk,2024-04-18 11:37:04
AttackElementDataList,/031_レベルデザイン/old/アルファ2/安藤Character設定,https://docs.google.com/spreadsheets/d/1varJfSGJ1G_6MknY-8bpdZWXdZ_5qhHX5Uy09XLIRjc/edit?usp=drivesdk,2024-07-10 17:28:06
AttackDataList,/031_レベルデザイン/old/アルファ2/安藤Character設定,https://docs.google.com/spreadsheets/d/1Dj43SiIbzTLzLaZ376gzcekGLdyAyN3b8BfxfZhth-4/edit?usp=drivesdk,2024-06-13 15:32:42
EnemyCharacterDataList,/031_レベルデザイン/old/アルファ2/安藤Character設定,https://docs.google.com/spreadsheets/d/1mF4NLGeOioCBU1t-2Do_-GoH-0XpmnqQsnaJtdvyjoI/edit?usp=drivesdk,2024-05-29 09:47:47
CharacterDataList,/031_レベルデザイン/old/アルファ2/安藤Character設定,https://docs.google.com/spreadsheets/d/1w4LwguY5o-Hbf_GPUbNjQawrsYCSU_Z3768fzVy9UcU/edit?usp=drivesdk,2024-05-28 11:11:59
MstAttackI18nDataList,/031_レベルデザイン/old/アルファ2/安藤Character設定,https://docs.google.com/spreadsheets/d/13rGACHX7XAm0NK-BFM8mBp7PR2zM0erB9JxxYPwjpCQ/edit?usp=drivesdk,2024-05-22 12:00:58
MstSpecialAttackI18nDataList,/031_レベルデザイン/old/アルファ2/安藤Character設定,https://docs.google.com/spreadsheets/d/1ARFg9h6KlOVEOx8hBaG9QDqyA5do8-LeBLraS27Lib4/edit?usp=drivesdk,2024-05-17 11:46:58
MstAbilityDataList,/031_レベルデザイン/old/アルファ2/安藤Character設定,https://docs.google.com/spreadsheets/d/1iYtSvJUuK5PbfP6d1hORcZf09ynRRp2OXYTXfCEZaR8/edit?usp=drivesdk,2024-05-15 15:53:29
MstAbilityi18nDataList,/031_レベルデザイン/old/アルファ2/安藤Character設定,https://docs.google.com/spreadsheets/d/16LsP6uC40GYBcZp7qWKPKXEQIMqp1jQ3qdJQKiKceGQ/edit?usp=drivesdk,2024-05-15 11:30:37
MstUnitAbilityDataList,/031_レベルデザイン/old/アルファ2/安藤Character設定,https://docs.google.com/spreadsheets/d/1ByI3YAedO-Xg3ZvZb3lU4XWuUdPaVUuiiWNJl0n66CE/edit?usp=drivesdk,2024-05-14 23:39:34
CharacterDataList_移動速度低下前,/031_レベルデザイン/old/アルファ2/安藤Character設定/5/14-修正前データ保存,https://docs.google.com/spreadsheets/d/1o4PZXkk9rf9E0Y5u5AnfEVh68NhNR2JMAO6VKMyxGqA/edit?usp=drivesdk,2024-05-22 18:59:16
AttackDataList_攻撃速度低下前,/031_レベルデザイン/old/アルファ2/安藤Character設定/5/14-修正前データ保存,https://docs.google.com/spreadsheets/d/1c6LweVbAKAndRd-RhFYbB-LcGufav0rFO7kvJCB1SxI/edit?usp=drivesdk,2024-05-22 18:58:53
CharacterDataList-5/20まで,/031_レベルデザイン/old/アルファ2/安藤Character設定/5/14-修正前データ保存,https://docs.google.com/spreadsheets/d/1SdlxnW0nf2K_NeIUo7wIiKbrPLb2OgkpAhCxJOPHsKE/edit?usp=drivesdk,2024-05-21 11:55:55
MstAbilityDataList のコピー,/031_レベルデザイン/old/アルファ2/安藤Character設定/5/14-修正前データ保存,https://docs.google.com/spreadsheets/d/1BVHCf1zRMDesDIcbDf5ZTvpGkrcPcJm6gDxOISkCMPA/edit?usp=drivesdk,2024-05-14 20:30:46
MstUnitAbilityDataList のコピー,/031_レベルデザイン/old/アルファ2/安藤Character設定/5/14-修正前データ保存,https://docs.google.com/spreadsheets/d/1DGlyjGj81FvxNpxh3HRq7WL5FwzqrDjuW-ACJSo4j6w/edit?usp=drivesdk,2024-05-14 20:30:46
CharacterDataList のコピー,/031_レベルデザイン/old/アルファ2/安藤Character設定/5/14-修正前データ保存,https://docs.google.com/spreadsheets/d/1DqjxZ5CQBZncBFNskAssEo_uIUt6KCUl2Z37qy_kR6A/edit?usp=drivesdk,2024-05-14 20:30:46
EnemyCharacterDataList のコピー,/031_レベルデザイン/old/アルファ2/安藤Character設定/5/14-修正前データ保存,https://docs.google.com/spreadsheets/d/1gXrlGuKI9dblF4kySbaFggnd-aiQFAuFd7WpPgGy5Fs/edit?usp=drivesdk,2024-05-14 20:30:46
MstAbilityi18nDataList のコピー,/031_レベルデザイン/old/アルファ2/安藤Character設定/5/14-修正前データ保存,https://docs.google.com/spreadsheets/d/1k98YWCuZhprMQIRDyqWycwwpOytf_F9IrtIix-jIbP0/edit?usp=drivesdk,2024-05-14 20:30:46
AttackElementDataList のコピー,/031_レベルデザイン/old/アルファ2/安藤Character設定/5/14-修正前データ保存,https://docs.google.com/spreadsheets/d/12ors4P0QaCn4_QWWfcG8bYUkWIRwQXgsxKvcRXO3zwM/edit?usp=drivesdk,2024-05-14 20:30:46
AttackDataList のコピー,/031_レベルデザイン/old/アルファ2/安藤Character設定/5/14-修正前データ保存,https://docs.google.com/spreadsheets/d/1Bd4Nx3C66_wLVgQEHEvYle36CLj9Y3ZSrgeFWCMgGWw/edit?usp=drivesdk,2024-05-14 20:30:46
MstAttackI18nDataList のコピー,/031_レベルデザイン/old/アルファ2/安藤Character設定/5/14-修正前データ保存,https://docs.google.com/spreadsheets/d/1g71Qi6Xm-V1OI54Zcw-W0vPbTmc9HUXcBqGIQyLHTdI/edit?usp=drivesdk,2024-05-14 20:30:46
MstSpecialAttackI18nDataList のコピー,/031_レベルデザイン/old/アルファ2/安藤Character設定/5/14-修正前データ保存,https://docs.google.com/spreadsheets/d/1ytDZVQBis7MozzhGKnONwBzV8XpAoc3AQg1lrvYwV40/edit?usp=drivesdk,2024-05-14 20:30:46
AttackElementDataList_knockback3,/031_レベルデザイン/old/アルファ2/安藤Character設定/保存用,https://docs.google.com/spreadsheets/d/1se2WCwq6LX96R58vVPFboNoTCdrcd67gQHnv0aEHFx0/edit?usp=drivesdk,2024-05-27 18:15:50
MstAttackI18nDataList,/031_レベルデザイン/old/アルファ2/安藤Character設定/保存用,https://docs.google.com/spreadsheets/d/1gOrJ17lzPeiehdnZGQj4QlsNS-6_uEkDca82c3Vn_oo/edit?usp=drivesdk,2024-05-02 19:06:15
AttackDataList,/031_レベルデザイン/old/アルファ2/安藤Character設定/保存用,https://docs.google.com/spreadsheets/d/1X4Fk2UanHfymF9dYo_k7EuXlhbn9GY-3tlq8McxoAX8/edit?usp=drivesdk,2024-05-02 18:38:29
AttackElementDataList,/031_レベルデザイン/old/アルファ2/安藤Character設定/保存用,https://docs.google.com/spreadsheets/d/14lpJ4cZEMgmVZSWSQp6ubPr4ycfta--E7rZPlcTS5Iw/edit?usp=drivesdk,2024-04-30 16:17:51
02.CharacterDataList_初期5キャラLv5,/031_レベルデザイン/old/アルファ2/安藤Character設定/保存用,https://docs.google.com/spreadsheets/d/1XiXT_4WxHUcbkhizzVgdL1iDCkWnaydOOAyfslGjJEM/edit?usp=drivesdk,2024-04-17 16:13:51
01.CharacterDataList_LV1,/031_レベルデザイン/old/アルファ2/安藤Character設定/保存用,https://docs.google.com/spreadsheets/d/1CJ1lpt07AwhGxCrV-leYDG2BmjBIlA-4sp7Dd1Op6ng/edit?usp=drivesdk,2024-04-17 16:13:46
AttackElementDataList_保存用,/031_レベルデザイン/old/アルファ2/安藤Character設定/保存用,https://docs.google.com/spreadsheets/d/10LfYLhw8PLMZFb-dUqyQ1QC1ju-sLcbqpztY8jE9L14/edit?usp=drivesdk,2024-04-02 16:48:12
AttackDataList_保存用,/031_レベルデザイン/old/アルファ2/安藤Character設定/保存用,https://docs.google.com/spreadsheets/d/1EUHZSU3JwOqfjhQWhiH-I6nkuKfVhwevxmkD9GLHYvA/edit?usp=drivesdk,2024-04-02 16:48:02
CharacterDataList_保存用,/031_レベルデザイン/old/アルファ2/安藤Character設定/保存用,https://docs.google.com/spreadsheets/d/1KsooYYMsXfussxyYFRBe3UzVNqiMT-ZfCFMGWudJCTg/edit?usp=drivesdk,2024-04-02 16:44:12
AttackDataList_星5パターン,/031_レベルデザイン/old/アルファ2/安藤Character設定/保存用,https://docs.google.com/spreadsheets/d/16rr2qxUfGWUVJu-Jn2erW900ZA0CDVb4NsgXpixfE14/edit?usp=drivesdk,2024-04-02 14:59:45
Attacki18nDataList,/031_レベルデザイン/old/アルファ2/安藤Character設定/保存用,https://docs.google.com/spreadsheets/d/1YIgrzHT4dbBBoDYw8Yt_h3iwVRjNlOHoy5BDSaZq_uY/edit?usp=drivesdk,2024-04-02 12:03:06
MstMissionRewardDataList,/031_レベルデザイン/old/アルファ2/Mission,https://docs.google.com/spreadsheets/d/1LFSHq6oxMeW98gBCoVzw0ER0EwxmTHA-bJ7rPHOK7bE/edit?usp=drivesdk,2024-05-01 00:26:42
MstMissionDailyBonusDataList,/031_レベルデザイン/old/アルファ2/Mission,https://docs.google.com/spreadsheets/d/1Kw4rGpDziWmHhWmv7umskNWC89kHu-C-44fVYewxWOI/edit?usp=drivesdk,2024-04-19 19:25:30
MstMissionAchievementDataList,/031_レベルデザイン/old/アルファ2/Mission,https://docs.google.com/spreadsheets/d/1sR4cgwyMOZq9vL7Gf1dai-O_sSLqQnA5dBJi1IF6Hs4/edit?usp=drivesdk,2024-04-19 19:23:27
MstMissionDailyDataList,/031_レベルデザイン/old/アルファ2/Mission,https://docs.google.com/spreadsheets/d/17ZlMJwqgWdb1BTayeYaPr5bBWYjqOFix9PXC_H53kOA/edit?usp=drivesdk,2024-04-19 19:23:12
MstMissionWeeklyI18nDataList,/031_レベルデザイン/old/アルファ2/Mission,https://docs.google.com/spreadsheets/d/10cMts-lPtkcufEypqEwDIjy5ruPBTaeOrzdoQosO6XU/edit?usp=drivesdk,2024-04-18 20:13:11
MstMissionWeeklyDataList,/031_レベルデザイン/old/アルファ2/Mission,https://docs.google.com/spreadsheets/d/12JTcZgxO1J43zS1KD-yYCG3D5DQbeRfSwsDPjhmACVM/edit?usp=drivesdk,2024-04-18 20:12:42
MstMissionDailyI18nDataList,/031_レベルデザイン/old/アルファ2/Mission,https://docs.google.com/spreadsheets/d/1oS7NOggnXXFgRQFNznz_4rP66_bq5kXTJVyaHj_fJxk/edit?usp=drivesdk,2024-04-11 12:25:23
MstMissionAchievementDependencyDataList,/031_レベルデザイン/old/アルファ2/Mission,https://docs.google.com/spreadsheets/d/1Xq9kItayLyWMNQuOoqeLurT-UfCzHfIpi0H5CahJjsI/edit?usp=drivesdk,2024-04-10 21:26:45
MstMissionAchievementI18nDataList,/031_レベルデザイン/old/アルファ2/Mission,https://docs.google.com/spreadsheets/d/1UVPYetCpTUzLm8AsKvTbPJ3ktyX3Ul0Xzh2tQMyNB2g/edit?usp=drivesdk,2024-03-27 12:18:59
MstMissionBonusPointDataList,/031_レベルデザイン/old/アルファ2/Mission/Old,https://docs.google.com/spreadsheets/d/1gz29oiaA5q8M4AHahSv0QirU4HnYZQOzKGHDbqvLC2U/edit?usp=drivesdk,2024-03-25 17:36:34
MstMissionLoginBonusDataList,/031_レベルデザイン/old/アルファ2/Mission/Old,https://docs.google.com/spreadsheets/d/11N3mpB78AfwQ6lqoTrYbvtBK4jwe2XvfAbihqBuLGAY/edit?usp=drivesdk,2024-03-25 17:35:48
MstMissionDailiesDataList,/031_レベルデザイン/old/アルファ2/Mission/Old,https://docs.google.com/spreadsheets/d/1UOlMt1dtGss_qVkaqM9Yyl_GFTKLfugXMxuaIh9UanI/edit?usp=drivesdk,2024-03-22 16:18:12
MstMissionWeekliesDataList,/031_レベルデザイン/old/アルファ2/Mission/Old,https://docs.google.com/spreadsheets/d/1Dp_cgTsUlgD3SgDV47Xqz-htuLbyQqiCw3kYJEqbHBo/edit?usp=drivesdk,2024-03-22 16:18:04
MstMissionNormalsDependenciesDataList,/031_レベルデザイン/old/アルファ2/Mission/Old,https://docs.google.com/spreadsheets/d/14laogiqDNnSuXjHHtOH3c9qLPfgQPfTFkKf_ZQcBtvI/edit?usp=drivesdk,2024-03-22 16:17:58
MstMissionBonusPointsRewardsDataList,/031_レベルデザイン/old/アルファ2/Mission/Old,https://docs.google.com/spreadsheets/d/1KbSnLGHANmaBMEFe17tmDb47elU8VUywOY0q_LfXMlQ/edit?usp=drivesdk,2024-03-22 16:17:49
MstMissionNormalsDataList,/031_レベルデザイン/old/アルファ2/Mission/Old,https://docs.google.com/spreadsheets/d/1tqMFYaso1HC8OZAtqUif_TeenJpTsVZxCrhNzoieP6I/edit?usp=drivesdk,2024-03-22 16:17:38
MstPackI18nDataList,/031_レベルデザイン/old/アルファ1,https://docs.google.com/spreadsheets/d/1CWd0BDXyzuJePv_5CFSj_3ezufLDv57vLp4LFC8XmX0/edit?usp=drivesdk,2024-05-07 18:50:09
MstPackContentDataList,/031_レベルデザイン/old/アルファ1,https://docs.google.com/spreadsheets/d/1dVaq9uI5MGamnBDuLZWFvVLV19ZqMVFZCnzIl9oVUcg/edit?usp=drivesdk,2024-05-01 17:44:08
MstPackDataList,/031_レベルデザイン/old/アルファ1,https://docs.google.com/spreadsheets/d/1fuHPoFpslaiVDVokli-BXJSqtYtAAO8WTc6Sk5yGm3M/edit?usp=drivesdk,2024-02-19 16:45:53
MstQuestDataList,/031_レベルデザイン/old/アルファ1,https://docs.google.com/spreadsheets/d/1QargcU9X8Wo6blSrdg-hC-kuZDZFElYGnYSSGzjLeyc/edit?usp=drivesdk,2024-02-16 16:08:54
MstQuestI18nDataList,/031_レベルデザイン/old/アルファ1,https://docs.google.com/spreadsheets/d/18s1VSKIDIZPcm2B67THLd4Lr9zOSrWhoLl8jCA51TkE/edit?usp=drivesdk,2024-02-16 16:07:26
StageDataList,/031_レベルデザイン/old/アルファ1,https://docs.google.com/spreadsheets/d/1YyYNxIPbVbpMkETlSSuK-DKSh4jjfXEWXuZIAZo_tRw/edit?usp=drivesdk,2024-02-16 16:06:07
MstIdleIncentiveItemDataList,/031_レベルデザイン/old/アルファ1,https://docs.google.com/spreadsheets/d/1Mxy1VCW_Vg6Hy1k-Rmgo3xUU9EL2ysybbOnslRkgpLE/edit?usp=drivesdk,2024-02-15 14:51:57
MstIdleIncentiveDataList,/031_レベルデザイン/old/アルファ1,https://docs.google.com/spreadsheets/d/1gLBOuxmFgLsnZWEGmP2qo9CHmCmaiRwAM3p2KqsFpMk/edit?usp=drivesdk,2024-02-14 20:34:01
MstIdleIncentiveRewardDataList,/031_レベルデザイン/old/アルファ1,https://docs.google.com/spreadsheets/d/1JGcZqceVZafGoCL1CrnqFop_yqeliMaovVc7kXy7KCE/edit?usp=drivesdk,2024-02-14 20:33:37
EnemyCharacterDataList,/031_レベルデザイン/old/アルファ1,https://docs.google.com/spreadsheets/d/1o_wqQ33WAif8bB7L-Q-YmVW6CNtL5PKFCjUFarYQg1I/edit?usp=drivesdk,2024-02-14 15:41:28
CharacterDataList,/031_レベルデザイン/old/アルファ1,https://docs.google.com/spreadsheets/d/12A5x_QhgBgBM7RM-sh5ugcLxoY7qZjh-tgu4eWV10Nc/edit?usp=drivesdk,2024-02-14 15:39:59
AttackDataList,/031_レベルデザイン/old/アルファ1,https://docs.google.com/spreadsheets/d/1g7ppIk6_1Fj3cbgYP1GR4L3JEawrcxRHsWc6dFM4ghk/edit?usp=drivesdk,2024-02-14 15:38:46
ItemI18nDataList,/031_レベルデザイン/old/アルファ1,https://docs.google.com/spreadsheets/d/1vCu9HL0k7AJRj6CR2GtKj94_dnq5FdpXGisPmHP4-oE/edit?usp=drivesdk,2024-02-11 23:56:35
ItemDataList,/031_レベルデザイン/old/アルファ1,https://docs.google.com/spreadsheets/d/1mcAlE5-ud690WkcD17z1UQC9bzeQyYXUGPH8K3A7Uf4/edit?usp=drivesdk,2024-02-11 23:25:59
OprProductDataList,/031_レベルデザイン/old/アルファ1,https://docs.google.com/spreadsheets/d/11Lv6G2eDEbuHFuwzwCSY7R6J_98O2cU6lN3wDQq31J8/edit?usp=drivesdk,2024-02-09 21:45:20
MstStoreProductDataList,/031_レベルデザイン/old/アルファ1,https://docs.google.com/spreadsheets/d/12kspk4kpV7hVHzkQYVcXwEggpFMhQDIK4nZ0bM8A5Yk/edit?usp=drivesdk,2024-02-09 21:44:35
StageRewardGroupDataList,/031_レベルデザイン/old/アルファ1,https://docs.google.com/spreadsheets/d/1E77rOLT1sNict13LG4bH2XaNSb6Lc5gMuLE6OwVkVio/edit?usp=drivesdk,2024-02-09 11:33:33
StageEnemySequence_1,/031_レベルデザイン/old/アルファ1,https://docs.google.com/spreadsheets/d/1jD-jLRI0NXB2eQ9DHFQBHhjygM-KUAmyWuoRiXImSzs/edit?usp=drivesdk,2024-02-09 01:40:48
MstKomaLineDataList,/031_レベルデザイン/old/アルファ1,https://docs.google.com/spreadsheets/d/1bVEuVd9p4sLCNnR3g8F3nKib-9WKoWtjSr-xUgaeiPQ/edit?usp=drivesdk,2024-02-08 18:55:37
【α1】GLOW_レベルデザインデータ一覧(本番想定),/031_レベルデザイン/old/アルファ1,https://docs.google.com/spreadsheets/d/1b-o2tDjQ1Herx3HyvEjOxzS2RoJ3GdBlGka5aXecHas/edit?usp=drivesdk,2024-02-08 16:01:49
MstPageDataList,/031_レベルデザイン/old/アルファ1,https://docs.google.com/spreadsheets/d/13xJ8soVjYZv4fMnvbXfYnrV--p9rQ-bWMzTBmLgTnP0/edit?usp=drivesdk,2024-02-08 12:42:52
UserLevelDataList,/031_レベルデザイン/old/アルファ1,https://docs.google.com/spreadsheets/d/1GJ6WXnlmKmWeeScbqtY2qpjRdgELG_El-IZc6IJK428/edit?usp=drivesdk,2024-02-07 23:23:22
EnemyOutpostDataList,/031_レベルデザイン/old/アルファ1,https://docs.google.com/spreadsheets/d/1aciawL371rL4E0Dhn9CfbYXPBfoGANINRj3WLt7MOvE/edit?usp=drivesdk,2024-02-07 16:51:57
TreasureItemDataList,/031_レベルデザイン/old/アルファ1,https://docs.google.com/spreadsheets/d/1S-4oX2TktVYHmkkPOpA7JVVc4OOGO5J2Pc57YLPnYJ8/edit?usp=drivesdk,2024-02-07 01:14:08
MstShopProductDataList,/031_レベルデザイン/old/アルファ1,https://docs.google.com/spreadsheets/d/1JwJtBPFGuF1x_MYvo9MpS_uLJMRqUzECdFdt1VtV3pw/edit?usp=drivesdk,2024-01-30 21:41:16
OprShopProductDataList,/031_レベルデザイン/old/アルファ1,https://docs.google.com/spreadsheets/d/1uFlp97f8OCjwz2n2PQEO2mh2NRBYdGgi8rPd2PSkk8s/edit?usp=drivesdk,2024-01-24 19:01:00
ShopProductDataList,/031_レベルデザイン/old/アルファ1,https://docs.google.com/spreadsheets/d/1dFo5gLDe6PWJdzAd6JQv62-IqFDdwmm9XQUPYKHXlSo/edit?usp=drivesdk,2024-01-24 19:00:05
BattlePointLevelDataList,/031_レベルデザイン/old/アルファ1,https://docs.google.com/spreadsheets/d/1UHKR75xXsmt5JB6l4ZMgi1fgNgeckMppLg1qQ6L0nOA/edit?usp=drivesdk,2023-12-20 14:28:56
StageEnemySequence_2,/031_レベルデザイン/old/アルファ1,https://docs.google.com/spreadsheets/d/1BwSGzW0ATIUoaAAfxzaC8Y4maRg91M-2SraMDvoFdfw/edit?usp=drivesdk,2023-12-20 14:28:26
その他,/031_レベルデザイン/その他,https://docs.google.com/spreadsheets/d/1HSUMY_wD7EgK-IDtpMGRbSIE40O3ohsz3QgKGt1nBIQ/edit?usp=drivesdk,2024-08-30 19:59:01
イベント地獄楽第1回,/031_レベルデザイン/原画・セリフ演出/01_切り抜き原画/イベント/地獄楽/地獄楽イベント第1回,https://docs.google.com/presentation/d/1sqIOmSuUTCoseYlzUtHCKyMmZ0pajWL2n4dsWeSbfBQ/edit?usp=drivesdk,2024-08-22 16:13:52
ゲンジ7.png,/031_レベルデザイン/原画・セリフ演出/01_切り抜き原画/イベント/地獄楽/地獄楽イベント第1回/原画,https://drive.google.com/file/d/13eCGl1Y0zS6o0zru6Z58a1_iZKxJJCum/view?usp=drivesdk,2024-08-10 18:30:20
ゲンジ8.png,/031_レベルデザイン/原画・セリフ演出/01_切り抜き原画/イベント/地獄楽/地獄楽イベント第1回/原画,https://drive.google.com/file/d/1vbN-XJ1hHUSN02Nmpbd5rTwBSUZEs10Y/view?usp=drivesdk,2024-08-10 18:28:39
ゲンジ6.png,/031_レベルデザイン/原画・セリフ演出/01_切り抜き原画/イベント/地獄楽/地獄楽イベント第1回/原画,https://drive.google.com/file/d/1vMN74SugW7PrbI1w6_g3OXNSMjz11Pnd/view?usp=drivesdk,2024-08-10 18:27:14
ゲンジ5.png,/031_レベルデザイン/原画・セリフ演出/01_切り抜き原画/イベント/地獄楽/地獄楽イベント第1回/原画,https://drive.google.com/file/d/1P1xC2JLKqDiya8PhzoJu1Ihxpzqb_l1b/view?usp=drivesdk,2024-08-10 18:26:26
ゲンジ4.png,/031_レベルデザイン/原画・セリフ演出/01_切り抜き原画/イベント/地獄楽/地獄楽イベント第1回/原画,https://drive.google.com/file/d/1W0mNlb4rRQhvKUGok1pHDHCyFHooGJ0j/view?usp=drivesdk,2024-08-10 18:26:09
ゲンジ3.png,/031_レベルデザイン/原画・セリフ演出/01_切り抜き原画/イベント/地獄楽/地獄楽イベント第1回/原画,https://drive.google.com/file/d/1DYh_QQ_UcJckOrWzdPKfVVUP6fbufUzB/view?usp=drivesdk,2024-08-10 18:24:31
ゲンジ2.png,/031_レベルデザイン/原画・セリフ演出/01_切り抜き原画/イベント/地獄楽/地獄楽イベント第1回/原画,https://drive.google.com/file/d/1_RooScJfsY20oJzVPL_Hzda-ispiNBEf/view?usp=drivesdk,2024-08-10 18:23:52
ゲンジ1.png,/031_レベルデザイン/原画・セリフ演出/01_切り抜き原画/イベント/地獄楽/地獄楽イベント第1回/原画,https://drive.google.com/file/d/14lF3gusDNyVSol4WrhwoojHVxzewAkWv/view?usp=drivesdk,2024-08-10 18:23:01
ゆずりは4.png,/031_レベルデザイン/原画・セリフ演出/01_切り抜き原画/イベント/地獄楽/地獄楽イベント第1回/原画,https://drive.google.com/file/d/1-EbzOpP2mOTxnJS2OKlTfSKTvVfAc5NI/view?usp=drivesdk,2024-08-10 18:21:57
ゆずりは3.png,/031_レベルデザイン/原画・セリフ演出/01_切り抜き原画/イベント/地獄楽/地獄楽イベント第1回/原画,https://drive.google.com/file/d/1OJihA-MA5W9uS0TGNKdEM1g68liEHo5S/view?usp=drivesdk,2024-08-10 18:21:22
ゆずりは2.png,/031_レベルデザイン/原画・セリフ演出/01_切り抜き原画/イベント/地獄楽/地獄楽イベント第1回/原画,https://drive.google.com/file/d/1hCKxEpCGHxGXj9gPjSJKnA8QFQ8bV6dN/view?usp=drivesdk,2024-08-10 18:20:27
ゆずりは1.png,/031_レベルデザイン/原画・セリフ演出/01_切り抜き原画/イベント/地獄楽/地獄楽イベント第1回/原画,https://drive.google.com/file/d/1HAEekx6n5LwbqIiOI6UrRMnIzmIs_r_z/view?usp=drivesdk,2024-08-10 18:19:24
釜茹で4.png,/031_レベルデザイン/原画・セリフ演出/01_切り抜き原画/イベント/地獄楽/地獄楽イベント第1回/原画,https://drive.google.com/file/d/1Y88_yNTTJH0wnn63RJ5Rs-KxUde8pCEc/view?usp=drivesdk,2024-08-10 18:16:06
