キャラテキスト,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"必殺ワザ名称
最大16文字",,※,,0,,,負ける気なんて毛頭ない,11,抜粋:2巻67P,天才捕手 要圭,7,オリジナル,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,
"必殺ワザ発動前
セリフ
最大24文字",▼監修通過,※,,0,,,全　力　投　球,7,1巻135P,俺は俺を超えてみせる,10,5巻107P,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,
"イベント用セリフ
最大7*2文字",0,※,,0,,,打たせる気　ないから,10,6巻022P,全力投球バッチ来ォい,10,1巻049P,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,
"召喚時セリフ
最大24文字",,※,,0,,,早くかまえろ,6,1巻130P,もっと自信持っていこうぜ,12,5巻140P,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,
"ガシャ演出時のセリフ
※URのみ",,※,,0,,,ー,ー,ー,ー,ー,ー,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,
必殺ワザ原画,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
怪獣８号,,,,,,,▼データ設定済み,リリース時,,▼データ設定済み,リリース時,,▼データ設定済み,リリース時,,▼データ設定済み,リリース時,,▼データ設定済み,怪獣８号 いいジャン祭25/09/22,,▼データ設定済み,怪獣８号 いいジャン祭25/09/22,,▼データ設定済み,怪獣８号 いいジャン祭25/09/22,,▼データ設定済み,怪獣８号 いいジャン祭25/09/22,,,,,,,,,,,,,,,,
項目,,表示画面,キャラ,文字数,出典,担当,キャラ,文字数,出典,キャラ,文字数,出典,キャラ,文字数,出典,キャラ,文字数,出典,キャラ,文字数,出典,キャラ,文字数,出典,キャラ,文字数,出典,キャラ,文字数,出典,キャラ,文字数,出典,キャラ,文字数,出典,キャラ,文字数,出典,キャラ,文字数,出典,キャラ,文字数,出典
"キャラ名
最大16文字",▼未監修,※,,0,,,日比野 カフカ,7,ー,隠された英雄の姿 怪獣８号,13,怪獣８号,市川 レノ,5,ー,四ノ宮 キコル,7,ー,第三部隊隊長 亜白 ミナ,12,怪獣８号,保科 宗四郎,6,怪獣8号,四ノ宮 功,5,ー,古橋 伊春,5,怪獣8号,識別怪獣兵器1 鳴海 弦,12,,識別怪獣兵器6 市川 レノ,13,,,0,,,0,,,0,
"フレーバーテキスト
28文字×7行
(最大196文字)",0,※,,0,,,"32歳の新米防衛隊員。
防衛隊員を目指すも夢破れ、燻る日々を過ごしていたが、
市川 レノに背を押され、苦難の末に夢を掴み取った。候補生としての入隊だったが、怪獣専門清掃業者時代の知識を駆使し、討伐に貢献。正隊員へ昇格した。",111,ー,"謎の生物に寄生され、怪獣化した日比野 カフカの姿。
人々を守るために拳をふるい、怪獣を討伐する。
防衛隊発足以来初の未討伐怪獣として日本中から追われていたが、怪獣１０号による立川基地襲撃の際、仲間の危機を救うために人前で変身。その正体を明かすこととなった。",128,ー,"新米防衛隊員。日比野 カフカの怪獣専門清掃業者時代の後輩であり、共に防衛隊の道へと進んだ良き相棒。
冷静沈着で真面目な性格だが、負けず嫌いで努力を惜しまない熱い一面を持つ。
日比野 カフカを尊敬し、彼の秘密を知りながらも信頼を寄せている。",119,ー,新米防衛隊隊員。日本防衛隊長官を父に持ち、16歳でカルフォルニア討伐大学を飛び級で最年少主席卒業したエリート。市川 レノ曰く「アグレッシブで高圧的な性格」。怪獣１０号による立川基地襲撃の際には専用武器の斧を振い、遊軍として目覚ましい活躍を見せた。,123,ー,"日本防衛隊第三部隊隊長であり、防衛隊屈指の実力者。
幼い頃、自身の住む街が怪獣に襲撃されたことをきっかけに、幼馴染の日比野 カフカと共に防衛隊員を志した。狙撃武器での大型怪獣の討伐を得意としており、防衛隊の中でもトップクラスの人気と実力を誇っている。",125,1巻040P,"防衛隊第三部隊副隊長。
室町時代から続く怪獣討伐の家系で、刀を用いた近接戦闘のスペシャリスト。選抜試験でカフカを「光るものがある」と評価し、自らの小隊に候補生として入隊させた。しかし、実際はカフカに違和感を抱いており、監視するためでもあった。",120,ー,"日本防衛隊長官。
怪獣２号の唯一の適合者で、高齢ではあるが、圧倒的なパワーで怪獣状態のカフカと渡り合う。
四ノ宮 キコルの実の父親にあたり、娘に対して常に完璧であり続け、他の追随を許さない圧倒的な存在になることを求めている。",110,ー,"防衛隊隊員で、カフカやキコルたちと同期。
負けず嫌いで言葉はやや荒いが情に厚いムードメーカー。ライバル視しているレノが頭角を表していく様子に焦りを感じながらも努力を絶やさない、真面目で熱い一面を持つ。",99,ー,日本防衛隊第1部隊隊長。屈指の戦闘力を誇る「日本最強の対怪獣戦力」。怪獣1号より作成した識別怪獣兵器(ナンバーズ)1の能力、未来視を駆使して闘う。第1部隊に所属した日比野 カフカと四ノ宮 キコルに実力を示すように求めた。一方で、私生活では遅刻癖や浪費癖など、独特の素顔を持っている。,141,ー,防衛隊第4部隊所属の隊員。識別怪獣兵器(ナンバーズ)6を身に纏い、広範囲で強力な氷の力を用いて敵の足止めをしたり、宙に浮くブレードのようなものを用いて敵を攻撃したりなど幅広いバリエーションで闘う。先輩である日比野 カフカに助けられて以降、隣で対等に闘うことを目標としていた。,137,ー,,0,,,0,,,0,
"必殺ワザ名称
最大16文字",,※,,0,,,部分変身!!,6,4巻008P,あとは俺に任せろ,8,1巻203P,仲間のために体張れる男だ!!,14,2巻161P,隊式斧術１式　落雷,9,3巻174P,解放戦力 96%,8,2巻129P,6式 八重討ち,7,4巻025P,隊式格闘術２式 発破,10,5巻020P,俺がお前を守るんだ バカヤロー,15,2巻171P,隊式銃剣術6式 七枝刀,11,11巻156P~157P,俺が 切り開く,7,13巻108~109P,,0,,,0,,,0,
"必殺ワザ発動前
セリフ
最大24文字",▼監修通過,※,,0,,,日比野カフカ 出ます！,11,5巻159P,安心して休んでろ,8,2巻012P,行ってください,7,2巻160P,これ以上好き勝手させないわよ,14,3巻172P,カフカくん これが今の私,12,2巻129P,討伐する,4,3巻047P,愚か者め,4,4巻163P,お前が俺を守るんじゃねぇ,12,2巻171P,言ってくれるじゃないか,11,11巻108P,行ってください,7,13巻057P,,0,,,0,,,0,
"イベント用セリフ
最大7*2文字",0,※,,0,,,内臓までお見通しだぜ!!,12,1巻158P,アイツの隣に行かなきゃなんねぇ,15,1巻098P,やれるだけやりましょう！,12,1巻170P,犠牲者なんて出させない,11,1巻164-165P,怪獣は討伐するのみだ,10,3巻076P,僕がやらなあかん,8,3巻120P,ようやく姿を現したな怪獣,12,5巻010P,よく見ろや俺のこの上腕二頭筋,14,2巻071P,ボクが開花させ獲得した力だ,13,11巻153P,今度は俺が救う番だ,9,13巻065P,,0,,,0,,,0,
"召喚時セリフ
最大24文字",,※,,0,,,俺たちも行くぞ！,8,1巻153P,1発で解体するぜ,8,2巻017P,フォローします,7,1巻170P,吠え面かかせてやるわ！,11,1巻125P,皆　よく耐えてくれた,10,4巻064P,怪獣退治の時間や,8,2巻086-087P,処理を開始する,7,4巻181P,腹くくるしかねーな,9,2巻173P,日本防衛隊 出動だ,9,9巻118P,いきますよ先輩！,8,13巻085P,,0,,,0,,,0,
"ガシャ演出時のセリフ
※URのみ",,※,,0,,,ー,ー,ー,,ー,1巻203P,ー,ー,ー,ー,ー,ー,,ー,2巻058P,ー,ー,ー,ー,ー,ー,ー,ー,ー,,0,11巻155P,,0,13巻076P,,0,,,0,,,0,
必殺ワザ原画,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.5次元の誘惑,,,,,,,▼データ設定済み,リリース時,,▼データ設定済み,リリース時,,▼監修通過,,,▼監修通過,2.5次元の誘惑 いいジャン祭25/12月,,▼監修通過,2.5次元の誘惑 いいジャン祭25/12月,,▼監修通過,2.5次元の誘惑 いいジャン祭25/12月,,▼監修通過,2.5次元の誘惑 いいジャン祭25/12月,,,,,,,,,,,,,,,,,,,
項目,,表示画面,キャラ,文字数,出典,担当,キャラ,文字数,出典,キャラ,文字数,出典,キャラ,文字数,出典,キャラ,文字数,出典,キャラ,文字数,出典,キャラ,文字数,出典,キャラ,文字数,出典,キャラ,文字数,出典,キャラ,文字数,出典,キャラ,文字数,出典,キャラ,文字数,出典,キャラ,文字数,出典,キャラ,文字数,出典
"キャラ名
最大16文字",▼未監修,※,,0,,,リリエルに捧ぐ愛 天乃 リリサ,15,2.5次元の誘惑,コスプレに託す乙女心　橘 美花莉,16,2.5次元の誘惑,羽生 まゆり,6,2.5次元の誘惑,勇気を纏うコスプレ 乃愛,2,2.5次元の誘惑,伝えたいウチの想い 喜咲 アリア,3,2.5次元の誘惑,753♡,4,2.5次元の誘惑,奥村 正宗,5,2.5次元の誘惑,愛届ける聖夜のサンタ 橘 美花莉,16,2.5次元の誘惑,,0,,,0,,,0,,,0,,,0,
"フレーバーテキスト
28文字×7行
(最大196文字)",0,※,,0,,,高校1年生。恋愛に鈍感でちょっとドジなオタク。「好きなことを堂々とするのがカッコいい」と思っている。観る人にキャラが現実にいると思わせるようなコスプレをすることに情熱を注いでいる。大好きなリリエルのコスプレROMを作るために、漫画研究部に入部した。,113,2巻004P,高校1年生。天乃 リリサと同じクラスの人気モデル。非常に一途な性格で、幼馴染である奥村 正宗に密かに10年間の片思いをしている。3次元女子の気持ちに鈍感なせいで気付かないでいる奥村 正宗の気を引くために、天乃 リリサと共にコスプレをすることに。,130,参考:2巻004P,奥村 正宗たちの通う高校の新任教師にして、漫画研究部の顧問。以前はコスプレ四天王まゆらとして活動していた。引退していたが、コスプレや、コスプレイヤーのことは愛しており、何かと協力は惜しまない良き顧問教師。,120,5巻005P,高校1年生。カメラおじさんのブログに5人の新星レイヤーとして選出されたうちの1人。友達が欲しくてコスプレを始めるが、極度の人見知りで苦戦していた。天乃 リリサとの出会いから自身のトラウマと向き合い、一緒にコスプレをする友人となった。,131,7巻005P,高校生のギャル。アウトドア派で誰にでもフレンドリー。距離を詰めるのが非常に早い。コスプレを始めた理由は、父親に今でも「ヴァル戦」が好きだと伝えたいから。コスプレ初心者だったが、天乃 リリサに指導されるうちにコスプレにハマり出す。,111,ー,コスプレ四天王にして、プロのコスプレイヤー。誰よりもコスプレとコスプレイヤーを愛していると自負しており、非常にプライドが高い。衣装の圧倒的なクオリティと、キャラクターの知名度や流行感、本人の人気を活かし、トップレイヤーとしての実力を発揮している。,123,ー,"高校2年生。漫画研究部の唯一の部員にして部長。
母親が突然いなくなったり、姉に疎まれたりした過去から3次元の女性に苦手意識を持つようになり、自他の恋愛感情に鈍感。「2次元は俺の嫁」と豪語するほどのリリエル好きでオタク。",105,2巻004P,橘 美花莉がサンタコスチュームに身を包んだ姿。抱えた袋には溢れんばかりの愛が詰まっている。漫画研究部のクリスマスパーティーでは、コスプレ衣装作りに尽力した天乃 リリサへ冬用の私服を贈り、パーティー後に行き場を失った奥村 正宗を自宅でもてなすなど、皆に愛を届けた。,131,ー,,0,,,0,,,0,,,0,,,0,
"必殺ワザ名称
最大16文字",,※,,0,,,リリエル爆破!!,8,2巻047P,私を見てよ！,6,2巻020P,先生がもう一肌脱ぐしかないわね,15,4巻065P,命に換えてもお守りします,12,7巻138P,アタシに任せてよ！！,10,6巻151P,どっちがコスプレを愛してる？,14,3巻156P,事実だけ言ってやるっ!!!,13,8巻041P,プレゼントは私だよ〜♡,11,12巻055P,,0,,,0,,,0,,,0,,,0,
"必殺ワザ発動前
セリフ
最大24文字",▼監修通過,※,,0,,,そんなリリエルに憧れてっ…,13,1巻021P,変わらなきゃ…,9,2巻011P,味方に決まってるじゃない…,13,参考:3巻135P,私は違う誰かになれる,10,6巻110P,大好きだって伝えたい,5,8巻062P,考えてみて？,6,参考:3巻153P,ここから先は俺の話だ,10,8巻037P,せんぱ〜い♡,6,12巻055P,,0,,,0,,,0,,,0,,,0,
"イベント用セリフ
最大7*2文字",5,※,,0,,,一緒にコスプレやりませんかっ!?,16,参考:1巻175P,私は天使にだってなってみせる,14,1巻168P,コスプレしたいからするのよ,13,4巻054P,一緒に撮るくらいいいけど…？,14,6巻125P,安心してよ,10,参考:7巻033P,私はずっとコスプレしていたいの,15,3巻154P,好きな物の話は否定しない!!,14,参考:1巻026P,今日家に誰もいないんだ…,12,12巻057P,,0,,,0,,,0,,,0,,,0,
"召喚時セリフ
最大24文字",,※,,0,,,一緒に撮影しませんか？,11,5巻159P,せんぱいっ♡,6,1巻142P,やるなら一番だ!!,9,3巻137P,友達を作るんだ！！,9,5巻145P,ウチはちょー元気!!,10,7巻070P,一番のコスプレを見せてあげる！！,16,4巻016P,そういう事なら任せておけ,12,2巻051P,先輩の予定は？,7,12巻056P,,0,,,0,,,0,,,0,,,0,
"ガシャ演出時のセリフ
※URのみ",,※,,0,,,,ー,1巻021P,,ー,2巻020P,ー,ー,ー,,ー,7巻146P,,ー,6巻168P,ー,ー,ー,ー,ー,ー,,ー,12巻170P,,0,,,0,,,0,,,0,,,0,
必殺ワザ原画,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
鴨乃橋ロンの禁断推理,,,,,,,▼データ設定済み,リリース時,,▼データ設定済み,リリース時,,,,,,,,▼未監修,,,▼未監修,,,,,,,,,,,,,,,,,,,,,,,
項目,,表示画面,キャラ,文字数,出典,担当,キャラ,文字数,出典,キャラ,文字数,出典,キャラ,文字数,出典,キャラ,文字数,出典,キャラ,文字数,出典,キャラ,文字数,出典,キャラ,文字数,出典,キャラ,文字数,出典,キャラ,文字数,出典,キャラ,文字数,出典,キャラ,文字数,出典,キャラ,文字数,出典,キャラ,文字数,出典
"キャラ名
最大16文字",▼未監修,※,,0,,,鴨乃橋 ロン,6,鴨乃橋ロンの禁断推理,一色 都々丸,6,鴨乃橋ロンの禁断推理,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,
"フレーバーテキスト
28文字×7行
(最大196文字)",2,※,,0,,,家に引きこもり世捨て人の生活を送っている青年。探偵養成学校BLUEで、解けない謎はない天才と呼ばれていたが、とある事件が原因でBLUEから追放された。探偵行為を禁止されていたが、一色 都々丸をパートナーに推理を再開する。,110,参考:2巻004P,警視庁捜査一課の刑事。後先考えずに真っ先に体が動いてしまう性格で、課の中でお荷物扱いされていた。ピュアでマヌケなところを買われ、鴨乃橋 ロンの代わりに探偵役をすることに。鴨乃橋 ロンからはトトと呼ばれている。,104,参考:2巻004P,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,
"必殺ワザ名称
最大16文字",,※,,0,,,今からそれを証明してみせる,13,1巻144P,ピュアでマヌケな名探偵,11,参考:1巻207P,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,
"必殺ワザ発動前
セリフ
最大24文字",▼監修通過,※,,0,,,絶対に僕から目をはなすな,12,1巻038P,ダメだ!!,5,2巻083P,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,
"イベント用セリフ
最大7*2文字",0,※,,0,,,今日から君は名探偵だ!!,12,1巻073P,犯人はこの中にいる,9,1巻158P,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,
"召喚時セリフ
最大24文字",,※,,0,,,さぁトト出発だ!!,9,1巻048P,まだオレできます！,9,1巻009P,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,
"ガシャ演出時のセリフ
※URのみ",,※,,0,,,ー,1,ー,ー,1,ー,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,
必殺ワザ原画,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
タコピーの原罪,,,,,,,▼データ設定済み,リリース時,,,,,,,,▼未監修,,,▼未監修,,,▼未監修,,,,,,,,,,,,,,,,,,,,,,,
項目,,表示画面,キャラ,文字数,出典,担当,キャラ,文字数,出典,キャラ,文字数,出典,キャラ,文字数,出典,キャラ,文字数,出典,キャラ,文字数,出典,キャラ,文字数,出典,キャラ,文字数,出典,キャラ,文字数,出典,キャラ,文字数,出典,キャラ,文字数,出典,キャラ,文字数,出典,キャラ,文字数,出典,キャラ,文字数,出典
"キャラ名
最大16文字",▼未監修,※,,0,,,ハッピー星からの使者 タコピー,15,タコピーの原罪,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,
"フレーバーテキスト
28文字×7行
(最大196文字)",3,※,,0,,,宇宙にハッピーを広めるため旅をするハッピー星人。ハッピーな思考の持ち主で、人間の行動や考えには疎い。故郷を離れて地球へ降り立つも、遭難。地球人の女の子、久世しずかに助けられ、ハッピー道具を使い彼女を喜ばせるために奮闘する。,111,参考:下巻004P,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,
"必殺ワザ名称
最大16文字",,※,,0,,,笑ってもらえるように,10,参考:上巻049P,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,
"必殺ワザ発動前
セリフ
最大24文字",▼監修通過,※,,0,,,今日のハッピー道具は…,11,参考:上巻017P,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,
"イベント用セリフ
最大7*2文字",0,※,,0,,,ぼくはハッピー星人！,10,参考:上巻008P,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,
"召喚時セリフ
最大24文字",,※,,0,,,今日の道具はすごいっピ！,12,上巻020P,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,
"ガシャ演出時のセリフ
※URのみ",,※,,0,,,,ー,上巻008P,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,
必殺ワザ原画,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
株式会社マジルミエ,,,,,,,▼データ設定済み,リリース時,,▼データ設定済み,リリース時,,▼監修通過,"株式会社マジルミエ 
いいジャン祭25/11月",,▼監修通過,"株式会社マジルミエ 
いいジャン祭25/11月",,▼監修通過,"株式会社マジルミエ 
いいジャン祭25/11月",,▼監修通過,"株式会社マジルミエ 
いいジャン祭25/11月",,,,,,,,,,,,,,,,,,,,,,
項目,,表示画面,キャラ,文字数,出典,担当,キャラ,文字数,出典,キャラ,文字数,出典,キャラ,文字数,出典,キャラ,文字数,出典,キャラ,文字数,出典,キャラ,文字数,出典,キャラ,文字数,出典,キャラ,文字数,出典,キャラ,文字数,出典,キャラ,文字数,出典,キャラ,文字数,出典,キャラ,文字数,出典,キャラ,文字数,出典
"キャラ名
最大16文字",▼未監修,※,,0,,,新人魔法少女 桜木 カナ,12,株式会社マジルミエ,越谷 仁美,5,株式会社マジルミエ,絶対効率の体現者 土刃 メイ,14,ー,葵 リリー,5,,槇野 あかね,6,,重本 浩司,5,,,0,,,0,,,0,,,0,,,0,,,0,,,0,
"フレーバーテキスト
28文字×7行
(最大196文字)",0,※,,0,,,"「株式会社マジルミエ」の新人魔法少女。
就職活動の面接中に駆けつけた魔法少女・越谷 仁美に惚れ込み、魔法少女への一歩を踏み出した。脅威的な記憶力を持っており、一度聞いたことや読んだものは忘れない。
徹底的な事前準備を行う努力家。",114,ー,"ベンチャー企業「株式会社マジルミエ」に所属する
魔法少女。
普段着はジャージで口も悪いが、魔法少女としては天才的なセンスを持っている。現場での素早い判断力や抜群のフィジカルを駆使して怪異退治に当たる。ホーキの操作は感覚的なため、人への説明は壊滅的に下手。",127,ー,業界大手・『アスト株式会社』に所属する魔法少女。効率を重視し、最小の手数で最大の成果を上げる機械のような精度で結果を積み上げ、社内でもトップの納品数を誇っている。感情をほとんど表に出さず、常に無表情で業務にあたるその戦い方には一切の無駄がない。,122,参考:6巻005P,大手化粧品メーカー『ミヤコ堂』の魔法少女。芯の強さと気品を併せ持つ美の体現者。魔法少女は素敵な仕事であることを伝えたいと考えている。株式会社マジルミエとの協働業務にて、桜木 カナとバディを組み、優雅かつ的確に怪異の対処にあたった。,115,参考:3巻005P,新技術の研修のため『株式会社マジルミエ』へ出向してきた、『アプダ株式会社』に所属する魔法少女。上昇志向で、仕事熱心な性格。業務に関する勉強新しくて良いものは取り入れたい、選択肢は沢山持っておきたいといった思いを持っている。,111,5巻005P,『株式会社マジルミエ』の社長で、魔法少女絶対主義者。会社では常に魔法少女のコスプレをしており、初見の人を驚かせている。新人の桜木 カナに重大な局面を任せたり、社員の成長を素直に喜んだりと、従業員を信頼した経営のできる人物。,111,参考:2巻005P,,0,,,0,,,0,,,0,,,0,,,0,,,0,
"必殺ワザ名称
最大16文字",,※,,0,,,私は役に立てる,7,1巻154P,まずァ一発！,6,1巻141P,これが仕事です,7,参考:3巻044P,笑って,3,2巻156P,花散一閃,4,5巻017P,心配いらんぞ,6,2巻065P,,0,,,0,,,0,,,0,,,0,,,0,,,0,
"必殺ワザ発動前
セリフ
最大24文字",▼監修通過,※,,0,,,パターンA展開 対象直線距離,14,参考:1巻165P,すぐ戻っから,6,1巻134P,テーブル展開,6,3巻031P,大丈夫 そんなに慌てないで,13,2巻155P,私が行きます,6,5巻014P,そこまで見えれば上出来だ,12,2巻065P,,0,,,0,,,0,,,0,,,0,,,0,,,0,
"イベント用セリフ
最大7*2文字",4,※,,0,,,私が魔法弾を撃ち込みます,12,参考:1巻155P,出動準備完了！,7,1巻042P,弊社の指示通り動いて下さい,13,参考:3巻027P,協働業務よろしくね,9,2巻144P,御社のこと全部学びたいんで,13,参考:4巻119P,君はとても優秀だ,8,1巻105P,,0,,,0,,,0,,,0,,,0,,,0,,,0,
"召喚時セリフ
最大24文字",,※,,0,,,やるなら…私しかいない…!!,14,1巻149P,お仕事行きますか！,9,参考:1巻121P,挨拶は省略致します,9,参考:3巻024P,ただ今より  業務に当たります,15,2巻165P,大丈夫ですお任せあれ!!,12,4巻159P,俺がすべて責任を取る,10,参考:1巻178P,,0,,,0,,,0,,,0,,,0,,,0,,,0,
"ガシャ演出時のセリフ
※URのみ",,※,,0,,,,ー,1巻155P,ー,ー,ー,,ー,3巻042P,ー,ー,ー,ー,ー,ー,ー,ー,ー,,0,,,0,,,0,,,0,,,0,,,0,,,0,
必殺ワザ原画,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
阿波連さんははかれない,,,,,,,▼データ設定済み,リリース時,,▼データ設定済み,リリース時,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
項目,,表示画面,キャラ,文字数,出典,担当,キャラ,文字数,出典,キャラ,文字数,出典,キャラ,文字数,出典,キャラ,文字数,出典,キャラ,文字数,出典,キャラ,文字数,出典,キャラ,文字数,出典,キャラ,文字数,出典,キャラ,文字数,出典,キャラ,文字数,出典,キャラ,文字数,出典,キャラ,文字数,出典,キャラ,文字数,出典
"キャラ名
最大16文字",▼未監修,※,,0,,,阿波連 れいな,7,阿波連さんははかれない,ライドウ,4,阿波連さんははかれない,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,
"フレーバーテキスト
28文字×7行
(最大196文字)",0,※,,0,,,「小さくて」、「物静か」な女子高校生。他人との距離をはかるのが苦手で、その行動は予測不能。ある日、教室で隣の席に座るライドウくんに消しゴムを拾ってもらって以降、彼との距離は急接近し…⁉︎,100,ー,ごく普通の男子高校生。当初、隣の席の阿波連さんには距離を感じていたが、学校生活を共にする中で距離を縮めた。予測不能な彼女の行動に驚きつつも、それを受け入れている。高校での目標は、友だち100人作ること。,101,ー,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,
"必殺ワザ名称
最大16文字",,※,,0,,,さっきはありがとう,9,参考:2巻074P,公園は皆のものだから,10,10巻107P,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,
"必殺ワザ発動前
セリフ
最大24文字",▼監修通過,※,,0,,,はい,2,2巻074P,横入りしてすまない,9,参考:10巻107P,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,
"イベント用セリフ
最大7*2文字",0,※,,0,,,近くに行ってもいい？,10,4巻140P,友達100人作るんだ,10,1巻156P,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,
"召喚時セリフ
最大24文字",,※,,0,,,メーデー　メーデー,9,1巻097P,おはよう,6,1巻008P,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,
"ガシャ演出時のセリフ
※URのみ",,※,,0,,,ー,ー,ー,ー,ー,ー,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,
必殺ワザ原画,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
サマータイムレンダ,,,,,,,▼データ設定済み,リリース時,,▼データ設定済み,リリース時,,▼データ設定済み,リリース時,,▼未監修,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
項目,,表示画面,キャラ,文字数,出典,担当,キャラ,文字数,出典,キャラ,文字数,出典,キャラ,文字数,出典,キャラ,文字数,出典,キャラ,文字数,出典,キャラ,文字数,出典,キャラ,文字数,出典,キャラ,文字数,出典,キャラ,文字数,出典,キャラ,文字数,出典,キャラ,文字数,出典,キャラ,文字数,出典,キャラ,文字数,出典
"キャラ名
最大16文字",▼未監修,※,,0,,,網代 慎平,5,サマータイムレンダ,影のウシオ 小舟 潮,10,サマータイムレンダ,小舟　澪,4,サマータイムレンダ,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,
"フレーバーテキスト
28文字×7行
(最大196文字)",1,※,,0,,,調理師専門学校に通う17歳の少年。幼馴染の小舟 潮の葬儀に参列するために、2年ぶりに故郷の日都ヶ島(ひとがしま)へ帰省したところ、同じ夏を繰り返すループに巻き込まれてしまう。冷静に思考するためにフカンして考えることを心がけている。,115,ー,17歳の女子高校生で、網代 慎平の幼馴染。フランス人の父譲りの金髪、青い瞳を持ち、明るくはつらつとした性格をしている。島の人のことを大切に思っており、正義感も強い。網代 慎平と共に影の脅威から島の住人や仲間たちを守るために、何度も同じ夏を繰り返す。,124,ー,"高校１年生で、小舟 潮の実の妹。黒い髪に父親譲りの青い瞳、日焼けした褐色肌。２年ぶりに故郷の日都ヶ島(ひとがしま)へ帰った網代 慎平に対して、姉を亡くした直後でもいつもと変わらない様子で接する健気な性格をしている。
運動神経が良く、水泳部に所属している。",127,ー,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,
"必殺ワザ名称
最大16文字",,※,,0,,,フカンしろ!!,7,1巻124P,守っちゃってね,7,参考:1巻009P,おかえり慎ちゃん!!,10,1巻015P,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,
"必殺ワザ発動前
セリフ
最大24文字",▼監修通過,※,,0,,,落ち着け…,5,1巻085P,みんなによろしく言うといて！,14,参考:1巻007P,おおーーい!!,7,1巻015P,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,
"イベント用セリフ
最大7*2文字",0,※,,0,,,もっとフカンして考えよう…,13,1巻064P,ちゃんと私のこと見つけてよ,13,1巻008P,水浴びしょか思て!!,10,1巻016P,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,
"召喚時セリフ
最大24文字",,※,,0,,,まかしとけっ！,10,1巻125P,私って何なん…,7,参考:2巻012P,長旅お疲れさまあああ〜〜〜,13,1巻015P,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,
