作品名,キャラクター名,ID,レアリティ,属性,ロール,間合い,"通常攻撃_
オノマトペ","必殺攻撃_
オノマトペ","リリースキー
※ID管理",施策名,※指示書,"召喚
コスト","基礎
コスト",コスト帯,"キャラ
補正値","必殺ワザ
補正値","特性
補正値","召喚
時間(s)","再召喚時間F
※",再召喚時間(s),"キャラ
補正値","再召喚時間
属性&ロール
補正値(s)","※
(予備調整枠)","初回必殺CDF
※","初回
必殺ワザ
CDT","キャラ
補正値","CDT
属性&ロール
補正値","※
(予備調整枠)","2回目以降必殺
CDF
※","2回目以降
必殺ワザ
CDT","キャラ
補正値","必殺ワザ
補正値","CDT
属性&ロール
補正値","※
ワザ効果時間",必殺ワザ発動可能回数(最低値),"※
ワザ間隔
(確認用)",体力Lv1,"体力
Lv80
最大凸","体力
Lv80
最大凸
生存時間(s)
(敵1体)","体力
Lv80
最大凸
生存時間(s)
(敵2体)","基礎
体力","ロール
補正値","キャラ
補正値1","キャラ
補正値2
※距離補正","キャラ
補正値3
※攻撃値分","属性&ロール
補正値","※
特殊
調整値","※
(予備調整枠)",攻撃力Lv1,"攻撃
Lv80
最大凸","DPS
通常攻撃Lv1
単体",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ダンダダン,オカルン,chara_dan_00001,PremiumR,赤,ディフェンス,近距離,dageki_1,-,202509010_リリース,リリース時,※,160,200,低コスト,-50,10.0,0.0,1.5,335,6.7,0.0,0.0,0.0,175,3.5,0.0,0.00,0.0,995,19.9,0.0,10.4,0.0,6.9,1,13.0,910,"6,490",6.1,3.0,480,0.90,0.00,0.00,0.00,0.0,0.0,,320,"2,281",160,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
チェンソーマン,デンジ,chara_chi_00001,PremiumR,緑,アタック,近距離,zangeki_1,dageki_1,202509010_リリース,リリース時,※,210,200,低コスト,,10.0,0.0,2.8,185,3.7,0.0,0.0,0.0,100,2.0,0.0,0.00,0.0,355,7.1,0.0,0.0,0.0,25,1,-,500,"3,565",3.3,1.7,630,-0.20,0.00,0.00,0.00,0.0,0.0,,550,"3,922",550,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
怪獣８号,日比野 カフカ,chara_kai_00001,PremiumR,黄,アタック,近距離,dageki_1,-,202509010_リリース,リリース時,※,210,200,低コスト,0,10.0,0.0,2.8,185,3.7,0.0,0.0,0.0,100,2.0,0.0,0.00,0.0,650,13.0,0.0,5.9,0.0,25,1,9.1,500,"3,565",3.3,1.7,630,-0.20,0.00,0.00,0.00,0.0,0.0,,550,"3,922",550,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
鴨乃橋ロンの禁断推理,一色 都々丸,chara_ron_00101,PremiumR,青,ディフェンス,中距離,dageki_2,dageki_1,202509010_リリース,リリース時,※,210,200,低コスト,0,10.0,0.0,2.8,415,8.3,0.0,0.0,0.0,215,4.3,0.0,0.00,0.0,800,16.0,0.0,5.3,0.0,-,1,-,1130,"8,059",7.5,3.8,630,0.90,0.00,-0.10,0.00,0.0,0.0,,420,"2,995",210,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
忘却バッテリー,清峰 葉流火,chara_bat_00001,PremiumSR,赤,アタック,遠距離,dageki_1,dageki_2,202509010_リリース,リリース時,※,220,200,低コスト,0,10.0,10.0,3.0,125,2.5,0.0,0.0,0.0,100,2.0,0.0,-0.11,0.0,575,11.5,0.0,5.8,0.0,-,1,-,330,"2,407",2.2,1.1,660,-0.20,0.00,-0.30,0.00,0.0,0.0,,1860,"13,570",620,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
怪獣８号,古橋 伊春,chara_kai_00601,DropSR,緑,ディフェンス,中距離,shageki_1,-,202509010_怪獣8号,怪獣８号いいジャン祭,※,225,200,低コスト,0,10.0,15.0,3.1,475,9.5,0.0,0.0,0.0,245,4.9,0.0,0.00,0.0,790,15.8,0.0,5.6,-1.1,3.7,1,12.1,1290,"8,918",8.6,4.3,680,0.90,0.00,-0.10,0.00,0.1,0.0,,460,"3,179",230,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SPY×FAMILY,ダミアン・デズモンド,chara_spy_00301,DropSR,無,スペシャル,該当なし,-,-,202510010_SPY×FAMILY,SPY×FAMILYいいジャン祭,※,250,200,低コスト,90,10.0,0.0,3.8,-,-,-,-,-,-,#VALUE!,-,-,-,-,-,-,-,0.0,-,-,#VALUE!,#VALUE!,-,-,-,750,-,-,-,-,-,0.0,,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
株式会社マジルミエ,絶対効率の体現者 土刃 メイ,chara_mag_00201,PremiumUR,赤,アタック,遠距離,shageki_1,dageki_1,202511010_株式会社マジルミエ,株式会社マジルミエいいジャン祭,※,275,200,低コスト,50,15.0,10.0,4.4,260,5.2,0.7,0.0,0.0,100,2.0,0.0,-0.17,0.0,710,14.2,0.0,7.1,0.0,-,1,-,500,"4,085",3.3,1.7,830,-0.20,0.00,-0.30,0.10,0.0,0.0,,2160,"17,654",720,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
阿波連さんははかれない,ライドウ,chara_aha_00001,PremiumSR,黄,ディフェンス,近距離,dageki_2,dageki_1,202509010_リリース,リリース時,※,280,200,低コスト,50,10.0,20.0,4.5,585,11.7,0.0,0.0,0.0,305,6.1,0.0,0.00,0.0,955,19.1,0.0,6.4,0.0,-,1,-,1600,"11,673",10.7,5.3,840,0.90,0.00,0.00,0.00,0.0,0.0,,560,"4,085",280,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
鴨乃橋ロンの禁断推理,鴨乃橋 ロン,chara_ron_00001,PremiumSSR,青,テクニカル,中距離,dageki_2,dageki_1,202509010_リリース,リリース時,※,290,200,低コスト,50,25.0,15.0,4.8,190,3.8,0.0,0.0,0.0,100,2.0,0.0,0.00,0.0,565,11.3,0.0,4.1,0.0,1.5,1,9.8,520,"3,963",3.5,1.7,870,-0.30,0.00,-0.10,0.00,0.0,0.0,,960,"7,320",640,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
魔都精兵のスレイブ,東 日万凛,chara_sur_00201,PremiumSR,青,アタック,近距離,shageki_1,shageki_1,202509010_リリース,リリース時,※,315,200,低コスト,100,5.0,10.0,5.4,280,5.6,0.0,0.0,0.0,145,2.9,0.0,0.00,0.0,440,8.8,0.0,0.0,0.0,16,1,-,760,"5,544",5.1,2.5,950,-0.20,0.00,0.00,0.00,0.0,0.0,,820,"5,982",820,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
地獄楽,山田浅ェ門 仙汰,chara_jig_00301,PremiumSR,緑,ディフェンス,近距離,zangeki_1,zangeki_1,202509010_リリース,リリース時,※,320,200,低コスト,100,5.0,15.0,5.5,705,14.1,0.0,0.0,0.0,370,7.4,0.0,0.00,0.0,940,18.8,0.0,6.3,-1.4,-,1,-,1920,"14,009",12.8,6.4,960,0.90,0.00,0.00,0.00,0.1,0.0,,610,"4,449",320,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ラーメン赤猫,文蔵,chara_aka_00101,PremiumR,赤,テクニカル,近距離,dageki_1,zangeki_1,202509010_リリース,リリース時,※,325,200,低コスト,100,25.0,0.0,5.6,255,5.1,0.0,0.0,0.0,130,2.6,0.0,0.00,0.0,640,12.8,0.0,4.5,0.0,3.0,1,9.8,690,"4,920",4.6,2.3,980,-0.30,0.00,0.00,0.00,0.0,0.0,,720,"5,134",720,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
姫様“拷問”の時間です,トーチャー・トルチュール,chara_gom_00101,PremiumSR,黄,テクニカル,近距離,dageki_2,dageki_1,202509010_リリース,リリース時,※,325,200,低コスト,100,10.0,15.0,5.6,255,5.1,0.0,0.0,0.0,130,2.6,0.0,0.00,0.0,860,17.2,0.0,10.5,-1.7,7.0,1,10.2,690,"5,034",4.6,2.3,980,-0.30,0.00,0.00,0.00,0.0,0.0,,720,"5,252",720,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ダンダダン,モモ,chara_dan_00101,PremiumSSR,赤,アタック,中距離,dageki_1,dageki_1,202509010_リリース,リリース時,※,330,200,低コスト,100,20.0,10.0,5.8,255,5.1,0.0,0.0,0.0,120,2.4,0.0,-0.23,0.0,520,10.4,0.0,2.1,0.0,18,1,-,690,"5,261",4.6,2.3,990,-0.20,0.00,-0.10,0.00,0.0,0.0,,1040,"7,929",690,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
【推しの子】,黒川 あかね,chara_osh_00501,PremiumSSR,青,テクニカル,近距離,dageki_1,dageki_1,202512020_推しの子＆年末＆正月,【推しの子】いいジャン祭,※,335,200,低コスト,100,20.0,15.0,5.9,365,7.3,1.5,0.0,0.0,185,3.7,0.0,0.00,0.7,1750,35.0,3.6,22.5,0.0,15.0,1,20.0,790,"6,022",5.3,2.6,1010,-0.30,0.00,0.00,0.08,0.0,0.0,,680,"5,185",680,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
【推しの子】,MEMちょ,chara_osh_00301,PremiumSSR,黄,サポート,近距離,dageki_1,-,202512020_推しの子＆年末＆正月,【推しの子】いいジャン祭,※,350,200,低コスト,130,10.0,10.0,6.3,325,6.5,0.0,0.0,0.0,170,3.4,0.0,0.00,0.0,1300,26.0,0.0,16.5,0.0,11.0,1,15.0,890,"6,785",5.9,3.0,1050,-0.40,0.25,0.00,0.00,0.0,0.0,,480,"3,660",320,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
株式会社マジルミエ,重本 浩司,chara_mag_00501,DropSR,無,スペシャル,該当なし,-,-,202511010_株式会社マジルミエ,株式会社マジルミエいいジャン祭,※,350,200,低コスト,140,10.0,0.0,6.3,385,7.7,0.0,0.0,0.0,200,4.0,0.0,0.00,0.0,910,18.2,0.0,8.0,0.0,5.3,1,12.9,1050,"7,257",7.0,3.5,1050,0.00,0.00,0.00,0.00,0.0,0.0,,#VALUE!,#VALUE!,#VALUE!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ダンダダン,招き猫 ターボババア,chara_dan_00301,DropSR,黄,ディフェンス,近距離,dageki_1,-,202510020_ダンダダン,ダンダダンいいジャン祭,※,350,200,低コスト,120,10.0,20.0,6.3,735,14.7,0.0,0.0,0.0,385,7.7,0.0,0.00,0.0,1440,28.8,0.0,14.6,0.0,9.7,1,19.1,2000,"13,825",13.3,6.7,1050,0.90,0.00,0.00,0.00,0.0,0.0,,700,"4,839",350,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
魔都精兵のスレイブ,大川村 寧,chara_sur_00401,DropSR,無,スペシャル,該当なし,-,-,202509010_リリース,リリース時,※,350,200,低コスト,-30,30.0,0.0,6.3,-,-,-,-,-,-,#VALUE!,-,-,-,-,-,-,-,-,-,-,7.0,#VALUE!,-,-,-,1050,-,-,-,-,-,0.0,,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
魔都精兵のスレイブ,和倉 優希,chara_sur_00001,PremiumR,緑,サポート,近距離,dageki_2,-,202509010_リリース,リリース時,※,360,200,低コスト,150,10.0,0.0,6.5,240,4.8,0.0,0.0,0.0,125,2.5,0.0,0.00,0.0,695,13.9,0.0,5.9,0.0,3.9,1,10.0,650,"4,635",4.3,2.2,1080,-0.40,0.00,0.00,0.00,0.0,0.0,,750,"5,349",500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
【推しの子】,有馬 かな,chara_osh_00401,PremiumSSR,緑,テクニカル,近距離,dageki_2,dageki_2,202512020_推しの子＆年末＆正月,【推しの子】いいジャン祭,※,370,200,低コスト,125,30.0,15.0,6.8,275,5.5,0.4,0.0,0.0,225,4.5,1.8,0.00,0.0,640,12.8,0.9,3.5,0.0,2.3,1,10.5,700,"5,337",4.7,2.3,1110,-0.30,0.08,0.00,-0.15,0.0,0.0,,870,"6,633",870,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
道産子ギャルはなまらめんこい,冬木 美波,chara_dos_00001,PremiumSSR,青,サポート,遠距離,dageki_1,dageki_1,202509010_リリース,リリース時,※,375,200,低コスト,150,10.0,15.0,6.9,125,2.5,0.0,-0.2,0.0,135,2.7,1.5,-0.11,0.0,1120,22.4,0.0,16.5,0.0,11.0,0,11.4,340,"2,592",2.3,1.1,1130,-0.40,0.00,-0.30,0.00,0.0,0.0,,1480,"11,285",530,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
株式会社マジルミエ,槇野 あかね,chara_mag_00401,DropSR,赤,テクニカル,近距離,zangeki_1,zangeki_1,202511010_株式会社マジルミエ,株式会社マジルミエいいジャン祭,※,375,200,低コスト,140,20.0,15.0,6.9,290,5.8,0.0,0.0,0.0,150,3.0,0.0,0.00,0.0,1175,23.5,0.0,14.6,0.0,9.7,1,13.8,790,"5,460",5.3,2.6,1130,-0.30,0.00,0.00,0.00,0.0,0.0,,830,"5,736",830,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
タコピーの原罪,ハッピー星からの使者 タコピー,chara_tak_00001,PremiumUR,黄,ディフェンス,近距離,dageki_1,-,202509010_リリース,リリース時,※,390,200,低コスト,150,10.0,30.0,7.3,775,15.5,0.0,0.0,0.0,405,8.1,0.0,0.00,0.0,1405,28.1,0.0,13.5,0.0,9.0,1,19.1,2110,"17,245",14.1,7.0,1170,0.90,-0.40,0.00,0.30,0.0,0.0,,320,"2,614",160,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
道産子ギャルはなまらめんこい,秋野 沙友理,chara_dos_00101,PremiumSSR,無,スペシャル,該当なし,-,-,202509010_リリース,リリース時,※,400,600,中コスト,150,10.0,0.0,7.5,-,-,-,-,-,-,#VALUE!,-,-,-,-,-,-,-,-,-,-,#VALUE!,#VALUE!,-,-,-,1200,-,-,-,-,-,0.0,,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ダンダダン,アイラ,chara_dan_00201,DropSR,青,サポート,近距離,dageki_2,-,202510020_ダンダダン,ダンダダンいいジャン祭,※,420,600,中コスト,-200,10.0,10.0,8.0,255,5.1,0.0,-0.5,0.0,135,2.7,0.0,-0.25,0.0,940,18.8,0.0,10.1,0.0,6.7,1,12.1,760,"5,253",5.1,2.5,1260,-0.40,0.00,0.00,0.00,0.0,0.0,,890,"6,151",590,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
チェンソーマン,パワー,chara_chi_00301,PremiumSSR,青,アタック,中距離,dageki_1,dageki_1,202509010_リリース,リリース時,※,420,200,低コスト,200,10.0,10.0,8.0,325,6.5,0.0,0.0,0.0,170,3.4,0.0,0.00,0.0,590,11.8,0.0,2.4,0.0,14,1,-,880,"6,709",5.9,2.9,1260,-0.20,0.00,-0.10,0.00,0.0,0.0,,1640,"12,504",1090,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
魔都精兵のスレイブ,東 八千穂,chara_sur_00601,PremiumSSR,赤,テクニカル,中距離,shageki_1,dageki_1,202512010_魔都精兵のスレイブ,魔都精兵のスレイブいいジャン祭,※,445,600,中コスト,-200,30.0,15.0,8.6,295,5.9,0.0,0.0,0.0,230,4.6,1.5,0.00,0.0,905,18.1,0.0,9.1,0.0,2.3,1,15.8,800,"6,100",5.3,2.7,1340,-0.30,0.00,-0.10,0.00,0.0,0.0,,1470,"11,208",980,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.5次元の誘惑,奥村 正宗,chara_yuw_00601,DropSR,黄,ディフェンス,近距離,dageki_1,-,202511020_【クリスマス】2.5次元の誘惑,2.5次元の誘惑いいジャン祭,※,445,600,中コスト,-180,10.0,15.0,8.6,935,18.7,0.0,0.0,0.0,490,9.8,0.0,0.00,0.0,1100,22.0,0.0,6.0,0.0,4.0,1,18.0,2550,"17,628",17.0,8.5,1340,0.90,0.00,0.00,0.00,0.0,0.0,,660,"4,561",330,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SPY×FAMILY,フランキー・フランクリン,chara_spy_00401,DropSR,緑,ディフェンス,近距離,dageki_2,dageki_2,202509010_リリース,SPY×FAMILYいいジャン祭,※,470,600,中コスト,-150,10.0,10.0,9.3,1035,20.7,0.0,0.0,0.0,540,10.8,0.0,0.00,0.0,1180,23.6,0.0,8.4,-1.7,-,1,-,2820,"19,495",18.8,9.4,1410,0.90,0.00,0.00,0.00,0.1,0.0,,940,"6,497",470,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.5次元の誘惑,753♡,chara_yuw_00501,DropSR,赤,サポート,近距離,dageki_2,-,202511020_【クリスマス】2.5次元の誘惑,2.5次元の誘惑いいジャン祭,※,475,600,中コスト,-150,10.0,15.0,9.4,315,6.3,0.0,0.0,0.0,165,3.3,0.0,0.00,0.0,765,15.3,0.0,6.0,0.0,4.0,1,11.3,860,"5,944",5.7,2.9,1430,-0.40,0.00,0.00,0.00,0.0,0.0,,1010,"6,982",670,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ダンダダン,アクさらの愛 アイラ,chara_dan_00202,PremiumUR,緑,アタック,中距離,dageki_1,dageki_1,202510020_ダンダダン,ダンダダンいいジャン祭,※,480,600,中コスト,-150,5.0,25.0,9.5,370,7.4,0.0,0.0,0.0,195,3.9,0.0,0.00,0.0,630,12.6,0.0,2.5,0.0,-,1,-,1010,"8,254",6.7,3.4,1440,-0.20,0.00,-0.10,0.00,0.0,0.0,,1880,"15,365",1250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
魔都精兵のスレイブ,駿河 朱々,chara_sur_00301,PremiumSR,黄,ディフェンス,近距離,dageki_1,dageki_2,202509010_リリース,リリース時,※,480,600,中コスト,-150,10.0,20.0,9.5,1005,20.1,0.0,0.0,0.0,525,10.5,0.0,0.00,0.0,830,16.6,0.0,0.0,0.0,-,1,-,2740,"19,992",18.3,9.1,1440,0.90,0.00,0.00,0.00,0.0,0.0,,960,"7,004",480,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
サマータイムレンダ,小舟 澪,chara_sum_00201,PremiumSR,青,アタック,近距離,dageki_1,shageki_1,202509010_リリース,リリース時,※,485,600,中コスト,-150,20.0,15.0,9.6,430,8.6,0.0,0.0,0.0,225,4.5,0.0,0.00,0.0,545,10.9,0.0,0.0,0.0,10,1,-,1170,"8,535",7.8,3.9,1460,-0.20,0.00,0.00,0.00,0.0,0.0,,1260,"9,193",1260,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SPY×FAMILY,わくわく アーニャ,chara_spy_00001,PremiumUR,無,スペシャル,該当なし,-,-,202509010_リリース,リリース時,※,500,180,低コスト,290,30.0,0.0,10.0,-,-,-,-,-,-,#VALUE!,-,-,-,-,-,-,-,-,-,-,#VALUE!,#VALUE!,-,-,-,1500,-,-,-,-,-,0.0,,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
サマータイムレンダ,網代 慎平,chara_sum_00001,PremiumR,青,テクニカル,遠距離,shageki_1,shageki_1,202509010_リリース,リリース時,※,515,600,中コスト,-100,15.0,0.0,10.4,225,4.5,0.0,0.0,0.0,120,2.4,0.0,0.00,0.0,1190,23.8,0.0,15.9,0.0,6.9,1,16.9,620,"4,421",4.1,2.1,1550,-0.30,0.00,-0.30,0.00,0.0,0.0,,2710,"19,328",1130,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.5次元の誘惑,勇気を纏うコスプレ 乃愛,chara_yuw_00301,PremiumUR,青,サポート,近距離,dageki_2,-,202511020_【クリスマス】2.5次元の誘惑,2.5次元の誘惑いいジャン祭,※,515,600,中コスト,-150,40.0,25.0,10.4,310,6.2,0.0,-0.6,0.0,390,7.8,4.5,-0.31,0.0,400,8.0,-31.7,30.0,0.0,20.0,0,-12.0,930,"7,600",6.2,3.1,1550,-0.40,0.00,0.00,0.00,0.0,0.0,,1400,"11,442",930,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
株式会社マジルミエ,葵 リリー,chara_mag_00301,PremiumSSR,緑,ディフェンス,中距離,dageki_1,-,202511010_株式会社マジルミエ,株式会社マジルミエいいジャン祭,※,525,600,中コスト,-100,10.0,15.0,10.6,985,19.7,0.0,0.0,0.0,515,10.3,0.0,0.00,0.0,1080,21.6,0.0,6.8,-1.6,4.5,1,17.1,2690,"20,512",17.9,9.0,1580,0.90,0.00,-0.10,-0.20,0.1,0.0,,1850,"14,106",740,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
魔都精兵のスレイブ,誇り高き魔都の剣姫 羽前 京香,chara_sur_00101,PremiumUR,緑,アタック,中距離,zangeki_1,zangeki_1,202509010_リリース,リリース時,※,530,600,中コスト,-100,5.0,25.0,10.8,405,8.1,0.0,0.0,0.0,215,4.3,0.0,0.00,0.0,660,13.2,0.0,2.6,0.0,11,1,-,1110,"9,071",7.4,3.7,1590,-0.20,0.00,-0.10,0.00,0.0,0.0,,2070,"16,918",1380,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.5次元の誘惑,羽生 まゆり,chara_yuw_00201,PremiumSSR,青,テクニカル,近距離,dageki_2,dageki_1,202511020_【クリスマス】2.5次元の誘惑,2.5次元の誘惑いいジャン祭,※,535,600,中コスト,-100,20.0,15.0,10.9,415,8.3,0.0,0.0,0.0,215,4.3,0.0,0.00,0.0,870,17.4,0.0,6.8,0.0,4.5,1,12.9,1130,"8,616",7.5,3.8,1610,-0.30,0.00,0.00,0.00,0.0,0.0,,1180,"8,997",1180,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
【推しの子】,星野 ルビー,chara_osh_00201,PremiumSSR,赤,アタック,近距離,dageki_2,-,202512020_推しの子＆年末＆正月,【推しの子】いいジャン祭,※,535,600,中コスト,-75,10.0,0.0,10.9,500,10.0,0.0,0.0,0.0,240,4.8,0.0,-0.46,0.0,1455,29.1,12.5,4.8,0.0,3.2,1,25.9,1370,"10,445",9.1,4.6,1610,-0.20,0.00,0.00,0.00,0.0,0.05,,1770,"13,497",1770,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
怪獣８号,四ノ宮 キコル,chara_kai_00301,PremiumSSR,黄,ディフェンス,近距離,zangeki_1,zangeki_1,202509010_リリース,リリース時,※,535,600,中コスト,-100,20.0,15.0,10.9,1005,20.1,0.0,0.0,0.0,525,10.5,0.0,0.00,0.0,920,18.4,0.0,1.8,0.0,1.2,1,17.2,2740,"20,892",18.3,9.1,1610,0.90,0.00,0.00,-0.20,0.0,0.0,,1430,"10,903",750,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
