ENABLE,id,mst_stage_id,reward_category,resource_type,resource_id,resource_amount,percentage,sort_order,release_key,weight
e,335,normal_jig_00002,Random,Item,memoryfragment_glo_00001,1,10,8,202509010,
e,336,normal_jig_00003,FirstClear,Item,memoryfragment_glo_00001,1,100,1,202509010,
e,337,normal_jig_00003,Random,Item,memory_glo_00001,5,33,2,202509010,
e,338,normal_jig_00003,Random,Item,memory_glo_00001,8,13,3,202509010,
e,339,normal_jig_00003,Random,Item,memory_glo_00001,12,3,4,202509010,
e,340,normal_jig_00003,Random,Item,memory_glo_00005,5,33,5,202509010,
e,341,normal_jig_00003,Random,Item,memory_glo_00005,8,13,6,202509010,
e,342,normal_jig_00003,Random,Item,memory_glo_00005,12,3,7,202509010,
e,343,normal_jig_00003,Random,Item,memoryfragment_glo_00001,1,10,8,202509010,
e,344,normal_jig_00004,FirstClear,Item,memoryfragment_glo_00001,1,100,1,202509010,
e,345,normal_jig_00004,Random,Item,memory_glo_00001,5,33,2,202509010,
e,346,normal_jig_00004,Random,Item,memory_glo_00001,8,13,3,202509010,
e,347,normal_jig_00004,Random,Item,memory_glo_00001,12,3,4,202509010,
e,348,normal_jig_00004,Random,Item,memory_glo_00005,5,33,5,202509010,
e,349,normal_jig_00004,Random,Item,memory_glo_00005,8,13,6,202509010,
e,350,normal_jig_00004,Random,Item,memory_glo_00005,12,3,7,202509010,
e,351,normal_jig_00004,Random,Item,memoryfragment_glo_00001,1,10,8,202509010,
e,352,normal_jig_00005,FirstClear,Item,memoryfragment_glo_00001,1,100,1,202509010,
e,353,normal_jig_00005,Random,Item,memory_glo_00001,5,33,2,202509010,
e,354,normal_jig_00005,Random,Item,memory_glo_00001,8,13,3,202509010,
e,355,normal_jig_00005,Random,Item,memory_glo_00001,12,3,4,202509010,
e,356,normal_jig_00005,Random,Item,memory_glo_00005,5,33,5,202509010,
e,357,normal_jig_00005,Random,Item,memory_glo_00005,8,13,6,202509010,
e,358,normal_jig_00005,Random,Item,memory_glo_00005,12,3,7,202509010,
e,359,normal_jig_00005,Random,Item,memoryfragment_glo_00001,1,10,8,202509010,
e,360,normal_jig_00006,FirstClear,FreeDiamond,prism_glo_00001,100,100,1,202509010,
e,361,normal_jig_00006,FirstClear,Item,memoryfragment_glo_00001,1,100,2,202509010,
e,362,normal_jig_00006,Random,Item,memory_glo_00001,5,22,3,202509010,
e,363,normal_jig_00006,Random,Item,memory_glo_00001,8,8,4,202509010,
e,364,normal_jig_00006,Random,Item,memory_glo_00001,12,2,5,202509010,
e,365,normal_jig_00006,Random,Item,memory_glo_00002,5,22,6,202509010,
e,366,normal_jig_00006,Random,Item,memory_glo_00002,8,8,7,202509010,
e,367,normal_jig_00006,Random,Item,memory_glo_00002,12,2,8,202509010,
e,368,normal_jig_00006,Random,Item,memory_glo_00005,5,22,9,202509010,
e,369,normal_jig_00006,Random,Item,memory_glo_00005,8,8,10,202509010,
e,370,normal_jig_00006,Random,Item,memory_glo_00005,12,2,11,202509010,
e,371,normal_jig_00006,Random,Item,memoryfragment_glo_00001,1,10,12,202509010,
e,372,hard_jig_00001,FirstClear,Item,memoryfragment_glo_00001,5,100,1,202509010,
e,373,hard_jig_00001,FirstClear,Item,memoryfragment_glo_00002,3,100,2,202509010,
e,374,hard_jig_00001,Random,Item,memory_glo_00001,7,33,3,202509010,
e,375,hard_jig_00001,Random,Item,memory_glo_00001,10,13,4,202509010,
e,376,hard_jig_00001,Random,Item,memory_glo_00001,15,3,5,202509010,
e,377,hard_jig_00001,Random,Item,memory_glo_00005,7,33,6,202509010,
e,378,hard_jig_00001,Random,Item,memory_glo_00005,10,13,7,202509010,
e,379,hard_jig_00001,Random,Item,memory_glo_00005,15,3,8,202509010,
e,380,hard_jig_00001,Random,Item,memoryfragment_glo_00002,1,7,9,202509010,
e,381,hard_jig_00002,FirstClear,Item,memoryfragment_glo_00001,5,100,1,202509010,
e,382,hard_jig_00002,FirstClear,Item,memoryfragment_glo_00002,3,100,2,202509010,
e,383,hard_jig_00002,Random,Item,memory_glo_00001,7,33,3,202509010,
e,384,hard_jig_00002,Random,Item,memory_glo_00001,10,13,4,202509010,
e,385,hard_jig_00002,Random,Item,memory_glo_00001,15,3,5,202509010,
e,386,hard_jig_00002,Random,Item,memory_glo_00005,7,33,6,202509010,
e,387,hard_jig_00002,Random,Item,memory_glo_00005,10,13,7,202509010,
e,388,hard_jig_00002,Random,Item,memory_glo_00005,15,3,8,202509010,
e,389,hard_jig_00002,Random,Item,memoryfragment_glo_00002,1,7,9,202509010,
e,390,hard_jig_00003,FirstClear,Item,memoryfragment_glo_00001,5,100,1,202509010,
e,391,hard_jig_00003,FirstClear,Item,memoryfragment_glo_00002,3,100,2,202509010,
e,392,hard_jig_00003,Random,Item,memory_glo_00001,7,33,3,202509010,
e,393,hard_jig_00003,Random,Item,memory_glo_00001,10,13,4,202509010,
e,394,hard_jig_00003,Random,Item,memory_glo_00001,15,3,5,202509010,
e,395,hard_jig_00003,Random,Item,memory_glo_00005,7,33,6,202509010,
e,396,hard_jig_00003,Random,Item,memory_glo_00005,10,13,7,202509010,
e,397,hard_jig_00003,Random,Item,memory_glo_00005,15,3,8,202509010,
e,398,hard_jig_00003,Random,Item,memoryfragment_glo_00002,1,7,9,202509010,
e,399,hard_jig_00004,FirstClear,Item,memoryfragment_glo_00001,5,100,1,202509010,
e,400,hard_jig_00004,FirstClear,Item,memoryfragment_glo_00002,3,100,2,202509010,
e,401,hard_jig_00004,Random,Item,memory_glo_00001,7,33,3,202509010,
e,402,hard_jig_00004,Random,Item,memory_glo_00001,10,13,4,202509010,
e,403,hard_jig_00004,Random,Item,memory_glo_00001,15,3,5,202509010,
e,404,hard_jig_00004,Random,Item,memory_glo_00005,7,33,6,202509010,
e,405,hard_jig_00004,Random,Item,memory_glo_00005,10,13,7,202509010,
e,406,hard_jig_00004,Random,Item,memory_glo_00005,15,3,8,202509010,
e,407,hard_jig_00004,Random,Item,memoryfragment_glo_00002,1,7,9,202509010,
e,408,hard_jig_00005,FirstClear,Item,memoryfragment_glo_00001,5,100,1,202509010,
e,409,hard_jig_00005,FirstClear,Item,memoryfragment_glo_00002,3,100,2,202509010,
e,410,hard_jig_00005,Random,Item,memory_glo_00001,7,33,3,202509010,
e,411,hard_jig_00005,Random,Item,memory_glo_00001,10,13,4,202509010,
e,412,hard_jig_00005,Random,Item,memory_glo_00001,15,3,5,202509010,
e,413,hard_jig_00005,Random,Item,memory_glo_00005,7,33,6,202509010,
e,414,hard_jig_00005,Random,Item,memory_glo_00005,10,13,7,202509010,
e,415,hard_jig_00005,Random,Item,memory_glo_00005,15,3,8,202509010,
e,416,hard_jig_00005,Random,Item,memoryfragment_glo_00002,1,7,9,202509010,
e,417,hard_jig_00006,FirstClear,FreeDiamond,prism_glo_00001,100,100,1,202509010,
e,418,hard_jig_00006,FirstClear,Item,memoryfragment_glo_00001,5,100,2,202509010,
e,419,hard_jig_00006,FirstClear,Item,memoryfragment_glo_00002,3,100,3,202509010,
e,420,hard_jig_00006,Random,Item,memory_glo_00001,7,22,4,202509010,
e,421,hard_jig_00006,Random,Item,memory_glo_00001,10,8,5,202509010,
e,422,hard_jig_00006,Random,Item,memory_glo_00001,15,2,6,202509010,
e,423,hard_jig_00006,Random,Item,memory_glo_00002,7,22,7,202509010,
e,424,hard_jig_00006,Random,Item,memory_glo_00002,10,8,8,202509010,
e,425,hard_jig_00006,Random,Item,memory_glo_00002,15,2,9,202509010,
e,426,hard_jig_00006,Random,Item,memory_glo_00005,7,22,10,202509010,
e,427,hard_jig_00006,Random,Item,memory_glo_00005,10,8,11,202509010,
e,428,hard_jig_00006,Random,Item,memory_glo_00005,15,2,12,202509010,
e,429,hard_jig_00006,Random,Item,memoryfragment_glo_00002,1,7,13,202509010,
e,430,normal_tak_00001,FirstClear,Item,memoryfragment_glo_00001,1,100,1,202509010,
e,431,normal_tak_00001,Random,Item,memory_glo_00001,5,33,2,202509010,
e,432,normal_tak_00001,Random,Item,memory_glo_00001,8,13,3,202509010,
e,433,normal_tak_00001,Random,Item,memory_glo_00001,12,3,4,202509010,
e,434,normal_tak_00001,Random,Item,memory_glo_00004,5,33,5,202509010,
e,435,normal_tak_00001,Random,Item,memory_glo_00004,8,13,6,202509010,
e,436,normal_tak_00001,Random,Item,memory_glo_00004,12,3,7,202509010,
e,437,normal_tak_00001,Random,Item,memoryfragment_glo_00001,1,10,8,202509010,
e,438,normal_tak_00002,FirstClear,Item,memoryfragment_glo_00001,1,100,1,202509010,
e,439,normal_tak_00002,Random,Item,memory_glo_00001,5,33,2,202509010,
e,440,normal_tak_00002,Random,Item,memory_glo_00001,8,13,3,202509010,
e,441,normal_tak_00002,Random,Item,memory_glo_00001,12,3,4,202509010,
e,442,normal_tak_00002,Random,Item,memory_glo_00003,5,33,5,202509010,
e,443,normal_tak_00002,Random,Item,memory_glo_00003,8,13,6,202509010,
e,444,normal_tak_00002,Random,Item,memory_glo_00003,12,3,7,202509010,
e,445,normal_tak_00002,Random,Item,memoryfragment_glo_00001,1,10,8,202509010,
e,446,normal_tak_00003,FirstClear,FreeDiamond,prism_glo_00001,100,100,1,202509010,
e,447,normal_tak_00003,FirstClear,Item,memoryfragment_glo_00001,1,100,2,202509010,
e,448,normal_tak_00003,Random,Item,memory_glo_00001,5,33,3,202509010,
e,449,normal_tak_00003,Random,Item,memory_glo_00001,8,13,4,202509010,
e,450,normal_tak_00003,Random,Item,memory_glo_00001,12,3,5,202509010,
e,451,normal_tak_00003,Random,Item,memory_glo_00005,5,33,6,202509010,
e,452,normal_tak_00003,Random,Item,memory_glo_00005,8,13,7,202509010,
e,453,normal_tak_00003,Random,Item,memory_glo_00005,12,3,8,202509010,
e,454,normal_tak_00003,Random,Item,memoryfragment_glo_00001,1,10,9,202509010,
e,455,hard_tak_00001,FirstClear,Item,memoryfragment_glo_00001,5,100,1,202509010,
e,456,hard_tak_00001,FirstClear,Item,memoryfragment_glo_00002,3,100,2,202509010,
e,457,hard_tak_00001,FirstClear,Item,memoryfragment_glo_00003,1,100,3,202509010,
e,458,hard_tak_00001,Random,Item,memory_glo_00004,7,65,4,202509010,
e,459,hard_tak_00001,Random,Item,memory_glo_00004,10,25,5,202509010,
e,460,hard_tak_00001,Random,Item,memory_glo_00004,15,5,6,202509010,
e,461,hard_tak_00001,Random,Item,memoryfragment_glo_00002,1,7,7,202509010,
e,462,hard_tak_00002,FirstClear,Item,memoryfragment_glo_00001,5,100,1,202509010,
e,463,hard_tak_00002,FirstClear,Item,memoryfragment_glo_00002,3,100,2,202509010,
e,464,hard_tak_00002,FirstClear,Item,memoryfragment_glo_00003,1,100,3,202509010,
e,465,hard_tak_00002,Random,Item,memory_glo_00003,7,65,4,202509010,
e,466,hard_tak_00002,Random,Item,memory_glo_00003,10,25,5,202509010,
e,467,hard_tak_00002,Random,Item,memory_glo_00003,15,5,6,202509010,
e,468,hard_tak_00002,Random,Item,memoryfragment_glo_00002,1,7,7,202509010,
e,469,hard_tak_00003,FirstClear,FreeDiamond,prism_glo_00001,100,100,1,202509010,
e,470,hard_tak_00003,FirstClear,Item,memoryfragment_glo_00001,5,100,2,202509010,
e,471,hard_tak_00003,FirstClear,Item,memoryfragment_glo_00002,3,100,3,202509010,
e,472,hard_tak_00003,FirstClear,Item,memoryfragment_glo_00003,1,100,4,202509010,
e,473,hard_tak_00003,Random,Item,memory_glo_00005,7,65,5,202509010,
e,474,hard_tak_00003,Random,Item,memory_glo_00005,10,25,6,202509010,
e,475,hard_tak_00003,Random,Item,memory_glo_00005,15,5,7,202509010,
e,476,hard_tak_00003,Random,Item,memoryfragment_glo_00002,1,7,8,202509010,
e,477,normal_glo2_00001,FirstClear,Item,memoryfragment_glo_00001,1,100,1,202509010,
e,478,normal_glo2_00001,Random,Item,memory_glo_00001,5,33,2,202509010,
e,479,normal_glo2_00001,Random,Item,memory_glo_00001,8,13,3,202509010,
e,480,normal_glo2_00001,Random,Item,memory_glo_00001,12,3,4,202509010,
e,481,normal_glo2_00001,Random,Item,memory_glo_00003,5,33,5,202509010,
e,482,normal_glo2_00001,Random,Item,memory_glo_00003,8,13,6,202509010,
e,483,normal_glo2_00001,Random,Item,memory_glo_00003,12,3,7,202509010,
e,484,normal_glo2_00001,Random,Item,memoryfragment_glo_00001,1,10,8,202509010,
e,485,normal_glo2_00002,FirstClear,Item,memoryfragment_glo_00001,1,100,1,202509010,
e,486,normal_glo2_00002,Random,Item,memory_glo_00001,5,33,2,202509010,
e,487,normal_glo2_00002,Random,Item,memory_glo_00001,8,13,3,202509010,
e,488,normal_glo2_00002,Random,Item,memory_glo_00001,12,3,4,202509010,
e,489,normal_glo2_00002,Random,Item,memory_glo_00002,5,33,5,202509010,
e,490,normal_glo2_00002,Random,Item,memory_glo_00002,8,13,6,202509010,
e,491,normal_glo2_00002,Random,Item,memory_glo_00002,12,3,7,202509010,
e,492,normal_glo2_00002,Random,Item,memoryfragment_glo_00001,1,10,8,202509010,
e,493,normal_glo2_00003,FirstClear,FreeDiamond,prism_glo_00001,100,100,1,202509010,
e,494,normal_glo2_00003,FirstClear,Item,memoryfragment_glo_00001,1,100,2,202509010,
e,495,normal_glo2_00003,Random,Item,memory_glo_00005,5,65,3,202509010,
e,496,normal_glo2_00003,Random,Item,memory_glo_00005,8,25,4,202509010,
e,497,normal_glo2_00003,Random,Item,memory_glo_00005,12,5,5,202509010,
e,498,normal_glo2_00003,Random,Item,memoryfragment_glo_00001,1,10,6,202509010,
e,499,hard_glo2_00001,FirstClear,Item,memoryfragment_glo_00001,5,100,1,202509010,
e,500,hard_glo2_00001,FirstClear,Item,memoryfragment_glo_00002,3,100,2,202509010,
e,501,hard_glo2_00001,FirstClear,Item,memoryfragment_glo_00003,1,100,3,202509010,
e,502,hard_glo2_00001,Random,Item,memory_glo_00001,8,33,4,202509010,
e,503,hard_glo2_00001,Random,Item,memory_glo_00001,11,13,5,202509010,
e,504,hard_glo2_00001,Random,Item,memory_glo_00001,16,3,6,202509010,
e,505,hard_glo2_00001,Random,Item,memory_glo_00003,8,33,7,202509010,
e,506,hard_glo2_00001,Random,Item,memory_glo_00003,11,13,8,202509010,
e,507,hard_glo2_00001,Random,Item,memory_glo_00003,16,3,9,202509010,
e,508,hard_glo2_00001,Random,Item,memoryfragment_glo_00002,1,7,10,202509010,
e,509,hard_glo2_00002,FirstClear,Item,memoryfragment_glo_00001,5,100,1,202509010,
e,510,hard_glo2_00002,FirstClear,Item,memoryfragment_glo_00002,3,100,2,202509010,
e,511,hard_glo2_00002,FirstClear,Item,memoryfragment_glo_00003,1,100,3,202509010,
e,512,hard_glo2_00002,Random,Item,memory_glo_00002,8,65,4,202509010,
e,513,hard_glo2_00002,Random,Item,memory_glo_00002,11,25,5,202509010,
e,514,hard_glo2_00002,Random,Item,memory_glo_00002,16,5,6,202509010,
e,515,hard_glo2_00002,Random,Item,memoryfragment_glo_00002,1,7,7,202509010,
e,516,hard_glo2_00003,FirstClear,FreeDiamond,prism_glo_00001,100,100,1,202509010,
e,517,hard_glo2_00003,FirstClear,Item,memoryfragment_glo_00001,5,100,2,202509010,
e,518,hard_glo2_00003,FirstClear,Item,memoryfragment_glo_00002,3,100,3,202509010,
e,519,hard_glo2_00003,FirstClear,Item,memoryfragment_glo_00003,1,100,4,202509010,
e,520,hard_glo2_00003,Random,Item,memory_glo_00005,8,65,5,202509010,
e,521,hard_glo2_00003,Random,Item,memory_glo_00005,11,25,6,202509010,
e,522,hard_glo2_00003,Random,Item,memory_glo_00005,16,5,7,202509010,
e,523,hard_glo2_00003,Random,Item,memoryfragment_glo_00002,1,7,8,202509010,
e,524,normal_chi_00001,FirstClear,Item,memoryfragment_glo_00001,1,100,1,202509010,
e,525,normal_chi_00001,Random,Item,memory_glo_00001,5,33,2,202509010,
e,526,normal_chi_00001,Random,Item,memory_glo_00001,8,13,3,202509010,
e,527,normal_chi_00001,Random,Item,memory_glo_00001,12,3,4,202509010,
e,528,normal_chi_00001,Random,Item,memory_glo_00004,5,33,5,202509010,
e,529,normal_chi_00001,Random,Item,memory_glo_00004,8,13,6,202509010,
e,530,normal_chi_00001,Random,Item,memory_glo_00004,12,3,7,202509010,
e,531,normal_chi_00001,Random,Item,memoryfragment_glo_00001,1,10,8,202509010,
e,532,normal_chi_00002,FirstClear,Item,memoryfragment_glo_00001,1,100,1,202509010,
e,533,normal_chi_00002,Random,Item,memory_glo_00001,5,33,2,202509010,
e,534,normal_chi_00002,Random,Item,memory_glo_00001,8,13,3,202509010,
e,535,normal_chi_00002,Random,Item,memory_glo_00001,12,3,4,202509010,
e,536,normal_chi_00002,Random,Item,memory_glo_00004,5,33,5,202509010,
e,537,normal_chi_00002,Random,Item,memory_glo_00004,8,13,6,202509010,
e,538,normal_chi_00002,Random,Item,memory_glo_00004,12,3,7,202509010,
e,539,normal_chi_00002,Random,Item,memoryfragment_glo_00001,1,10,8,202509010,
e,540,normal_chi_00003,FirstClear,Item,memoryfragment_glo_00001,1,100,1,202509010,
e,541,normal_chi_00003,Random,Item,memory_glo_00001,5,33,2,202509010,
e,542,normal_chi_00003,Random,Item,memory_glo_00001,8,13,3,202509010,
e,543,normal_chi_00003,Random,Item,memory_glo_00001,12,3,4,202509010,
e,544,normal_chi_00003,Random,Item,memory_glo_00004,5,33,5,202509010,
e,545,normal_chi_00003,Random,Item,memory_glo_00004,8,13,6,202509010,
e,546,normal_chi_00003,Random,Item,memory_glo_00004,12,3,7,202509010,
e,547,normal_chi_00003,Random,Item,memoryfragment_glo_00001,1,10,8,202509010,
e,548,normal_chi_00004,FirstClear,Item,memoryfragment_glo_00001,1,100,1,202509010,
e,549,normal_chi_00004,Random,Item,memory_glo_00004,5,65,2,202509010,
e,550,normal_chi_00004,Random,Item,memory_glo_00004,8,25,3,202509010,
e,551,normal_chi_00004,Random,Item,memory_glo_00004,12,5,4,202509010,
e,552,normal_chi_00004,Random,Item,memoryfragment_glo_00001,1,10,5,202509010,
e,553,normal_chi_00005,FirstClear,Item,memoryfragment_glo_00001,1,100,1,202509010,
e,554,normal_chi_00005,Random,Item,memory_glo_00004,5,65,2,202509010,
e,555,normal_chi_00005,Random,Item,memory_glo_00004,8,25,3,202509010,
e,556,normal_chi_00005,Random,Item,memory_glo_00004,12,5,4,202509010,
e,557,normal_chi_00005,Random,Item,memoryfragment_glo_00001,1,10,5,202509010,
e,558,normal_chi_00006,FirstClear,FreeDiamond,prism_glo_00001,100,100,1,202509010,
e,559,normal_chi_00006,FirstClear,Item,memoryfragment_glo_00001,1,100,2,202509010,
e,560,normal_chi_00006,Random,Item,memory_glo_00001,5,33,3,202509010,
e,561,normal_chi_00006,Random,Item,memory_glo_00001,8,13,4,202509010,
e,562,normal_chi_00006,Random,Item,memory_glo_00001,12,3,5,202509010,
e,563,normal_chi_00006,Random,Item,memory_glo_00004,5,33,6,202509010,
e,564,normal_chi_00006,Random,Item,memory_glo_00004,8,13,7,202509010,
e,565,normal_chi_00006,Random,Item,memory_glo_00004,12,3,8,202509010,
e,566,normal_chi_00006,Random,Item,memoryfragment_glo_00001,1,10,9,202509010,
e,567,hard_chi_00001,FirstClear,Item,memoryfragment_glo_00001,5,100,1,202509010,
e,568,hard_chi_00001,FirstClear,Item,memoryfragment_glo_00002,3,100,2,202509010,
e,569,hard_chi_00001,Random,Item,memory_glo_00001,8,33,3,202509010,
e,570,hard_chi_00001,Random,Item,memory_glo_00001,11,13,4,202509010,
e,571,hard_chi_00001,Random,Item,memory_glo_00001,16,3,5,202509010,
e,572,hard_chi_00001,Random,Item,memory_glo_00004,8,33,6,202509010,
e,573,hard_chi_00001,Random,Item,memory_glo_00004,11,13,7,202509010,
e,574,hard_chi_00001,Random,Item,memory_glo_00004,16,3,8,202509010,
e,575,hard_chi_00001,Random,Item,memoryfragment_glo_00002,1,7,9,202509010,
e,576,hard_chi_00002,FirstClear,Item,memoryfragment_glo_00001,5,100,1,202509010,
e,577,hard_chi_00002,FirstClear,Item,memoryfragment_glo_00002,3,100,2,202509010,
e,578,hard_chi_00002,Random,Item,memory_glo_00001,8,33,3,202509010,
e,579,hard_chi_00002,Random,Item,memory_glo_00001,11,13,4,202509010,
e,580,hard_chi_00002,Random,Item,memory_glo_00001,16,3,5,202509010,
e,581,hard_chi_00002,Random,Item,memory_glo_00004,8,33,6,202509010,
e,582,hard_chi_00002,Random,Item,memory_glo_00004,11,13,7,202509010,
e,583,hard_chi_00002,Random,Item,memory_glo_00004,16,3,8,202509010,
e,584,hard_chi_00002,Random,Item,memoryfragment_glo_00002,1,7,9,202509010,
e,585,hard_chi_00003,FirstClear,Item,memoryfragment_glo_00001,5,100,1,202509010,
e,586,hard_chi_00003,FirstClear,Item,memoryfragment_glo_00002,3,100,2,202509010,
e,587,hard_chi_00003,Random,Item,memory_glo_00001,8,33,3,202509010,
e,588,hard_chi_00003,Random,Item,memory_glo_00001,11,13,4,202509010,
e,589,hard_chi_00003,Random,Item,memory_glo_00001,16,3,5,202509010,
e,590,hard_chi_00003,Random,Item,memory_glo_00004,8,33,6,202509010,
e,591,hard_chi_00003,Random,Item,memory_glo_00004,11,13,7,202509010,
e,592,hard_chi_00003,Random,Item,memory_glo_00004,16,3,8,202509010,
e,593,hard_chi_00003,Random,Item,memoryfragment_glo_00002,1,7,9,202509010,
e,594,hard_chi_00004,FirstClear,Item,memoryfragment_glo_00001,5,100,1,202509010,
e,595,hard_chi_00004,FirstClear,Item,memoryfragment_glo_00002,3,100,2,202509010,
e,596,hard_chi_00004,Random,Item,memory_glo_00004,8,65,3,202509010,
e,597,hard_chi_00004,Random,Item,memory_glo_00004,11,25,4,202509010,
e,598,hard_chi_00004,Random,Item,memory_glo_00004,16,5,5,202509010,
e,599,hard_chi_00004,Random,Item,memoryfragment_glo_00002,1,7,6,202509010,
e,600,hard_chi_00005,FirstClear,Item,memoryfragment_glo_00001,5,100,1,202509010,
e,601,hard_chi_00005,FirstClear,Item,memoryfragment_glo_00002,3,100,2,202509010,
e,602,hard_chi_00005,Random,Item,memory_glo_00004,8,65,3,202509010,
e,603,hard_chi_00005,Random,Item,memory_glo_00004,11,25,4,202509010,
e,604,hard_chi_00005,Random,Item,memory_glo_00004,16,5,5,202509010,
e,605,hard_chi_00005,Random,Item,memoryfragment_glo_00002,1,7,6,202509010,
e,606,hard_chi_00006,FirstClear,FreeDiamond,prism_glo_00001,100,100,1,202509010,
e,607,hard_chi_00006,FirstClear,Item,memoryfragment_glo_00001,5,100,2,202509010,
e,608,hard_chi_00006,FirstClear,Item,memoryfragment_glo_00002,3,100,3,202509010,
e,609,hard_chi_00006,FirstClear,Item,memoryfragment_glo_00003,1,100,4,202509010,
e,610,hard_chi_00006,Random,Item,memory_glo_00001,8,33,5,202509010,
e,611,hard_chi_00006,Random,Item,memory_glo_00001,11,13,6,202509010,
e,612,hard_chi_00006,Random,Item,memory_glo_00001,16,3,7,202509010,
e,613,hard_chi_00006,Random,Item,memory_glo_00004,8,33,8,202509010,
e,614,hard_chi_00006,Random,Item,memory_glo_00004,11,13,9,202509010,
e,615,hard_chi_00006,Random,Item,memory_glo_00004,16,3,10,202509010,
e,616,hard_chi_00006,Random,Item,memoryfragment_glo_00002,1,7,11,202509010,
e,617,normal_sur_00001,FirstClear,Item,memoryfragment_glo_00001,2,100,1,202509010,
e,618,normal_sur_00001,Random,Item,memory_glo_00003,5,22,2,202509010,
e,619,normal_sur_00001,Random,Item,memory_glo_00003,8,8,3,202509010,
e,620,normal_sur_00001,Random,Item,memory_glo_00003,12,2,4,202509010,
e,621,normal_sur_00001,Random,Item,memory_glo_00005,5,22,5,202509010,
e,622,normal_sur_00001,Random,Item,memory_glo_00005,8,8,6,202509010,
e,623,normal_sur_00001,Random,Item,memory_glo_00005,12,2,7,202509010,
e,624,normal_sur_00001,Random,Item,memory_glo_00001,5,22,8,202509010,
e,625,normal_sur_00001,Random,Item,memory_glo_00001,8,8,9,202509010,
e,626,normal_sur_00001,Random,Item,memory_glo_00001,12,2,10,202509010,
e,627,normal_sur_00001,Random,Item,memoryfragment_glo_00001,1,10,11,202509010,
e,628,normal_sur_00002,FirstClear,Item,memoryfragment_glo_00001,2,100,1,202509010,
e,629,normal_sur_00002,Random,Item,memory_glo_00003,5,22,2,202509010,
e,630,normal_sur_00002,Random,Item,memory_glo_00003,8,8,3,202509010,
e,631,normal_sur_00002,Random,Item,memory_glo_00003,12,2,4,202509010,
e,632,normal_sur_00002,Random,Item,memory_glo_00005,5,22,5,202509010,
e,633,normal_sur_00002,Random,Item,memory_glo_00005,8,8,6,202509010,
e,634,normal_sur_00002,Random,Item,memory_glo_00005,12,2,7,202509010,
e,635,normal_sur_00002,Random,Item,memory_glo_00001,5,22,8,202509010,
e,636,normal_sur_00002,Random,Item,memory_glo_00001,8,8,9,202509010,
e,637,normal_sur_00002,Random,Item,memory_glo_00001,12,2,10,202509010,
e,638,normal_sur_00002,Random,Item,memoryfragment_glo_00001,1,10,11,202509010,
e,639,normal_sur_00003,FirstClear,Item,memoryfragment_glo_00001,2,100,1,202509010,
e,640,normal_sur_00003,Random,Item,memory_glo_00003,5,22,2,202509010,
e,641,normal_sur_00003,Random,Item,memory_glo_00003,8,8,3,202509010,
e,642,normal_sur_00003,Random,Item,memory_glo_00003,12,2,4,202509010,
e,643,normal_sur_00003,Random,Item,memory_glo_00005,5,22,5,202509010,
e,644,normal_sur_00003,Random,Item,memory_glo_00005,8,8,6,202509010,
e,645,normal_sur_00003,Random,Item,memory_glo_00005,12,2,7,202509010,
e,646,normal_sur_00003,Random,Item,memory_glo_00001,5,22,8,202509010,
e,647,normal_sur_00003,Random,Item,memory_glo_00001,8,8,9,202509010,
e,648,normal_sur_00003,Random,Item,memory_glo_00001,12,2,10,202509010,
e,649,normal_sur_00003,Random,Item,memoryfragment_glo_00001,1,10,11,202509010,
e,650,normal_sur_00004,FirstClear,Item,memoryfragment_glo_00001,2,100,1,202509010,
e,651,normal_sur_00004,Random,Item,memory_glo_00003,5,22,2,202509010,
e,652,normal_sur_00004,Random,Item,memory_glo_00003,8,8,3,202509010,
e,653,normal_sur_00004,Random,Item,memory_glo_00003,12,2,4,202509010,
e,654,normal_sur_00004,Random,Item,memory_glo_00005,5,22,5,202509010,
e,655,normal_sur_00004,Random,Item,memory_glo_00005,8,8,6,202509010,
e,656,normal_sur_00004,Random,Item,memory_glo_00005,12,2,7,202509010,
e,657,normal_sur_00004,Random,Item,memory_glo_00001,5,22,8,202509010,
e,658,normal_sur_00004,Random,Item,memory_glo_00001,8,8,9,202509010,
e,659,normal_sur_00004,Random,Item,memory_glo_00001,12,2,10,202509010,
e,660,normal_sur_00004,Random,Item,memoryfragment_glo_00001,1,10,11,202509010,
e,661,normal_sur_00005,FirstClear,Item,memoryfragment_glo_00001,2,100,1,202509010,
e,662,normal_sur_00005,Random,Item,memory_glo_00003,5,22,2,202509010,
e,663,normal_sur_00005,Random,Item,memory_glo_00003,8,8,3,202509010,
e,664,normal_sur_00005,Random,Item,memory_glo_00003,12,2,4,202509010,
e,665,normal_sur_00005,Random,Item,memory_glo_00005,5,22,5,202509010,
e,666,normal_sur_00005,Random,Item,memory_glo_00005,8,8,6,202509010,
e,667,normal_sur_00005,Random,Item,memory_glo_00005,12,2,7,202509010,
e,668,normal_sur_00005,Random,Item,memory_glo_00001,5,22,8,202509010,
e,669,normal_sur_00005,Random,Item,memory_glo_00001,8,8,9,202509010,
e,670,normal_sur_00005,Random,Item,memory_glo_00001,12,2,10,202509010,
e,671,normal_sur_00005,Random,Item,memoryfragment_glo_00001,1,10,11,202509010,
e,672,normal_sur_00006,FirstClear,FreeDiamond,prism_glo_00001,100,100,1,202509010,
