ENABLE,release_key,id,mst_unit_id,language,name,description,detail
e,1,chara_kai_00301_08_ja,chara_kai_00301_08,ja,"四ノ宮 キコルI","カフカとレノの同期。\n16歳でカルフォルニア討伐大学を飛び級で最年少主席卒業し、史上最高の逸材と謳われている。防衛隊入隊試験中には怪獣の討伐だけでなく、犠牲者を出さないように行動するなどかなりの完璧主義。",テスト
e,1,chara_kai_00301_09_ja,chara_kai_00301_09,ja,"四ノ宮 キコルJ","カフカとレノの同期。\n16歳でカルフォルニア討伐大学を飛び級で最年少主席卒業し、史上最高の逸材と謳われている。防衛隊入隊試験中には怪獣の討伐だけでなく、犠牲者を出さないように行動するなどかなりの完璧主義。",テスト
e,1,chara_kai_00301_10_ja,chara_kai_00301_10,ja,"四ノ宮 キコルK","カフカとレノの同期。\n16歳でカルフォルニア討伐大学を飛び級で最年少主席卒業し、史上最高の逸材と謳われている。防衛隊入隊試験中には怪獣の討伐だけでなく、犠牲者を出さないように行動するなどかなりの完璧主義。",テスト
e,1,chara_kai_00301_11_ja,chara_kai_00301_11,ja,"四ノ宮 キコルL","カフカとレノの同期。\n16歳でカルフォルニア討伐大学を飛び級で最年少主席卒業し、史上最高の逸材と謳われている。防衛隊入隊試験中には怪獣の討伐だけでなく、犠牲者を出さないように行動するなどかなりの完璧主義。",テスト
e,1,chara_kai_00301_12_ja,chara_kai_00301_12,ja,"四ノ宮 キコルM","カフカとレノの同期。\n16歳でカルフォルニア討伐大学を飛び級で最年少主席卒業し、史上最高の逸材と謳われている。防衛隊入隊試験中には怪獣の討伐だけでなく、犠牲者を出さないように行動するなどかなりの完璧主義。",テスト
e,1,chara_kai_00001_ja,chara_kai_00001,ja,"日比野 カフカ","モンスタースイーパー社に勤める32歳。\n幼馴染みの亜白ミナとの約束を果たすため、一度挫折した防衛隊入隊試験を受け、候補生として入隊することとなる。\n清掃員時代の知識を総動員し、怪獣退治に貢献する。",必殺ワザで自身の攻撃を強化しながら、近距離で敵を素早く仕留めるアタックキャラ！
e,1,chara_kai_00002_ja,chara_kai_00002,ja,"隠された英雄の姿 怪獣８号","謎の生物に寄生され、怪獣化した日比野 カフカの姿。\n人々を守るために拳をふるい、怪獣を討伐する。\n防衛隊発足以来初の未討伐怪獣として日本中から追われていたが、怪獣１０号による立川基地襲撃の際、仲間の危機を救うために人前で変身。その正体を明かすこととなった。",必殺ワザの連続範囲攻撃で圧倒的ダメージを誇るアタッカー!さらに、ノックバックで前線を押し上げることができるぞ!
e,1,chara_dos_00001_ja,chara_dos_00001,ja,"冬木 美波","北陵高等学校２年４組。\n冬の北海道に引っ越してきたばかりの翼と偶然遭遇する。\nマイナス８度の極寒の中でも生足、スマホを触るため手袋なし、仲間意識と押しが強い、なまらめんこい生粋の\n道産子ギャル。距離感が近く、翼のことを何かと翻弄しているが、見た目に反してピュアな一面もある。",前線を支える遠距離サポート！攻撃とバフで戦況を有利に導き、氷結耐性で氷結攻撃にも強い！
e,1,chara_chi_00001_ja,chara_chi_00001,ja,デンジ,"相棒のポチタをその身に宿す、『チェンソーの悪魔』の少年。\n借金返済のためにこき使われるド底辺の暮らしをしていたところ、裏切りに合い殺されてしまう。\n自分の欲望に正直で、初めて人並扱いしてくれたマキマが好き。",近距離の戦闘が得意なアタックキャラ！黄属性の敵に対してより大きなダメージを与えることができる！
e,1,chara_sum_00001_ja,chara_sum_00001,ja,"網代 慎平","調理師専門学校に通う17歳の少年。\n幼馴染の小舟 潮の葬儀に参列するために、２年ぶりに故郷の日都ヶ島へ帰郷した。影の脅威から島の住人や仲間たちを守るために、何度も同じ夏を繰り返すこととなる。状況を冷静に把握するために、フカンするという言葉をよく呟いている。",遠距離からの連続攻撃と攻撃DOWNのデバフ効果を持ち、戦況をコントロールしながらダメージを与えるテクニカルキャラ！
e,1,chara_sum_00201_ja,chara_sum_00201,ja,"小舟 澪","小舟 潮の実の妹。\n高校１年生で、小舟 潮と違い黒い髪に日焼けした褐色肌。運動神経が良く、水泳部に所属している。小舟 潮が亡くなった後でも、帰ってきた網代 慎平に対していつもと変わらない様子で接する健気な性格。料理は苦手。",範囲ノックバックと火傷軽減を併せ持つ近距離アタッカー！必殺ワザで前線を押し上げ、火傷ダメージにも強い耐久力を発揮！
e,1,chara_sur_00101_ja,chara_sur_00101,ja,"魔防隊 七番組組長 羽前 京香","魔防隊七番組・組長。鬼の七番組組長と言われている。\n醜鬼に故郷を滅ぼされた過去を持ち、醜鬼の全滅を目標としている。能力は無窮の鎖で、魔都に迷い込んだ和倉 優希を助けた際に、奴隷とする。",必殺ワザの範囲攻撃で複数の敵を一掃！パワーUPコマで火力強化＆パワーDOWNコマ無効化で安定したダメージを発揮！
e,1,chara_sum_00101_ja,chara_sum_00101,ja,"影のウシオ 小舟 潮","17歳の女子高校生で、網代 慎平の幼馴染。\nフランス人の父譲りの金髪、青い瞳を持ち、明るくはつらつとした性格。夏休みに日都ヶ島のプライベートビーチでの海難事故で命を落とすが…",テスト
e,1,chara_sum_00101_01_ja,chara_sum_00101_01,ja,"影のウシオ 小舟 潮A","17歳の女子高校生で、網代 慎平の幼馴染。\nフランス人の父譲りの金髪、青い瞳を持ち、明るくはつらつとした性格。夏休みに日都ヶ島のプライベートビーチでの海難事故で命を落とすが…",テスト
e,1,chara_sum_00101_02_ja,chara_sum_00101_02,ja,"影のウシオ 小舟 潮B","17歳の女子高校生で、網代 慎平の幼馴染。\nフランス人の父譲りの金髪、青い瞳を持ち、明るくはつらつとした性格。夏休みに日都ヶ島のプライベートビーチでの海難事故で命を落とすが…",テスト
e,1,chara_sum_00101_03_ja,chara_sum_00101_03,ja,"影のウシオ 小舟 潮C","17歳の女子高校生で、網代 慎平の幼馴染。\nフランス人の父譲りの金髪、青い瞳を持ち、明るくはつらつとした性格。夏休みに日都ヶ島のプライベートビーチでの海難事故で命を落とすが…",テスト
e,1,chara_sum_00101_04_ja,chara_sum_00101_04,ja,"影のウシオ 小舟 潮D","17歳の女子高校生で、網代 慎平の幼馴染。\nフランス人の父譲りの金髪、青い瞳を持ち、明るくはつらつとした性格。夏休みに日都ヶ島のプライベートビーチでの海難事故で命を落とすが…",テスト
e,1,chara_sum_00101_05_ja,chara_sum_00101_05,ja,"影のウシオ 小舟 潮E","17歳の女子高校生で、網代 慎平の幼馴染。\nフランス人の父譲りの金髪、青い瞳を持ち、明るくはつらつとした性格。夏休みに日都ヶ島のプライベートビーチでの海難事故で命を落とすが…",テスト
e,1,chara_sum_00101_06_ja,chara_sum_00101_06,ja,"影のウシオ 小舟 潮F","17歳の女子高校生で、網代 慎平の幼馴染。\nフランス人の父譲りの金髪、青い瞳を持ち、明るくはつらつとした性格。夏休みに日都ヶ島のプライベートビーチでの海難事故で命を落とすが…",テスト
e,1,chara_sum_00101_07_ja,chara_sum_00101_07,ja,"影のウシオ 小舟 潮G","17歳の女子高校生で、網代 慎平の幼馴染。\nフランス人の父譲りの金髪、青い瞳を持ち、明るくはつらつとした性格。夏休みに日都ヶ島のプライベートビーチでの海難事故で命を落とすが…",テスト
e,1,chara_sum_00101_08_ja,chara_sum_00101_08,ja,"影のウシオ 小舟 潮H","17歳の女子高校生で、網代 慎平の幼馴染。\nフランス人の父譲りの金髪、青い瞳を持ち、明るくはつらつとした性格。夏休みに日都ヶ島のプライベートビーチでの海難事故で命を落とすが…",テスト
e,1,chara_sum_00101_09_ja,chara_sum_00101_09,ja,"影のウシオ 小舟 潮I","17歳の女子高校生で、網代 慎平の幼馴染。\nフランス人の父譲りの金髪、青い瞳を持ち、明るくはつらつとした性格。夏休みに日都ヶ島のプライベートビーチでの海難事故で命を落とすが…",テスト
e,1,chara_sum_00101_10_ja,chara_sum_00101_10,ja,"影のウシオ 小舟 潮J","17歳の女子高校生で、網代 慎平の幼馴染。\nフランス人の父譲りの金髪、青い瞳を持ち、明るくはつらつとした性格。夏休みに日都ヶ島のプライベートビーチでの海難事故で命を落とすが…",テスト
e,1,chara_sur_00201_ja,chara_sur_00201,ja,"東 日万凛","魔防隊七番組隊員。\n羽前 京香に心酔している。男である和倉 優希の存在を良く思っておらず、強くあたることもあるが、戦闘時の強さは認めている。能力名は青雲の志で、他人の能力を学び、それを自身でも使用することができる。",前線で活躍するアタッカー！範囲攻撃の必殺ワザで集団戦に強く、ダメージコマ無効で安定した立ち回りが可能！
e,1,chara_sur_00301_ja,chara_sur_00301,ja,"駿河 朱々","魔防隊七番隊隊員。\nとにかく好奇心旺盛で、和倉 優希を奴隷にしてしまうほど。身体の大きさを変化させる、玉体革命で醜鬼を圧倒する。三人姉妹の末っ子で、趣味はゲーム。",必殺ワザのノックバックで前線を押し上げながら戦うディフェンスキャラ！ノックバック無効で、敵の妨害を受けずに粘り強く戦える！
e,1,chara_tak_00001_ja,chara_tak_00001,ja,"ハッピー星からの使者 タコピー","宇宙にハッピーを広めるため旅をしているハッピー星人。\n故郷を離れ地球へ降り立つも、遭難している時に地球人の女の子、久世 しずかに助けられる。ハッピー道具を使って彼女を喜ばせるために奮闘する。",テスト
e,1,chara_tak_00001_01_ja,chara_tak_00001_01,ja,"ハッピー星からの使者 タコピーA","宇宙にハッピーを広めるため旅をしているハッピー星人。\n故郷を離れ地球へ降り立つも、遭難している時に地球人の女の子、久世 しずかに助けられる。ハッピー道具を使って彼女を喜ばせるために奮闘する。",テスト
e,1,chara_tak_00001_02_ja,chara_tak_00001_02,ja,"ハッピー星からの使者 タコピーB","宇宙にハッピーを広めるため旅をしているハッピー星人。\n故郷を離れ地球へ降り立つも、遭難している時に地球人の女の子、久世 しずかに助けられる。ハッピー道具を使って彼女を喜ばせるために奮闘する。",テスト
e,1,chara_tak_00001_03_ja,chara_tak_00001_03,ja,"ハッピー星からの使者 タコピーC","宇宙にハッピーを広めるため旅をしているハッピー星人。\n故郷を離れ地球へ降り立つも、遭難している時に地球人の女の子、久世 しずかに助けられる。ハッピー道具を使って彼女を喜ばせるために奮闘する。",テスト
e,1,chara_tak_00001_04_ja,chara_tak_00001_04,ja,"ハッピー星からの使者 タコピーD","宇宙にハッピーを広めるため旅をしているハッピー星人。\n故郷を離れ地球へ降り立つも、遭難している時に地球人の女の子、久世 しずかに助けられる。ハッピー道具を使って彼女を喜ばせるために奮闘する。",テスト
e,1,chara_tak_00001_05_ja,chara_tak_00001_05,ja,"ハッピー星からの使者 タコピーE","宇宙にハッピーを広めるため旅をしているハッピー星人。\n故郷を離れ地球へ降り立つも、遭難している時に地球人の女の子、久世 しずかに助けられる。ハッピー道具を使って彼女を喜ばせるために奮闘する。",テスト
e,1,chara_tak_00001_06_ja,chara_tak_00001_06,ja,"ハッピー星からの使者 タコピーF","宇宙にハッピーを広めるため旅をしているハッピー星人。\n故郷を離れ地球へ降り立つも、遭難している時に地球人の女の子、久世 しずかに助けられる。ハッピー道具を使って彼女を喜ばせるために奮闘する。",テスト
e,1,chara_tak_00001_07_ja,chara_tak_00001_07,ja,"ハッピー星からの使者 タコピーG","宇宙にハッピーを広めるため旅をしているハッピー星人。\n故郷を離れ地球へ降り立つも、遭難している時に地球人の女の子、久世 しずかに助けられる。ハッピー道具を使って彼女を喜ばせるために奮闘する。",テスト
e,1,chara_tak_00001_08_ja,chara_tak_00001_08,ja,"ハッピー星からの使者 タコピーH","宇宙にハッピーを広めるため旅をしているハッピー星人。\n故郷を離れ地球へ降り立つも、遭難している時に地球人の女の子、久世 しずかに助けられる。ハッピー道具を使って彼女を喜ばせるために奮闘する。",テスト
e,1,chara_tak_00001_09_ja,chara_tak_00001_09,ja,"ハッピー星からの使者 タコピーI","宇宙にハッピーを広めるため旅をしているハッピー星人。\n故郷を離れ地球へ降り立つも、遭難している時に地球人の女の子、久世 しずかに助けられる。ハッピー道具を使って彼女を喜ばせるために奮闘する。",テスト
e,1,chara_tak_00001_10_ja,chara_tak_00001_10,ja,"ハッピー星からの使者 タコピーJ","宇宙にハッピーを広めるため旅をしているハッピー星人。\n故郷を離れ地球へ降り立つも、遭難している時に地球人の女の子、久世 しずかに助けられる。ハッピー道具を使って彼女を喜ばせるために奮闘する。",テスト
e,1,chara_tak_00001_11_ja,chara_tak_00001_11,ja,"ハッピー星からの使者 タコピーK","宇宙にハッピーを広めるため旅をしているハッピー星人。\n故郷を離れ地球へ降り立つも、遭難している時に地球人の女の子、久世 しずかに助けられる。ハッピー道具を使って彼女を喜ばせるために奮闘する。",テスト
e,1,chara_tak_00001_12_ja,chara_tak_00001_12,ja,"ハッピー星からの使者 タコピーL","宇宙にハッピーを広めるため旅をしているハッピー星人。\n故郷を離れ地球へ降り立つも、遭難している時に地球人の女の子、久世 しずかに助けられる。ハッピー道具を使って彼女を喜ばせるために奮闘する。",テスト
e,1,chara_chi_00201_ja,chara_chi_00201,ja,早川アキ,"公安4課に所属する、マキマの忠実な部下。\nデンジの３年先輩で、お目付役に任命される。家族を悪魔に殺され、復讐のためにデビルハンターとなった。デンジとパワーと共同生活をしており、とても苦労している。",
e,1,chara_chi_00301_ja,chara_chi_00301,ja,パワー,"『血の悪魔』の魔人。\n魔人でありながら、公安4課に所属するデビルハンター。\n自分勝手で暴走しがち。猫のニャーコが唯一の友達。血を操ることができ、自分の血を固めて武器にしたり、疲れるが他人の血を操ることもでき、止血も可能。",
e,1,chara_chi_00002_ja,chara_chi_00002,ja,チェンソーマンA,"相棒のポチタの命と引き換えに『チェンソーの悪魔』として蘇ったデンジの姿。\n胸から出ているスターターロープを引っ張ることで変身が出来る。チェンソーマンになると深い傷を負っていても復活・蘇生することができるが、貧血状態の時にはパワーが著しく低下してしまうデメリットも。",テスト
e,1,chara_chi_00002_02_ja,chara_chi_00002_02,ja,チェンソーマンB,"相棒のポチタの命と引き換えに『チェンソーの悪魔』として蘇ったデンジの姿。\n胸から出ているスターターロープを引っ張ることで変身が出来る。チェンソーマンになると深い傷を負っていても復活・蘇生することができるが、貧血状態の時にはパワーが著しく低下してしまうデメリットも。",テスト
e,1,chara_chi_00002_03_ja,chara_chi_00002_03,ja,チェンソーマンC,"相棒のポチタの命と引き換えに『チェンソーの悪魔』として蘇ったデンジの姿。\n胸から出ているスターターロープを引っ張ることで変身が出来る。チェンソーマンになると深い傷を負っていても復活・蘇生することができるが、貧血状態の時にはパワーが著しく低下してしまうデメリットも。",テスト
e,1,chara_chi_00002_04_ja,chara_chi_00002_04,ja,チェンソーマンD,"相棒のポチタの命と引き換えに『チェンソーの悪魔』として蘇ったデンジの姿。\n胸から出ているスターターロープを引っ張ることで変身が出来る。チェンソーマンになると深い傷を負っていても復活・蘇生することができるが、貧血状態の時にはパワーが著しく低下してしまうデメリットも。",テスト
e,1,chara_chi_00002_05_ja,chara_chi_00002_05,ja,チェンソーマンE,"相棒のポチタの命と引き換えに『チェンソーの悪魔』として蘇ったデンジの姿。\n胸から出ているスターターロープを引っ張ることで変身が出来る。チェンソーマンになると深い傷を負っていても復活・蘇生することができるが、貧血状態の時にはパワーが著しく低下してしまうデメリットも。",テスト
e,1,chara_chi_00002_06_ja,chara_chi_00002_06,ja,チェンソーマンF,"相棒のポチタの命と引き換えに『チェンソーの悪魔』として蘇ったデンジの姿。\n胸から出ているスターターロープを引っ張ることで変身が出来る。チェンソーマンになると深い傷を負っていても復活・蘇生することができるが、貧血状態の時にはパワーが著しく低下してしまうデメリットも。",テスト
e,1,chara_chi_00002_07_ja,chara_chi_00002_07,ja,チェンソーマンG,"相棒のポチタの命と引き換えに『チェンソーの悪魔』として蘇ったデンジの姿。\n胸から出ているスターターロープを引っ張ることで変身が出来る。チェンソーマンになると深い傷を負っていても復活・蘇生することができるが、貧血状態の時にはパワーが著しく低下してしまうデメリットも。",テスト
e,1,chara_chi_00002_08_ja,chara_chi_00002_08,ja,チェンソーマンH,"相棒のポチタの命と引き換えに『チェンソーの悪魔』として蘇ったデンジの姿。\n胸から出ているスターターロープを引っ張ることで変身が出来る。チェンソーマンになると深い傷を負っていても復活・蘇生することができるが、貧血状態の時にはパワーが著しく低下してしまうデメリットも。",テスト
e,1,chara_chi_00002_09_ja,chara_chi_00002_09,ja,チェンソーマンI,"相棒のポチタの命と引き換えに『チェンソーの悪魔』として蘇ったデンジの姿。\n胸から出ているスターターロープを引っ張ることで変身が出来る。チェンソーマンになると深い傷を負っていても復活・蘇生することができるが、貧血状態の時にはパワーが著しく低下してしまうデメリットも。",テスト
e,1,chara_chi_00002_10_ja,chara_chi_00002_10,ja,チェンソーマンJ,"相棒のポチタの命と引き換えに『チェンソーの悪魔』として蘇ったデンジの姿。\n胸から出ているスターターロープを引っ張ることで変身が出来る。チェンソーマンになると深い傷を負っていても復活・蘇生することができるが、貧血状態の時にはパワーが著しく低下してしまうデメリットも。",テスト
e,1,chara_chi_00002_11_ja,chara_chi_00002_11,ja,チェンソーマンK,"相棒のポチタの命と引き換えに『チェンソーの悪魔』として蘇ったデンジの姿。\n胸から出ているスターターロープを引っ張ることで変身が出来る。チェンソーマンになると深い傷を負っていても復活・蘇生することができるが、貧血状態の時にはパワーが著しく低下してしまうデメリットも。",テスト
e,1,chara_rik_00001_ja,chara_rik_00001,ja,リコピン,"不思議な場所キュートピアに住む、トマトの苗から生まれたトイプードル。\n身長も体重もトマト７つぶんのとっても元気な男の子。健康診断で中性脂肪や血糖値などが基準値を超えていたため、甘いものを控えるよう医者に言われている。",連続攻撃で圧倒する近接アタッカー！迅速に敵を倒す能力に長けている！
e,1,chara_rik_00101_ja,chara_rik_00101,ja,"甘戸 めめ","不思議な場所キュートピアに迷い込んだ\nかわいいぬいぐるみが大好きな普通の中学生。自分が納得がいかないことは絶対にゆずらないちょっぴり頑固な面もあるけど、とっても優しい女の子。",中距離からのサポートが得意！赤属性の味方に対して攻撃UPの効果を付与し、戦闘を有利に進めることができる！
e,1,chara_aka_00101_ja,chara_aka_00101,ja,文蔵,"ラーメン赤猫の店長でメイン調理を担当。\nラーメン屋台「あかねこ」をやっていた店主から店と味を引き継ぎ、佐々木たちと共にラーメン赤猫を開業する。職人気質で、口数は少ないが気配りのできる猫。",連続攻撃と火傷効果を組み合わせ、じわじわと敵の体力を削るテクニカルキャラ！
e,1,chara_aka_00001_ja,chara_aka_00001,ja,佐々木,"ラーメン赤猫のCEO、接客・レジ・経理担当。\n文蔵とは幼馴染で、ラーメン屋台「あかねこ」の店主に拾われ、その後別の女性に引き取られる。その後文蔵を口説き落とし、ラーメン赤猫を開業する。従業員の労働環境に気を遣うデキる猫。",高耐久で前線を維持しながら、範囲攻撃の必殺ワザで反撃するディフェンスキャラ！
e,1,chara_spy_00101_ja,chara_spy_00101,ja,"＜黄昏＞ ロイド","名前も過去も捨て、戦争を回避するために東国にて諜報活動を行なっている。\n現在は超難関任務「オペレーション＜梟＞」に従事。\nロイド・フォージャーという名前と肩書は、この任務のために用意された仮初めのもの。",高火力の遠距離アタックキャラ！パワーUPコマ効果を活かし、火力を最大化！さらに、青属性の敵にはより大きなダメージを与える！
e,1,chara_spy_00201_ja,chara_spy_00201,ja,"＜いばら姫＞ ヨル","東国の暗殺組織「ガーデン」の殺し屋。\n上長の命令で母国に害を成すと判断されたものを抹殺する。殺し屋は裏の顔で、普段は市役所の事務員として働く。世間に溶け込むためのロイド・フォージャーの案に乗って仮初めの夫婦に。",高い攻撃性能を誇り、必殺ワザで大ダメージを与えつつ自身の攻撃UP！パワーUPコマでさらに火力強化！
e,1,chara_spy_00401_ja,chara_spy_00401,ja,フランキー・フランクリン,"表の顔は普通のタバコ屋だが、＜黄昏＞も一目置く情報屋という裏の顔を持つ人物。\n東国に住んではいるが、国の空気を好ましく思っておらず、西国の諜報員にも協力する。手先が器用で、発明家としても優秀だ。",近距離での単体攻撃に優れたディフェンスキャラ！必殺ワザで確実にダメージを与えつつ、突風コマ無効化により安定した立ち回りが可能！
e,1,chara_spy_00501_ja,chara_spy_00501,ja,ユーリ・ブライア,"東国の外務省に勤務するヨル・フォージャーの弟。\n外交官は仮の姿で、実際は入省して１年ほどで国家保安局に抜擢され、秘密警察として働いている。階位は少将。ヨル・フォージャーへの愛情が強く、義兄のロイド・フォージャーを強く敵視する。",近距離攻撃に優れ、必殺ワザで自身の攻撃を強化して敵単体に高ダメージ！突風コマ無効化で安定した戦闘が可能！
e,1,chara_bat_00001_ja,chara_bat_00001,ja,"清峰 葉流火","都立小手指小手指高校１年。\n圧倒的フィジカルから繰り出される140キロ豪腕投手。ピッチャーとしてだけでなく、バッティングの才覚も優れている。中学時代は要 圭とバッテリーを組んでおり、宝谷シニアの天才バッテリーと呼ばれていた。",遠距離戦が得意なアタックキャラ！緑属性の敵に大ダメージを与え、パワーUPコマ効果でさらに攻撃を強化できる！
e,1,chara_bat_00101_ja,chara_bat_00101,ja,"要 圭","都立小手指小手指高校１年。\n清峰 葉流火のどんな球も捕球し、キレたリードで勝利をもぎ取る智将捕手。現在は記憶喪失で素人同然になっており、性格も智将時代のものからかけ離れている。",中距離での耐久戦に優れたディフェンスキャラ！必殺ワザのダメージカットを駆使して、敵の猛攻を耐え抜く力を持っている！
e,1,chara_mag_00001_ja,chara_mag_00001,ja,"新人魔法少女 桜木 カナ","就職活動に苦戦する女子大生だったが、\n面接中に魔法少女・越谷 仁美に助けられ、株式会社マジルミエに入社することになった新社会人。脅威的な記憶力を持ち、一度聞いたことや読んだものは忘れない。徹底的な事前準備を行う努力家。",遠距離通常攻撃と範囲必殺ワザで火力を発揮！パワーUPコマで火力強化しつつ、氷結耐性で妨害にも強い！
e,1,chara_mag_00101_ja,chara_mag_00101,ja,"越谷 仁美","ベンチャー企業、株式会社マジルミエに所属する魔法少女。\n魔法少女としては天才的なセンスを持ち、普段着はジャージで口も悪いが、現場での素早い判断力や抜群のフィジカルを駆使しして対応にあたる。",必殺ワザで範囲攻撃を展開し、複数の敵を一気に攻撃！さらに氷結耐性を持ち、安定した戦闘が可能！
e,1,chara_yuw_00001_ja,chara_yuw_00001,ja,"天使空挺団 天乃 リリサ",dev,必殺ワザで特大範囲攻撃を行い、複数の敵を一掃可能！青属性の敵に対してより大きなダメージを与えることができ、相性の良い敵に対して高い火力を発揮する！
e,1,chara_yuw_00001_01_ja,chara_yuw_00001_01,ja,"天使空挺団 天乃 リリサ(空撃ち)",dev,必殺ワザで特大範囲攻撃を行い、複数の敵を一掃可能！青属性の敵に対してより大きなダメージを与えることができ、相性の良い敵に対して高い火力を発揮する！
e,1,chara_yuw_00101_ja,chara_yuw_00101,ja,"天使空挺団 橘 美花莉A",dev,テスト
e,1,chara_yuw_00101_01_ja,chara_yuw_00101_01,ja,"天使空挺団 橘 美花莉B",dev,テスト
e,1,chara_yuw_00101_02_ja,chara_yuw_00101_02,ja,"天使空挺団 橘 美花莉C",dev,テスト
e,1,chara_yuw_00101_03_ja,chara_yuw_00101_03,ja,"天使空挺団 橘 美花莉D",dev,テスト
e,1,chara_yuw_00101_04_ja,chara_yuw_00101_04,ja,"天使空挺団 橘 美花莉E",dev,テスト
e,1,chara_yuw_00101_05_ja,chara_yuw_00101_05,ja,"天使空挺団 橘 美花莉F",dev,テスト
e,1,chara_yuw_00101_06_ja,chara_yuw_00101_06,ja,"天使空挺団 橘 美花莉G",dev,テスト
e,1,chara_yuw_00101_07_ja,chara_yuw_00101_07,ja,"天使空挺団 橘 美花莉H",dev,テスト
e,1,chara_yuw_00101_08_ja,chara_yuw_00101_08,ja,"天使空挺団 橘 美花莉I",dev,テスト
e,1,chara_yuw_00101_09_ja,chara_yuw_00101_09,ja,"天使空挺団 橘 美花莉J",dev,テスト
e,1,chara_yuw_00101_10_ja,chara_yuw_00101_10,ja,"天使空挺団 橘 美花莉K",dev,テスト
e,1,chara_yuw_00101_11_ja,chara_yuw_00101_11,ja,"天使空挺団 橘 美花莉L",dev,テスト
e,1,chara_yuw_00101_12_ja,chara_yuw_00101_12,ja,"天使空挺団 橘 美花莉M",dev,テスト
e,1,chara_yuw_00101_13_ja,chara_yuw_00101_13,ja,"天使空挺団 橘 美花莉N",dev,テスト
e,1,chara_yuw_00101_14_ja,chara_yuw_00101_14,ja,"天使空挺団 橘 美花莉O",dev,テスト
e,1,chara_yuw_00101_15_ja,chara_yuw_00101_15,ja,"天使空挺団 橘 美花莉P",dev,テスト
e,1,chara_yuw_00101_16_ja,chara_yuw_00101_16,ja,"天使空挺団 橘 美花莉Q",dev,テスト
e,1,chara_yuw_00101_17_ja,chara_yuw_00101_17,ja,"天使空挺団 橘 美花莉R",dev,テスト
e,1,chara_yuw_00101_18_ja,chara_yuw_00101_18,ja,"天使空挺団 橘 美花莉S",dev,テスト
e,1,chara_aha_00001_ja,chara_aha_00001,ja,ライドウ,"とある高校に通う普通の男子高校生。\n学校では阿波連さんの隣の席に座っている。高校での目標は、友達100人作ること。距離感のはかれない阿波連 れいなに困惑しつつも、拒否する様子はなくむしろ受け入れている。",高い耐久力を誇る近距離ディフェンスキャラ！必殺ワザは単体攻撃で堅実なダメージを与え、根性効果により粘り強く戦い続けることができる！
e,1,chara_aha_00101_ja,chara_aha_00101,ja,"阿波連 れいな","とある高校に通う女子高校生。\n小さくて物静かだが、他人との距離を測るのが苦手で距離感を誤りがち。中学時代には友人ともトラブルになってしまったことも。高校ではそうならないように気をつけているが、他の人と違い距離感を気にせず接してくれるライドウのことを気に入っている。",近距離戦闘支援が得意なサポートキャラ！必殺ワザでダメージカット！特性のダメージコマ無効でギミックに強く、安定して味方をサポートできる！
e,1,chara_ron_00001_ja,chara_ron_00001,ja,"鴨乃橋 ロン","探偵養成学校BLUEで、解けない謎はない天才と呼ばれていたが、記憶・自覚なしに殺人犯を死に追い込むことがわかり、BLUEから追放される。探偵行為を禁止されていたが、一色 都々丸をパートナーに推理を再開。黒蜜が好物。",中距離からの単体攻撃とスタン効果で敵の行動を制限！自身はスタン耐性持ちで、安定した立ち回りが可能！
e,1,chara_ron_00101_ja,chara_ron_00101,ja,"一色 都々丸","警視庁捜査一課の刑事。\n犯人逮捕への熱意はあるがバカ素直さが刑事には向かず、上司から使えない奴認定されていた。鴨乃橋 ロン曰く、ピュアでマヌケなところを買われ、代わりに探偵役をやらされることに…。鴨乃橋 ロンからはトトと呼ばれている。",中距離からの単体攻撃を得意とし、必殺ワザで高ダメージを与えることが可能！安定した火力で戦況を支えるディフェンスキャラ！
e,1,chara_kai_00201_ja,chara_kai_00201,ja,"第３部隊隊長 亜白 ミナ","日本防衛隊第３部隊隊長。\nカフカの幼馴染で27歳にして、数百の怪獣を討伐し、防衛隊内外でもトップの人気を誇る。未来の師団長候補とも目されている。巨大な銃を操って闘う。",遠距離から単体と範囲攻撃を使い分ける器用なアタッカー！必殺ワザは赤属性により大きなダメージ！パワーDOWNコマ無効化で火力も安定！
e,1,chara_kai_00401_ja,chara_kai_00401,ja,"保科 宗四郎","防衛隊第３部隊副隊長で、亜白 ミナの部下。\n防衛隊入隊試験の選考委員長を担当した。入隊試験では隊員として不合格ラインだったカフカを、最終試験の実践の中では光るものを見せたと候補生として採用した。戦闘スタイルは近接戦闘がメインで、かなりの戦闘力。趣味は読書、好物はコーヒーとモンブラン。",近距離で素早く攻撃し、必殺ワザの連続攻撃で大ダメージ！根性で粘り強く戦える！
e,1,chara_kai_00501_ja,chara_kai_00501,ja,"四ノ宮 功","日本防衛隊長官。\n四ノ宮キコルの実の父親にあたる。怪獣２号の唯一の適合者で、怪獣８号として捉えられたカフカの尋問を行う。高齢ではあるが、圧倒的なパワーで怪獣状態のカフカと渡り合う。娘に対して常に完璧であり続け、他の追随を許さない圧倒的な存在になることを求めている。",高い殲滅力を持つアタッカー！パワーUPコマでさらに火力UPし、瞬間的に敵を一掃！
