ENABLE,id,sequence_set_id,sequence_group_id,sequence_element_id,priority_sequence_element_id,condition_type,condition_value,action_type,action_value,action_value2,summon_count,summon_interval,summon_animation_type,summon_position,move_start_condition_type,move_start_condition_value,move_stop_condition_type,move_stop_condition_value,move_restart_condition_type,move_restart_condition_value,move_loop_count,is_summon_unit_outpost_damage_invalidation,last_boss_trigger,aura_type,death_type,override_drop_battle_point,defeated_score,enemy_hp_coef,enemy_attack_coef,enemy_speed_coef,action_delay,deactivation_condition_type,deactivation_condition_value,release_key
e,aka_hard_03,aka_hard_03,,3,,OutpostDamage,2000,SummonEnemy,enemy_aka_00003_boss_red,,1,0,None,,None,,None,,None,,,,,Default,Normal,,0,1.25,2,1,,None,,1
e,glo1_normal_01,glo1_normal_01,,1,,ElapsedTime,0,SummonEnemy,enemy_spy_00101_colorless,,2,2250,None,,None,,None,,None,,,,,Default,Normal,,0,1,0.4,1,,None,,1
e,glo1_normal_01,glo1_normal_01,,2,,ElapsedTime,250,SummonEnemy,enemy_spy_00001_colorless,,2,1750,None,,None,,None,,None,,,,,Default,Normal,,0,1,1,1,,None,,1
e,glo1_normal_01,glo1_normal_01,,3,,ElapsedTime,750,SummonEnemy,enemy_gom_00301_red,,2,2000,None,,None,,None,,None,,,,,Default,Normal,,0,7,0.7,1,,None,,1
e,glo1_normal_01,glo1_normal_01,,4,,ElapsedTime,1500,SummonEnemy,enemy_gom_00401_colorless,,50,3000,None,,None,,None,,None,,,,,Default,Normal,,0,2.5,4,1,,None,,1
e,glo1_normal_01,glo1_normal_01,,5,,ElapsedTime,3750,SummonEnemy,enemy_spy_00101_colorless,,5,2500,None,,None,,None,,None,,,,,Default,Normal,,0,1,0.4,1,,None,,1
e,glo1_normal_01,glo1_normal_01,,6,,ElapsedTime,4500,SummonEnemy,enemy_spy_00001_colorless,,5,2500,None,,None,,None,,None,,,,,Default,Normal,,0,1,1,1,,None,,1
e,glo1_normal_02,glo1_normal_02,,1,,ElapsedTime,0,SummonEnemy,enemy_spy_00101_colorless,,2,1500,None,,None,,None,,None,,,,,Default,Normal,,0,1.2,1,1,,None,,1
e,glo1_normal_02,glo1_normal_02,,2,,ElapsedTime,250,SummonEnemy,enemy_gom_00402_colorless,,2,1500,None,,None,,None,,None,,,,,Default,Normal,,0,2.5,1.5,1,,None,,1
e,glo1_normal_02,glo1_normal_02,,3,,OutpostDamage,900,SummonEnemy,enemy_spy_00101_boss_colorless,,1,0,None,,None,,None,,None,,,,1,Default,Normal,,0,1,0.7,1,,None,,1
e,glo1_normal_02,glo1_normal_02,,4,,OutpostDamage,900,SummonEnemy,enemy_spy_00101_colorless,,5,1500,None,,None,,None,,None,,,,,Default,Normal,,0,1.5,1,1,,None,,1
e,glo1_normal_02,glo1_normal_02,,5,,OutpostDamage,900,SummonEnemy,enemy_gom_00402_colorless,,5,750,None,,None,,None,,None,,,,,Default,Normal,,0,2.5,1.5,1,,None,,1
e,glo1_normal_03,glo1_normal_03,,1,,ElapsedTime,0,SummonEnemy,enemy_gom_00001_boss_colorless,,1,0,None,,None,,None,,None,,,,1,Default,Normal,,0,6,2,1,,None,,1
e,glo1_normal_03,glo1_normal_03,,2,,ElapsedTime,3500,SummonEnemy,enemy_aka_00002_boss_colorless,,1,0,None,,None,,None,,None,,,,,Default,Normal,,0,3,2,1,,None,,1
e,glo1_normal_03,glo1_normal_03,,3,,ElapsedTime,750,SummonEnemy,enemy_gom_00701_colorless,,10,1750,None,,None,,None,,None,,,,,Default,Normal,,0,2,1.25,1,,None,,1
e,glo1_normal_04,glo1_normal_04,,1,,ElapsedTime,0,SummonEnemy,enemy_gom_00001_red,,30,900,None,,None,,None,,None,,,,,Default,Normal,,0,1.5,2.5,1,,None,,1
e,glo1_normal_04,glo1_normal_04,,2,,ElapsedTime,2000,SummonEnemy,enemy_aka_00003_boss_red,,1,0,None,,None,,None,,None,,,,1,Default,Normal,,0,1,1.6,1,,None,,1
e,glo1_normal_04,glo1_normal_04,,3,,ElapsedTime,1500,SummonEnemy,enemy_gom_00101_red,,2,1750,None,,None,,None,,None,,,,,Default,Normal,,0,3,1.25,1,,None,,1
e,glo1_normal_04,glo1_normal_04,,4,,ElapsedTime,1400,SummonEnemy,enemy_gom_00601_colorless,,20,1000,None,,None,,None,,None,,,,,Default,Normal,,0,3,2,1,,None,,1
e,glo1_normal_04,glo1_normal_04,,5,,ElapsedTime,1100,SummonEnemy,enemy_gom_00611_colorless,,20,1000,None,,None,,None,,None,,,,,Default,Normal,,0,3,2,1,,None,,1
e,glo1_normal_05,glo1_normal_05,,1,,ElapsedTime,0,SummonEnemy,enemy_gom_00001_boss_colorless,,1,0,None,,None,,None,,None,,,,,Default,Normal,,0,10,2,1,,None,,1
e,glo1_normal_05,glo1_normal_05,,2,,ElapsedTime,500,SummonEnemy,enemy_spy_00101_boss_colorless,,1,0,None,,None,,None,,None,,,,,Default,Normal,,0,1,0.55,1,,None,,1
e,glo1_normal_05,glo1_normal_05,,3,,ElapsedTime,1500,SummonEnemy,enemy_spy_00001_colorless,,30,1500,None,,None,,None,,None,,,,,Default,Normal,,0,1.5,1,1,,None,,1
e,glo1_normal_06,glo1_normal_06,,1,,ElapsedTime,0,SummonEnemy,enemy_gom_00001_boss_red,,1,0,None,,None,,None,,None,,,,1,Default,Normal,,0,3,0.8,1,,None,,1
e,glo1_normal_06,glo1_normal_06,,2,,ElapsedTime,500,SummonEnemy,enemy_aka_00003_boss_red,,1,0,None,,None,,None,,None,,,,,Default,Normal,,0,0.7,1.5,1,,None,,1
e,glo1_normal_06,glo1_normal_06,,3,,ElapsedTime,1500,SummonEnemy,enemy_glo_00001_red,,30,1250,None,,None,,None,,None,,,,,Default,Normal,,0,1.5,1,1,,None,,1
e,glo1_hard_01,glo1_hard_01,,1,,ElapsedTime,0,SummonEnemy,enemy_spy_00101_colorless,,3,900,None,,None,,None,,None,,,,,Default,Normal,150,0,2.3,2,1,,None,,1
e,glo1_hard_01,glo1_hard_01,,2,,ElapsedTime,250,SummonEnemy,enemy_spy_00001_red,,3,1000,None,,None,,None,,None,,,,,Default,Normal,,0,1.5,1.5,1,,None,,1
e,glo1_hard_01,glo1_hard_01,,3,,ElapsedTime,750,SummonEnemy,enemy_gom_00301_red,,3,1250,None,,None,,None,,None,,,,,Default,Normal,150,0,10,3,1,,None,,1
e,glo1_hard_01,glo1_hard_01,,4,,ElapsedTime,1500,SummonEnemy,enemy_gom_00401_red,,50,1250,None,,None,,None,,None,,,,,Default,Normal,125,0,2.5,5,1,,None,,1
e,glo1_hard_01,glo1_hard_01,,5,,ElapsedTime,3750,SummonEnemy,enemy_spy_00101_colorless,,5,1250,None,,None,,None,,None,,,,,Default,Normal,150,0,2.3,2,1,,None,,1
e,glo1_hard_01,glo1_hard_01,,6,,ElapsedTime,4000,SummonEnemy,enemy_spy_00001_red,,5,1250,None,,None,,None,,None,,,,,Default,Normal,,0,1,1,1,,None,,1
e,glo1_hard_02,glo1_hard_02,,1,,ElapsedTime,0,SummonEnemy,enemy_spy_00101_colorless,,10,1050,None,,None,,None,,None,,,,,Default,Normal,,0,2,1,1,,None,,1
e,glo1_hard_02,glo1_hard_02,,2,,ElapsedTime,250,SummonEnemy,enemy_gom_00402_red,,10,1250,None,,None,,None,,None,,,,,Default,Normal,,0,2,2,1,,None,,1
e,glo1_hard_02,glo1_hard_02,,3,,OutpostDamage,900,SummonEnemy,enemy_spy_00101_boss_red,,1,0,None,,None,,None,,None,,,,1,Default,Normal,,0,2,1.3,1,,None,,1
e,glo1_hard_02,glo1_hard_02,,4,,OutpostDamage,900,SummonEnemy,enemy_spy_00101_colorless,,1,0,None,,None,,None,,None,,,,,Default,Normal,,0,2,1,1,,None,,1
e,glo1_hard_02,glo1_hard_02,,5,,OutpostDamage,900,SummonEnemy,enemy_gom_00601_red,,1,0,None,,None,,None,,None,,,,,Default,Normal,,0,2,2.7,1,,None,,1
e,glo1_hard_02,glo1_hard_02,,6,,OutpostDamage,900,SummonEnemy,enemy_gom_00631_red,,1,0,None,,None,,None,,None,,,,,Default,Normal,,0,2,5,1,,None,,1
e,glo1_hard_03,glo1_hard_03,,1,,ElapsedTime,0,SummonEnemy,enemy_gom_00001_boss_red,,1,0,None,,None,,None,,None,,,,1,Default,Normal,,0,10,3,1,,None,,1
e,glo1_hard_03,glo1_hard_03,,2,,ElapsedTime,100,SummonEnemy,enemy_aka_00002_red,,1,0,None,,None,,None,,None,,,,,Default,Normal,,0,4,3,1,,None,,1
e,glo1_hard_03,glo1_hard_03,,3,,ElapsedTime,1250,SummonEnemy,enemy_gom_00701_colorless,,10,1500,None,,None,,None,,None,,,,,Default,Normal,100,0,2,1.25,1,,None,,1
e,glo1_hard_03,glo1_hard_03,,4,,ElapsedTime,1250,SummonEnemy,enemy_gom_00801_colorless,,10,1250,None,,None,,None,,None,,,,,Default,Normal,100,0,2,1.25,1,,None,,1
e,glo1_hard_03,glo1_hard_03,,5,,ElapsedTime,1250,SummonEnemy,enemy_gom_00901_colorless,,10,1000,None,,None,,None,,None,,,,,Default,Normal,100,0,2,1.25,1,,None,,1
e,glo1_hard_03,glo1_hard_03,,6,,ElapsedTime,1250,SummonEnemy,enemy_aka_00003_red,,10,1350,None,,None,,None,,None,,,,,Default,Normal,100,0,2,1.25,1,,None,,1
e,glo1_hard_04,glo1_hard_04,,1,,ElapsedTime,0,SummonEnemy,enemy_gom_00001_red,,30,900,None,,None,,None,,None,,,,,Default,Normal,125,0,3,4,1,,None,,1
e,glo1_hard_04,glo1_hard_04,,2,,ElapsedTime,2000,SummonEnemy,enemy_aka_00003_boss_red,,1,0,None,,None,,None,,None,,,,1,Default,Normal,,0,2,2,1,,None,,1
e,glo1_hard_04,glo1_hard_04,,3,,ElapsedTime,2000,SummonEnemy,enemy_gom_00101_red,,1,0,None,,None,,None,,None,,,,,Default,Normal,225,0,4,2,1,,None,,1
e,glo1_hard_04,glo1_hard_04,,4,,ElapsedTime,2100,SummonEnemy,enemy_gom_00601_colorless,,20,1000,None,,None,,None,,None,,,,,Default,Normal,125,0,8,3,1,,None,,1
e,glo1_hard_04,glo1_hard_04,,5,,ElapsedTime,2250,SummonEnemy,enemy_gom_00611_colorless,,20,1000,None,,None,,None,,None,,,,,Default,Normal,125,0,6,4,1,,None,,1
e,glo1_hard_05,glo1_hard_05,,1,,ElapsedTime,0,SummonEnemy,enemy_gom_00301_red,,1,0,None,,None,,None,,None,,,,,Default,Normal,200,0,10,1.5,1,,None,,1
e,glo1_hard_05,glo1_hard_05,,2,,ElapsedTime,250,SummonEnemy,enemy_gom_00001_boss_red,,1,0,None,,None,,None,,None,,,,,Default,Normal,125,0,7.5,3,1,,None,,1
e,glo1_hard_05,glo1_hard_05,,3,,ElapsedTime,1500,SummonEnemy,enemy_spy_00001_colorless,,1,0,None,,None,,None,,None,,,,,Default,Normal,150,0,1.5,1,1,,None,,1
e,glo1_hard_05,glo1_hard_05,,4,,ElapsedTime,1500,SummonEnemy,enemy_spy_00101_boss_red,,1,0,None,,None,,None,,None,,,,1,Default,Normal,150,0,1.5,0.8,1,,None,,1
e,glo1_hard_05,glo1_hard_05,,5,,ElapsedTime,1500,SummonEnemy,enemy_gom_00201_red,,1,0,None,,None,,None,,None,,,,,Default,Normal,,0,5,2,1,,None,,1
e,glo1_hard_06,glo1_hard_06,,1,,ElapsedTime,1500,SummonEnemy,enemy_gom_00001_boss_red,,1,0,None,,None,,None,,None,,,,,Default,Normal,225,0,3,0.8,1,,None,,1
e,glo1_hard_06,glo1_hard_06,,2,,ElapsedTime,1500,SummonEnemy,enemy_aka_00003_boss_red,,1,0,None,,None,,None,,None,,,,,Default,Normal,225,0,0.7,1.5,1,,None,,1
e,glo1_hard_06,glo1_hard_06,,3,,ElapsedTime,250,SummonEnemy,enemy_glo_00001_red,,3,400,None,,None,,None,,None,,,,,Default,Normal,,0,1.5,0.7,1,,None,,1
e,glo1_hard_06,glo1_hard_06,,4,,ElapsedTime,1600,SummonEnemy,enemy_glo_00001_red,,10,1000,None,,None,,None,,None,,,,,Default,Normal,,0,1.5,0.7,1,,None,,1
e,dan_normal_01,dan_normal_01,,1,,DarknessKomaCleared,0,SummonEnemy,enemy_dan_00201_boss_colorless,,1,0,None,1.8,FoeEnterSameKoma,,None,,None,,,,1,Default,Normal,,0,2.5,1,1,,None,,1
e,dan_normal_01,dan_normal_01,,2,,ElapsedTime,0,SummonEnemy,enemy_glo_00001_red,,5,1250,None,,None,,None,,None,,,,,Default,Normal,,0,1,1,1,,None,,1
e,dan_normal_02,dan_normal_02,,1,,DarknessKomaCleared,2,SummonEnemy,enemy_dan_00001_red,,1,0,None,1.2,FoeEnterSameKoma,,None,,None,,,,,Default,Normal,,0,1,1,1,,None,,1
e,dan_normal_02,dan_normal_02,,2,,DarknessKomaCleared,2,SummonEnemy,enemy_dan_00001_colorless,,1,0,None,1.45,FoeEnterSameKoma,,None,,None,,,,,Default,Normal,,0,1,1,1,,None,,1
e,dan_normal_02,dan_normal_02,,3,,DarknessKomaCleared,2,SummonEnemy,enemy_dan_00001_colorless,,1,0,None,1.65,FoeEnterSameKoma,,None,,None,,,,,Default,Normal,,0,1,1,1,,None,,1
e,dan_normal_02,dan_normal_02,,4,,FriendUnitDead,1,SummonEnemy,enemy_dan_00001_red,,10,1750,None,,None,,None,,None,,,,,Default,Normal,,0,1,1,1,,None,,1
e,dan_normal_02,dan_normal_02,,5,,FriendUnitDead,2,SummonEnemy,enemy_dan_00001_colorless,,10,1750,None,,None,,None,,None,,,,,Default,Normal,,0,1,1,1,,None,,1
e,dan_normal_03,dan_normal_03,,1,,ElapsedTime,0,SummonEnemy,enemy_dan_00001_henshin1_colorless,,1,0,None,,None,,None,,None,,,,,Default,Normal,,0,1,1,1,,None,,1
e,dan_normal_03,dan_normal_03,,2,,ElapsedTime,2500,SummonEnemy,enemy_glo_00001_red,,10,1500,None,,None,,None,,None,,,,,Default,Normal,,0,1,1,1,,None,,1
e,dan_normal_04,dan_normal_04,,1,,ElapsedTime,0,SummonEnemy,enemy_dan_00101_red,,1,0,None,,None,,None,,None,,,,,Default,Normal,,0,1,1.2,1,,None,,1
e,dan_normal_04,dan_normal_04,,2,,FriendUnitDead,1,SummonEnemy,enemy_dan_00101_red,,10,1750,None,,None,,None,,None,,,,,Default,Normal,,0,1,1.2,1,,None,,1
e,dan_normal_04,dan_normal_04,,3,,FriendUnitDead,1,SummonEnemy,enemy_dan_00002_boss_colorless,,1,0,None,,None,,None,,None,,,,,Default,Normal,,0,2,1.5,1,,None,,1
e,dan_normal_05,dan_normal_05,,1,,InitialSummon,0,SummonEnemy,enemy_dan_00201_boss_colorless,,1,0,None,0.8,ElapsedTime,3000,None,,None,,,,1,Default,Normal,,0,2,9,1,,None,,1
e,dan_normal_06,dan_normal_06,,1,,ElapsedTime,0,SummonEnemy,enemy_dan_00101_boss_colorless,,1,0,None,,None,,None,,None,,,,,Default,Normal,,0,2,2.5,1,,None,,1
e,dan_normal_06,dan_normal_06,,2,,FriendUnitDead,1,SummonEnemy,enemy_dan_00201_boss_colorless,,1,0,None,,None,,None,,None,,,,,Default,Normal,,0,1,1.2,1,,None,,1
e,dan_normal_06,dan_normal_06,,3,,FriendUnitDead,2,SummonEnemy,enemy_dan_00002_boss_colorless,,1,0,None,,None,,None,,None,,,,,Default,Normal,,0,2,1.5,1,,None,,1
e,dan_normal_06,dan_normal_06,,4,,ElapsedTime,0,SummonEnemy,enemy_dan_00001_red,,10,2250,None,,None,,None,,None,,,,,Default,Normal,,0,1,1,1,,None,,1
e,dan_hard_01,dan_hard_01,,1,,DarknessKomaCleared,4,SummonEnemy,enemy_dan_00201_boss_colorless,,1,0,None,1.8,FoeEnterSameKoma,,None,,None,,,,,Default,Normal,125,0,2.4,1,1,,None,,1
e,dan_hard_01,dan_hard_01,,2,,DarknessKomaCleared,5,SummonEnemy,enemy_dan_00201_boss_green,,5,1250,None,2.2,FoeEnterSameKoma,,None,,None,,,,1,Default,Normal,150,0,2.4,1,1,,None,,1
e,dan_hard_01,dan_hard_01,,2,,ElapsedTime,0,SummonEnemy,enemy_glo_00001_red,,10,2250,None,,None,,None,,None,,,,,Default,Normal,,0,1,1,1,,None,,1
e,dan_hard_01,dan_hard_01,,2,,ElapsedTime,500,SummonEnemy,enemy_glo_00001_green,,10,2250,None,,None,,None,,None,,,,,Default,Normal,,0,1,1,1,,None,,1
e,dan_hard_02,dan_hard_02,,1,,DarknessKomaCleared,3,SummonEnemy,enemy_dan_00001_green,,1,0,None,1.2,FoeEnterSameKoma,,None,,None,,,,,Default,Normal,200,0,1.5,1,1,,None,,1
e,dan_hard_02,dan_hard_02,,2,,DarknessKomaCleared,3,SummonEnemy,enemy_dan_00001_green,,1,0,None,1.3,FoeEnterSameKoma,,None,,None,,,,,Default,Normal,200,0,1.5,1,1,,None,,1
e,dan_hard_02,dan_hard_02,,3,,DarknessKomaCleared,3,SummonEnemy,enemy_dan_00001_colorless,,1,0,None,1.5,FoeEnterSameKoma,,None,,None,,,,,Default,Normal,125,0,1.5,1,1,,None,,1
e,dan_hard_02,dan_hard_02,,4,,DarknessKomaCleared,3,SummonEnemy,enemy_dan_00001_colorless,,1,0,None,1.6,FoeEnterSameKoma,,None,,None,,,,,Default,Normal,125,0,1.5,1,1,,None,,1
e,dan_hard_02,dan_hard_02,,5,,FriendUnitDead,1,SummonEnemy,enemy_dan_00001_colorless,,10,1750,None,,None,,None,,None,,,,,Default,Normal,125,0,1.5,1,1,,None,,1
e,dan_hard_02,dan_hard_02,,6,,FriendUnitDead,2,SummonEnemy,enemy_dan_00001_colorless,,10,1750,None,,None,,None,,None,,,,,Default,Normal,125,0,1.5,1,1,,None,,1
e,dan_hard_03,dan_hard_03,,1,,InitialSummon,3,SummonEnemy,enemy_dan_00001_henshin1_colorless,,,,None,1.25,ElapsedTime,1000,None,,None,,,,,Default,Normal,150,0,1,1,1,,None,,1
e,dan_hard_03,dan_hard_03,,2,,ElapsedTime,0,SummonEnemy,enemy_dan_00001_green,,10,2750,None,,None,,None,,None,,,,,Default,Normal,200,0,2,1,1,,None,,1
e,dan_hard_03,dan_hard_03,,3,,FriendUnitDead,1,SummonEnemy,enemy_dan_00101_colorless,,10,2250,None,,None,,None,,None,,,,,Default,Normal,125,0,1,1,1,,None,,1
e,dan_hard_04,dan_hard_04,,1,,ElapsedTime,0,SummonEnemy,enemy_dan_00101_green,,1,0,None,,None,,None,,None,,,,,Default,Normal,200,0,1,1.2,1,,None,,1
e,dan_hard_04,dan_hard_04,,2,,FriendUnitDead,1,SummonEnemy,enemy_dan_00101_colorless,,10,1750,None,,None,,None,,None,,,,,Default,Normal,125,0,1,1.2,1,,None,,1
e,dan_hard_04,dan_hard_04,,3,,FriendUnitDead,1,SummonEnemy,enemy_dan_00002_boss_green,,1,0,None,,None,,None,,None,,,,1,Default,Normal,150,0,2,1.5,1,,None,,1
e,dan_hard_05,dan_hard_05,,1,,InitialSummon,0,SummonEnemy,enemy_dan_00201_boss_green,,1,0,None,0.9,ElapsedTime,3000,None,,None,,,,,Default,Normal,150,0,2,10,1,,None,,1
e,dan_hard_05,dan_hard_05,,2,,FriendUnitDead,1,SummonEnemy,enemy_dan_00201_boss_colorless,,1,0,None,,None,,None,,None,,,,1,Default,Normal,150,0,2,10,1,,None,,1
e,dan_hard_06,dan_hard_06,,1,,ElapsedTime,0,SummonEnemy,enemy_dan_00201_boss_colorless,,1,0,None,,None,,None,,None,,,,,Default,Normal,150,0,2,10,1,,None,,1
e,dan_hard_06,dan_hard_06,,2,,FriendUnitDead,1,SummonEnemy,enemy_dan_00101_boss_red,,1,0,None,,None,,None,,None,,,,,Default,Normal,150,0,2,1,1,,None,,1
e,dan_hard_06,dan_hard_06,,3,,FriendUnitDead,2,SummonEnemy,enemy_dan_00002_boss_green,,1,0,None,,None,,None,,None,,,,1,Default,Normal,125,0,2,1,1,,None,,1
e,dan_hard_06,dan_hard_06,,4,,FriendUnitDead,2,SummonEnemy,enemy_dan_00001_green,,10,1500,None,,None,,None,,None,,,,,Default,Normal,200,0,1,1,1,,None,,1
e,dan_hard_06,dan_hard_06,,5,,FriendUnitDead,2,SummonEnemy,enemy_dan_00001_colorless,,10,2250,None,,None,,None,,None,,,,,Default,Normal,125,0,1,1,1,,None,,1
e,jig_normal_01,jig_normal_01,,1,,ElapsedTime,500,SummonEnemy,enemy_jig_00101_boss_colorless,,1,0,None,,ElapsedTime,0,None,,None,,,,1,Default,Normal,,0,1,1,1,,None,,1
e,jig_normal_02,jig_normal_02,,1,,ElapsedTime,500,SummonEnemy,enemy_jig_00401_colorless,,5,1000,None,,None,,None,,None,,,,,Default,Normal,,0,1,1,1,,None,,1
e,jig_normal_02,jig_normal_02,,2,,ElapsedTime,1000,SummonEnemy,enemy_jig_00201_boss_colorless,,1,0,None,,None,,None,,None,,,,,Default,Normal,,0,1,1,1,,None,,1
e,jig_normal_03,jig_normal_03,,1,,ElapsedTime,0,SummonEnemy,enemy_jig_00401_colorless,,3,1000,None,,None,,None,,None,,,,,Default,Normal,,0,1,1,1,,None,,1
e,jig_normal_03,jig_normal_03,,2,,ElapsedTime,1000,SummonEnemy,enemy_jig_00402_colorless,,3,1200,None,,None,,None,,None,,,,,Default,Normal,,0,1,1,1,,None,,1
e,jig_normal_03,jig_normal_03,,3,,ElapsedTime,200,SummonEnemy,enemy_jig_00001_colorless,,2,1300,None,,None,,None,,None,,,,,Default,Normal,,0,1,1,1,,None,,1
e,jig_normal_03,jig_normal_03,,4,,ElapsedTime,1250,SummonEnemy,enemy_jig_00101_m_colorless,,2,1500,None,,None,,None,,None,,,,,Default,Normal,,0,1,1,1,,None,,1
e,jig_normal_04,jig_normal_04,,1,,ElapsedTime,150,SummonEnemy,enemy_jig_00402_colorless,,2,1250,None,,None,,None,,None,,,,,Default,Normal,,0,1,1,1,,None,,1
e,jig_normal_04,jig_normal_04,,2,,ElapsedTime,750,SummonEnemy,enemy_jig_00401_colorless,,2,1250,None,,None,,None,,None,,,,,Default,Normal,,0,1,1,1,,None,,1
e,jig_normal_04,jig_normal_04,,3,,ElapsedTime,1250,SummonEnemy,enemy_jig_00001_colorless,,2,2250,None,,None,,None,,None,,,,,Default,Normal,,0,1,1,1,,None,,1
e,jig_normal_04,jig_normal_04,,4,,OutpostDamage,1,SummonEnemy,enemy_jig_00301_boss_colorless,,1,0,None,,ElapsedTime,0,None,,None,,,,,Default,Normal,,0,1,1,1,,None,,1
e,jig_normal_05,jig_normal_05,,1,,ElapsedTime,750,SummonEnemy,enemy_jig_00201_boss_colorless,,1,0,None,,None,,None,,None,,,,,Default,Normal,,0,1,1,1,,None,,1
e,jig_normal_05,jig_normal_05,,2,,ElapsedTime,500,SummonEnemy,enemy_jig_00301_colorless,,1,0,None,,None,,None,,None,,,,,Default,Normal,,0,1,1,1,,None,,1
e,jig_normal_05,jig_normal_05,,3,,ElapsedTime,1250,SummonEnemy,enemy_jig_00401_colorless,,3,1000,None,,None,,None,,None,,,,,Default,Normal,,0,1,1,1,,None,,1
e,jig_normal_06,jig_normal_06,,1,,ElapsedTime,0,SummonEnemy,enemy_jig_00401_colorless,,1,0,None,,None,,None,,None,,,,,Default,Normal,,0,1,1,1,,None,,1
e,jig_normal_06,jig_normal_06,,2,,ElapsedTime,0,SummonEnemy,enemy_jig_00402_colorless,,1,0,None,,None,,None,,None,,,,,Default,Normal,,0,1,1,1,,None,,1
e,jig_normal_06,jig_normal_06,,3,,ElapsedTime,0,SummonEnemy,enemy_jig_00001_colorless,,1,0,None,,None,,None,,None,,,,,Default,Normal,,0,1,1,1,,None,,1
e,jig_normal_06,jig_normal_06,,4,,ElapsedTime,0,SummonEnemy,enemy_jig_00301_colorless,,1,0,None,,None,,None,,None,,,,,Default,Normal,,0,1,1,1,,None,,1
e,jig_normal_06,jig_normal_06,,5,,OutpostDamage,1,SummonEnemy,enemy_jig_00101_colorless,,1,0,None,,ElapsedTime,0,None,,None,,,,,Default,Normal,,0,1,1,1,,None,,1
e,jig_normal_06,jig_normal_06,,6,,OutpostDamage,1,SummonEnemy,enemy_jig_00001_boss_colorless,,1,0,None,,ElapsedTime,250,None,,None,,,,,Default,Normal,,0,1,1,1,,None,,1
e,jig_hard_01,jig_hard_01,,1,,ElapsedTime,500,SummonEnemy,enemy_jig_00101_boss_red,,1,0,None,,None,,None,,None,,,,,Default,Normal,,0,1,1,1,,None,,1
e,jig_hard_02,jig_hard_02,,1,,ElapsedTime,500,SummonEnemy,enemy_jig_00401_red,,5,500,None,,None,,None,,None,,,,,Default,Normal,,0,1,1,1,,None,,1
e,jig_hard_02,jig_hard_02,,2,,ElapsedTime,500,SummonEnemy,enemy_jig_00402_red,,5,500,None,,None,,None,,None,,,,,Default,Normal,,0,1,1,1,,None,,1
e,jig_hard_02,jig_hard_02,,3,,ElapsedTime,0,SummonEnemy,enemy_jig_00201_boss_colorless,,1,0,None,,None,,None,,None,,,,,Default,Normal,,0,1,1,1,,None,,1
e,jig_hard_03,jig_hard_03,,1,,ElapsedTime,0,SummonEnemy,enemy_jig_00401_red,,3,500,None,,None,,None,,None,,,,,Default,Normal,,0,1,1,1,,None,,1
e,jig_hard_03,jig_hard_03,,2,,ElapsedTime,150,SummonEnemy,enemy_jig_00402_red,,3,500,None,,None,,None,,None,,,,,Default,Normal,,0,1,1,1,,None,,1
e,jig_hard_03,jig_hard_03,,3,,ElapsedTime,300,SummonEnemy,enemy_jig_00001_colorless,,3,500,None,,None,,None,,None,,,,,Default,Normal,,0,1,1,1,,None,,1
e,jig_hard_03,jig_hard_03,,4,,ElapsedTime,450,SummonEnemy,enemy_jig_00101_colorless,,3,500,None,,None,,None,,None,,,,,Default,Normal,,0,1,1,1,,None,,1
e,jig_hard_04,jig_hard_04,,1,,ElapsedTime,150,SummonEnemy,enemy_jig_00401_red,,5,600,None,,None,,None,,None,,,,,Default,Normal,,0,1,1,1,,None,,1
e,jig_hard_04,jig_hard_04,,2,,ElapsedTime,250,SummonEnemy,enemy_jig_00402_red,,5,600,None,,None,,None,,None,,,,,Default,Normal,,0,1,1,1,,None,,1
e,jig_hard_04,jig_hard_04,,3,,ElapsedTime,0,SummonEnemy,enemy_jig_00001_colorless,,2,600,None,,None,,None,,None,,,,,Default,Normal,,0,1,1,1,,None,,1
e,jig_hard_04,jig_hard_04,,4,,OutpostDamage,1,SummonEnemy,enemy_jig_00301_boss_red,,1,600,None,,None,,None,,None,,,,,Default,Normal,,0,1,1,1,,None,,1
e,jig_hard_05,jig_hard_05,,1,,ElapsedTime,0,SummonEnemy,enemy_jig_00201_boss_colorless,,1,0,None,,None,,None,,None,,,,,Default,Normal,,0,1,1,1,,None,,1
e,jig_hard_05,jig_hard_05,,2,,ElapsedTime,0,SummonEnemy,enemy_jig_00301_colorless,,1,0,None,,None,,None,,None,,,,,Default,Normal,,0,1,1,1,,None,,1
e,jig_hard_05,jig_hard_05,,3,,ElapsedTime,750,SummonEnemy,enemy_jig_00401_colorless,,3,500,None,,None,,None,,None,,,,,Default,Normal,,0,1,1,1,,None,,1
e,jig_hard_06,jig_hard_06,,1,,ElapsedTime,500,SummonEnemy,enemy_jig_00401_red,,2,0,None,,None,,None,,None,,,,,Default,Normal,,0,1,1,1,,None,,1
e,jig_hard_06,jig_hard_06,,2,,ElapsedTime,750,SummonEnemy,enemy_jig_00402_red,,3,0,None,,None,,None,,None,,,,,Default,Normal,,0,1,1,1,,None,,1
e,jig_hard_06,jig_hard_06,,3,,ElapsedTime,1000,SummonEnemy,enemy_jig_00001_colorless,,2,0,None,,None,,None,,None,,,,,Default,Normal,,0,3,2,1,,None,,1
