ENABLE,id,mst_artwork_id,language,grade_level1_effect_text,grade_level2_effect_text,grade_level3_effect_text,grade_level4_effect_text,grade_level5_effect_text,release_key
e,artwork_event_osh_0001,artwork_event_osh_0001,ja,バトル開始時、『【推しの子】』作品キャラを1体以上編成している場合、リーダーPを20増加する,バトル開始時、『【推しの子】』作品キャラを1体以上編成している場合、リーダーPを25増加する,バトル開始時、『【推しの子】』作品キャラを1体以上編成している場合、リーダーPを30増加する,バトル開始時、『【推しの子】』作品キャラを1体以上編成している場合、リーダーPを40増加する,バトル開始時、『【推しの子】』作品キャラを1体以上編成している場合、リーダーPを50増加する,202603020
e,artwork_event_osh_0002,artwork_event_osh_0002,ja,バトル中永続で、『【推しの子】』作品キャラを1体以上編成している場合、【推しの子】作品の味方10体の体力を1.16%UP,バトル中永続で、『【推しの子】』作品キャラを1体以上編成している場合、【推しの子】作品の味方10体の体力を1.34%UP,バトル中永続で、『【推しの子】』作品キャラを1体以上編成している場合、【推しの子】作品の味方10体の体力を1.60%UP,バトル中永続で、『【推しの子】』作品キャラを1体以上編成している場合、【推しの子】作品の味方10体の体力を1.87%UP,バトル中永続で、『【推しの子】』作品キャラを1体以上編成している場合、【推しの子】作品の味方10体の体力を2.05%UP,202603020
e,artwork_event_jig_0001,artwork_event_jig_0001,ja,バトル中永続で、『地獄楽』作品キャラを1体以上編成している場合、『地獄楽』作品の味方最大10体の体力を1.16%UP,バトル中永続で、『地獄楽』作品キャラを1体以上編成している場合、『地獄楽』作品の味方最大10体の体力を1.34%UP,バトル中永続で、『地獄楽』作品キャラを1体以上編成している場合、『地獄楽』作品の味方最大10体の体力を1.60%UP,バトル中永続で、『地獄楽』作品キャラを1体以上編成している場合、『地獄楽』作品の味方最大10体の体力を1.87%UP,バトル中永続で、『地獄楽』作品キャラを1体以上編成している場合、『地獄楽』作品の味方最大10体の体力を2.05%UP,202603020
e,artwork_event_jig_0002,artwork_event_jig_0002,ja,バトル中永続で、『地獄楽』作品キャラを1体以上編成している場合、『地獄楽』作品の味方最大10体の攻撃を0.58%UP,バトル中永続で、『地獄楽』作品キャラを1体以上編成している場合、『地獄楽』作品の味方最大10体の攻撃を0.67%UP,バトル中永続で、『地獄楽』作品キャラを1体以上編成している場合、『地獄楽』作品の味方最大10体の攻撃を0.80%UP,バトル中永続で、『地獄楽』作品キャラを1体以上編成している場合、『地獄楽』作品の味方最大10体の攻撃を0.93%UP,バトル中永続で、『地獄楽』作品キャラを1体以上編成している場合、『地獄楽』作品の味方最大10体の攻撃を1.02%UP,202603020
e,artwork_event_you_0001,artwork_event_you_0001,ja,バトル中永続で、『幼稚園WARS』作品キャラを1体以上編成している場合、『幼稚園WARS』作品の味方最大10体の攻撃を0.58%UP,バトル中永続で、『幼稚園WARS』作品キャラを1体以上編成している場合、『幼稚園WARS』作品の味方最大10体の攻撃を0.67%UP,バトル中永続で、『幼稚園WARS』作品キャラを1体以上編成している場合、『幼稚園WARS』作品の味方最大10体の攻撃を0.80%UP,バトル中永続で、『幼稚園WARS』作品キャラを1体以上編成している場合、『幼稚園WARS』作品の味方最大10体の攻撃を0.93%UP,バトル中永続で、『幼稚園WARS』作品キャラを1体以上編成している場合、『幼稚園WARS』作品の味方最大10体の攻撃を1.02%UP,202603020
e,artwork_event_you_0002,artwork_event_you_0002,ja,バトル中永続で、『幼稚園WARS』作品キャラを1体以上編成している場合、『幼稚園WARS』作品の味方最大10体の体力を1.16%UP,バトル中永続で、『幼稚園WARS』作品キャラを1体以上編成している場合、『幼稚園WARS』作品の味方最大10体の体力を1.34%UP,バトル中永続で、『幼稚園WARS』作品キャラを1体以上編成している場合、『幼稚園WARS』作品の味方最大10体の体力を1.60%UP,バトル中永続で、『幼稚園WARS』作品キャラを1体以上編成している場合、『幼稚園WARS』作品の味方最大10体の体力を1.87%UP,バトル中永続で、『幼稚園WARS』作品キャラを1体以上編成している場合、『幼稚園WARS』作品の味方最大10体の体力を2.05%UP,202603020
e,artwork_event_kim_0001,artwork_event_kim_0001,ja,バトル開始時、『君のことが大大大大大好きな100人の彼女』作品キャラを1体以上編成している場合、リーダーPを20増加する,バトル開始時、『君のことが大大大大大好きな100人の彼女』作品キャラを1体以上編成している場合、リーダーPを25増加する,バトル開始時、『君のことが大大大大大好きな100人の彼女』作品キャラを1体以上編成している場合、リーダーPを30増加する,バトル開始時、『君のことが大大大大大好きな100人の彼女』作品キャラを1体以上編成している場合、リーダーPを40増加する,バトル開始時、『君のことが大大大大大好きな100人の彼女』作品キャラを1体以上編成している場合、リーダーPを50増加する,202603020
e,artwork_event_kim_0002,artwork_event_kim_0002,ja,バトル中永続で、『君のことが大大大大大好きな100人の彼女』作品キャラを1体以上編成している場合、『君のことが大大大大大好きな100人の彼女』作品の味方最大10体の体力を1.16%UP,バトル中永続で、『君のことが大大大大大好きな100人の彼女』作品キャラを1体以上編成している場合、『君のことが大大大大大好きな100人の彼女』作品の味方最大10体の体力を1.34%UP,バトル中永続で、『君のことが大大大大大好きな100人の彼女』作品キャラを1体以上編成している場合、『君のことが大大大大大好きな100人の彼女』作品の味方最大10体の体力を1.60%UP,バトル中永続で、『君のことが大大大大大好きな100人の彼女』作品キャラを1体以上編成している場合、『君のことが大大大大大好きな100人の彼女』作品の味方最大10体の体力を1.87%UP,バトル中永続で、『君のことが大大大大大好きな100人の彼女』作品キャラを1体以上編成している場合、『君のことが大大大大大好きな100人の彼女』作品の味方最大10体の体力を2.05%UP,202603020
e,artwork_event_hut_0001,artwork_event_hut_0001,ja,バトル中永続で、『ふつうの軽音部』作品キャラを1体以上編成している場合、『ふつうの軽音部』作品の味方最大10体の攻撃を0.58%UP,バトル中永続で、『ふつうの軽音部』作品キャラを1体以上編成している場合、『ふつうの軽音部』作品の味方最大10体の攻撃を0.67%UP,バトル中永続で、『ふつうの軽音部』作品キャラを1体以上編成している場合、『ふつうの軽音部』作品の味方最大10体の攻撃を0.80%UP,バトル中永続で、『ふつうの軽音部』作品キャラを1体以上編成している場合、『ふつうの軽音部』作品の味方最大10体の攻撃を0.93%UP,バトル中永続で、『ふつうの軽音部』作品キャラを1体以上編成している場合、『ふつうの軽音部』作品の味方最大10体の攻撃を1.02%UP,202603020
e,artwork_event_hut_0002,artwork_event_hut_0002,ja,バトル開始時、『ふつうの軽音部』作品キャラを1体以上編成している場合、リーダーPを20増加する,バトル開始時、『ふつうの軽音部』作品キャラを1体以上編成している場合、リーダーPを25増加する,バトル開始時、『ふつうの軽音部』作品キャラを1体以上編成している場合、リーダーPを30増加する,バトル開始時、『ふつうの軽音部』作品キャラを1体以上編成している場合、リーダーPを40増加する,バトル開始時、『ふつうの軽音部』作品キャラを1体以上編成している場合、リーダーPを50増加する,202603020
e,artwork_event_ara_0001,artwork_event_ara_0001,ja,"バトル中永続で、『アラガネの子』作品キャラを1体以上編成している場合、JUMBLE RUSHで与えるダメージを0.36%UP","バトル中永続で、『アラガネの子』作品キャラを1体以上編成している場合、JUMBLE RUSHで与えるダメージを0.46%UP","バトル中永続で、『アラガネの子』作品キャラを1体以上編成している場合、JUMBLE RUSHで与えるダメージを0.61%UP","バトル中永続で、『アラガネの子』作品キャラを1体以上編成している場合、JUMBLE RUSHで与えるダメージを0.77%UP","バトル中永続で、『アラガネの子』作品キャラを1体以上編成している場合、JUMBLE RUSHで与えるダメージを1.02%UP",202603020
e,artwork_event_hyp_0001,artwork_event_hyp_0001,ja,バトル開始時、『ハイパーインフレーション』作品キャラを1体以上編成している場合、リーダーPを30増加する,バトル開始時、『ハイパーインフレーション』作品キャラを1体以上編成している場合、リーダーPを35増加する,バトル開始時、『ハイパーインフレーション』作品キャラを1体以上編成している場合、リーダーPを40増加する,バトル開始時、『ハイパーインフレーション』作品キャラを1体以上編成している場合、リーダーPを50増加する,バトル開始時、『ハイパーインフレーション』作品キャラを1体以上編成している場合、リーダーPを60増加する,202603020
e,artwork_event_gam_0001,artwork_event_gam_0001,ja,"バトル中永続で、『ゲーミングお嬢様』作品キャラを1体以上編成している場合、JUMBLE RUSH発動までの時間を0.60秒短縮","バトル中永続で、『ゲーミングお嬢様』作品キャラを1体以上編成している場合、JUMBLE RUSH発動までの時間を1秒短縮","バトル中永続で、『ゲーミングお嬢様』作品キャラを1体以上編成している場合、JUMBLE RUSH発動までの時間を1.50秒短縮","バトル中永続で、『ゲーミングお嬢様』作品キャラを1体以上編成している場合、JUMBLE RUSH発動までの時間を1.70秒短縮","バトル中永続で、『ゲーミングお嬢様』作品キャラを1体以上編成している場合、JUMBLE RUSH発動までの時間を2秒短縮",202603020
e,artwork_event_osh_0003,artwork_event_osh_0003,ja,バトル中永続で、『【推しの子】』作品キャラを1体以上編成している場合、『【推しの子】』作品の味方最大10体の攻撃を0.58%UP,バトル中永続で、『【推しの子】』作品キャラを1体以上編成している場合、『【推しの子】』作品の味方最大10体の攻撃を0.67%UP,バトル中永続で、『【推しの子】』作品キャラを1体以上編成している場合、『【推しの子】』作品の味方最大10体の攻撃を0.80%UP,バトル中永続で、『【推しの子】』作品キャラを1体以上編成している場合、『【推しの子】』作品の味方最大10体の攻撃を0.93%UP,バトル中永続で、『【推しの子】』作品キャラを1体以上編成している場合、『【推しの子】』作品の味方最大10体の攻撃を1.02%UP,202603025
e,artwork_event_gom_0001,artwork_event_gom_0001,ja,バトル中永続で、『姫様“拷問”の時間です』作品キャラを1体以上編成している場合、『姫様“拷問”の時間です』作品の味方最大10体の体力を1.16%UP,バトル中永続で、『姫様“拷問”の時間です』作品キャラを1体以上編成している場合、『姫様“拷問”の時間です』作品の味方最大10体の体力を1.34%UP,バトル中永続で、『姫様“拷問”の時間です』作品キャラを1体以上編成している場合、『姫様“拷問”の時間です』作品の味方最大10体の体力を1.60%UP,バトル中永続で、『姫様“拷問”の時間です』作品キャラを1体以上編成している場合、『姫様“拷問”の時間です』作品の味方最大10体の体力を1.87%UP,バトル中永続で、『姫様“拷問”の時間です』作品キャラを1体以上編成している場合、『姫様“拷問”の時間です』作品の味方最大10体の体力を2.05%UP,202603025
e,artwork_event_sur_0003,artwork_event_sur_0003,ja,バトル中永続で、『魔都精兵のスレイブ』作品キャラを1体以上編成している場合、『魔都精兵のスレイブ』作品の味方最大10体の再召喚時間を1.40秒短縮,バトル中永続で、『魔都精兵のスレイブ』作品キャラを1体以上編成している場合、『魔都精兵のスレイブ』作品の味方最大10体の再召喚時間を1.60秒短縮,バトル中永続で、『魔都精兵のスレイブ』作品キャラを1体以上編成している場合、『魔都精兵のスレイブ』作品の味方最大10体の再召喚時間を1.80秒短縮,バトル中永続で、『魔都精兵のスレイブ』作品キャラを1体以上編成している場合、『魔都精兵のスレイブ』作品の味方最大10体の再召喚時間を2秒短縮,バトル中永続で、『魔都精兵のスレイブ』作品キャラを1体以上編成している場合、『魔都精兵のスレイブ』作品の味方最大10体の再召喚時間を2.20秒短縮,202603020
e,artwork_event_kai_0003,artwork_event_kai_0003,ja,バトル中永続で、『怪獣８号』作品キャラを1体以上編成している場合、『怪獣８号』作品の味方最大10体の再召喚時間を1.40秒短縮,バトル中永続で、『怪獣８号』作品キャラを1体以上編成している場合、『怪獣８号』作品の味方最大10体の再召喚時間を1.60秒短縮,バトル中永続で、『怪獣８号』作品キャラを1体以上編成している場合、『怪獣８号』作品の味方最大10体の再召喚時間を1.80秒短縮,バトル中永続で、『怪獣８号』作品キャラを1体以上編成している場合、『怪獣８号』作品の味方最大10体の再召喚時間を2秒短縮,バトル中永続で、『怪獣８号』作品キャラを1体以上編成している場合、『怪獣８号』作品の味方最大10体の再召喚時間を2.20秒短縮,202603025
e,artwork_chara_spy_00001,artwork_chara_spy_00001,ja,"バトル中永続で、『わくわく アーニャ』を編成している場合、ランダムに味方最大9体の体力を1%UP","バトル中永続で、『わくわく アーニャ』を編成している場合、ランダムに味方最大9体の体力を1.50%UP","バトル中永続で、『わくわく アーニャ』を編成している場合、ランダムに味方最大9体の体力を1.75%UP","バトル中永続で、『わくわく アーニャ』を編成している場合、ランダムに味方最大9体の体力を2.25%UP","バトル中永続で、『わくわく アーニャ』を編成している場合、ランダムに味方最大9体の体力を3%UP",202603020
e,artwork_chara_spy_00101,artwork_chara_spy_00101,ja,"バトル中永続で、『<黄昏> ロイド』を編成している場合、『<黄昏> ロイド』の攻撃を7.06%UP","バトル中永続で、『<黄昏> ロイド』を編成している場合、『<黄昏> ロイド』の攻撃を8.23%UP","バトル中永続で、『<黄昏> ロイド』を編成している場合、『<黄昏> ロイド』の攻撃を8.82%UP","バトル中永続で、『<黄昏> ロイド』を編成している場合、『<黄昏> ロイド』の攻撃を9.41%UP","バトル中永続で、『<黄昏> ロイド』を編成している場合、『<黄昏> ロイド』の攻撃を10%UP",202603020
e,artwork_chara_spy_00201,artwork_chara_spy_00201,ja,"バトル中永続で、『<いばら姫> ヨル』を編成している場合、『<いばら姫> ヨル』の攻撃を7.06%UP","バトル中永続で、『<いばら姫> ヨル』を編成している場合、『<いばら姫> ヨル』の攻撃を8.23%UP","バトル中永続で、『<いばら姫> ヨル』を編成している場合、『<いばら姫> ヨル』の攻撃を8.82%UP","バトル中永続で、『<いばら姫> ヨル』を編成している場合、『<いばら姫> ヨル』の攻撃を9.41%UP","バトル中永続で、『<いばら姫> ヨル』を編成している場合、『<いばら姫> ヨル』の攻撃を10%UP",202603020
e,artwork_chara_spy_00501,artwork_chara_spy_00501,ja,"バトル中永続で、『姉を想う盲愛 ユーリ・ブライア』を編成している場合、『姉を想う盲愛 ユーリ・ブライア』の体力を7.06%UP","バトル中永続で、『姉を想う盲愛 ユーリ・ブライア』を編成している場合、『姉を想う盲愛 ユーリ・ブライア』の体力を8.23%UP","バトル中永続で、『姉を想う盲愛 ユーリ・ブライア』を編成している場合、『姉を想う盲愛 ユーリ・ブライア』の体力を8.82%UP","バトル中永続で、『姉を想う盲愛 ユーリ・ブライア』を編成している場合、『姉を想う盲愛 ユーリ・ブライア』の体力を9.41%UP","バトル中永続で、『姉を想う盲愛 ユーリ・ブライア』を編成している場合、『姉を想う盲愛 ユーリ・ブライア』の体力を10%UP",202603020
e,artwork_chara_dan_00002,artwork_chara_dan_00002,ja,"バトル中永続で、『ターボババアの霊力 オカルン』を編成している場合、『ターボババアの霊力 オカルン』の攻撃を7.06%UP","バトル中永続で、『ターボババアの霊力 オカルン』を編成している場合、『ターボババアの霊力 オカルン』の攻撃を8.23%UP","バトル中永続で、『ターボババアの霊力 オカルン』を編成している場合、『ターボババアの霊力 オカルン』の攻撃を8.82%UP","バトル中永続で、『ターボババアの霊力 オカルン』を編成している場合、『ターボババアの霊力 オカルン』の攻撃を9.41%UP","バトル中永続で、『ターボババアの霊力 オカルン』を編成している場合、『ターボババアの霊力 オカルン』の攻撃を10%UP",202603020
e,artwork_chara_dan_00202,artwork_chara_dan_00202,ja,"バトル中永続で、『アクさらの愛 アイラ』を編成している場合、『アクさらの愛 アイラ』の攻撃を7.06%UP","バトル中永続で、『アクさらの愛 アイラ』を編成している場合、『アクさらの愛 アイラ』の攻撃を8.23%UP","バトル中永続で、『アクさらの愛 アイラ』を編成している場合、『アクさらの愛 アイラ』の攻撃を8.82%UP","バトル中永続で、『アクさらの愛 アイラ』を編成している場合、『アクさらの愛 アイラ』の攻撃を9.41%UP","バトル中永続で、『アクさらの愛 アイラ』を編成している場合、『アクさらの愛 アイラ』の攻撃を10%UP",202603020
e,artwork_chara_gom_00001,artwork_chara_gom_00001,ja,"バトル中永続で、『囚われの王女 姫様』を編成している場合、『囚われの王女 姫様』の体力を7.06%UP","バトル中永続で、『囚われの王女 姫様』を編成している場合、『囚われの王女 姫様』の体力を8.23%UP","バトル中永続で、『囚われの王女 姫様』を編成している場合、『囚われの王女 姫様』の体力を8.82%UP","バトル中永続で、『囚われの王女 姫様』を編成している場合、『囚われの王女 姫様』の体力を9.41%UP","バトル中永続で、『囚われの王女 姫様』を編成している場合、『囚われの王女 姫様』の体力を10%UP",202603020
e,artwork_chara_chi_00002,artwork_chara_chi_00002,ja,"バトル中永続で、『悪魔が恐れる悪魔 チェンソーマン』を編成している場合、『悪魔が恐れる悪魔 チェンソーマン』の再召喚時間を2.24秒短縮","バトル中永続で、『悪魔が恐れる悪魔 チェンソーマン』を編成している場合、『悪魔が恐れる悪魔 チェンソーマン』の再召喚時間を2.54秒短縮","バトル中永続で、『悪魔が恐れる悪魔 チェンソーマン』を編成している場合、『悪魔が恐れる悪魔 チェンソーマン』の再召喚時間を2.70秒短縮","バトル中永続で、『悪魔が恐れる悪魔 チェンソーマン』を編成している場合、『悪魔が恐れる悪魔 チェンソーマン』の再召喚時間を2.84秒短縮","バトル中永続で、『悪魔が恐れる悪魔 チェンソーマン』を編成している場合、『悪魔が恐れる悪魔 チェンソーマン』の再召喚時間を3秒短縮",202603020
e,artwork_chara_kai_00002,artwork_chara_kai_00002,ja,"バトル中永続で、『隠された英雄の姿 怪獣８号』を編成している場合、『隠された英雄の姿 怪獣８号』の攻撃を7.06%UP","バトル中永続で、『隠された英雄の姿 怪獣８号』を編成している場合、『隠された英雄の姿 怪獣８号』の攻撃を8.23%UP","バトル中永続で、『隠された英雄の姿 怪獣８号』を編成している場合、『隠された英雄の姿 怪獣８号』の攻撃を8.82%UP","バトル中永続で、『隠された英雄の姿 怪獣８号』を編成している場合、『隠された英雄の姿 怪獣８号』の攻撃を9.41%UP","バトル中永続で、『隠された英雄の姿 怪獣８号』を編成している場合、『隠された英雄の姿 怪獣８号』の攻撃を10%UP",202603020
e,artwork_chara_kai_00102,artwork_chara_kai_00102,ja,"バトル中永続で、『識別怪獣兵器6 市川 レノ』を編成している場合、『識別怪獣兵器6 市川 レノ』の再召喚時間を2.24秒短縮","バトル中永続で、『識別怪獣兵器6 市川 レノ』を編成している場合、『識別怪獣兵器6 市川 レノ』の再召喚時間を2.54秒短縮","バトル中永続で、『識別怪獣兵器6 市川 レノ』を編成している場合、『識別怪獣兵器6 市川 レノ』の再召喚時間を2.70秒短縮","バトル中永続で、『識別怪獣兵器6 市川 レノ』を編成している場合、『識別怪獣兵器6 市川 レノ』の再召喚時間を2.84秒短縮","バトル中永続で、『識別怪獣兵器6 市川 レノ』を編成している場合、『識別怪獣兵器6 市川 レノ』の再召喚時間を3秒短縮",202603020
e,artwork_chara_kai_00201,artwork_chara_kai_00201,ja,"バトル中永続で、『第三部隊隊長 亜白 ミナ』を編成している場合、『第三部隊隊長 亜白 ミナ』の攻撃を7.06%UP","バトル中永続で、『第三部隊隊長 亜白 ミナ』を編成している場合、『第三部隊隊長 亜白 ミナ』の攻撃を8.23%UP","バトル中永続で、『第三部隊隊長 亜白 ミナ』を編成している場合、『第三部隊隊長 亜白 ミナ』の攻撃を8.82%UP","バトル中永続で、『第三部隊隊長 亜白 ミナ』を編成している場合、『第三部隊隊長 亜白 ミナ』の攻撃を9.41%UP","バトル中永続で、『第三部隊隊長 亜白 ミナ』を編成している場合、『第三部隊隊長 亜白 ミナ』の攻撃を10%UP",202603020
e,artwork_chara_kai_00701,artwork_chara_kai_00701,ja,"バトル中永続で、『識別怪獣兵器1 鳴海 弦』を編成している場合、『識別怪獣兵器1 鳴海 弦』の体力を10%UP","バトル中永続で、『識別怪獣兵器1 鳴海 弦』を編成している場合、『識別怪獣兵器1 鳴海 弦』の体力を12%UP","バトル中永続で、『識別怪獣兵器1 鳴海 弦』を編成している場合、『識別怪獣兵器1 鳴海 弦』の体力を13%UP","バトル中永続で、『識別怪獣兵器1 鳴海 弦』を編成している場合、『識別怪獣兵器1 鳴海 弦』の体力を14%UP","バトル中永続で、『識別怪獣兵器1 鳴海 弦』を編成している場合、『識別怪獣兵器1 鳴海 弦』の体力を15%UP",202603025
e,artwork_chara_yuw_00001,artwork_chara_yuw_00001,ja,"バトル中永続で、『リリエルに捧ぐ愛 天乃 リリサ』を編成している場合、『リリエルに捧ぐ愛 天乃 リリサ』の攻撃を7.06%UP","バトル中永続で、『リリエルに捧ぐ愛 天乃 リリサ』を編成している場合、『リリエルに捧ぐ愛 天乃 リリサ』の攻撃を8.23%UP","バトル中永続で、『リリエルに捧ぐ愛 天乃 リリサ』を編成している場合、『リリエルに捧ぐ愛 天乃 リリサ』の攻撃を8.82%UP","バトル中永続で、『リリエルに捧ぐ愛 天乃 リリサ』を編成している場合、『リリエルに捧ぐ愛 天乃 リリサ』の攻撃を9.41%UP","バトル中永続で、『リリエルに捧ぐ愛 天乃 リリサ』を編成している場合、『リリエルに捧ぐ愛 天乃 リリサ』の攻撃を10%UP",202603020
e,artwork_chara_yuw_00101,artwork_chara_yuw_00101,ja,"バトル中永続で、『コスプレに託す乙女心 橘 美花莉』を編成している場合、『コスプレに託す乙女心 橘 美花莉』の再召喚時間を2.24秒短縮","バトル中永続で、『コスプレに託す乙女心 橘 美花莉』を編成している場合、『コスプレに託す乙女心 橘 美花莉』の再召喚時間を2.54秒短縮","バトル中永続で、『コスプレに託す乙女心 橘 美花莉』を編成している場合、『コスプレに託す乙女心 橘 美花莉』の再召喚時間を2.70秒短縮","バトル中永続で、『コスプレに託す乙女心 橘 美花莉』を編成している場合、『コスプレに託す乙女心 橘 美花莉』の再召喚時間を2.84秒短縮","バトル中永続で、『コスプレに託す乙女心 橘 美花莉』を編成している場合、『コスプレに託す乙女心 橘 美花莉』の再召喚時間を3秒短縮",202603020
e,artwork_chara_yuw_00102,artwork_chara_yuw_00102,ja,"バトル中永続で、『愛届ける聖夜のサンタ 橘 美花莉』を編成している場合、『愛届ける聖夜のサンタ 橘 美花莉』の必殺ワザ再発動時間を2.50秒短縮","バトル中永続で、『愛届ける聖夜のサンタ 橘 美花莉』を編成している場合、『愛届ける聖夜のサンタ 橘 美花莉』の必殺ワザ再発動時間を3.74秒短縮","バトル中永続で、『愛届ける聖夜のサンタ 橘 美花莉』を編成している場合、『愛届ける聖夜のサンタ 橘 美花莉』の必殺ワザ再発動時間を5秒短縮","バトル中永続で、『愛届ける聖夜のサンタ 橘 美花莉』を編成している場合、『愛届ける聖夜のサンタ 橘 美花莉』の必殺ワザ再発動時間を6.20秒短縮","バトル中永続で、『愛届ける聖夜のサンタ 橘 美花莉』を編成している場合、『愛届ける聖夜のサンタ 橘 美花莉』の必殺ワザ再発動時間を7.40秒短縮",202603020
e,artwork_chara_yuw_00301,artwork_chara_yuw_00301,ja,"バトル中永続で、『勇気を纏うコスプレ 乃愛』を編成している場合、『勇気を纏うコスプレ 乃愛』の必殺ワザ再発動時間を1.50秒短縮","バトル中永続で、『勇気を纏うコスプレ 乃愛』を編成している場合、『勇気を纏うコスプレ 乃愛』の必殺ワザ再発動時間を2.24秒短縮","バトル中永続で、『勇気を纏うコスプレ 乃愛』を編成している場合、『勇気を纏うコスプレ 乃愛』の必殺ワザ再発動時間を3秒短縮","バトル中永続で、『勇気を纏うコスプレ 乃愛』を編成している場合、『勇気を纏うコスプレ 乃愛』の必殺ワザ再発動時間を3.70秒短縮","バトル中永続で、『勇気を纏うコスプレ 乃愛』を編成している場合、『勇気を纏うコスプレ 乃愛』の必殺ワザ再発動時間を4.40秒短縮",202603020
e,artwork_chara_yuw_00401,artwork_chara_yuw_00401,ja,"バトル中永続で、『伝えたいウチの想い 喜咲 アリア』を編成している場合、『伝えたいウチの想い 喜咲 アリア』の体力を7.06%UP","バトル中永続で、『伝えたいウチの想い 喜咲 アリア』を編成している場合、『伝えたいウチの想い 喜咲 アリア』の体力を8.23%UP","バトル中永続で、『伝えたいウチの想い 喜咲 アリア』を編成している場合、『伝えたいウチの想い 喜咲 アリア』の体力を8.82%UP","バトル中永続で、『伝えたいウチの想い 喜咲 アリア』を編成している場合、『伝えたいウチの想い 喜咲 アリア』の体力を9.41%UP","バトル中永続で、『伝えたいウチの想い 喜咲 アリア』を編成している場合、『伝えたいウチの想い 喜咲 アリア』の体力を10%UP",202603020
e,artwork_chara_sur_00101,artwork_chara_sur_00101,ja,"バトル中永続で、『誇り高き魔都の剣姫 羽前 京香』を編成している場合、『誇り高き魔都の剣姫 羽前 京香』の攻撃を7.06%UP","バトル中永続で、『誇り高き魔都の剣姫 羽前 京香』を編成している場合、『誇り高き魔都の剣姫 羽前 京香』の攻撃を8.23%UP","バトル中永続で、『誇り高き魔都の剣姫 羽前 京香』を編成している場合、『誇り高き魔都の剣姫 羽前 京香』の攻撃を8.82%UP","バトル中永続で、『誇り高き魔都の剣姫 羽前 京香』を編成している場合、『誇り高き魔都の剣姫 羽前 京香』の攻撃を9.41%UP","バトル中永続で、『誇り高き魔都の剣姫 羽前 京香』を編成している場合、『誇り高き魔都の剣姫 羽前 京香』の攻撃を10%UP",202603020
e,artwork_chara_sur_00501,artwork_chara_sur_00501,ja,"バトル中永続で、『空間を操る六番組組長 出雲 天花』を編成している場合、『空間を操る六番組組長 出雲 天花』の再召喚時間を2.24秒短縮","バトル中永続で、『空間を操る六番組組長 出雲 天花』を編成している場合、『空間を操る六番組組長 出雲 天花』の再召喚時間を2.54秒短縮","バトル中永続で、『空間を操る六番組組長 出雲 天花』を編成している場合、『空間を操る六番組組長 出雲 天花』の再召喚時間を2.70秒短縮","バトル中永続で、『空間を操る六番組組長 出雲 天花』を編成している場合、『空間を操る六番組組長 出雲 天花』の再召喚時間を2.84秒短縮","バトル中永続で、『空間を操る六番組組長 出雲 天花』を編成している場合、『空間を操る六番組組長 出雲 天花』の再召喚時間を3秒短縮",202603020
e,artwork_chara_sur_00901,artwork_chara_sur_00901,ja,"バトル中永続で、『万物を統べる総組長 山城 恋』を編成している場合、『万物を統べる総組長 山城 恋』の攻撃を10%UP","バトル中永続で、『万物を統べる総組長 山城 恋』を編成している場合、『万物を統べる総組長 山城 恋』の攻撃を12%UP","バトル中永続で、『万物を統べる総組長 山城 恋』を編成している場合、『万物を統べる総組長 山城 恋』の攻撃を13%UP","バトル中永続で、『万物を統べる総組長 山城 恋』を編成している場合、『万物を統べる総組長 山城 恋』の攻撃を14%UP","バトル中永続で、『万物を統べる総組長 山城 恋』を編成している場合、『万物を統べる総組長 山城 恋』の攻撃を15%UP",202603020
e,artwork_chara_tak_00001,artwork_chara_tak_00001,ja,"バトル中永続で、『ハッピー星からの使者 タコピー』を編成している場合、『ハッピー星からの使者 タコピー』の体力を7.06%UP","バトル中永続で、『ハッピー星からの使者 タコピー』を編成している場合、『ハッピー星からの使者 タコピー』の体力を8.23%UP","バトル中永続で、『ハッピー星からの使者 タコピー』を編成している場合、『ハッピー星からの使者 タコピー』の体力を8.82%UP","バトル中永続で、『ハッピー星からの使者 タコピー』を編成している場合、『ハッピー星からの使者 タコピー』の体力を9.41%UP","バトル中永続で、『ハッピー星からの使者 タコピー』を編成している場合、『ハッピー星からの使者 タコピー』の体力を10%UP",202603020
e,artwork_chara_jig_00001,artwork_chara_jig_00001,ja,バトル中永続で、『がらんの画眉丸』を編成している場合、『がらんの画眉丸』の再召喚時間を2.24秒短縮,バトル中永続で、『がらんの画眉丸』を編成している場合、『がらんの画眉丸』の再召喚時間を2.54秒短縮,バトル中永続で、『がらんの画眉丸』を編成している場合、『がらんの画眉丸』の再召喚時間を2.70秒短縮,バトル中永続で、『がらんの画眉丸』を編成している場合、『がらんの画眉丸』の再召喚時間を2.84秒短縮,バトル中永続で、『がらんの画眉丸』を編成している場合、『がらんの画眉丸』の再召喚時間を3秒短縮,202603020
