ENABLE,release_key,id,mst_enemy_character_id,language,name,description
e,1,enemy_kai_00001_ja,enemy_kai_00001,ja,怪獣　本獣,"防衛隊入隊試験でカフカ達が討伐するよう指令された怪獣の本獣。\n比較的よく現れる種類の怪獣で、４足歩行で移動する。"
e,1,enemy_kai_00101_ja,enemy_kai_00101,ja,怪獣　余獣,"防衛隊入隊試験でカフカ達が討伐するよう指令された怪獣の余獣。\n比較的よく現れる種類の怪獣で、４足歩行で移動する。"
e,1,enemy_kai_00201_ja,enemy_kai_00201,ja,怪獣９号,"防衛隊入隊試験中に突如として現れた未知の怪獣。\nその後も度々姿を現しカフカ達の脅威となる。"
e,1,enemy_kai_00301_ja,enemy_kai_00301,ja,蜘蛛の怪獣,カフカとレノが清掃中に現れた蜘蛛型の怪獣。６本足で歩行し、巨大な口で獲物に噛み付く。
e,1,enemy_kai_00401_ja,enemy_kai_00401,ja,怪獣１０号,"立川基地襲撃時に突如として現れた大怪獣。\n全身を覆うような装甲を持ち、非常に好戦的な性格をしている。"
e,1,enemy_mag_00101_ja,enemy_mag_00101,ja,つらら,冷却系怪異が放ったつらら。
e,1,enemy_sur_00001_ja,enemy_sur_00001,ja,"和倉 青羽","魔都に現れた人型醜鬼。\n京香の故郷を襲った一本角の醜鬼を従えている。\n弟の優希を溺愛している。"
e,1,enemy_sur_00101_ja,enemy_sur_00101,ja,醜鬼,魔都に生息する魔物。形状も大きさもさまざまだが、基本的には人型のような姿に、仮面を被ったような姿をしている。
e,1,enemy_jig_00001_ja,enemy_jig_00001,ja,門神,神仙郷に存在する生物。とても巨大な姿で、人間の目にあたる部分から部分から手のような物が生えている。
e,1,enemy_jig_00201_ja,enemy_jig_00201,ja,"門神 （大）",神仙郷に存在する生物。とても巨大な姿で、人間の目にあたる部分から部分から手のような物が生えている。
e,1,enemy_jig_00301_ja,enemy_jig_00301,ja,"竈神 魚","神仙郷に存在する魚のような形をした生物。\n頭は魚だが６本の腕を持ち、下半身は２本の脚のようなものが生えている。"
e,1,enemy_jig_00401_ja,enemy_jig_00401,ja,極楽蝶,"神仙郷に存在する生物。蝶のような姿をしているが、人のような頭がついている。\n鱗粉を撒き散らしたり、針のようなものを刺して攻撃する。"
e,1,enemy_jig_00402_ja,enemy_jig_00402,ja,極楽蝶,"神仙郷に存在する生物。蝶のような姿をしているが、人のような頭がついている。\n鱗粉を撒き散らしたり、針のようなものを刺して攻撃する。"
e,1,enemy_mag_00001_ja,enemy_mag_00001,ja,冷却系怪異,面接中に現れた冷却系怪異。複数の目のようなものを持った姿をしている。移動速度は遅め。
e,1,enemy_mag_00201_ja,enemy_mag_00201,ja,建造物寄生型の怪異（大）,"ビルのワンフロアを埋め尽くしていた、建造物寄生型の怪異。\n元々は水道管に溜まっていた怪異が突如として膨張したもの。"
e,1,enemy_mag_00301_ja,enemy_mag_00301,ja,建造物寄生型の怪異（小）,"ビルのワンフロアを埋め尽くしていた、建造物寄生型の怪異。\n元々は水道管に溜まっていた怪異が突如として膨張したもの。"
e,1,enemy_mag_00401_ja,enemy_mag_00401,ja,工場現場の怪異,仮文言（β）
e,1,enemy_sum_00001_ja,enemy_sum_00001,ja,影,男性の人の姿をした影。体を自在に変形させて攻撃してくる。
e,1,enemy_sum_00101_ja,enemy_sum_00101,ja,"小舟 澪(影)_拳銃","小舟潮の実の妹と同じ姿をした影。\nオリジナルの澪と違いあまり笑わず、冷静な性格をしている。\n警官の凸村から奪った銃を携帯している。"
e,1,enemy_sum_00201_ja,enemy_sum_00201,ja,"小舟 澪(影)_包丁","小舟潮の実の妹と同じ姿をした影。\nオリジナルの澪と違いあまり笑わず、冷静な性格をしている。\nどこからか手に入れた包丁で攻撃をしてくる。"
e,1,enemy_glo_00001_ja,enemy_glo_00001,ja,ファントム,仮文言（β）
e,1,enemy_glo_00101_ja,enemy_glo_00101,ja,ボスファントム,仮文言（β）
e,1,e_spy_00101_general_n_red_atk_ja,e_spy_00101_general_n_red_atk,ja,赤アタックグエン,"東人民共和国の諜報組織の一員、エドガーの部下。アーニャの通信を受けて黄昏の襲撃に来た。\n"
e,1,e_spy_00101_general_n_blue_def_ja,e_spy_00101_general_n_blue_def,ja,青ディフェンスグエン,"東人民共和国の諜報組織の一員、エドガーの部下。アーニャの通信を受けて黄昏の襲撃に来た。\n"
e,1,e_spy_00101_general_n_yellow_tec_ja,e_spy_00101_general_n_yellow_tec,ja,黄テクニカルグエン,"東人民共和国の諜報組織の一員、エドガーの部下。アーニャの通信を受けて黄昏の襲撃に来た。\n"
e,1,e_spy_00101_general_n_green_sup_ja,e_spy_00101_general_n_green_sup,ja,緑サポグエン,"東人民共和国の諜報組織の一員、エドガーの部下。アーニャの通信を受けて黄昏の襲撃に来た。\n"
e,1,e_spy_00101_general_n_colorless_abi_ja,e_spy_00101_general_n_colorless_abi,ja,無特性グエン,"東人民共和国の諜報組織の一員、エドガーの部下。アーニャの通信を受けて黄昏の襲撃に来た。\n"
e,1,enemychara_jig_00001_ja,enemychara_jig_00001,ja,画眉丸火傷-特性,仮文言
e,1,enemy_you_00001_ja,enemy_you_00001,ja,暗殺者(近),仮文言
e,1,enemy_you_00101_ja,enemy_you_00101,ja,暗殺者(遠),仮文言
e,1,enemy_mag_00401_ja,enemy_mag_00401,ja,工場現場の怪異,仮文言
e,1,enemy_glo_00002_ja,enemy_glo_00002,ja,サイリウムファントム,仮文言
e,1,enemy_spy_00001_ja,enemy_spy_00001,ja,密輸組織の残党,<黄昏>が襲撃した密輸組織の残党。奪われた美術品を取り戻すため、仕込んだ発信機を元に追跡したが返り討ちにあう。
e,1,enemy_kim_00001_ja,enemy_kim_00001,ja,"愛城 恋太郎",仮文言
e,1,enemy_hut_00101_ja,enemy_hut_00101,ja,"学生B (男)",仮文言
e,1,enemy_hut_00001_ja,enemy_hut_00001,ja,"鷹見 項希",仮文言
e,1,enemy_hut_00001_ja,enemy_hut_00001,ja,"鷹見 項希",仮文言
e,1,enemy_aya_00001_ja,enemy_aya_00001,ja,シロガネ,仮文言
e,1,enemy_mar_00001_ja,enemy_mar_00001,ja,水使い,仮文言
