ENABLE,id,unit_label,level,required_coin,release_key
e,765,PremiumSSR,15,103,202509010
e,766,PremiumSSR,16,109,202509010
e,767,PremiumSSR,17,116,202509010
e,768,PremiumSSR,18,123,202509010
e,769,PremiumSSR,19,130,202509010
e,770,PremiumSSR,20,138,202509010
e,771,PremiumSSR,21,147,202509010
e,772,PremiumSSR,22,156,202509010
e,773,PremiumSSR,23,166,202509010
e,774,PremiumSSR,24,177,202509010
e,775,PremiumSSR,25,189,202509010
e,776,PremiumSSR,26,201,202509010
e,777,PremiumSSR,27,215,202509010
e,778,PremiumSSR,28,230,202509010
e,779,PremiumSSR,29,246,202509010
e,780,PremiumSSR,30,263,202509010
e,781,PremiumSSR,31,282,202509010
e,782,PremiumSSR,32,302,202509010
e,783,PremiumSSR,33,324,202509010
e,784,PremiumSSR,34,348,202509010
e,785,PremiumSSR,35,374,202509010
e,786,PremiumSSR,36,401,202509010
e,787,PremiumSSR,37,431,202509010
e,788,PremiumSSR,38,464,202509010
e,789,PremiumSSR,39,499,202509010
e,790,PremiumSSR,40,537,202509010
e,791,PremiumSSR,41,579,202509010
e,792,PremiumSSR,42,624,202509010
e,793,PremiumSSR,43,673,202509010
e,794,PremiumSSR,44,725,202509010
e,795,PremiumSSR,45,783,202509010
e,796,PremiumSSR,46,845,202509010
e,797,PremiumSSR,47,913,202509010
e,798,PremiumSSR,48,986,202509010
e,799,PremiumSSR,49,1066,202509010
e,800,PremiumSSR,50,1131,202509010
e,801,PremiumSSR,51,1199,202509010
e,802,PremiumSSR,52,1272,202509010
e,803,PremiumSSR,53,1351,202509010
e,804,PremiumSSR,54,1434,202509010
e,805,PremiumSSR,55,1523,202509010
e,806,PremiumSSR,56,1617,202509010
e,807,PremiumSSR,57,1719,202509010
e,808,PremiumSSR,58,1826,202509010
e,809,PremiumSSR,59,1942,202509010
e,810,PremiumSSR,60,2044,202509010
e,811,PremiumSSR,61,2151,202509010
e,812,PremiumSSR,62,2265,202509010
e,813,PremiumSSR,63,2386,202509010
e,814,PremiumSSR,64,2513,202509010
e,815,PremiumSSR,65,2648,202509010
e,816,PremiumSSR,66,2790,202509010
e,817,PremiumSSR,67,2941,202509010
e,818,PremiumSSR,68,3100,202509010
e,819,PremiumSSR,69,3268,202509010
e,820,PremiumSSR,70,3425,202509010
e,821,PremiumSSR,71,3589,202509010
e,822,PremiumSSR,72,3762,202509010
e,823,PremiumSSR,73,3944,202509010
e,824,PremiumSSR,74,4135,202509010
e,825,PremiumSSR,75,4336,202509010
e,826,PremiumSSR,76,4548,202509010
e,827,PremiumSSR,77,4770,202509010
e,828,PremiumSSR,78,5004,202509010
e,829,PremiumSSR,79,5251,202509010
e,830,PremiumSSR,80,5510,202509010
e,831,PremiumSSR,81,5783,202509010
e,832,PremiumSSR,82,6070,202509010
e,833,PremiumSSR,83,6373,202509010
e,834,PremiumSSR,84,6691,202509010
e,835,PremiumSSR,85,7026,202509010
e,836,PremiumSSR,86,7379,202509010
e,837,PremiumSSR,87,7750,202509010
e,838,PremiumSSR,88,8142,202509010
e,839,PremiumSSR,89,8554,202509010
e,840,PremiumSSR,90,8988,202509010
e,841,PremiumSSR,91,9445,202509010
e,842,PremiumSSR,92,9927,202509010
e,843,PremiumSSR,93,10434,202509010
e,844,PremiumSSR,94,10969,202509010
e,845,PremiumSSR,95,11532,202509010
e,846,PremiumSSR,96,12126,202509010
e,847,PremiumSSR,97,12752,202509010
e,848,PremiumSSR,98,13411,202509010
e,849,PremiumSSR,99,14107,202509010
e,850,PremiumSSR,100,14806,202509010
e,851,PremiumSSR,101,15541,202509010
e,852,PremiumSSR,102,16314,202509010
e,853,PremiumSSR,103,17128,202509010
e,854,PremiumSSR,104,17984,202509010
e,855,PremiumSSR,105,18884,202509010
e,856,PremiumSSR,106,19832,202509010
e,857,PremiumSSR,107,20829,202509010
e,858,PremiumSSR,108,21879,202509010
e,859,PremiumSSR,109,22984,202509010
e,860,PremiumSSR,110,24146,202509010
e,861,PremiumSSR,111,25370,202509010
e,862,PremiumSSR,112,26659,202509010
e,863,PremiumSSR,113,28016,202509010
e,864,PremiumSSR,114,29444,202509010
e,865,PremiumSSR,115,30948,202509010
e,866,PremiumSSR,116,32532,202509010
e,867,PremiumSSR,117,34200,202509010
e,868,PremiumSSR,118,35957,202509010
e,869,PremiumSSR,119,37807,202509010
e,870,PremiumSSR,120,39756,202509010
e,871,PremiumSSR,121,41810,202509010
e,872,PremiumSSR,122,43973,202509010
e,873,PremiumSSR,123,46252,202509010
e,874,PremiumSSR,124,48653,202509010
e,875,PremiumSSR,125,51183,202509010
e,876,PremiumSSR,126,53849,202509010
e,877,PremiumSSR,127,56659,202509010
e,878,PremiumSSR,128,59621,202509010
e,879,PremiumSSR,129,62742,202509010
e,880,PremiumSSR,130,65935,202509010
e,881,PremiumSSR,131,69297,202509010
e,882,PremiumSSR,132,72836,202509010
e,883,PremiumSSR,133,76561,202509010
e,884,PremiumSSR,134,80483,202509010
e,885,PremiumSSR,135,84612,202509010
e,886,PremiumSSR,136,88960,202509010
e,887,PremiumSSR,137,93539,202509010
e,888,PremiumSSR,138,98360,202509010
e,889,PremiumSSR,139,103437,202509010
e,890,PremiumSSR,140,108785,202509010
e,891,PremiumSSR,141,114417,202509010
e,892,PremiumSSR,142,120349,202509010
e,893,PremiumSSR,143,126598,202509010
e,894,PremiumSSR,144,133181,202509010
e,895,PremiumSSR,145,140116,202509010
e,896,PremiumSSR,146,147423,202509010
e,897,PremiumSSR,147,155121,202509010
e,898,PremiumSSR,148,163233,202509010
e,899,PremiumSSR,149,171781,202509010
e,900,PremiumSSR,150,0,202509010
e,901,PremiumUR,1,0,202509010
e,902,PremiumUR,2,100,202509010
e,903,PremiumUR,3,102,202509010
e,904,PremiumUR,4,105,202509010
e,905,PremiumUR,5,109,202509010
e,906,PremiumUR,6,112,202509010
e,907,PremiumUR,7,117,202509010
e,908,PremiumUR,8,122,202509010
e,909,PremiumUR,9,127,202509010
e,910,PremiumUR,10,133,202509010
e,911,PremiumUR,11,140,202509010
e,912,PremiumUR,12,147,202509010
e,913,PremiumUR,13,155,202509010
e,914,PremiumUR,14,163,202509010
e,915,PremiumUR,15,172,202509010
e,916,PremiumUR,16,182,202509010
e,917,PremiumUR,17,193,202509010
e,918,PremiumUR,18,204,202509010
e,919,PremiumUR,19,217,202509010
e,920,PremiumUR,20,230,202509010
e,921,PremiumUR,21,244,202509010
e,922,PremiumUR,22,260,202509010
e,923,PremiumUR,23,277,202509010
e,924,PremiumUR,24,295,202509010
e,925,PremiumUR,25,315,202509010
e,926,PremiumUR,26,336,202509010
e,927,PremiumUR,27,359,202509010
e,928,PremiumUR,28,383,202509010
e,929,PremiumUR,29,410,202509010
e,930,PremiumUR,30,439,202509010
e,931,PremiumUR,31,470,202509010
e,932,PremiumUR,32,504,202509010
e,933,PremiumUR,33,540,202509010
e,934,PremiumUR,34,580,202509010
e,935,PremiumUR,35,623,202509010
e,936,PremiumUR,36,669,202509010
e,937,PremiumUR,37,719,202509010
e,938,PremiumUR,38,773,202509010
e,939,PremiumUR,39,832,202509010
e,940,PremiumUR,40,896,202509010
e,941,PremiumUR,41,965,202509010
e,942,PremiumUR,42,1040,202509010
e,943,PremiumUR,43,1121,202509010
e,944,PremiumUR,44,1209,202509010
e,945,PremiumUR,45,1305,202509010
e,946,PremiumUR,46,1409,202509010
e,947,PremiumUR,47,1521,202509010
e,948,PremiumUR,48,1644,202509010
e,949,PremiumUR,49,1777,202509010
e,950,PremiumUR,50,1884,202509010
e,951,PremiumUR,51,1999,202509010
e,952,PremiumUR,52,2121,202509010
e,953,PremiumUR,53,2251,202509010
e,954,PremiumUR,54,2390,202509010
e,955,PremiumUR,55,2538,202509010
e,956,PremiumUR,56,2696,202509010
e,957,PremiumUR,57,2864,202509010
e,958,PremiumUR,58,3044,202509010
e,959,PremiumUR,59,3236,202509010
e,960,PremiumUR,60,3406,202509010
e,961,PremiumUR,61,3586,202509010
e,962,PremiumUR,62,3776,202509010
e,963,PremiumUR,63,3976,202509010
e,964,PremiumUR,64,4188,202509010
e,965,PremiumUR,65,4413,202509010
e,966,PremiumUR,66,4650,202509010
e,967,PremiumUR,67,4901,202509010
e,968,PremiumUR,68,5166,202509010
e,969,PremiumUR,69,5447,202509010
e,970,PremiumUR,70,5708,202509010
e,971,PremiumUR,71,5982,202509010
e,972,PremiumUR,72,6270,202509010
e,973,PremiumUR,73,6573,202509010
e,974,PremiumUR,74,6892,202509010
e,975,PremiumUR,75,7227,202509010
e,976,PremiumUR,76,7579,202509010
e,977,PremiumUR,77,7950,202509010
e,978,PremiumUR,78,8341,202509010
e,979,PremiumUR,79,8751,202509010
e,980,PremiumUR,80,9183,202509010
e,981,PremiumUR,81,9638,202509010
e,982,PremiumUR,82,10117,202509010
e,983,PremiumUR,83,10621,202509010
e,984,PremiumUR,84,11151,202509010
e,985,PremiumUR,85,11710,202509010
e,986,PremiumUR,86,12298,202509010
e,987,PremiumUR,87,12917,202509010
e,988,PremiumUR,88,13569,202509010
e,989,PremiumUR,89,14256,202509010
e,990,PremiumUR,90,14979,202509010
e,991,PremiumUR,91,15741,202509010
e,992,PremiumUR,92,16544,202509010
e,993,PremiumUR,93,17390,202509010
e,994,PremiumUR,94,18281,202509010
e,995,PremiumUR,95,19220,202509010
e,996,PremiumUR,96,20210,202509010
e,997,PremiumUR,97,21253,202509010
e,998,PremiumUR,98,22352,202509010
e,999,PremiumUR,99,23511,202509010
e,1000,PremiumUR,100,24676,202509010
e,1001,PremiumUR,101,25901,202509010
e,1002,PremiumUR,102,27190,202509010
e,1003,PremiumUR,103,28546,202509010
e,1004,PremiumUR,104,29973,202509010
e,1005,PremiumUR,105,31474,202509010
e,1006,PremiumUR,106,33053,202509010
e,1007,PremiumUR,107,34715,202509010
e,1008,PremiumUR,108,36465,202509010
e,1009,PremiumUR,109,38306,202509010
e,1010,PremiumUR,110,40244,202509010
e,1011,PremiumUR,111,42284,202509010
e,1012,PremiumUR,112,44432,202509010
e,1013,PremiumUR,113,46693,202509010
e,1014,PremiumUR,114,49074,202509010
e,1015,PremiumUR,115,51580,202509010
e,1016,PremiumUR,116,54220,202509010
e,1017,PremiumUR,117,57000,202509010
e,1018,PremiumUR,118,59928,202509010
e,1019,PremiumUR,119,63012,202509010
e,1020,PremiumUR,120,66261,202509010
e,1021,PremiumUR,121,69683,202509010
e,1022,PremiumUR,122,73288,202509010
e,1023,PremiumUR,123,77086,202509010
e,1024,PremiumUR,124,81088,202509010
e,1025,PremiumUR,125,85305,202509010
e,1026,PremiumUR,126,89749,202509010
e,1027,PremiumUR,127,94432,202509010
e,1028,PremiumUR,128,99368,202509010
e,1029,PremiumUR,129,104570,202509010
e,1030,PremiumUR,130,109892,202509010
e,1031,PremiumUR,131,115495,202509010
e,1032,PremiumUR,132,121393,202509010
e,1033,PremiumUR,133,127602,202509010
e,1034,PremiumUR,134,134139,202509010
e,1035,PremiumUR,135,141021,202509010
e,1036,PremiumUR,136,148267,202509010
e,1037,PremiumUR,137,155898,202509010
e,1038,PremiumUR,138,163933,202509010
e,1039,PremiumUR,139,172395,202509010
e,1040,PremiumUR,140,181308,202509010
e,1041,PremiumUR,141,190694,202509010
e,1042,PremiumUR,142,200582,202509010
e,1043,PremiumUR,143,210997,202509010
e,1044,PremiumUR,144,221968,202509010
e,1045,PremiumUR,145,233527,202509010
e,1046,PremiumUR,146,245705,202509010
e,1047,PremiumUR,147,258535,202509010
e,1048,PremiumUR,148,272055,202509010
e,1049,PremiumUR,149,286301,202509010
e,1050,PremiumUR,150,0,202509010
e,1051,FestivalUR,1,0,202509010
e,1052,FestivalUR,2,100,202509010
e,1053,FestivalUR,3,102,202509010
e,1054,FestivalUR,4,105,202509010
e,1055,FestivalUR,5,109,202509010
e,1056,FestivalUR,6,112,202509010
e,1057,FestivalUR,7,117,202509010
e,1058,FestivalUR,8,122,202509010
e,1059,FestivalUR,9,127,202509010
e,1060,FestivalUR,10,133,202509010
e,1061,FestivalUR,11,140,202509010
e,1062,FestivalUR,12,147,202509010
e,1063,FestivalUR,13,155,202509010
e,1064,FestivalUR,14,163,202509010
e,1065,FestivalUR,15,172,202509010
e,1066,FestivalUR,16,182,202509010
e,1067,FestivalUR,17,193,202509010
e,1068,FestivalUR,18,204,202509010
e,1069,FestivalUR,19,217,202509010
e,1070,FestivalUR,20,230,202509010
e,1071,FestivalUR,21,244,202509010
e,1072,FestivalUR,22,260,202509010
e,1073,FestivalUR,23,277,202509010
e,1074,FestivalUR,24,295,202509010
e,1075,FestivalUR,25,315,202509010
e,1076,FestivalUR,26,336,202509010
e,1077,FestivalUR,27,359,202509010
e,1078,FestivalUR,28,383,202509010
e,1079,FestivalUR,29,410,202509010
e,1080,FestivalUR,30,439,202509010
e,1081,FestivalUR,31,470,202509010
e,1082,FestivalUR,32,504,202509010
e,1083,FestivalUR,33,540,202509010
e,1084,FestivalUR,34,580,202509010
e,1085,FestivalUR,35,623,202509010
e,1086,FestivalUR,36,669,202509010
e,1087,FestivalUR,37,719,202509010
e,1088,FestivalUR,38,773,202509010
e,1089,FestivalUR,39,832,202509010
e,1090,FestivalUR,40,896,202509010
e,1091,FestivalUR,41,965,202509010
e,1092,FestivalUR,42,1040,202509010
e,1093,FestivalUR,43,1121,202509010
e,1094,FestivalUR,44,1209,202509010
e,1095,FestivalUR,45,1305,202509010
e,1096,FestivalUR,46,1409,202509010
e,1097,FestivalUR,47,1521,202509010
e,1098,FestivalUR,48,1644,202509010
e,1099,FestivalUR,49,1777,202509010
e,1100,FestivalUR,50,1884,202509010
e,1101,FestivalUR,51,1999,202509010
e,1102,FestivalUR,52,2121,202509010
e,1103,FestivalUR,53,2251,202509010
e,1104,FestivalUR,54,2390,202509010
e,1105,FestivalUR,55,2538,202509010
e,1106,FestivalUR,56,2696,202509010
e,1107,FestivalUR,57,2864,202509010
e,1108,FestivalUR,58,3044,202509010
e,1109,FestivalUR,59,3236,202509010
e,1110,FestivalUR,60,3406,202509010
e,1111,FestivalUR,61,3586,202509010
e,1112,FestivalUR,62,3776,202509010
e,1113,FestivalUR,63,3976,202509010
e,1114,FestivalUR,64,4188,202509010
e,1115,FestivalUR,65,4413,202509010
e,1116,FestivalUR,66,4650,202509010
e,1117,FestivalUR,67,4901,202509010
e,1118,FestivalUR,68,5166,202509010
e,1119,FestivalUR,69,5447,202509010
e,1120,FestivalUR,70,5708,202509010
e,1121,FestivalUR,71,5982,202509010
e,1122,FestivalUR,72,6270,202509010
e,1123,FestivalUR,73,6573,202509010
e,1124,FestivalUR,74,6892,202509010
e,1125,FestivalUR,75,7227,202509010
e,1126,FestivalUR,76,7579,202509010
e,1127,FestivalUR,77,7950,202509010
e,1128,FestivalUR,78,8341,202509010
e,1129,FestivalUR,79,8751,202509010
e,1130,FestivalUR,80,9183,202509010
e,1131,FestivalUR,81,9638,202509010
e,1132,FestivalUR,82,10117,202509010
e,1133,FestivalUR,83,10621,202509010
e,1134,FestivalUR,84,11151,202509010
e,1135,FestivalUR,85,11710,202509010
e,1136,FestivalUR,86,12298,202509010
e,1137,FestivalUR,87,12917,202509010
e,1138,FestivalUR,88,13569,202509010
e,1139,FestivalUR,89,14256,202509010
e,1140,FestivalUR,90,14979,202509010
e,1141,FestivalUR,91,15741,202509010
e,1142,FestivalUR,92,16544,202509010
e,1143,FestivalUR,93,17390,202509010
e,1144,FestivalUR,94,18281,202509010
e,1145,FestivalUR,95,19220,202509010
e,1146,FestivalUR,96,20210,202509010
e,1147,FestivalUR,97,21253,202509010
e,1148,FestivalUR,98,22352,202509010
e,1149,FestivalUR,99,23511,202509010
e,1150,FestivalUR,100,24676,202509010
e,1151,FestivalUR,101,25901,202509010
e,1152,FestivalUR,102,27190,202509010
e,1153,FestivalUR,103,28546,202509010
e,1154,FestivalUR,104,29973,202509010
e,1155,FestivalUR,105,31474,202509010
e,1156,FestivalUR,106,33053,202509010
e,1157,FestivalUR,107,34715,202509010
e,1158,FestivalUR,108,36465,202509010
e,1159,FestivalUR,109,38306,202509010
e,1160,FestivalUR,110,40244,202509010
e,1161,FestivalUR,111,42284,202509010
e,1162,FestivalUR,112,44432,202509010
e,1163,FestivalUR,113,46693,202509010
e,1164,FestivalUR,114,49074,202509010
e,1165,FestivalUR,115,51580,202509010
e,1166,FestivalUR,116,54220,202509010
e,1167,FestivalUR,117,57000,202509010
e,1168,FestivalUR,118,59928,202509010
e,1169,FestivalUR,119,63012,202509010
e,1170,FestivalUR,120,66261,202509010
e,1171,FestivalUR,121,69683,202509010
e,1172,FestivalUR,122,73288,202509010
e,1173,FestivalUR,123,77086,202509010
e,1174,FestivalUR,124,81088,202509010
e,1175,FestivalUR,125,85305,202509010
e,1176,FestivalUR,126,89749,202509010
e,1177,FestivalUR,127,94432,202509010
e,1178,FestivalUR,128,99368,202509010
e,1179,FestivalUR,129,104570,202509010
e,1180,FestivalUR,130,109892,202509010
e,1181,FestivalUR,131,115495,202509010
e,1182,FestivalUR,132,121393,202509010
e,1183,FestivalUR,133,127602,202509010
e,1184,FestivalUR,134,134139,202509010
e,1185,FestivalUR,135,141021,202509010
e,1186,FestivalUR,136,148267,202509010
e,1187,FestivalUR,137,155898,202509010
e,1188,FestivalUR,138,163933,202509010
e,1189,FestivalUR,139,172395,202509010
e,1190,FestivalUR,140,181308,202509010
e,1191,FestivalUR,141,190694,202509010
e,1192,FestivalUR,142,200582,202509010
e,1193,FestivalUR,143,210997,202509010
e,1194,FestivalUR,144,221968,202509010
e,1195,FestivalUR,145,233527,202509010
e,1196,FestivalUR,146,245705,202509010
e,1197,FestivalUR,147,258535,202509010
e,1198,FestivalUR,148,272055,202509010
e,1199,FestivalUR,149,286301,202509010
e,1200,FestivalUR,150,0,202509010
