ENABLE,id,type,group_type,rarity,asset_key,effect_value,sort_order,start_date,end_date,release_key,item_type,destination_opr_product_id
e,artwork_enhance_glo_00003,ArtworkGradeUpMaterial,Etc,UR,artwork_enhance_glo_00003,,40003,"2026-03-16 15:00:00","2037-12-31 23:59:59",202603020,ArtworkGradeUpMaterial,
e,artwork_enhance_spy_00001,ArtworkGradeUpSeriesMaterial,Etc,UR,artwork_enhance_spy_00001,,1,"2026-03-16 15:00:00","2037-12-31 23:59:59",202603020,ArtworkGradeUpSeriesMaterial,
e,artwork_enhance_aka_00001,ArtworkGradeUpSeriesMaterial,Etc,UR,artwork_enhance_aka_00001,,1,"2026-03-16 15:00:00","2037-12-31 23:59:59",202603020,ArtworkGradeUpSeriesMaterial,
e,artwork_enhance_rik_00001,ArtworkGradeUpSeriesMaterial,Etc,UR,artwork_enhance_rik_00001,,1,"2026-03-16 15:00:00","2037-12-31 23:59:59",202603020,ArtworkGradeUpSeriesMaterial,
e,artwork_enhance_dan_00001,ArtworkGradeUpSeriesMaterial,Etc,UR,artwork_enhance_dan_00001,,1,"2026-03-16 15:00:00","2037-12-31 23:59:59",202603020,ArtworkGradeUpSeriesMaterial,
e,artwork_enhance_gom_00001,ArtworkGradeUpSeriesMaterial,Etc,UR,artwork_enhance_gom_00001,,1,"2026-03-16 15:00:00","2037-12-31 23:59:59",202603020,ArtworkGradeUpSeriesMaterial,
e,artwork_enhance_chi_00001,ArtworkGradeUpSeriesMaterial,Etc,UR,artwork_enhance_chi_00001,,1,"2026-03-16 15:00:00","2037-12-31 23:59:59",202603020,ArtworkGradeUpSeriesMaterial,
e,artwork_enhance_mag_00001,ArtworkGradeUpSeriesMaterial,Etc,UR,artwork_enhance_mag_00001,,1,"2026-03-16 15:00:00","2037-12-31 23:59:59",202603020,ArtworkGradeUpSeriesMaterial,
e,artwork_enhance_dos_00001,ArtworkGradeUpSeriesMaterial,Etc,UR,artwork_enhance_dos_00001,,1,"2026-03-16 15:00:00","2037-12-31 23:59:59",202603020,ArtworkGradeUpSeriesMaterial,
e,artwork_enhance_bat_00001,ArtworkGradeUpSeriesMaterial,Etc,UR,artwork_enhance_bat_00001,,1,"2026-03-16 15:00:00","2037-12-31 23:59:59",202603020,ArtworkGradeUpSeriesMaterial,
e,artwork_enhance_kai_00001,ArtworkGradeUpSeriesMaterial,Etc,UR,artwork_enhance_kai_00001,,1,"2026-03-16 15:00:00","2037-12-31 23:59:59",202603020,ArtworkGradeUpSeriesMaterial,
e,artwork_enhance_yuw_00001,ArtworkGradeUpSeriesMaterial,Etc,UR,artwork_enhance_yuw_00001,,1,"2026-03-16 15:00:00","2037-12-31 23:59:59",202603020,ArtworkGradeUpSeriesMaterial,
e,artwork_enhance_sur_00001,ArtworkGradeUpSeriesMaterial,Etc,UR,artwork_enhance_sur_00001,,1,"2026-03-16 15:00:00","2037-12-31 23:59:59",202603020,ArtworkGradeUpSeriesMaterial,
e,artwork_enhance_ron_00001,ArtworkGradeUpSeriesMaterial,Etc,UR,artwork_enhance_ron_00001,,1,"2026-03-16 15:00:00","2037-12-31 23:59:59",202603020,ArtworkGradeUpSeriesMaterial,
e,artwork_enhance_aha_00001,ArtworkGradeUpSeriesMaterial,Etc,UR,artwork_enhance_aha_00001,,1,"2026-03-16 15:00:00","2037-12-31 23:59:59",202603020,ArtworkGradeUpSeriesMaterial,
e,artwork_enhance_sum_00001,ArtworkGradeUpSeriesMaterial,Etc,UR,artwork_enhance_sum_00001,,1,"2026-03-16 15:00:00","2037-12-31 23:59:59",202603020,ArtworkGradeUpSeriesMaterial,
e,artwork_enhance_jig_00001,ArtworkGradeUpSeriesMaterial,Etc,UR,artwork_enhance_jig_00001,,1,"2026-03-16 15:00:00","2037-12-31 23:59:59",202603020,ArtworkGradeUpSeriesMaterial,
e,artwork_enhance_tak_00001,ArtworkGradeUpSeriesMaterial,Etc,UR,artwork_enhance_tak_00001,,1,"2026-03-16 15:00:00","2037-12-31 23:59:59",202603020,ArtworkGradeUpSeriesMaterial,
e,artwork_enhance_osh_00001,ArtworkGradeUpSeriesMaterial,Etc,UR,artwork_enhance_osh_00001,,1,"2026-03-16 15:00:00","2037-12-31 23:59:59",202603020,ArtworkGradeUpSeriesMaterial,
e,artwork_enhance_you_00001,ArtworkGradeUpSeriesMaterial,Etc,UR,artwork_enhance_you_00001,,1,"2026-03-16 15:00:00","2037-12-31 23:59:59",202603020,ArtworkGradeUpSeriesMaterial,
e,artwork_enhance_kim_00001,ArtworkGradeUpSeriesMaterial,Etc,UR,artwork_enhance_kim_00001,,1,"2026-03-16 15:00:00","2037-12-31 23:59:59",202603020,ArtworkGradeUpSeriesMaterial,
e,artwork_enhance_hut_00001,ArtworkGradeUpSeriesMaterial,Etc,UR,artwork_enhance_hut_00001,,1,"2026-03-16 15:00:00","2037-12-31 23:59:59",202603020,ArtworkGradeUpSeriesMaterial,
e,artwork_enhance_hyp_00001,ArtworkGradeUpSeriesMaterial,Etc,UR,artwork_enhance_hyp_00001,,1,"2026-03-16 15:00:00","2037-12-31 23:59:59",202603020,ArtworkGradeUpSeriesMaterial,
e,artwork_enhance_gam_00001,ArtworkGradeUpSeriesMaterial,Etc,UR,artwork_enhance_gam_00001,,1,"2026-03-16 15:00:00","2037-12-31 23:59:59",202603020,ArtworkGradeUpSeriesMaterial,
e,artwork_enhance_ara_00001,ArtworkGradeUpSeriesMaterial,Etc,UR,artwork_enhance_ara_00001,,1,"2026-03-16 15:00:00","2037-12-31 23:59:59",202603020,ArtworkGradeUpSeriesMaterial,
