ENABLE,release_key,id,mst_box_gacha_group_id,is_pickup,resource_type,resource_id,resource_amount,stock
e,202603025,box_gacha_l05anniv_01_prize_04_008,box_gacha_l05anniv_01_group_004,,Item,memory_glo_00002,10,14
e,202603025,box_gacha_l05anniv_01_prize_04_009,box_gacha_l05anniv_01_group_004,,Item,memory_glo_00003,10,14
e,202603025,box_gacha_l05anniv_01_prize_04_010,box_gacha_l05anniv_01_group_004,,Item,memory_glo_00004,10,14
e,202603025,box_gacha_l05anniv_01_prize_04_011,box_gacha_l05anniv_01_group_004,,Item,memory_glo_00005,10,14
e,202603025,box_gacha_l05anniv_01_prize_04_012,box_gacha_l05anniv_01_group_004,,Coin,,500,15
e,202603025,box_gacha_l05anniv_01_prize_05_001,box_gacha_l05anniv_01_group_005,1,FreeDiamond,,100,3
e,202603025,box_gacha_l05anniv_01_prize_05_002,box_gacha_l05anniv_01_group_005,1,Item,piece_gom_00701,50,2
e,202603025,box_gacha_l05anniv_01_prize_05_003,box_gacha_l05anniv_01_group_005,1,Item,memory_chara_gom_00701,250,3
e,202603025,box_gacha_l05anniv_01_prize_05_004,box_gacha_l05anniv_01_group_005,1,Item,ticket_glo_00002,1,1
e,202603025,box_gacha_l05anniv_01_prize_05_005,box_gacha_l05anniv_01_group_005,1,Item,ticket_glo_00003,1,1
e,202603025,box_gacha_l05anniv_01_prize_05_006,box_gacha_l05anniv_01_group_005,,Item,artwork_enhance_glo_00001,120,2
e,202603025,box_gacha_l05anniv_01_prize_05_007,box_gacha_l05anniv_01_group_005,,Item,artwork_enhance_glo_00002,25,1
e,202603025,box_gacha_l05anniv_01_prize_05_008,box_gacha_l05anniv_01_group_005,,Item,artwork_enhance_glo_00003,2,1
e,202603025,box_gacha_l05anniv_01_prize_05_009,box_gacha_l05anniv_01_group_005,,Item,artwork_enhance_spy_00001,8,1
e,202603025,box_gacha_l05anniv_01_prize_05_010,box_gacha_l05anniv_01_group_005,,Item,artwork_enhance_dan_00001,8,1
e,202603025,box_gacha_l05anniv_01_prize_05_011,box_gacha_l05anniv_01_group_005,,Item,artwork_enhance_gom_00001,8,1
e,202603025,box_gacha_l05anniv_01_prize_05_012,box_gacha_l05anniv_01_group_005,,Item,artwork_enhance_chi_00001,8,1
e,202603025,box_gacha_l05anniv_01_prize_05_013,box_gacha_l05anniv_01_group_005,,Item,artwork_enhance_mag_00001,8,1
e,202603025,box_gacha_l05anniv_01_prize_05_014,box_gacha_l05anniv_01_group_005,,Item,artwork_enhance_kai_00001,8,1
e,202603025,box_gacha_l05anniv_01_prize_05_015,box_gacha_l05anniv_01_group_005,,Item,artwork_enhance_yuw_00001,8,1
e,202603025,box_gacha_l05anniv_01_prize_05_016,box_gacha_l05anniv_01_group_005,,Item,artwork_enhance_sur_00001,8,1
e,202603025,box_gacha_l05anniv_01_prize_05_017,box_gacha_l05anniv_01_group_005,,Item,artwork_enhance_sum_00001,8,1
e,202603025,box_gacha_l05anniv_01_prize_05_018,box_gacha_l05anniv_01_group_005,,Item,artwork_enhance_jig_00001,8,1
e,202603025,box_gacha_l05anniv_01_prize_05_019,box_gacha_l05anniv_01_group_005,,Item,artwork_enhance_tak_00001,8,1
e,202603025,box_gacha_l05anniv_01_prize_05_020,box_gacha_l05anniv_01_group_005,,Item,artwork_enhance_osh_00001,8,1
e,202603025,box_gacha_l05anniv_01_prize_05_021,box_gacha_l05anniv_01_group_005,,Item,artwork_enhance_you_00001,8,1
e,202603025,box_gacha_l05anniv_01_prize_05_022,box_gacha_l05anniv_01_group_005,,Item,artwork_enhance_kim_00001,8,1
e,202603025,box_gacha_l05anniv_01_prize_05_023,box_gacha_l05anniv_01_group_005,,Item,artwork_enhance_hut_00001,8,1
e,202603025,box_gacha_l05anniv_01_prize_05_024,box_gacha_l05anniv_01_group_005,,Item,memoryfragment_glo_00001,100,2
e,202603025,box_gacha_l05anniv_01_prize_05_025,box_gacha_l05anniv_01_group_005,,Item,memoryfragment_glo_00002,55,2
e,202603025,box_gacha_l05anniv_01_prize_05_026,box_gacha_l05anniv_01_group_005,,Item,memoryfragment_glo_00003,3,2
e,202603025,box_gacha_l05anniv_01_prize_05_027,box_gacha_l05anniv_01_group_005,,Item,memory_glo_00001,10,8
e,202603025,box_gacha_l05anniv_01_prize_05_028,box_gacha_l05anniv_01_group_005,,Item,memory_glo_00002,10,8
e,202603025,box_gacha_l05anniv_01_prize_05_029,box_gacha_l05anniv_01_group_005,,Item,memory_glo_00003,10,8
e,202603025,box_gacha_l05anniv_01_prize_05_030,box_gacha_l05anniv_01_group_005,,Item,memory_glo_00004,10,8
e,202603025,box_gacha_l05anniv_01_prize_05_031,box_gacha_l05anniv_01_group_005,,Item,memory_glo_00005,10,8
e,202603025,box_gacha_l05anniv_01_prize_05_032,box_gacha_l05anniv_01_group_005,,Coin,,2000,25
e,202603025,box_gacha_l05anniv_01_prize_06_001,box_gacha_l05anniv_01_group_006,1,FreeDiamond,,10,2
e,202603025,box_gacha_l05anniv_01_prize_06_002,box_gacha_l05anniv_01_group_006,1,Item,ticket_glo_00002,1,1
e,202603025,box_gacha_l05anniv_01_prize_06_003,box_gacha_l05anniv_01_group_006,1,Item,ticket_glo_00003,1,1
e,202603025,box_gacha_l05anniv_01_prize_06_004,box_gacha_l05anniv_01_group_006,,Item,memoryfragment_glo_00001,5,10
e,202603025,box_gacha_l05anniv_01_prize_06_005,box_gacha_l05anniv_01_group_006,,Item,memoryfragment_glo_00002,5,5
e,202603025,box_gacha_l05anniv_01_prize_06_006,box_gacha_l05anniv_01_group_006,,Item,memoryfragment_glo_00003,1,1
e,202603025,box_gacha_l05anniv_01_prize_06_007,box_gacha_l05anniv_01_group_006,,Item,memory_glo_00001,10,10
e,202603025,box_gacha_l05anniv_01_prize_06_008,box_gacha_l05anniv_01_group_006,,Item,memory_glo_00002,10,10
e,202603025,box_gacha_l05anniv_01_prize_06_009,box_gacha_l05anniv_01_group_006,,Item,memory_glo_00003,10,10
e,202603025,box_gacha_l05anniv_01_prize_06_010,box_gacha_l05anniv_01_group_006,,Item,memory_glo_00004,10,10
e,202603025,box_gacha_l05anniv_01_prize_06_011,box_gacha_l05anniv_01_group_006,,Item,memory_glo_00005,10,10
e,202603025,box_gacha_l05anniv_01_prize_06_012,box_gacha_l05anniv_01_group_006,,Coin,,500,30
e,202603025,box_gacha_l05anniv_01_prize_07_001,box_gacha_l05anniv_01_group_007,1,FreeDiamond,,60,4
e,202603025,box_gacha_l05anniv_01_prize_07_002,box_gacha_l05anniv_01_group_007,1,Item,ticket_glo_00002,1,1
e,202603025,box_gacha_l05anniv_01_prize_07_003,box_gacha_l05anniv_01_group_007,1,Item,ticket_glo_00003,1,1
e,202603025,box_gacha_l05anniv_01_prize_07_004,box_gacha_l05anniv_01_group_007,,Item,artwork_enhance_glo_00001,40,3
e,202603025,box_gacha_l05anniv_01_prize_07_005,box_gacha_l05anniv_01_group_007,,Item,artwork_enhance_glo_00002,20,3
e,202603025,box_gacha_l05anniv_01_prize_07_006,box_gacha_l05anniv_01_group_007,,Item,artwork_enhance_glo_00003,5,5
e,202603025,box_gacha_l05anniv_01_prize_07_007,box_gacha_l05anniv_01_group_007,,Item,artwork_enhance_spy_00001,8,1
e,202603025,box_gacha_l05anniv_01_prize_07_008,box_gacha_l05anniv_01_group_007,,Item,artwork_enhance_dan_00001,8,1
e,202603025,box_gacha_l05anniv_01_prize_07_009,box_gacha_l05anniv_01_group_007,,Item,artwork_enhance_gom_00001,8,1
e,202603025,box_gacha_l05anniv_01_prize_07_010,box_gacha_l05anniv_01_group_007,,Item,artwork_enhance_chi_00001,8,1
e,202603025,box_gacha_l05anniv_01_prize_07_011,box_gacha_l05anniv_01_group_007,,Item,artwork_enhance_mag_00001,8,1
e,202603025,box_gacha_l05anniv_01_prize_07_012,box_gacha_l05anniv_01_group_007,,Item,artwork_enhance_kai_00001,8,1
e,202603025,box_gacha_l05anniv_01_prize_07_013,box_gacha_l05anniv_01_group_007,,Item,artwork_enhance_yuw_00001,8,1
e,202603025,box_gacha_l05anniv_01_prize_07_014,box_gacha_l05anniv_01_group_007,,Item,artwork_enhance_sur_00001,8,1
e,202603025,box_gacha_l05anniv_01_prize_07_015,box_gacha_l05anniv_01_group_007,,Item,artwork_enhance_sum_00001,8,1
e,202603025,box_gacha_l05anniv_01_prize_07_016,box_gacha_l05anniv_01_group_007,,Item,artwork_enhance_jig_00001,8,1
e,202603025,box_gacha_l05anniv_01_prize_07_017,box_gacha_l05anniv_01_group_007,,Item,artwork_enhance_tak_00001,8,1
e,202603025,box_gacha_l05anniv_01_prize_07_018,box_gacha_l05anniv_01_group_007,,Item,artwork_enhance_osh_00001,8,1
e,202603025,box_gacha_l05anniv_01_prize_07_019,box_gacha_l05anniv_01_group_007,,Item,artwork_enhance_you_00001,8,1
e,202603025,box_gacha_l05anniv_01_prize_07_020,box_gacha_l05anniv_01_group_007,,Item,artwork_enhance_kim_00001,8,1
e,202603025,box_gacha_l05anniv_01_prize_07_021,box_gacha_l05anniv_01_group_007,,Item,artwork_enhance_hut_00001,8,1
e,202603025,box_gacha_l05anniv_01_prize_07_022,box_gacha_l05anniv_01_group_007,,Item,memoryfragment_glo_00002,25,1
e,202603025,box_gacha_l05anniv_01_prize_07_023,box_gacha_l05anniv_01_group_007,,Item,memoryfragment_glo_00003,10,2
e,202603025,box_gacha_l05anniv_01_prize_07_024,box_gacha_l05anniv_01_group_007,,Item,memory_glo_00001,10,10
e,202603025,box_gacha_l05anniv_01_prize_07_025,box_gacha_l05anniv_01_group_007,,Item,memory_glo_00002,10,10
e,202603025,box_gacha_l05anniv_01_prize_07_026,box_gacha_l05anniv_01_group_007,,Item,memory_glo_00003,10,10
e,202603025,box_gacha_l05anniv_01_prize_07_027,box_gacha_l05anniv_01_group_007,,Item,memory_glo_00004,10,10
e,202603025,box_gacha_l05anniv_01_prize_07_028,box_gacha_l05anniv_01_group_007,,Item,memory_glo_00005,10,10
e,202603025,box_gacha_l05anniv_01_prize_07_029,box_gacha_l05anniv_01_group_007,,Coin,,3000,15
e,202603025,box_gacha_l05anniv_01_prize_08_001,box_gacha_l05anniv_01_group_008,1,FreeDiamond,,10,2
e,202603025,box_gacha_l05anniv_01_prize_08_002,box_gacha_l05anniv_01_group_008,1,Item,ticket_glo_00002,1,1
e,202603025,box_gacha_l05anniv_01_prize_08_003,box_gacha_l05anniv_01_group_008,1,Item,ticket_glo_00003,1,1
e,202603025,box_gacha_l05anniv_01_prize_08_004,box_gacha_l05anniv_01_group_008,,Item,memoryfragment_glo_00001,10,3
e,202603025,box_gacha_l05anniv_01_prize_08_005,box_gacha_l05anniv_01_group_008,,Item,memoryfragment_glo_00002,5,2
e,202603025,box_gacha_l05anniv_01_prize_08_006,box_gacha_l05anniv_01_group_008,,Item,memoryfragment_glo_00003,5,1
e,202603025,box_gacha_l05anniv_01_prize_08_007,box_gacha_l05anniv_01_group_008,,Item,memory_glo_00001,10,12
e,202603025,box_gacha_l05anniv_01_prize_08_008,box_gacha_l05anniv_01_group_008,,Item,memory_glo_00002,10,12
e,202603025,box_gacha_l05anniv_01_prize_08_009,box_gacha_l05anniv_01_group_008,,Item,memory_glo_00003,10,12
e,202603025,box_gacha_l05anniv_01_prize_08_010,box_gacha_l05anniv_01_group_008,,Item,memory_glo_00004,10,12
e,202603025,box_gacha_l05anniv_01_prize_08_011,box_gacha_l05anniv_01_group_008,,Item,memory_glo_00005,10,12
e,202603025,box_gacha_l05anniv_01_prize_08_012,box_gacha_l05anniv_01_group_008,,Coin,,500,30
e,202603025,box_gacha_l05anniv_01_prize_09_001,box_gacha_l05anniv_01_group_009,1,FreeDiamond,,40,5
e,202603025,box_gacha_l05anniv_01_prize_09_002,box_gacha_l05anniv_01_group_009,1,Item,ticket_glo_00002,1,1
e,202603025,box_gacha_l05anniv_01_prize_09_003,box_gacha_l05anniv_01_group_009,1,Item,ticket_glo_00003,1,1
e,202603025,box_gacha_l05anniv_01_prize_09_004,box_gacha_l05anniv_01_group_009,,Item,artwork_enhance_glo_00001,30,2
e,202603025,box_gacha_l05anniv_01_prize_09_005,box_gacha_l05anniv_01_group_009,,Item,artwork_enhance_glo_00002,50,2
e,202603025,box_gacha_l05anniv_01_prize_09_006,box_gacha_l05anniv_01_group_009,,Item,artwork_enhance_glo_00003,20,6
e,202603025,box_gacha_l05anniv_01_prize_09_007,box_gacha_l05anniv_01_group_009,,Item,artwork_enhance_spy_00001,8,1
e,202603025,box_gacha_l05anniv_01_prize_09_008,box_gacha_l05anniv_01_group_009,,Item,artwork_enhance_dan_00001,8,1
e,202603025,box_gacha_l05anniv_01_prize_09_009,box_gacha_l05anniv_01_group_009,,Item,artwork_enhance_gom_00001,8,1
e,202603025,box_gacha_l05anniv_01_prize_09_010,box_gacha_l05anniv_01_group_009,,Item,artwork_enhance_chi_00001,8,1
e,202603025,box_gacha_l05anniv_01_prize_09_011,box_gacha_l05anniv_01_group_009,,Item,artwork_enhance_mag_00001,8,1
e,202603025,box_gacha_l05anniv_01_prize_09_012,box_gacha_l05anniv_01_group_009,,Item,artwork_enhance_kai_00001,8,1
e,202603025,box_gacha_l05anniv_01_prize_09_013,box_gacha_l05anniv_01_group_009,,Item,artwork_enhance_yuw_00001,8,1
e,202603025,box_gacha_l05anniv_01_prize_09_014,box_gacha_l05anniv_01_group_009,,Item,artwork_enhance_sur_00001,8,1
e,202603025,box_gacha_l05anniv_01_prize_09_015,box_gacha_l05anniv_01_group_009,,Item,artwork_enhance_sum_00001,8,1
e,202603025,box_gacha_l05anniv_01_prize_09_016,box_gacha_l05anniv_01_group_009,,Item,artwork_enhance_jig_00001,8,1
e,202603025,box_gacha_l05anniv_01_prize_09_017,box_gacha_l05anniv_01_group_009,,Item,artwork_enhance_tak_00001,8,1
e,202603025,box_gacha_l05anniv_01_prize_09_018,box_gacha_l05anniv_01_group_009,,Item,artwork_enhance_osh_00001,8,1
e,202603025,box_gacha_l05anniv_01_prize_09_019,box_gacha_l05anniv_01_group_009,,Item,artwork_enhance_you_00001,8,1
e,202603025,box_gacha_l05anniv_01_prize_09_020,box_gacha_l05anniv_01_group_009,,Item,artwork_enhance_kim_00001,8,1
e,202603025,box_gacha_l05anniv_01_prize_09_021,box_gacha_l05anniv_01_group_009,,Item,artwork_enhance_hut_00001,8,1
e,202603025,box_gacha_l05anniv_01_prize_09_022,box_gacha_l05anniv_01_group_009,,Item,memoryfragment_glo_00001,30,1
e,202603025,box_gacha_l05anniv_01_prize_09_023,box_gacha_l05anniv_01_group_009,,Item,memoryfragment_glo_00002,40,1
e,202603025,box_gacha_l05anniv_01_prize_09_024,box_gacha_l05anniv_01_group_009,,Item,memoryfragment_glo_00003,5,1
e,202603025,box_gacha_l05anniv_01_prize_09_025,box_gacha_l05anniv_01_group_009,,Item,memory_glo_00001,10,8
e,202603025,box_gacha_l05anniv_01_prize_09_026,box_gacha_l05anniv_01_group_009,,Item,memory_glo_00002,10,8
e,202603025,box_gacha_l05anniv_01_prize_09_027,box_gacha_l05anniv_01_group_009,,Item,memory_glo_00003,10,8
e,202603025,box_gacha_l05anniv_01_prize_09_028,box_gacha_l05anniv_01_group_009,,Item,memory_glo_00004,10,8
e,202603025,box_gacha_l05anniv_01_prize_09_028,box_gacha_l05anniv_01_group_009,,Item,memory_glo_00005,10,8
e,202603025,box_gacha_l05anniv_01_prize_09_030,box_gacha_l05anniv_01_group_009,,Coin,,2000,25
e,202603025,box_gacha_l05anniv_01_prize_10_001,box_gacha_l05anniv_01_group_010,1,FreeDiamond,,50,1
e,202603025,box_gacha_l05anniv_01_prize_10_002,box_gacha_l05anniv_01_group_010,1,Item,ticket_glo_00002,1,1
e,202603025,box_gacha_l05anniv_01_prize_10_003,box_gacha_l05anniv_01_group_010,1,Item,ticket_glo_00003,1,1
e,202603025,box_gacha_l05anniv_01_prize_10_004,box_gacha_l05anniv_01_group_010,,Item,memoryfragment_glo_00001,50,3
e,202603025,box_gacha_l05anniv_01_prize_10_005,box_gacha_l05anniv_01_group_010,,Item,memoryfragment_glo_00002,20,3
e,202603025,box_gacha_l05anniv_01_prize_10_006,box_gacha_l05anniv_01_group_010,,Item,memoryfragment_glo_00003,10,1
e,202603025,box_gacha_l05anniv_01_prize_10_007,box_gacha_l05anniv_01_group_010,,Item,memory_glo_00001,5,12
e,202603025,box_gacha_l05anniv_01_prize_10_008,box_gacha_l05anniv_01_group_010,,Item,memory_glo_00002,5,12
e,202603025,box_gacha_l05anniv_01_prize_10_009,box_gacha_l05anniv_01_group_010,,Item,memory_glo_00003,5,12
e,202603025,box_gacha_l05anniv_01_prize_10_010,box_gacha_l05anniv_01_group_010,,Item,memory_glo_00004,5,12
e,202603025,box_gacha_l05anniv_01_prize_10_011,box_gacha_l05anniv_01_group_010,,Item,memory_glo_00005,5,12
e,202603025,box_gacha_l05anniv_01_prize_10_012,box_gacha_l05anniv_01_group_010,,Coin,,500,30
e,202603025,box_gacha_l05anniv_01_prize_11_001,box_gacha_l05anniv_01_group_011,,Item,memory_glo_00001,5,10
e,202603025,box_gacha_l05anniv_01_prize_11_002,box_gacha_l05anniv_01_group_011,,Item,memory_glo_00002,5,10
e,202603025,box_gacha_l05anniv_01_prize_11_003,box_gacha_l05anniv_01_group_011,,Item,memory_glo_00003,5,10
e,202603025,box_gacha_l05anniv_01_prize_11_004,box_gacha_l05anniv_01_group_011,,Item,memory_glo_00004,5,10
e,202603025,box_gacha_l05anniv_01_prize_11_005,box_gacha_l05anniv_01_group_011,,Item,memory_glo_00005,5,10
e,202603025,box_gacha_l05anniv_01_prize_11_006,box_gacha_l05anniv_01_group_011,,Coin,,100,20
e,202603025,box_gacha_l05anniv_01_prize_11_007,box_gacha_l05anniv_01_group_011,,Coin,,150,15
e,202603025,box_gacha_l05anniv_01_prize_11_008,box_gacha_l05anniv_01_group_011,,Coin,,250,15
